,aba,agepr,aise,amr,ancons,cataeu,chaufp,cs42cj,cs42pr,decile,decuc,dip14cj,dip14pr,htl,ident_men,mchof,mchof_d,mfac_eau1_d,mfac_eg1_d,mloy_d,nactifs,nbh1,nbphab,nenfants,ocde10,pondmen,poste_coicop_451,poste_coicop_4511,poste_coicop_452,poste_coicop_453,revtot,situacj,situapr,surfhab_d,tau,tuu,typmen,zeat,part_energies_revtot
2220,2,37.0,1,0.0,5,111,2,46,47,9,9.0,31,31,1,13041,,,200.0,,1020.0,2.0,0.0,4.0,1.0,1.8,3096.615187190677,100.0,0.0,33.0,0.0,56792.0,1,1,100.0,6,5.0,4,8,0.0023418791379067475
2221,1,49.0,4,51.0,5,111,2,0,67,2,5.0,0,50,2,13043,,,74.0,,277.0,1.0,0.0,2.0,0.0,1.0,2138.383018406255,196.0,0.0,524.0,0.0,17432.0,0,4,55.0,6,4.0,1,7,0.04130335016062414
2222,2,73.0,2,0.0,5,111,1,0,75,5,9.0,0,50,2,13045,,,,,,0.0,1.0,4.0,0.0,1.0,2094.0049897250947,420.0,1116.0,0.0,0.0,29110.0,0,5,82.0,9,7.0,1,2,0.014428031604259704
2223,2,50.0,1,0.0,9,111,2,45,53,8,9.0,50,60,1,13046,,,350.0,1500.0,,2.0,2.0,6.0,0.0,1.5,3917.6062922978845,0.0,1500.0,0.0,0.0,45276.0,1,1,200.0,6,4.0,3,9,0.0
2224,2,41.0,2,0.0,1,111,2,54,54,9,9.0,50,42,1,13047,,,405.0,,,2.0,0.0,3.0,1.0,1.8,2176.517632123474,529.0,0.0,1100.0,0.0,57814.0,1,1,80.0,10,8.0,4,1,0.028176566229632962
2225,2,67.0,3,0.0,7,111,2,0,77,4,8.0,0,50,2,13048,,,,,442.0,0.0,2.0,2.0,0.0,1.0,1905.829523365239,2530.0,0.0,415.0,0.0,24794.0,0,5,49.0,6,4.0,1,2,0.11877873679115915
2226,2,66.0,3,0.0,9,300,2,71,71,2,2.0,50,50,1,13049,,,140.0,,,0.0,4.0,4.0,0.0,1.5,1046.1279252927377,700.0,0.0,0.0,1000.0,16070.0,5,5,100.0,0,0.0,3,3,0.10578718108276292
2227,2,71.0,3,0.0,4,111,1,75,75,3,2.0,70,70,2,13051,,,,,372.0,0.0,2.0,4.0,0.0,1.5,2146.9897164907115,320.0,0.0,0.0,0.0,18390.0,5,5,78.0,7,5.0,3,2,0.017400761283306143
2228,2,50.0,2,0.0,1,111,2,0,85,1,2.0,0,30,1,13052,,,622.0,,,0.0,2.0,7.0,0.0,1.0,3212.668798081786,731.0,0.0,780.0,0.0,11259.0,0,7,200.0,8,7.0,1,9,0.134203748112621
2229,1,60.0,3,11.0,1,111,2,0,77,2,5.0,0,50,2,13054,,,85.0,,,0.0,0.0,2.0,0.0,1.0,2773.0121774081454,396.0,0.0,88.0,0.0,17310.0,0,5,50.0,7,5.0,1,5,0.027960716348931252
2230,2,64.0,2,0.0,1,111,2,86,74,8,9.0,20,20,1,13055,,,180.0,,,0.0,4.0,8.0,0.0,1.5,1048.8790188687387,500.0,523.0,0.0,4000.0,47334.0,5,5,170.0,8,7.0,3,2,0.09506908353403473
2231,2,47.0,2,0.0,8,112,5,85,11,5,6.0,71,50,1,13056,,,,,,1.0,0.0,3.0,0.0,1.5,2486.7138101820783,205.0,0.0,0.0,0.0,30420.0,6,1,100.0,6,0.0,3,9,0.0067389875082182775
2232,2,62.0,3,0.0,99,111,2,86,75,4,5.0,70,50,2,13057,,,,,,0.0,2.0,4.0,0.0,1.5,2633.4905829706477,0.0,960.0,0.0,0.0,25720.0,5,5,90.0,9,7.0,3,5,0.0
2233,2,77.0,3,0.0,6,112,2,0,75,3,5.0,0,50,1,13058,,,210.0,,,0.0,2.0,3.0,0.0,1.0,1640.261702087585,556.0,0.0,681.0,0.0,17842.0,0,5,75.0,7,1.0,1,3,0.06933079251205022
2234,2,65.0,5,0.0,2,111,1,0,77,2,5.0,0,50,2,13059,,,,,330.0,0.0,3.0,5.0,0.0,1.0,2978.7270467288236,372.0,0.0,105.0,0.0,16770.0,0,5,68.0,10,8.0,1,1,0.02844364937388193
2235,2,55.0,4,0.0,4,111,2,56,54,7,8.0,50,50,2,1306,,,,,500.0,2.0,3.0,1.0,0.0,1.5,2824.422157029765,19.0,0.0,390.0,0.0,37620.0,1,1,30.0,9,7.0,3,8,0.010871876661350345
2236,1,34.0,3,66.0,1,112,2,54,63,7,6.0,43,71,8,13060,,,350.0,,,2.0,0.0,4.0,2.0,2.1,3083.911237944758,670.0,0.0,60.0,0.0,40818.0,1,1,150.0,9,2.0,4,7,0.01788426674506345
2237,1,25.0,3,61.0,1,112,2,84,63,4,3.0,41,50,1,13064,,,300.0,,,1.0,0.0,3.0,1.0,1.8,2032.8440898686376,910.0,0.0,0.0,0.0,22982.0,3,1,100.0,7,0.0,4,5,0.039596205726220524
2238,2,51.0,3,0.0,2,111,1,77,62,6,7.0,50,71,2,13065,,,,,,1.0,2.0,2.0,0.0,1.5,2701.985342186604,310.0,233.0,68.0,0.0,33451.0,5,1,46.0,7,5.0,3,7,0.011300110609548294
2239,1,38.0,3,100.0,5,112,6,55,56,5,3.0,50,41,1,13066,,,840.0,,,2.0,1.0,4.0,2.0,2.1,1649.6441659233242,1600.0,0.0,0.0,0.0,27822.0,1,1,100.0,10,0.0,4,2,0.05750844655308748
2240,2,53.0,1,0.0,7,112,2,85,37,7,7.0,70,31,1,13067,,,351.0,,,1.0,2.0,6.0,0.0,1.5,1978.0354313573716,1026.0,0.0,0.0,0.0,36390.0,6,1,130.0,8,0.0,3,4,0.028194558944765045
2241,2,27.0,3,0.0,4,111,2,42,47,6,7.0,20,20,2,13069,,,,,531.0,2.0,0.0,3.0,0.0,1.5,3860.5162400312643,648.0,0.0,0.0,0.0,34280.0,1,1,55.0,9,7.0,3,8,0.018903150525087516
2242,2,40.0,3,0.0,5,111,2,54,43,9,6.0,31,42,1,1307,,,340.0,1800.0,,2.0,0.0,7.0,3.0,2.4,1345.695115479204,0.0,1800.0,0.0,0.0,51043.0,1,1,140.0,7,5.0,4,5,0.0
2243,2,60.0,1,0.0,6,400,2,43,31,10,10.0,10,10,1,13070,,,,,,2.0,3.0,7.0,1.0,2.0,1294.0948815009347,820.0,0.0,0.0,3500.0,114566.0,1,1,245.0,0,0.0,4,2,0.037707522301555434
2244,2,37.0,2,0.0,4,111,2,0,42,9,9.0,0,20,1,13072,,,502.0,,,1.0,1.0,7.0,1.0,2.0,1639.134997875345,544.0,908.0,0.0,1600.0,60227.0,0,1,140.0,10,8.0,4,1,0.0355986517674797
2245,2,65.0,3,0.0,6,111,2,0,77,2,4.0,0,71,1,13075,,,700.0,,,0.0,2.0,4.0,0.0,1.0,4409.075248057789,885.0,0.0,0.0,0.0,16420.0,0,5,89.0,9,7.0,1,8,0.05389768574908648
2246,1,18.0,2,43.0,1,111,2,0,84,1,1.0,0,60,2,13077,,,,,347.0,0.0,0.0,1.0,0.0,1.0,3860.417685106148,540.0,0.0,0.0,0.0,7476.0,0,3,33.0,9,7.0,1,2,0.07223113964686999
2247,2,81.0,3,0.0,1,300,6,0,71,1,3.0,0,70,1,13080,,,151.0,,,0.0,1.0,4.0,0.0,1.0,2287.7028821442213,496.0,0.0,0.0,720.0,12747.0,0,5,73.0,0,0.0,1,2,0.09539499490076096
2248,2,69.0,1,0.0,5,111,1,74,74,10,10.0,10,10,2,13082,,,,,,0.0,5.0,5.0,0.0,1.5,2531.370886464496,349.0,2608.0,0.0,0.0,102564.0,5,5,113.0,9,7.0,3,7,0.003402753402753403
2249,2,66.0,2,0.0,7,400,2,75,45,9,10.0,41,41,1,13083,,,,,,1.0,2.0,6.0,0.0,1.5,3785.705938715254,873.0,0.0,0.0,0.0,57212.0,5,5,240.0,0,0.0,3,7,0.015259036565755436
2250,2,65.0,3,0.0,7,111,2,74,72,10,10.0,30,10,2,13084,,,900.0,,,0.0,2.0,5.0,0.0,1.5,4182.534696290695,2000.0,0.0,0.0,0.0,91511.0,5,5,150.0,6,5.0,3,2,0.021855296084623707
2251,2,74.0,2,0.0,1,300,5,77,75,4,4.0,41,41,1,13085,,,210.0,,,0.0,1.0,7.0,0.0,1.5,2485.488343416222,760.0,0.0,0.0,0.0,24899.0,5,5,300.0,0,0.0,3,9,0.03052331418932487
2252,2,62.0,3,0.0,5,111,1,75,77,4,4.0,50,50,2,13087,,,,,,0.0,1.0,3.0,0.0,1.5,2077.946311151649,460.0,0.0,0.0,0.0,23046.0,5,5,75.0,9,7.0,3,2,0.01996007984031936
2253,2,50.0,2,0.0,5,112,4,85,38,10,7.0,41,41,1,13089,,,460.0,,,1.0,0.0,8.0,3.0,2.8,2070.695785384579,200.0,0.0,0.0,0.0,67334.0,6,1,190.0,10,4.0,4,1,0.002970267621112662
2254,2,68.0,3,0.0,2,111,1,0,72,3,5.0,0,43,2,1309,,,300.0,,,0.0,1.0,4.0,0.0,1.0,3824.1165244925687,780.0,0.0,0.0,0.0,18472.0,0,5,130.0,9,7.0,1,7,0.0422260718925942
2255,2,54.0,4,0.0,3,111,1,0,52,9,10.0,0,20,2,13090,221.0,221.0,,,,2.0,1.0,5.0,1.0,1.5,3313.1201716210317,528.0,0.0,221.0,0.0,58105.0,0,1,80.0,9,7.0,2,7,0.012890456931417263
2256,1,46.0,4,197.0,4,221,1,0,68,2,3.0,0,71,2,13091,,,,,,1.0,0.0,1.0,0.0,1.0,5911.564493547984,816.0,0.0,0.0,0.0,14594.0,0,4,32.0,1,2.0,1,7,0.055913389063998904
2257,2,45.0,2,0.0,5,112,2,52,68,7,4.0,50,50,1,13092,,,450.0,,,2.0,0.0,5.0,2.0,2.5,1120.8859919142078,1110.0,0.0,0.0,0.0,41381.0,1,1,100.0,8,1.0,4,3,0.026823904690558467
2258,0,88.0,3,0.0,2,111,2,0,77,4,7.0,0,71,2,13093,,,,,,0.0,1.0,3.0,0.0,1.0,3725.841606685018,2600.0,0.0,600.0,0.0,22040.0,0,5,60.0,9,7.0,1,8,0.14519056261343014
2259,2,80.0,3,0.0,1,111,2,0,71,1,2.0,0,71,1,13094,,,,,,0.0,1.0,4.0,0.0,1.0,2850.454576084928,0.0,1200.0,0.0,0.0,9720.0,0,5,117.0,7,5.0,1,7,0.0
2260,2,64.0,1,0.0,9,211,2,75,46,9,10.0,33,60,1,13095,,,,,,1.0,3.0,5.0,0.0,1.5,1673.1451489624615,0.0,0.0,0.0,0.0,62505.0,5,1,105.0,4,4.0,3,5,0.0
2261,2,43.0,3,0.0,2,111,2,0,68,5,4.0,0,50,2,13097,,,,,276.0,2.0,0.0,3.0,2.0,2.0,1488.8510408376053,510.0,0.0,1200.0,0.0,29738.0,0,1,80.0,9,7.0,2,9,0.0575021857555989
2262,2,85.0,3,0.0,1,111,1,0,75,5,6.0,0,70,8,13098,,,,,,0.0,0.0,1.0,0.0,1.5,4155.478714451585,120.0,0.0,74.0,0.0,28672.0,0,5,35.0,10,8.0,5,1,0.006766183035714286
2263,1,21.0,3,250.0,1,111,1,0,84,1,1.0,0,41,2,13099,,,,,215.0,0.0,0.0,1.0,0.0,1.0,3148.6716817781585,200.0,0.0,0.0,0.0,5422.0,0,3,25.0,10,8.0,1,1,0.03688675765400221
2264,2,69.0,3,0.0,5,111,5,77,77,6,7.0,70,70,1,1310,,,147.0,,,0.0,5.0,3.0,0.0,1.5,1838.0632941123183,880.0,0.0,0.0,0.0,34663.0,5,5,82.0,9,7.0,3,9,0.025387300579869026
2265,2,56.0,3,0.0,2,111,2,72,54,4,5.0,50,41,2,13100,,,,,,1.0,1.0,3.0,0.0,1.5,3314.972409097869,330.0,0.0,0.0,0.0,26054.0,6,1,64.0,10,8.0,3,1,0.012666001381745605
2266,2,36.0,2,0.0,6,111,2,34,35,9,7.0,12,20,1,13103,,,325.0,,,2.0,0.0,6.0,3.0,2.4,1924.3454755458838,538.0,0.0,711.0,0.0,55462.0,1,1,105.0,8,7.0,4,5,0.022519923551260323
2267,2,78.0,4,0.0,2,300,2,77,75,4,4.0,50,60,1,13105,,,300.0,,,0.0,1.0,3.0,0.0,1.5,1840.7519884206174,1460.0,0.0,1630.0,0.0,22100.0,5,5,80.0,0,0.0,3,2,0.13981900452488688
2268,1,23.0,3,140.0,99,111,1,0,52,6,9.0,0,31,2,13108,,,,,260.0,1.0,0.0,1.0,0.0,1.0,4083.2105979241574,360.0,0.0,60.0,0.0,33214.0,0,1,33.0,9,7.0,1,7,0.012645270066839284
2269,2,72.0,2,0.0,1,112,5,0,77,5,9.0,0,70,1,13109,,,106.0,,,0.0,2.0,4.0,0.0,1.0,2680.5716874189743,520.0,0.0,0.0,300.0,28912.0,0,5,150.0,8,0.0,1,9,0.028361925843940233
2270,2,56.0,3,0.0,6,111,2,56,62,4,2.0,60,50,1,13110,,,230.0,,,2.0,2.0,6.0,1.0,2.0,1229.4689740230642,735.0,0.0,0.0,800.0,24222.0,1,1,123.0,3,4.0,4,5,0.06337214102881678
2271,2,51.0,1,0.0,4,112,2,77,45,10,10.0,50,41,1,13111,,,80.0,,,1.0,3.0,11.0,0.0,1.5,3382.5603020920535,1440.0,680.0,0.0,0.0,67920.0,5,1,260.0,7,0.0,3,2,0.02120141342756184
2272,2,62.0,3,0.0,2,211,4,77,78,5,6.0,50,70,1,13113,,,225.0,,,0.0,5.0,4.0,0.0,1.5,1498.0578833106701,1511.0,0.0,0.0,0.0,28960.0,5,5,150.0,2,3.0,3,5,0.05217541436464088
2273,2,55.0,3,0.0,2,221,4,0,63,6,9.0,0,50,1,13114,,,193.0,,,1.0,1.0,5.0,0.0,1.0,2905.3268137107125,610.0,663.0,0.0,0.0,34952.0,0,1,180.0,1,1.0,1,2,0.017452506294346533
2274,2,44.0,3,0.0,5,111,2,42,64,7,5.0,10,41,1,13116,,,260.0,,,2.0,0.0,5.0,2.0,2.3,1842.231835579016,282.0,0.0,1144.0,0.0,38710.0,1,1,130.0,6,5.0,4,9,0.036838026349780416
2275,1,45.0,3,59.0,8,112,2,85,64,6,2.0,50,50,1,13119,,,1500.0,,,1.0,0.0,5.0,3.0,2.8,2002.5712595992122,2022.0,0.0,0.0,0.0,31048.0,6,1,105.0,9,3.0,4,8,0.06512496779180624
2276,2,30.0,1,0.0,2,111,2,0,54,4,7.0,0,31,2,1312,,,,,333.0,1.0,0.0,2.0,0.0,1.0,2062.7008420426278,270.0,0.0,641.0,0.0,22628.0,0,1,55.0,9,7.0,1,3,0.040259855046844616
2277,2,77.0,3,0.0,2,111,1,0,75,2,5.0,0,41,2,13120,,,,,,0.0,0.0,3.0,0.0,1.0,3438.203485157306,69.0,0.0,63.0,0.0,16785.0,0,5,58.0,10,8.0,1,1,0.007864164432529044
2278,2,46.0,2,0.0,4,111,3,0,47,6,9.0,0,50,2,13121,,,,,563.0,1.0,0.0,2.0,0.0,1.0,2801.4111667751426,300.0,0.0,0.0,0.0,31944.0,0,1,35.0,10,8.0,1,1,0.009391435011269721
2279,2,78.0,3,0.0,5,300,4,0,78,4,7.0,0,50,1,13122,,,188.0,,,0.0,0.0,3.0,0.0,1.0,2580.250610201608,960.0,0.0,0.0,0.0,23260.0,0,5,85.0,0,0.0,1,2,0.0412725709372313
2280,2,35.0,2,0.0,7,111,2,0,45,3,6.0,0,31,1,13123,,,,,375.0,1.0,0.0,2.0,0.0,1.0,3816.945484169002,72.0,0.0,0.0,0.0,19576.0,0,1,35.0,8,6.0,1,5,0.0036779730281977932
2281,2,53.0,1,0.0,4,111,1,54,37,8,9.0,41,41,8,13126,,,,,561.0,2.0,2.0,2.0,0.0,1.5,3210.2871393561845,250.0,0.0,0.0,0.0,47889.0,1,1,70.0,9,7.0,3,8,0.0052204055211008795
2282,2,48.0,3,0.0,5,112,6,0,45,7,5.0,0,41,1,13128,,,360.0,,,1.0,0.0,5.0,2.0,2.0,2270.8354626427704,380.0,0.0,0.0,0.0,37628.0,0,1,110.0,7,4.0,2,5,0.010098862549165515
2283,2,57.0,1,0.0,1,111,2,75,38,9,10.0,20,41,1,1313,,,713.0,1362.0,,1.0,3.0,8.0,0.0,1.5,1473.8811484305281,0.0,1362.0,0.0,0.0,57862.0,5,1,270.0,9,7.0,3,8,0.0
2284,2,74.0,3,0.0,5,111,1,78,78,6,6.0,71,50,2,13130,,,,,,0.0,1.0,3.0,0.0,1.5,2625.452230213445,348.0,0.0,0.0,0.0,30920.0,5,5,80.0,8,7.0,3,4,0.011254851228978008
2285,2,60.0,2,0.0,5,120,2,54,38,9,10.0,20,20,1,13135,,,,,,2.0,1.0,5.0,0.0,1.5,1233.5626318582238,445.0,323.0,0.0,2000.0,57020.0,1,1,80.0,0,0.0,3,4,0.042879691336373205
2286,2,36.0,3,0.0,1,111,4,0,68,2,4.0,0,71,2,13137,,,235.0,360.0,233.0,1.0,0.0,2.0,0.0,1.0,2901.8829294533098,0.0,360.0,0.0,0.0,15341.0,0,1,40.0,4,4.0,1,2,0.0
2287,2,41.0,3,0.0,1,112,2,46,67,7,8.0,50,50,1,13140,,,160.0,,,2.0,0.0,4.0,0.0,1.5,1661.9638215986147,500.0,0.0,0.0,1500.0,38235.0,1,1,85.0,6,0.0,3,2,0.052308094677651365
2288,2,35.0,2,0.0,5,111,2,54,22,9,7.0,50,31,1,13141,,,750.0,,,2.0,0.0,5.0,3.0,2.4,2086.339648242852,420.0,0.0,1800.0,0.0,54067.0,1,1,110.0,8,7.0,4,2,0.041060166090221395
2289,2,33.0,3,0.0,9,112,2,42,42,7,6.0,43,50,2,13145,,,300.0,,570.0,2.0,0.0,3.0,2.0,2.1,2640.0423426038137,450.0,0.0,850.0,0.0,41699.0,1,1,65.0,9,1.0,4,5,0.0311758075733231
2290,2,53.0,1,0.0,1,112,2,34,34,10,10.0,10,10,1,13150,,,240.0,,,2.0,2.0,6.0,1.0,2.0,1624.3920460380152,1500.0,0.0,0.0,1.0,104435.0,1,1,200.0,9,0.0,4,9,0.014372576243596495
2291,2,42.0,2,0.0,9,111,4,55,48,8,7.0,50,50,1,13152,,,,,,2.0,0.0,3.0,1.0,2.0,1417.0881659978631,800.0,0.0,0.0,0.0,48515.0,1,1,84.0,5,4.0,4,7,0.016489745439554778
2292,2,52.0,2,0.0,6,112,6,55,52,7,8.0,31,33,1,13153,,,220.0,,,2.0,1.0,4.0,0.0,1.5,1503.1026503143298,258.0,829.0,1500.0,0.0,38208.0,1,1,107.0,9,0.0,3,3,0.04601130653266332
2293,2,58.0,3,0.0,2,111,2,77,62,9,9.0,70,71,1,13154,,,368.0,,,2.0,0.0,4.0,1.0,2.0,2334.970913533365,492.0,0.0,946.0,0.0,58001.0,5,1,63.0,10,8.0,4,1,0.024792675988345027
2294,2,79.0,2,0.0,4,111,2,77,77,4,5.0,70,70,2,13155,,,,,,0.0,3.0,3.0,0.0,1.5,2940.1304201382604,230.0,0.0,380.0,0.0,25243.0,5,5,60.0,9,7.0,3,8,0.024165115081408707
2295,2,85.0,1,0.0,8,400,4,0,78,3,6.0,0,71,1,13158,,,,,368.0,0.0,3.0,4.0,0.0,1.0,2674.775609273147,660.0,0.0,0.0,0.0,21439.0,0,5,80.0,0,0.0,1,5,0.03078501795792714
2296,2,63.0,4,0.0,3,111,1,78,78,7,8.0,71,50,8,13159,,,250.0,,430.0,0.0,1.0,2.0,0.0,1.5,3882.158238964377,552.0,0.0,0.0,0.0,38770.0,5,5,43.0,8,6.0,3,8,0.014237812741810678
2297,2,51.0,5,0.0,1,112,5,11,37,8,6.0,50,50,1,1316,,,,,,2.0,1.0,5.0,1.0,2.0,1584.2103960469983,0.0,0.0,0.0,0.0,42265.0,1,1,120.0,8,0.0,4,9,0.0
2298,2,53.0,2,0.0,6,111,6,52,62,7,6.0,50,71,1,13160,,,200.0,,,2.0,2.0,4.0,1.0,1.8,1196.9391945643122,1450.0,0.0,0.0,200.0,38224.0,1,1,91.0,5,4.0,4,5,0.04316659690246965
2299,2,54.0,2,0.0,3,120,2,54,38,10,10.0,50,44,1,13161,,,424.0,,,3.0,1.0,5.0,1.0,2.0,2520.1778205733085,630.0,0.0,1817.0,0.0,75575.0,1,1,150.0,0,2.0,4,2,0.03237843202117102
2300,2,56.0,3,0.0,2,111,1,77,52,7,6.0,60,50,2,13162,85.0,85.0,,,425.0,2.0,2.0,4.0,1.0,2.0,1730.5896426602874,550.0,0.0,85.0,0.0,41870.0,6,1,80.0,10,8.0,4,1,0.015165989968951516
2301,2,71.0,3,0.0,1,300,2,75,74,8,9.0,50,50,1,13163,,,266.0,,,0.0,2.0,6.0,0.0,1.5,1181.88258532858,1393.0,0.0,0.0,0.0,47030.0,5,5,120.0,0,0.0,3,2,0.029619391877524985
2302,2,29.0,3,0.0,2,111,4,84,38,10,10.0,20,10,2,13165,,,,,680.0,1.0,0.0,2.0,0.0,1.5,3277.5569463020247,500.0,0.0,150.0,0.0,64188.0,3,1,40.0,10,8.0,3,1,0.010126503396273447
2303,2,79.0,2,0.0,6,400,4,75,77,10,10.0,20,12,1,13166,,,455.0,,,0.0,0.0,4.0,0.0,1.5,1546.2759597086124,2255.0,2853.0,0.0,0.0,77678.0,5,5,100.0,0,0.0,3,8,0.029030098612219675
2304,2,38.0,3,0.0,5,300,5,63,63,7,4.0,50,50,1,13167,,,298.0,,,3.0,0.0,7.0,2.0,2.5,1177.4526293004071,1160.0,0.0,0.0,0.0,40854.0,4,1,180.0,0,0.0,4,4,0.028393792529495275
2305,2,60.0,3,0.0,3,112,4,55,55,7,8.0,71,71,1,13168,,,650.0,,,2.0,4.0,5.0,0.0,1.5,3478.93347412248,1655.0,0.0,0.0,0.0,40612.0,1,1,120.0,10,3.0,3,1,0.040751502019107655
2306,2,66.0,3,0.0,1,111,2,77,78,3,3.0,71,71,2,13169,,,196.0,,205.0,0.0,1.0,3.0,0.0,1.5,2870.9699312281514,318.0,0.0,1248.0,0.0,19990.0,5,5,60.0,7,6.0,3,2,0.0783391695847924
2307,2,62.0,1,0.0,7,112,2,46,75,10,10.0,31,20,1,13170,,,268.0,,,1.0,2.0,9.0,0.0,1.5,2393.028913076878,546.0,107.0,1622.0,0.0,91163.0,1,5,218.0,10,3.0,3,1,0.02378157805249937
2308,2,50.0,4,0.0,8,300,2,68,69,7,3.0,50,50,1,13171,,,,,,2.0,0.0,5.0,3.0,2.8,1009.3885869713279,1090.0,0.0,0.0,0.0,40714.0,1,1,87.0,0,0.0,4,2,0.026772117699071573
2309,2,80.0,3,0.0,1,111,6,78,78,4,4.0,71,71,2,13172,,,,,399.0,0.0,2.0,4.0,0.0,1.5,3132.8476143532002,335.0,0.0,1065.0,0.0,22720.0,5,5,70.0,7,5.0,3,7,0.061619718309859156
2310,2,73.0,3,0.0,2,111,2,0,77,2,4.0,0,50,1,13174,,,100.0,,,0.0,2.0,3.0,0.0,1.0,1496.4847817757643,216.0,0.0,869.0,0.0,16590.0,0,5,60.0,4,4.0,1,2,0.06540084388185655
2311,2,75.0,3,0.0,9,221,4,0,72,8,10.0,0,50,1,13176,,,400.0,,,0.0,1.0,3.0,0.0,1.0,4547.1014172747755,1440.0,0.0,0.0,0.0,47474.0,0,5,105.0,1,2.0,1,7,0.030332392467455872
2312,2,48.0,3,0.0,5,111,2,52,22,4,2.0,71,71,2,13177,,,,,,2.0,3.0,4.0,2.0,2.3,3666.521631549897,500.0,0.0,900.0,0.0,22410.0,4,1,90.0,10,8.0,4,1,0.06247211066488175
2313,2,31.0,3,0.0,9,112,4,46,47,9,9.0,20,30,1,13178,,,340.0,,,2.0,0.0,5.0,1.0,1.8,1811.3883584742587,1200.0,0.0,0.0,0.0,59068.0,1,1,110.0,7,0.0,4,5,0.020315568497325118
2314,2,61.0,1,0.0,9,111,2,0,43,10,10.0,0,42,2,13179,,,,,,1.0,3.0,4.0,0.0,1.0,4564.044714066877,319.0,0.0,1470.0,0.0,82112.0,0,1,103.0,8,7.0,1,4,0.02178731488698363
2315,2,56.0,3,0.0,4,111,1,78,52,6,7.0,50,70,2,1318,,,,,313.0,1.0,0.0,4.0,0.0,1.5,2216.575587833343,825.0,0.0,90.0,0.0,36146.0,5,1,120.0,8,7.0,3,4,0.025314004315830245
2316,2,67.0,1,0.0,4,111,2,54,22,10,10.0,70,70,1,13183,,,400.0,,,2.0,2.0,8.0,0.0,1.5,3326.060658729269,890.0,0.0,0.0,0.0,78340.0,1,1,180.0,9,7.0,3,8,0.011360735256573908
2317,1,27.0,4,221.0,99,111,2,56,52,3,2.0,71,71,2,13184,,,,706.0,209.0,2.0,0.0,3.0,1.0,1.8,3242.5394086844585,0.0,706.0,0.0,0.0,19604.0,4,4,62.0,8,7.0,4,7,0.0
2318,1,45.0,4,390.0,1,400,2,85,11,4,1.0,71,50,1,13185,,,,,,1.0,0.0,7.0,3.0,2.6,2171.918640217359,1092.0,0.0,0.0,0.0,22483.0,6,1,139.0,0,0.0,4,7,0.048570030689854556
2319,2,57.0,4,0.0,6,111,6,85,62,5,3.0,50,71,1,13187,,,494.0,,,1.0,1.0,4.0,1.0,2.0,2718.2307010572313,2136.0,0.0,0.0,0.0,26185.0,6,1,70.0,9,7.0,4,8,0.08157341989688753
2320,2,65.0,3,0.0,5,221,2,86,75,8,8.0,41,41,1,13188,,,330.0,,,0.0,4.0,6.0,0.0,1.5,1545.9218608923052,1423.0,555.0,0.0,0.0,42148.0,5,5,110.0,1,2.0,3,2,0.033761981588687484
2321,2,29.0,3,0.0,2,111,2,67,46,7,7.0,50,41,2,13189,,,,,280.0,2.0,0.0,3.0,0.0,1.5,2190.5213464461885,528.0,0.0,1205.0,0.0,36495.0,1,1,67.0,8,7.0,3,4,0.04748595698040828
2322,2,46.0,2,0.0,9,111,4,0,33,8,10.0,0,41,2,13192,,,,,480.0,1.0,2.0,3.0,0.0,1.0,3093.2129377988226,0.0,1060.0,0.0,0.0,49160.0,0,1,57.0,7,6.0,1,5,0.0
2323,2,24.0,2,0.0,1,111,2,0,84,1,1.0,0,41,2,13193,,,,,,0.0,0.0,3.0,0.0,1.0,4528.802453231144,360.0,0.0,72.0,0.0,8440.0,0,3,47.0,10,8.0,1,1,0.05118483412322275
2324,2,31.0,2,0.0,1,111,4,0,84,2,3.0,0,10,2,13196,,,,,533.0,0.0,0.0,1.0,0.0,1.0,3420.87271865853,396.0,0.0,0.0,0.0,14190.0,0,3,25.0,10,8.0,1,1,0.027906976744186046
2325,2,33.0,3,0.0,1,111,4,0,22,1,1.0,0,50,2,132,,,180.0,,460.0,1.0,0.0,2.0,0.0,1.0,2982.8000363902424,420.0,0.0,0.0,0.0,6061.0,0,1,40.0,9,7.0,1,8,0.06929549579277347
2326,1,81.0,4,183.0,4,111,2,0,78,1,2.0,0,71,2,1320,,,,,,0.0,1.0,3.0,0.0,1.0,3836.77698171836,160.0,0.0,913.0,0.0,10936.0,0,5,73.0,9,7.0,1,8,0.09811631309436723
2327,2,45.0,4,0.0,99,300,5,85,62,3,2.0,60,50,1,13200,,,220.0,,,1.0,0.0,2.0,2.0,2.3,1837.3981013074128,700.0,0.0,0.0,0.0,21600.0,6,1,72.0,0,0.0,4,5,0.032407407407407406
2328,2,43.0,1,0.0,1,120,4,43,43,10,8.0,33,33,1,13204,,,516.0,,,2.0,0.0,9.0,2.0,2.3,2210.7456258857806,1057.0,0.0,0.0,0.0,65301.0,1,1,250.0,0,2.0,4,8,0.016186582135036216
2329,2,31.0,1,0.0,4,111,1,0,38,5,8.0,0,20,2,13206,,,,,,1.0,0.0,1.0,0.0,1.0,4153.972253487674,150.0,0.0,0.0,0.0,26233.0,0,1,15.0,10,8.0,1,1,0.005717988792741966
