,aba,agepr,aise,amr,ancons,cataeu,chaufp,cs42cj,cs42pr,decile,decuc,dip14cj,dip14pr,htl,ident_men,mchof,mchof_d,mfac_eau1_d,mfac_eg1_d,mloy_d,nactifs,nbh1,nbphab,nenfants,ocde10,pondmen,poste_coicop_451,poste_coicop_4511,poste_coicop_452,poste_coicop_453,revtot,situacj,situapr,surfhab_d,tau,tuu,typmen,zeat,part_energies_revtot
2330,2,53.0,3,0.0,7,112,2,55,42,6,5.0,50,44,1,13207,,,212.0,,,2.0,2.0,5.0,1.0,2.0,2136.9808261531257,1100.0,0.0,0.0,2588.0,35335.0,1,1,200.0,9,0.0,4,2,0.10437243526248761
2331,2,63.0,3,0.0,2,112,2,75,77,9,9.0,60,50,1,13208,,,380.0,,,0.0,0.0,4.0,0.0,1.5,1528.0032274741372,872.0,0.0,0.0,1675.0,51232.0,5,5,90.0,10,1.0,3,2,0.04971502186133667
2332,2,33.0,2,0.0,99,111,2,0,45,9,10.0,0,31,2,13209,,,,,238.0,1.0,0.0,1.0,0.0,1.0,3897.833583744314,180.0,0.0,96.0,0.0,54543.0,0,1,30.0,10,8.0,1,1,0.0050602277102469615
2333,2,70.0,3,0.0,9,221,2,0,72,3,5.0,0,70,1,13210,,,300.0,,,0.0,3.0,4.0,0.0,1.0,1965.6964334254023,1300.0,0.0,0.0,0.0,18591.0,0,5,100.0,1,3.0,1,5,0.06992630842880963
2334,2,30.0,3,0.0,8,112,2,69,46,7,8.0,60,20,1,13211,,,178.0,,567.0,2.0,0.0,5.0,0.0,1.5,2687.6087014079294,780.0,0.0,0.0,0.0,39331.0,1,1,110.0,6,0.0,3,9,0.019831684930461977
2335,2,67.0,2,0.0,6,120,2,78,75,5,6.0,70,33,1,13213,,,,,,0.0,3.0,5.0,0.0,1.5,2315.076086880799,110.0,0.0,0.0,1500.0,30390.0,5,5,107.0,0,3.0,3,8,0.052977953274103325
2336,2,41.0,3,0.0,8,111,2,43,54,8,6.0,50,50,1,13214,,,612.0,,,2.0,0.0,4.0,2.0,2.3,2741.7708008994455,152.0,0.0,1200.0,0.0,44098.0,1,1,130.0,6,5.0,4,8,0.030658986802122545
2337,2,78.0,3,0.0,4,111,1,0,77,2,3.0,0,70,2,13215,,,,,,0.0,4.0,5.0,0.0,1.0,4127.523616978924,34.0,0.0,0.0,0.0,13470.0,0,5,100.0,9,7.0,1,8,0.002524127691165553
2338,2,71.0,2,0.0,1,111,2,86,75,6,7.0,60,60,2,13216,,,,,574.0,0.0,8.0,4.0,0.0,1.5,2635.6165044110544,376.0,0.0,1140.0,0.0,33134.0,5,5,120.0,8,7.0,3,4,0.04575360656727229
2339,1,70.0,3,19.0,1,111,1,0,78,2,4.0,0,71,2,13217,,,,,332.0,0.0,2.0,2.0,0.0,1.0,3905.9970580706054,325.0,0.0,0.0,0.0,14918.0,0,5,26.0,10,8.0,1,1,0.021785762166510257
2340,2,70.0,3,0.0,5,111,1,0,77,3,6.0,0,71,2,13219,,,,,359.0,0.0,6.0,3.0,0.0,1.0,2968.7175759376564,340.0,0.0,0.0,0.0,19563.0,0,5,57.0,8,6.0,1,2,0.01737974748249246
2341,1,63.0,5,69.0,99,111,2,0,74,4,4.0,0,20,2,1322,,,404.0,,226.0,1.0,1.0,3.0,1.0,1.5,1666.9849011531246,411.0,0.0,630.0,0.0,24972.0,0,5,70.0,7,5.0,2,2,0.041686689091782796
2342,2,50.0,2,0.0,4,112,6,64,37,10,10.0,50,50,1,13220,,,390.0,,,2.0,2.0,5.0,0.0,1.5,549.1068100670375,860.0,0.0,1400.0,0.0,66452.0,1,1,110.0,10,0.0,3,1,0.034009510624209954
2343,2,66.0,2,0.0,2,112,5,75,72,7,8.0,70,70,1,13222,,,90.0,,,0.0,2.0,5.0,0.0,1.5,2191.109724323415,240.0,0.0,0.0,0.0,39494.0,5,5,95.0,8,0.0,3,9,0.006076872436319441
2344,2,50.0,1,0.0,8,111,2,55,48,9,8.0,71,50,1,13223,,,1320.0,,,3.0,0.0,5.0,1.0,2.0,1609.6679086841484,2100.0,0.0,0.0,0.0,52742.0,1,1,100.0,8,7.0,4,4,0.03981646505631186
2345,1,34.0,2,203.0,8,111,2,0,45,6,5.0,0,31,1,13224,,,,,496.0,1.0,0.0,5.0,3.0,1.9,2566.2207220229984,1104.0,0.0,0.0,32.0,32547.0,0,1,180.0,8,7.0,2,5,0.03490337051033889
2346,2,91.0,3,0.0,1,300,2,71,71,4,4.0,70,50,1,13225,,,360.0,,,0.0,1.0,7.0,0.0,1.5,1448.9253940738733,880.0,0.0,0.0,0.0,23402.0,5,5,138.0,0,0.0,3,9,0.037603623621912656
2347,2,68.0,3,0.0,5,111,2,78,78,6,6.0,70,50,1,13227,,,200.0,,,0.0,1.0,5.0,0.0,1.5,3065.9457219921587,293.0,0.0,1010.0,0.0,32047.0,5,5,110.0,9,7.0,3,9,0.040659032046681434
2348,2,64.0,2,0.0,6,120,4,0,75,6,9.0,0,20,1,13228,,,334.0,,,0.0,3.0,6.0,0.0,1.0,1536.7371781998772,1248.0,0.0,0.0,100.0,33603.0,0,5,120.0,0,0.0,1,5,0.04011546588102253
2349,2,48.0,2,0.0,2,111,2,0,22,10,10.0,0,31,1,13229,,,,,,1.0,0.0,4.0,2.0,2.0,3218.9679968961723,300.0,0.0,2200.0,0.0,83934.0,0,1,115.0,8,6.0,2,2,0.029785307503514668
2350,2,44.0,2,0.0,2,111,6,21,35,10,10.0,31,20,1,13231,,,760.0,,,2.0,0.0,5.0,2.0,2.3,2142.5221144776,2265.0,0.0,0.0,0.0,93208.0,1,1,122.0,10,8.0,4,1,0.024300489228392414
2351,2,38.0,3,0.0,8,112,2,65,43,9,7.0,71,10,1,13233,,,64.0,,,2.0,0.0,4.0,2.0,2.1,2927.084601719448,1740.0,0.0,0.0,0.0,51241.0,1,1,100.0,9,0.0,4,2,0.033957182724771176
2352,2,46.0,2,0.0,1,112,2,0,43,8,9.0,0,33,2,13234,,,400.0,,,1.0,0.0,6.0,2.0,1.6,3232.0590239278404,420.0,0.0,1260.0,0.0,48935.0,0,1,140.0,10,4.0,2,1,0.03433125574742005
2353,2,55.0,1,0.0,1,111,2,74,38,10,10.0,41,12,1,13235,,,570.0,,,1.0,1.0,5.0,0.0,1.5,1537.636684619636,1215.0,0.0,1929.0,0.0,178505.0,6,1,171.0,8,7.0,3,4,0.017612952018150753
2354,2,50.0,4,0.0,1,111,2,0,52,8,9.0,0,31,2,13238,,,195.0,,264.0,1.0,0.0,4.0,1.0,1.5,3784.180182525598,250.0,0.0,550.0,0.0,44930.0,0,1,120.0,9,7.0,2,7,0.01780547518361896
2355,1,83.0,3,79.0,5,111,3,0,74,3,5.0,0,60,2,13239,,,,,,0.0,2.0,1.0,0.0,1.0,2797.286304035016,620.0,0.0,0.0,0.0,17882.0,0,5,35.0,7,5.0,1,2,0.03467173694217649
2356,2,42.0,3,0.0,8,112,2,43,48,8,8.0,10,50,1,13240,,,235.0,,,2.0,0.0,4.0,1.0,1.8,1312.594345313158,1440.0,0.0,0.0,0.0,47393.0,1,1,108.0,8,0.0,4,5,0.03038423395860148
2357,2,64.0,3,0.0,2,111,2,52,63,7,3.0,60,71,2,13241,,,600.0,,,2.0,0.0,3.0,4.0,3.3,3107.940976753993,710.0,0.0,1120.0,0.0,41830.0,1,1,65.0,10,8.0,4,1,0.043748505857040404
2358,2,75.0,2,0.0,3,111,2,77,77,6,7.0,60,70,1,13243,,,180.0,,,0.0,3.0,4.0,0.0,1.5,1468.550061240831,1226.0,0.0,330.0,0.0,32965.0,5,5,98.0,7,5.0,3,2,0.047201577430608224
2359,2,42.0,1,0.0,1,111,4,37,47,10,9.0,10,42,1,13244,,,420.0,,,2.0,0.0,5.0,2.0,2.1,2769.8740203556044,2000.0,0.0,0.0,0.0,73937.0,1,1,110.0,10,8.0,4,1,0.02705005612886647
2360,1,54.0,3,36.0,8,111,2,0,55,1,3.0,0,41,2,13245,,,182.0,,305.0,1.0,2.0,3.0,0.0,1.0,2725.3474575167024,230.0,0.0,290.0,0.0,12836.0,0,1,75.0,7,5.0,1,9,0.040511062636335304
2361,2,77.0,3,0.0,4,111,2,75,75,8,9.0,60,70,2,13247,,,,,,0.0,2.0,4.0,0.0,1.5,2278.789227868292,438.0,0.0,608.0,0.0,44787.0,5,5,77.0,6,5.0,3,8,0.023354991403755555
2362,1,36.0,3,381.0,1,111,2,63,55,5,2.0,50,50,1,13248,,,494.0,,,2.0,0.0,5.0,4.0,2.7,977.6334719530331,1200.0,0.0,0.0,0.0,28850.0,4,1,80.0,9,7.0,4,3,0.0415944540727903
2363,2,79.0,2,0.0,4,111,1,0,74,8,10.0,0,60,2,13249,,,,,,0.0,0.0,4.0,0.0,1.0,3067.2702827413,24.0,0.0,0.0,0.0,49390.0,0,5,80.0,10,8.0,1,1,0.0004859283255719781
2364,2,40.0,2,0.0,1,111,2,42,38,10,8.0,20,41,1,1325,,,420.0,,,2.0,0.0,5.0,3.0,2.4,1948.1288241211157,315.0,0.0,1600.0,0.0,66399.0,1,1,122.0,10,8.0,4,1,0.028840795795117398
2365,2,45.0,2,0.0,9,111,2,54,38,10,9.0,50,50,1,13250,,,718.0,,,2.0,0.0,6.0,2.0,2.1,1322.0388887834722,1945.0,0.0,0.0,0.0,69240.0,1,1,220.0,8,7.0,4,4,0.028090699017908723
2366,1,38.0,5,635.0,99,111,2,22,56,7,1.0,71,50,1,13252,,,1145.0,3600.0,,2.0,0.0,5.0,7.0,4.9,1780.7327064565604,0.0,3600.0,0.0,20.0,36730.0,4,4,90.0,9,7.0,5,9,0.0005445140212360468
2367,1,21.0,2,172.0,8,111,1,0,84,1,1.0,0,41,2,13253,,,,,126.0,0.0,0.0,1.0,0.0,1.0,3395.900949336477,300.0,0.0,0.0,0.0,4654.0,0,3,26.0,8,7.0,1,4,0.06446067898581866
2368,2,81.0,3,0.0,1,112,2,0,78,2,3.0,0,71,1,13257,,,65.0,,,0.0,2.0,3.0,0.0,1.0,3451.2667409984433,215.0,0.0,0.0,0.0,13890.0,0,5,60.0,9,1.0,1,5,0.015478761699064075
2369,2,51.0,2,0.0,8,111,2,85,34,10,10.0,33,10,1,13258,,,800.0,,,1.0,0.0,4.0,3.0,2.4,1059.3181680587268,600.0,0.0,1500.0,0.0,128480.0,5,1,95.0,5,4.0,4,2,0.016344956413449564
2370,2,27.0,2,0.0,1,111,4,37,46,10,10.0,12,12,2,1326,,,,,,2.0,0.0,2.0,0.0,1.5,3943.095339440225,200.0,0.0,200.0,0.0,76218.0,1,1,26.0,10,8.0,3,1,0.005248104122385788
2371,2,82.0,3,0.0,1,120,6,77,78,5,6.0,70,70,1,13261,,,640.0,,,0.0,1.0,4.0,0.0,1.5,1838.6295585351177,360.0,0.0,0.0,0.0,29099.0,5,5,64.0,0,0.0,3,2,0.012371559160108596
2372,2,46.0,4,0.0,1,112,2,64,65,8,7.0,71,50,1,13263,,,,158.0,,2.0,1.0,3.0,2.0,2.1,1727.0357389185258,0.0,158.0,0.0,0.0,47995.0,1,1,70.0,10,0.0,4,2,0.0
2373,2,55.0,2,0.0,6,111,5,46,53,8,9.0,50,71,1,13264,,,470.0,,,2.0,2.0,4.0,0.0,1.5,2403.764318344503,670.0,0.0,0.0,0.0,49118.0,1,1,89.0,9,7.0,3,8,0.013640620546439186
2374,2,66.0,3,0.0,6,112,2,77,75,6,7.0,71,70,1,13268,,,,,,0.0,2.0,5.0,0.0,1.5,2267.955541064398,1080.0,0.0,0.0,0.0,32830.0,5,5,120.0,7,0.0,3,5,0.03289674078586659
2375,2,69.0,1,0.0,5,111,2,86,75,9,8.0,50,70,1,13269,,,,,,1.0,2.0,6.0,1.0,2.0,1548.2221334514559,363.0,440.0,1020.0,0.0,54162.0,5,5,150.0,8,7.0,4,5,0.02553450758834607
2376,2,37.0,3,0.0,1,111,2,0,43,5,5.0,0,33,8,13270,,,,,520.0,1.0,0.0,3.0,2.0,1.6,3065.3459467414764,325.0,0.0,735.0,0.0,30118.0,0,1,88.0,9,7.0,2,9,0.03519490005976492
2377,2,51.0,3,0.0,99,112,2,0,31,6,8.0,0,10,1,13271,,,,,,1.0,0.0,4.0,1.0,1.3,3809.4252526030677,488.0,0.0,0.0,0.0,33928.0,0,1,67.0,9,0.0,2,5,0.014383400141476066
2378,2,45.0,3,0.0,8,112,2,52,62,8,6.0,33,71,1,13273,,,400.0,,,2.0,0.0,5.0,2.0,2.1,2084.030158338801,305.0,0.0,55.0,0.0,42205.0,1,1,90.0,6,0.0,4,4,0.008529795047980097
2379,2,41.0,3,0.0,7,400,5,13,13,6,3.0,43,31,1,13275,,,500.0,,,2.0,0.0,5.0,3.0,2.8,2236.8090438294457,600.0,0.0,0.0,0.0,35610.0,1,1,111.0,0,0.0,4,5,0.016849199663016005
2380,2,52.0,4,0.0,6,221,4,0,56,2,2.0,0,71,1,13276,,,451.0,,,2.0,2.0,4.0,1.0,1.5,3522.1861772576763,1350.0,0.0,0.0,40.0,14500.0,0,1,96.0,1,2.0,2,8,0.09586206896551724
2381,2,55.0,4,0.0,1,111,1,0,68,1,2.0,0,50,3,13277,,,,,,1.0,0.0,1.0,0.0,1.0,2975.069086146329,0.0,0.0,0.0,0.0,12190.0,0,1,10.0,9,7.0,1,8,0.0
2382,1,38.0,3,260.0,5,111,4,0,63,3,4.0,0,41,2,13278,,,280.0,,,1.0,0.0,4.0,1.0,1.3,3460.4513553117818,800.0,0.0,0.0,0.0,19679.0,0,1,80.0,8,6.0,2,8,0.04065247217846435
2383,2,69.0,3,0.0,5,300,2,78,78,4,4.0,71,50,1,13279,,,385.0,,,0.0,2.0,5.0,0.0,1.5,4719.942680334968,1272.0,415.0,0.0,0.0,24601.0,5,5,110.0,0,1.0,3,5,0.05170521523515304
2384,2,83.0,3,0.0,4,112,2,74,74,10,10.0,20,20,1,1328,,,800.0,,,0.0,1.0,8.0,0.0,1.5,1316.9048724640013,2500.0,1659.0,0.0,922.0,91014.0,5,5,450.0,10,0.0,3,2,0.03759861120267212
2385,2,66.0,2,0.0,1,400,2,77,38,8,6.0,50,42,1,13280,,,,,,1.0,2.0,6.0,0.0,2.0,3837.322734475589,550.0,0.0,0.0,2000.0,42424.0,6,5,160.0,0,1.0,5,8,0.060107486328493304
2386,2,56.0,2,0.0,5,112,1,75,37,10,10.0,43,42,1,13281,,,1765.0,,,1.0,3.0,6.0,0.0,1.5,2202.500860657798,1050.0,1394.0,0.0,0.0,70499.0,5,1,120.0,9,1.0,3,5,0.014893828281252216
2387,2,51.0,2,0.0,1,111,1,0,45,4,7.0,0,10,2,13282,,,,,1476.0,1.0,0.0,3.0,0.0,1.0,3120.403687487258,520.0,0.0,0.0,0.0,23520.0,0,1,69.0,10,8.0,1,1,0.022108843537414966
2388,1,21.0,3,91.0,99,111,2,0,53,6,4.0,0,71,2,13284,,,,,679.0,2.0,0.0,4.0,0.0,2.0,3849.6269054127456,0.0,720.0,0.0,0.0,31542.0,0,1,91.0,9,7.0,5,7,0.0
2389,2,45.0,3,0.0,1,112,2,21,53,5,2.0,41,31,1,13285,,,460.0,,,2.0,0.0,4.0,2.0,2.5,1867.0224119851139,1200.0,630.0,0.0,0.0,28766.0,1,1,107.0,9,1.0,4,9,0.041715914621428075
2390,2,44.0,2,0.0,1,111,2,0,37,6,9.0,0,12,2,13286,,,,,,1.0,0.0,2.0,0.0,1.0,3837.5977305647048,400.0,0.0,500.0,0.0,31764.0,0,1,40.0,10,8.0,1,1,0.028333962976955042
2391,1,75.0,4,248.0,2,111,1,0,78,1,2.0,0,70,2,13288,,,,,,0.0,5.0,3.0,0.0,1.0,3897.147156267485,240.0,0.0,170.0,0.0,11291.0,0,5,50.0,9,7.0,1,9,0.036312106987866445
2392,2,37.0,2,0.0,8,112,2,43,21,9,8.0,33,42,1,13289,,,280.0,,,2.0,0.0,7.0,3.0,2.4,4469.2654236094695,860.0,0.0,0.0,564.0,62586.0,1,1,160.0,5,0.0,4,5,0.022752692295401528
2393,2,55.0,4,0.0,1,111,2,75,48,8,8.0,33,12,2,1329,,,100.0,696.0,300.0,1.0,2.0,2.0,0.0,1.5,1970.9181920916124,0.0,696.0,0.0,0.0,42540.0,5,1,42.0,8,7.0,3,4,0.0
2394,2,32.0,2,0.0,4,111,1,0,34,4,7.0,0,10,2,13290,,,,,,1.0,0.0,3.0,0.0,1.0,3446.4697741213513,276.0,0.0,0.0,0.0,24081.0,0,1,64.0,10,8.0,1,1,0.011461318051575931
2395,2,61.0,4,0.0,99,111,1,0,52,2,3.0,0,71,2,13291,,,,,245.0,1.0,7.0,1.0,0.0,1.0,3879.810906915969,40.0,0.0,60.0,0.0,13610.0,0,1,37.0,10,8.0,1,1,0.0073475385745775165
2396,2,64.0,2,0.0,5,120,2,75,75,6,7.0,50,43,1,13293,,,140.0,,,0.0,2.0,4.0,0.0,1.5,768.0760042447382,540.0,443.0,0.0,1200.0,35170.0,5,5,87.0,0,0.0,3,3,0.049473983508672166
2397,2,47.0,2,0.0,4,111,2,85,37,10,10.0,50,60,1,13294,,,456.0,,,1.0,0.0,6.0,3.0,2.8,1342.2064043503376,563.0,842.0,965.0,0.0,113317.0,5,1,200.0,8,7.0,4,9,0.013484296266226603
2398,2,78.0,2,0.0,3,111,2,0,77,4,7.0,0,50,2,13295,,,297.0,,540.0,0.0,3.0,3.0,0.0,1.0,2982.917092147426,240.0,0.0,688.0,0.0,22454.0,0,5,50.0,8,6.0,1,5,0.04132893916451412
2399,2,79.0,1,0.0,5,111,1,77,74,9,9.0,70,50,2,13296,,,,,,0.0,1.0,4.0,0.0,1.5,1865.1684035020487,270.0,0.0,0.0,0.0,52223.0,5,5,80.0,8,7.0,3,4,0.005170135763935431
2400,2,65.0,3,0.0,6,120,5,72,78,5,5.0,70,70,1,13297,,,422.0,,,0.0,2.0,4.0,0.0,1.5,1554.9087387826446,610.0,0.0,0.0,0.0,28181.0,5,5,85.0,0,0.0,3,2,0.02164578971647564
2401,2,39.0,1,0.0,4,111,2,38,38,10,10.0,12,12,8,13298,,,,,,2.0,2.0,4.0,2.0,2.1,3573.1362432005576,33.0,0.0,58.0,0.0,89969.0,1,1,78.0,9,7.0,4,8,0.0010114595027176027
2402,2,43.0,2,0.0,7,112,6,52,48,8,6.0,50,44,1,13299,,,142.0,,,2.0,0.0,4.0,2.0,2.5,2188.3212052890035,790.0,0.0,0.0,1000.0,48119.0,1,1,99.0,6,0.0,4,2,0.03719944304744487
2403,2,82.0,4,0.0,1,300,5,0,71,2,2.0,0,71,1,133,,,,,,0.0,0.0,4.0,1.0,1.5,3403.269566057394,350.0,0.0,0.0,0.0,14970.0,0,5,60.0,0,0.0,2,9,0.02338009352037408
2404,2,74.0,3,0.0,5,111,2,78,78,5,5.0,70,50,1,1330,,,250.0,,,0.0,4.0,6.0,0.0,1.5,1220.1689588108577,400.0,0.0,1100.0,0.0,28460.0,5,5,113.0,9,7.0,3,3,0.05270555165144062
2405,2,34.0,2,0.0,9,211,4,46,46,8,6.0,31,31,1,13300,,,200.0,,,2.0,0.0,6.0,3.0,2.4,2007.5444153117992,1530.0,0.0,0.0,0.0,49797.0,1,1,114.0,2,3.0,4,2,0.030724742454364722
2406,2,68.0,2,0.0,5,111,2,0,77,3,5.0,0,60,2,13301,,,,,,0.0,2.0,5.0,0.0,1.0,2333.9250339988394,270.0,0.0,670.0,0.0,18017.0,0,5,98.0,5,4.0,1,2,0.05217294777154909
2407,2,63.0,3,0.0,1,120,4,78,78,4,5.0,50,71,1,13305,,,248.0,,,0.0,3.0,6.0,0.0,1.5,1681.4729945130016,1010.0,0.0,0.0,0.0,25380.0,5,5,116.0,0,3.0,3,4,0.03979511426319937
2408,2,60.0,3,0.0,2,111,1,63,55,7,8.0,71,71,2,13309,,,,,326.0,2.0,1.0,3.0,0.0,1.5,3122.491227760084,300.0,362.0,156.0,0.0,37294.0,1,1,60.0,10,8.0,3,1,0.012227167909047031
2409,2,78.0,3,0.0,4,112,2,78,74,6,7.0,70,60,1,13312,,,295.0,,,0.0,1.0,5.0,0.0,1.5,1105.1187221526561,486.0,0.0,667.0,0.0,33112.0,5,5,92.0,9,2.0,3,3,0.03482121285334622
2410,2,69.0,3,0.0,1,300,4,71,71,7,5.0,71,50,1,13314,,,,,,1.0,1.0,6.0,1.0,2.0,2373.5169052300653,2412.0,0.0,0.0,0.0,36654.0,5,5,130.0,0,0.0,4,2,0.06580455066295629
2411,2,47.0,3,0.0,7,111,1,0,37,5,9.0,0,10,2,13315,300.0,300.0,,,166.0,1.0,5.0,1.0,0.0,1.0,2847.6598871928727,700.0,0.0,0.0,0.0,28890.0,0,1,25.0,10,8.0,1,1,0.024229837313949464
2412,1,36.0,4,339.0,2,111,2,22,85,3,1.0,50,71,1,13317,,,,,,3.0,0.0,4.0,2.0,2.5,2470.036534851194,420.0,0.0,2394.0,0.0,20586.0,4,6,100.0,9,7.0,4,3,0.13669484115418246
2413,1,25.0,1,204.0,6,111,1,0,53,6,6.0,0,50,2,13318,,,,,351.0,2.0,0.0,2.0,0.0,1.5,5310.199999612226,400.0,0.0,0.0,0.0,31352.0,0,1,50.0,10,8.0,5,1,0.012758356723653993
2414,2,34.0,3,0.0,2,111,2,46,22,7,6.0,20,31,1,13319,,,490.0,,,2.0,0.0,6.0,1.0,1.8,1931.156456392717,1100.0,0.0,0.0,0.0,37648.0,1,1,110.0,8,6.0,4,5,0.02921801954951126
2415,2,42.0,1,0.0,8,111,2,54,22,9,8.0,31,43,1,13320,,,586.0,,,2.0,0.0,6.0,2.0,2.1,2809.452905327217,1302.0,625.0,0.0,0.0,58278.0,1,1,110.0,3,4.0,4,5,0.022341192216616904
2416,2,38.0,1,0.0,9,112,2,43,38,9,9.0,20,12,1,13321,,,247.0,,,2.0,0.0,5.0,1.0,1.8,1725.8025155412204,425.0,0.0,750.0,0.0,54520.0,1,1,105.0,9,3.0,4,7,0.021551724137931036
2417,2,56.0,2,0.0,1,111,2,35,21,6,7.0,60,50,1,13322,,,250.0,,,2.0,3.0,5.0,0.0,1.5,2434.2493444691067,5600.0,0.0,0.0,0.0,32400.0,1,1,160.0,9,7.0,3,8,0.1728395061728395
2418,2,52.0,3,0.0,1,111,2,0,43,5,9.0,0,33,2,13323,,,,,,1.0,0.0,2.0,0.0,1.0,3245.7028402014985,204.0,0.0,1800.0,0.0,29602.0,0,1,60.0,8,7.0,1,5,0.06769812850483076
2419,2,36.0,1,0.0,7,111,4,0,34,7,10.0,0,20,2,13325,,,,,,1.0,0.0,3.0,0.0,1.0,3084.510305011327,500.0,0.0,0.0,0.0,39170.0,0,1,64.0,9,7.0,1,9,0.012764871074802144
2420,2,47.0,3,0.0,4,120,5,63,52,9,7.0,50,50,1,13329,,,300.0,,,3.0,3.0,4.0,2.0,2.3,1845.9303607171616,468.0,0.0,265.0,0.0,54335.0,1,1,70.0,0,2.0,4,2,0.013490383730560412
2421,2,44.0,3,0.0,6,112,6,85,12,3,1.0,71,71,1,1333,,,,,,1.0,0.0,5.0,3.0,2.4,7890.999616202699,1092.0,0.0,0.0,120.0,20970.0,6,1,110.0,9,1.0,4,9,0.05779685264663805
2422,2,60.0,3,0.0,1,112,4,21,47,2,1.0,50,70,1,13330,,,,,,2.0,0.0,3.0,0.0,1.5,3813.0139801098658,2400.0,0.0,0.0,0.0,13810.0,1,1,100.0,9,1.0,3,9,0.17378711078928313
2423,2,56.0,2,0.0,5,111,2,77,65,4,4.0,60,71,1,13331,,,,,,1.0,1.0,4.0,0.0,1.5,3334.924894350106,421.0,0.0,0.0,390.0,23002.0,6,1,100.0,8,7.0,3,3,0.035257803669246156
2424,2,55.0,3,0.0,1,112,2,52,21,2,1.0,71,42,1,13332,,,150.0,,,3.0,3.0,4.0,1.0,2.0,1941.81964995591,460.0,0.0,0.0,30.0,16639.0,1,1,80.0,8,0.0,4,5,0.029448885149347917
2425,2,36.0,3,0.0,1,112,2,0,62,7,6.0,0,60,1,13333,,,,,,2.0,2.0,4.0,1.0,2.0,3598.6162578628496,870.0,0.0,0.0,1200.0,39300.0,0,1,90.0,6,0.0,4,2,0.05267175572519084
2426,2,65.0,1,0.0,5,111,2,77,23,10,10.0,50,50,1,13336,,,300.0,,,1.0,2.0,5.0,0.0,1.5,2181.663485296314,450.0,0.0,0.0,3000.0,110610.0,5,5,150.0,8,6.0,3,7,0.031190669921345268
2427,2,53.0,1,0.0,1,400,2,55,21,10,10.0,50,44,8,13337,,,,,,2.0,2.0,7.0,0.0,1.5,5346.901604938989,858.0,0.0,0.0,2300.0,119340.0,1,1,97.0,0,0.0,3,7,0.02646220881514999
2428,2,78.0,3,0.0,2,111,1,0,78,3,6.0,0,71,2,13338,,,,,374.0,0.0,2.0,3.0,0.0,1.0,3176.470360342349,360.0,0.0,70.0,0.0,20850.0,0,5,69.0,10,8.0,1,1,0.02062350119904077
2429,2,46.0,3,0.0,9,112,6,46,38,8,5.0,20,12,1,1334,,,418.0,,,2.0,0.0,6.0,3.0,2.4,1089.1036443347948,618.0,0.0,0.0,2000.0,44469.0,1,1,170.0,9,0.0,4,4,0.058872472958690324
2430,2,88.0,3,0.0,1,221,2,0,77,2,4.0,0,60,1,13340,,,,,,0.0,0.0,4.0,0.0,1.0,2457.0679548451367,272.0,0.0,0.0,1300.0,15540.0,0,5,130.0,1,2.0,1,2,0.10115830115830116
2431,2,64.0,2,0.0,3,112,2,77,72,5,6.0,50,50,1,13341,,,,,,0.0,3.0,7.0,0.0,1.5,2767.5235562759017,700.0,0.0,1300.0,0.0,30497.0,5,5,150.0,6,0.0,3,9,0.06558022100534479
2432,1,46.0,3,111.0,5,111,4,68,67,6,1.0,71,71,2,13342,,,,,,2.0,0.0,4.0,4.0,3.8,2312.135496371471,1300.0,0.0,0.0,0.0,33676.0,4,1,73.0,10,8.0,5,1,0.03860315952013303
2433,2,97.0,2,0.0,1,112,2,0,74,9,10.0,0,10,1,13343,,,123.0,,,0.0,2.0,6.0,0.0,1.0,3289.4228994689856,804.0,0.0,0.0,3456.0,50761.0,0,5,130.0,6,0.0,1,9,0.08392269655838143
2434,2,76.0,3,0.0,1,112,4,0,75,3,6.0,0,70,1,13344,,,,,504.0,0.0,2.0,4.0,0.0,1.0,3565.97751409889,534.0,0.0,0.0,0.0,21399.0,0,5,80.0,7,1.0,1,7,0.024954437123230058
2435,1,70.0,3,187.0,5,112,2,0,78,4,7.0,0,50,1,13346,,,170.0,,,0.0,1.0,5.0,0.0,1.0,3626.15306906338,184.0,0.0,1378.0,0.0,23864.0,0,5,98.0,7,0.0,1,4,0.06545424069728462
2436,2,49.0,2,0.0,5,300,2,52,13,6,7.0,50,50,1,13347,,,,,,2.0,0.0,5.0,0.0,1.5,1496.1983795766432,477.0,0.0,0.0,1800.0,34175.0,1,1,150.0,0,0.0,3,2,0.06662765179224579
2437,1,48.0,2,45.0,2,111,2,52,48,9,7.0,50,71,1,13348,,,,,,2.0,0.0,4.0,2.0,2.5,2769.1740877165926,650.0,0.0,0.0,0.0,58733.0,1,1,90.0,9,7.0,4,7,0.011067032162498085
2438,2,54.0,3,0.0,1,111,6,0,52,4,7.0,0,71,2,13351,,,,,,1.0,3.0,2.0,0.0,1.0,2838.355844313318,384.0,0.0,1400.0,0.0,23180.0,0,1,40.0,6,5.0,1,8,0.07696289905090595
2439,1,53.0,5,175.0,2,111,1,0,68,1,2.0,0,50,2,13353,,,,,385.0,1.0,1.0,3.0,0.0,1.0,2379.6830581470995,150.0,0.0,0.0,0.0,10981.0,0,4,55.0,9,7.0,1,8,0.013659958109461797
