,aba,agepr,amr,ancons,cataeu,coml13,coml3,cs42cj,cs42pr,dip14pr,gchauf_1,gchauf_2,gchauf_3,gchauf_4,gchauf_5,gchauf_6,gchauf_7,gchaufs_1,gchaufs_2,gchaufs_3,gchaufs_4,gchaufs_5,gmoy1,gmur,gtoit2,gtt1,gvit1,gvit1b,htl,iaat,idlog,mchof_d,mdiplo,mdiploc,mfac_eau1_d,mloy_d,mtyad,nactifs,nbh1,nbphab,nenfants,ocde10,pondmen,poste_coicop_451,poste_coicop_452,poste_coicop_453,revtot,situacj,situapr,surfhab_d,tau,tuu,zeat,part_energies_revenu
6815,2,67.0,0.0,4,111,0.0,0.0,0,52,71,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,1,2,2,6,103862,852.0,1,0,0.0,410.0,200,1.0,5.0,4.0,0.0,1.5,278.170736554,0.0,0.0,0.0,29879.0,0,5,60.0,10,8,1,0.0
6816,2,60.0,0.0,1,112,0.0,1200.0,0,74,50,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,,2,1,1,3,107746,,4,0,150.0,,110,0.0,2.0,8.0,0.0,1.0,512.060629243,145.0,0.0,0.0,50299.0,0,5,96.0,4,0,2,0.00288276108869
6817,2,76.0,0.0,6,111,0.0,0.0,77,78,44,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,,1,2,2,8,125702,,5,2,343.0,,400,0.0,3.0,5.0,0.0,1.5,439.524045022,0.0,0.0,0.0,38557.0,5,5,100.0,10,8,1,0.0
6818,2,63.0,0.0,4,112,0.0,1500.0,77,75,70,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,,2,2,1,6,120764,,2,2,279.0,,400,0.0,0.0,4.0,0.0,1.5,483.491398131,500.0,0.0,0.0,25445.0,5,5,100.0,4,0,2,0.0196502259776
6819,2,40.0,0.0,9,112,0.0,0.0,54,48,50,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,15.0,1,2,1,10,110348,,4,4,292.0,,401,2.0,0.0,5.0,1.0,1.8,534.396213194,0.0,0.0,0.0,39592.0,1,1,90.0,4,0,2,0.0
6820,2,58.0,0.0,6,112,0.0,120.0,62,21,50,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,,1,2,1,8,109968,,4,1,160.0,,400,2.0,2.0,3.0,0.0,1.5,433.654386802,1500.0,0.0,0.0,29178.0,1,1,77.0,4,0,2,0.0514085955172
6821,2,22.0,0.0,1,111,0.0,0.0,0,56,50,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,20.0,1,2,8,3,110352,,4,0,156.0,524.0,321,1.0,0.0,3.0,1.0,1.3,209.663361429,0.0,0.0,0.0,7880.0,0,1,66.0,10,8,1,0.0
6822,1,59.0,130.0,9,112,0.0,180.0,56,64,50,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,1,2,1,10,125688,,4,6,396.0,,403,3.0,0.0,4.0,3.0,2.6,461.637915708,1620.0,0.0,0.0,25292.0,1,1,89.0,4,0,2,0.0640518741104
6823,1,32.0,420.0,1,111,0.0,0.0,0,37,10,2,2,2,1,2,2,2,1,2,2,2,2,0,3,0,,1,2,2,3,124176,,9,0,378.0,676.0,321,1.0,0.0,3.0,1.0,1.3,280.116746347,644.0,0.0,0.0,14252.0,0,4,72.0,10,8,1,0.0451866404715
6824,2,36.0,0.0,1,112,0.0,100.0,67,47,31,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,20.0,1,2,1,2,111011,,8,7,155.0,,401,2.0,0.0,6.0,1.0,1.8,595.319776627,1420.0,0.0,0.0,50869.0,1,1,90.0,4,0,2,0.0279148400794
6825,2,50.0,0.0,7,112,0.0,80.0,65,63,71,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,15.0,1,2,1,9,133485,,1,3,250.0,,403,2.0,2.0,8.0,3.0,2.6,467.211491143,1600.0,0.0,0.0,32614.0,1,1,150.0,4,0,2,0.0490586864537
6826,2,64.0,0.0,5,112,0.0,750.0,0,74,42,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,1,2,1,7,116641,,6,0,110.0,,110,0.0,3.0,5.0,0.0,1.0,541.737437846,1300.0,0.0,0.0,36000.0,0,5,130.0,4,0,2,0.0361111111111
6827,2,66.0,0.0,1,112,0.0,84.0,90,75,50,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,,1,2,1,2,120792,,4,2,70.0,,400,0.0,2.0,5.0,0.0,1.5,486.931891811,900.0,0.0,900.0,23444.0,5,5,200.0,4,0,2,0.0767787067053
6828,2,41.0,0.0,2,111,0.0,0.0,85,46,71,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,15.0,1,2,2,4,107543,528.0,1,1,0.0,340.0,402,3.0,0.0,3.0,2.0,2.5,210.240002295,1400.0,240.0,0.0,31784.0,7,1,66.0,10,8,1,0.051598288447
6829,2,54.0,0.0,1,112,0.0,0.0,43,33,10,2,2,2,1,2,2,2,1,2,2,2,2,4,3,3,90.0,1,2,1,3,103264,,9,8,180.0,,400,2.0,0.0,5.0,0.0,1.5,477.602413685,2300.0,0.0,0.0,131023.0,1,1,110.0,4,0,2,0.0175541698786
6830,2,66.0,0.0,1,111,0.0,0.0,0,77,70,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,1,2,2,3,110445,,2,0,0.0,,120,0.0,0.0,2.0,0.0,1.0,308.575581009,210.0,210.0,0.0,16301.0,0,5,45.0,10,8,1,0.025765290473
6831,2,69.0,0.0,1,111,0.0,0.0,85,77,71,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,,1,2,2,3,113009,,1,1,0.0,,403,2.0,5.0,4.0,2.0,3.1,294.515701217,800.0,1200.0,0.0,30122.0,6,5,64.0,10,8,1,0.0663966536087
6832,2,33.0,0.0,9,112,0.0,0.0,54,64,60,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,40.0,1,2,1,10,108674,,3,5,200.0,,402,2.0,0.0,3.0,2.0,2.1,494.041069901,1500.0,0.0,0.0,44996.0,1,1,100.0,4,0,2,0.0333362965597
6833,2,65.0,0.0,9,112,0.0,52.0,0,77,50,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,1,2,1,10,125566,,4,0,84.0,,120,0.0,2.0,3.0,0.0,1.0,510.202518021,869.0,0.0,0.0,21044.0,0,5,100.0,4,0,2,0.0412944307166
6834,0,61.0,0.0,4,111,0.0,0.0,77,77,70,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,1,2,2,6,118838,,2,4,0.0,,400,1.0,0.0,2.0,0.0,2.0,554.983427614,320.0,480.0,0.0,47850.0,5,5,60.0,10,8,1,0.0167189132706
6835,2,30.0,0.0,9,112,0.0,0.0,64,52,31,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,25.0,1,2,1,10,124768,,8,4,150.0,450.0,400,2.0,0.0,2.0,0.0,1.5,490.904820826,0.0,0.0,0.0,19235.0,1,1,65.0,4,0,2,0.0
6836,2,24.0,0.0,1,111,0.0,0.0,0,33,31,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,35.0,1,2,1,3,104289,,8,0,537.0,,120,1.0,0.0,2.0,0.0,1.0,542.579568849,0.0,0.0,0.0,29000.0,0,1,36.0,10,8,1,0.0
6837,1,40.0,300.0,1,111,0.0,0.0,0,53,50,1,2,2,2,2,2,2,2,1,2,2,2,0,1,0,,1,2,2,3,103072,,4,0,0.0,290.0,110,1.0,2.0,4.0,0.0,1.0,249.381068304,360.0,200.0,0.0,4000.0,0,4,90.0,10,8,1,0.14
6838,1,53.0,220.0,1,111,0.0,0.0,0,64,71,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,30.0,1,2,2,3,130849,60.0,1,0,0.0,300.0,110,1.0,0.0,3.0,0.0,1.0,236.123016034,400.0,150.0,0.0,7640.0,0,1,70.0,10,8,1,0.0719895287958
6839,2,53.0,0.0,1,112,0.0,70.0,0,54,42,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,10.0,1,2,1,3,114193,,6,0,150.0,390.0,321,2.0,0.0,4.0,1.0,1.5,485.196609975,780.0,0.0,0.0,28873.0,0,1,60.0,4,0,2,0.027014858172
6840,2,40.0,0.0,2,111,0.0,0.0,56,68,50,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,60.0,1,2,2,4,102711,,4,4,0.0,600.0,401,2.0,0.0,4.0,1.0,1.8,383.750105848,0.0,0.0,0.0,33385.0,1,1,65.0,10,8,1,0.0
6841,2,31.0,0.0,9,112,0.0,0.0,37,46,31,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,35.0,1,2,1,10,122824,,8,8,210.0,,402,2.0,0.0,4.0,2.0,2.1,472.418459855,370.0,0.0,1600.0,62334.0,1,1,105.0,4,0,2,0.0316039400648
6842,2,46.0,0.0,5,111,0.0,0.0,54,63,50,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,1,2,2,7,114550,,4,6,0.0,,403,2.0,0.0,3.0,3.0,2.6,342.698579027,600.0,0.0,0.0,51698.0,1,1,70.0,10,8,1,0.0116058648304
6843,2,56.0,0.0,6,112,0.0,104.0,85,63,71,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,,1,2,1,8,122268,,1,1,260.0,,401,1.0,3.0,4.0,1.0,2.0,553.148406819,700.0,0.0,0.0,15104.0,6,1,111.0,4,0,2,0.0463453389831
6844,2,61.0,0.0,1,111,0.0,0.0,78,77,71,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,,2,2,1,2,121129,,1,1,400.0,90.0,401,2.0,2.0,3.0,0.0,3.0,251.673324155,650.0,480.0,0.0,45443.0,5,5,90.0,10,8,1,0.0248663160443
6845,2,41.0,0.0,7,112,0.0,90.0,37,38,31,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,35.0,1,2,1,9,119044,,8,9,120.0,,402,2.0,0.0,4.0,2.0,2.1,460.718164956,1000.0,0.0,0.0,88359.0,1,1,95.0,4,0,2,0.0113174662457
6846,2,58.0,0.0,1,112,0.0,0.0,46,11,50,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,,1,2,1,1,117230,,4,9,150.0,,400,2.0,0.0,3.0,0.0,1.5,447.523622627,500.0,0.0,3500.0,90629.0,1,1,44.0,4,0,2,0.0441359829635
6847,2,64.0,0.0,4,111,0.0,0.0,22,77,50,2,2,2,2,2,1,2,1,2,2,2,2,0,1,0,,2,2,2,6,129848,,4,4,303.0,,400,1.0,2.0,5.0,0.0,1.5,224.176044393,550.0,0.0,0.0,25784.0,4,5,100.0,10,8,1,0.0213310580205
6848,2,58.0,0.0,6,112,0.0,0.0,63,62,71,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,,1,1,1,8,111633,,1,1,196.0,490.0,400,3.0,1.0,3.0,0.0,2.0,599.719619405,0.0,0.0,0.0,29657.0,4,4,50.0,4,0,2,0.0
6849,2,62.0,0.0,4,111,0.0,0.0,0,74,20,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,,2,1,2,6,102069,,9,0,0.0,,110,0.0,0.0,4.0,0.0,1.0,259.177562619,441.0,95.0,0.0,34216.0,0,5,74.0,10,8,1,0.015665185878
6850,1,43.0,546.0,4,111,0.0,0.0,0,68,20,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,10.0,1,2,2,6,120586,648.0,9,0,0.0,607.0,323,1.0,0.0,3.0,3.0,2.5,278.661852484,900.0,300.0,0.0,22630.0,0,1,75.0,10,8,1,0.053026955369
6851,2,57.0,0.0,7,112,0.0,28.0,0,64,70,2,2,1,2,2,2,2,2,2,2,2,1,3,1,2,5.0,1,2,1,9,112884,,2,0,150.0,,110,1.0,2.0,4.0,0.0,1.0,521.922989295,1500.0,0.0,0.0,18265.0,0,1,90.0,4,0,2,0.0821242814125
6852,2,46.0,0.0,9,112,0.0,84.0,52,68,71,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,45.0,1,1,1,10,122291,,1,1,230.0,,402,2.0,0.0,6.0,2.0,2.3,465.181226629,512.0,0.0,0.0,38509.0,1,1,126.0,4,0,2,0.0132955932379
6853,2,58.0,0.0,6,111,0.0,0.0,56,67,71,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,80.0,1,2,1,8,123638,,1,1,850.0,495.0,401,5.0,0.0,4.0,1.0,3.3,372.8745028,940.0,840.0,0.0,76083.0,1,1,100.0,10,8,1,0.0233955022804
6854,2,88.0,0.0,5,111,0.0,0.0,77,75,70,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,1,2,1,7,103749,,2,5,350.0,,400,0.0,3.0,4.0,0.0,1.5,1290.48593853,650.0,0.0,0.0,38588.0,5,5,90.0,4,4,2,0.0168446149062
6855,2,53.0,0.0,1,111,0.0,0.0,52,52,50,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,30.0,1,2,2,3,116690,432.0,4,4,0.0,370.0,401,2.0,1.0,3.0,1.0,1.8,206.619966,460.0,136.0,0.0,45755.0,1,1,70.0,10,8,1,0.0130258988089
6856,2,56.0,0.0,1,111,0.0,0.0,72,43,33,2,1,2,2,2,2,2,1,1,2,2,2,2,2,1,55.0,1,2,1,3,109770,,8,4,360.0,,400,1.0,0.0,5.0,0.0,1.5,1374.66315541,860.0,2500.0,0.0,79957.0,5,1,119.0,4,4,2,0.0420225871406
6857,1,38.0,333.0,4,111,1260.0,0.0,0,56,71,2,2,2,2,2,1,2,1,2,2,2,2,3,2,0,80.0,1,1,2,6,101687,652.0,1,0,0.0,379.0,322,2.0,2.0,3.0,1.0,1.8,289.240838693,0.0,0.0,0.0,24473.0,0,1,65.0,10,8,1,0.0
6858,2,33.0,0.0,1,111,0.0,0.0,47,48,60,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,30.0,1,2,2,3,116321,,3,8,0.0,,402,2.0,0.0,4.0,2.0,2.1,218.498909041,600.0,0.0,0.0,55166.0,1,1,95.0,10,8,1,0.0108762643657
6859,2,35.0,0.0,1,111,0.0,0.0,34,22,20,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,45.0,2,1,8,3,103588,,9,9,300.0,610.0,401,2.0,0.0,3.0,1.0,1.8,2088.23355014,550.0,1200.0,0.0,28930.0,1,1,57.0,4,4,2,0.0604908399585
6860,1,42.0,400.0,6,111,0.0,0.0,0,85,31,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,1,1,2,8,131184,477.0,8,0,0.0,771.0,322,0.0,0.0,3.0,2.0,1.6,353.965606617,672.0,130.0,0.0,1524.0,0,6,64.0,10,8,1,0.52624671916
6861,2,73.0,0.0,9,111,0.0,0.0,0,77,71,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,1,1,2,10,123408,,1,0,55.0,,120,0.0,0.0,3.0,0.0,1.0,2194.23117366,500.0,0.0,0.0,14804.0,0,5,77.0,4,4,2,0.0337746554985
6862,2,81.0,0.0,3,111,0.0,0.0,0,74,41,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,1,2,2,5,119627,,7,0,0.0,525.0,120,0.0,4.0,3.0,0.0,1.0,236.123016034,186.0,37.0,0.0,22375.0,0,5,60.0,10,8,1,0.00996648044693
6863,2,32.0,0.0,5,111,0.0,0.0,0,63,50,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,6.0,2,2,2,7,112798,916.0,4,0,240.0,550.0,200,2.0,0.0,2.0,0.0,1.5,1864.19763122,350.0,95.0,0.0,35475.0,0,1,50.0,4,4,2,0.0125440451022
6864,2,39.0,0.0,9,111,0.0,0.0,0,67,71,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,120.0,1,2,8,10,103961,,1,0,130.0,457.0,110,1.0,0.0,2.0,0.0,1.0,2477.5873668,600.0,0.0,0.0,17779.0,0,1,33.0,4,4,2,0.033747679847
6865,2,78.0,0.0,1,111,0.0,0.0,77,74,12,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,,1,2,1,1,127199,,9,7,490.0,,400,0.0,4.0,8.0,0.0,1.5,1427.49281439,587.0,2162.0,0.0,58701.0,5,5,230.0,4,4,2,0.0468305480315
6866,2,54.0,0.0,1,111,0.0,0.0,52,52,60,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,1,2,2,3,115584,,3,4,0.0,260.0,400,2.0,0.0,3.0,0.0,1.5,263.382115309,500.0,500.0,0.0,40323.0,1,1,60.0,10,8,1,0.0247997420827
6867,2,78.0,0.0,4,111,0.0,0.0,77,74,60,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,,2,2,1,6,133326,,3,4,367.0,,400,0.0,2.0,6.0,0.0,1.5,1405.5920143,285.0,2267.0,0.0,44836.0,5,5,130.0,4,4,2,0.0569185475957
6868,1,54.0,311.0,3,111,0.0,0.0,0,42,31,2,2,2,1,2,1,2,1,1,2,2,2,2,3,0,5.0,1,1,2,5,113135,541.0,8,0,530.0,406.0,321,1.0,0.0,4.0,1.0,1.5,1703.82266891,650.0,430.0,0.0,7028.0,0,1,75.0,4,4,2,0.153671030165
6869,2,72.0,0.0,4,111,0.0,0.0,72,74,42,2,2,2,2,2,1,2,1,2,2,2,2,0,3,0,,1,1,2,6,131037,,6,1,0.0,635.0,400,0.0,3.0,4.0,0.0,1.5,221.435732676,500.0,600.0,0.0,27241.0,5,5,95.0,10,8,1,0.0403803090929
6870,1,68.0,210.0,4,111,0.0,0.0,0,78,71,2,2,2,1,2,2,2,2,1,2,2,1,0,2,0,,1,2,2,6,124686,,1,0,300.0,257.0,200,1.0,2.0,3.0,0.0,1.5,1520.73643686,310.0,1080.0,0.0,11543.0,0,5,50.0,4,4,2,0.120419301741
6871,2,71.0,0.0,1,111,0.0,0.0,0,86,71,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,1,2,2,3,114223,521.0,1,0,0.0,412.0,200,1.0,0.0,3.0,0.0,1.5,209.663361429,765.0,0.0,0.0,36277.0,0,5,55.0,10,8,1,0.0210877415442
6872,2,53.0,0.0,9,111,0.0,0.0,46,37,10,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,50.0,1,2,1,10,107672,,9,9,650.0,,403,2.0,0.0,5.0,3.0,2.4,1262.29676945,450.0,900.0,0.0,58997.0,1,1,120.0,4,4,2,0.0228825194501
6873,1,56.0,180.0,2,111,0.0,0.0,0,67,50,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,1,2,2,4,128627,,4,0,0.0,315.0,110,1.0,0.0,2.0,0.0,1.0,408.920694925,430.0,0.0,0.0,7800.0,0,4,36.0,10,8,1,0.0551282051282
6874,1,28.0,183.0,4,111,0.0,0.0,0,52,50,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,30.0,1,2,2,6,129114,508.0,4,0,434.0,500.0,322,1.0,0.0,4.0,2.0,1.6,694.206810083,0.0,0.0,0.0,24000.0,0,1,80.0,4,4,2,0.0
6875,2,54.0,0.0,4,111,0.0,0.0,0,52,50,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,60.0,1,2,2,6,115032,40.0,4,0,0.0,400.0,321,2.0,0.0,3.0,1.0,1.5,293.501192924,1300.0,0.0,0.0,39266.0,0,1,60.0,10,8,1,0.0331075230479
6876,2,32.0,0.0,1,111,0.0,0.0,85,38,12,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,30.0,1,1,1,2,132740,,9,9,774.0,1200.0,402,1.0,0.0,6.0,2.0,2.1,1465.85936539,0.0,0.0,0.0,53421.0,6,1,135.0,4,4,2,0.0
6877,2,82.0,0.0,1,111,0.0,0.0,0,75,42,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,1,2,2,3,133232,,6,0,90.0,,110,0.0,1.0,3.0,0.0,1.0,292.146674021,375.0,260.0,0.0,23021.0,0,5,53.0,10,8,1,0.0275835107076
6878,2,31.0,0.0,9,111,0.0,0.0,54,55,31,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,30.0,1,2,2,10,132657,,8,6,275.0,510.0,400,2.0,0.0,2.0,0.0,1.5,1822.42843716,700.0,0.0,0.0,39153.0,1,1,49.0,4,4,2,0.0178785789084
6879,1,49.0,185.0,2,111,0.0,0.0,85,67,50,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,,1,2,2,4,130536,200.0,4,1,0.0,190.0,400,1.0,0.0,1.0,0.0,1.5,284.477544436,320.0,0.0,0.0,10213.0,7,4,35.0,10,8,1,0.0313326152942
6880,2,59.0,0.0,6,111,0.0,60.0,43,38,31,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,45.0,1,2,1,8,114145,,8,8,300.0,,400,2.0,3.0,6.0,0.0,1.5,1335.94243499,2358.0,0.0,0.0,61827.0,1,1,119.0,4,4,2,0.0381386772769
6881,1,60.0,28.0,1,111,0.0,0.0,0,63,50,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,1,1,2,2,130964,,4,0,0.0,420.0,110,1.0,2.0,3.0,0.0,1.0,1801.68768588,0.0,300.0,0.0,16688.0,0,4,65.0,4,4,2,0.0179769894535
6882,2,48.0,0.0,1,111,0.0,0.0,0,34,20,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,15.0,1,2,2,3,122957,518.0,9,0,0.0,275.0,120,1.0,0.0,2.0,0.0,1.0,348.473847449,480.0,0.0,0.0,24521.0,0,1,35.0,10,8,1,0.0195750581135
6883,1,61.0,40.0,7,111,0.0,0.0,0,77,71,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,,1,2,2,9,127913,,1,0,0.0,409.0,120,0.0,3.0,3.0,0.0,1.0,1643.8538299,210.0,490.0,0.0,13800.0,0,5,65.0,4,4,2,0.0507246376812
6884,2,64.0,0.0,9,111,0.0,0.0,77,22,71,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,15.0,1,1,2,10,109576,,1,1,0.0,,400,1.0,3.0,3.0,0.0,1.5,513.407773886,510.0,480.0,0.0,27624.0,5,1,56.0,10,8,1,0.0358384013901
6885,2,71.0,0.0,2,111,0.0,0.0,0,77,50,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,,1,2,1,4,123816,,4,0,80.0,292.0,120,0.0,6.0,4.0,0.0,1.0,1323.5964956,173.0,845.0,0.0,18150.0,0,5,60.0,4,4,2,0.05608815427
6886,2,62.0,0.0,2,111,0.0,0.0,86,63,71,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,1,2,2,4,124445,,1,1,0.0,,403,1.0,0.0,3.0,3.0,3.0,174.790919258,720.0,620.0,0.0,20448.0,6,1,55.0,10,8,1,0.0655320813772
6887,2,82.0,0.0,3,111,0.0,0.0,78,78,71,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,,1,2,1,5,122183,,1,1,300.0,,400,0.0,2.0,3.0,0.0,1.5,1396.21361948,400.0,800.0,0.0,28675.0,5,5,50.0,4,4,2,0.0418482999128
6888,1,73.0,112.0,1,111,0.0,0.0,86,78,71,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,,1,2,2,3,123831,612.0,1,1,0.0,432.0,400,1.0,0.0,4.0,0.0,2.0,250.734620472,730.0,0.0,0.0,16408.0,5,5,78.0,10,8,1,0.0444904924427
6889,2,44.0,0.0,3,111,2250.0,0.0,0,68,50,2,2,2,2,2,1,1,2,2,2,2,1,2,3,0,10.0,1,2,2,5,120352,,4,0,120.0,350.0,120,1.0,2.0,1.0,0.0,1.0,1767.5585279,0.0,0.0,0.0,15406.0,0,1,35.0,4,4,2,0.0
6890,1,80.0,190.0,5,111,0.0,0.0,0,77,71,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,2,2,2,7,110868,,1,0,0.0,380.0,120,0.0,6.0,3.0,0.0,1.0,333.208030624,425.0,0.0,0.0,7800.0,0,5,65.0,10,8,1,0.0544871794872
6891,2,27.0,0.0,3,111,0.0,0.0,0,52,31,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,5.0,1,2,2,5,129139,,8,0,110.0,230.0,120,1.0,0.0,2.0,0.0,1.0,1785.8439259,250.0,720.0,0.0,20467.0,0,1,49.0,4,4,2,0.0473933649289
6892,1,63.0,103.0,1,111,0.0,0.0,56,78,71,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,,2,2,2,3,123846,597.0,1,1,0.0,374.0,402,1.0,0.0,4.0,2.0,2.5,210.240002295,625.0,0.0,0.0,23792.0,4,5,89.0,10,8,1,0.02626933423
6893,2,48.0,0.0,1,111,0.0,0.0,85,63,71,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,45.0,1,2,2,3,127086,,1,1,0.0,850.0,403,1.0,0.0,3.0,3.0,2.4,224.69917352,450.0,550.0,0.0,35952.0,6,1,65.0,10,8,1,0.0278148642635
6894,1,65.0,139.0,2,111,0.0,0.0,85,78,71,2,2,2,1,2,2,2,1,2,2,1,2,0,3,0,,1,1,2,4,110753,,1,1,130.0,380.0,400,0.0,0.0,2.0,0.0,1.5,1832.79536181,370.0,390.0,0.0,25658.0,7,5,40.0,4,4,2,0.029620391301
6895,1,27.0,193.0,1,111,0.0,0.0,0,42,43,2,2,2,2,2,1,2,2,1,2,2,2,0,2,0,,1,1,2,3,119054,330.0,5,0,0.0,243.0,110,1.0,0.0,1.0,0.0,1.0,320.378798319,380.0,0.0,0.0,2100.0,0,4,35.0,10,8,1,0.180952380952
6896,2,48.0,0.0,1,111,0.0,100.0,48,65,50,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,15.0,1,2,1,3,123675,,4,4,350.0,,402,2.0,0.0,5.0,2.0,2.5,1463.67910252,800.0,0.0,2000.0,51965.0,1,1,210.0,8,7,2,0.0538824208602
6897,2,46.0,0.0,1,111,0.0,0.0,0,21,71,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,15.0,1,2,2,3,128591,1340.0,1,0,0.0,485.0,323,1.0,0.0,4.0,4.0,2.8,211.448766784,550.0,420.0,0.0,16267.0,0,1,72.0,10,8,1,0.0596299256163
6898,2,30.0,0.0,1,111,0.0,120.0,43,38,12,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,40.0,1,2,1,2,121909,,9,8,350.0,,401,2.0,0.0,4.0,1.0,1.8,1713.33583944,600.0,0.0,1100.0,51004.0,1,1,99.0,8,7,2,0.0333307191593
6899,2,36.0,0.0,9,111,0.0,0.0,56,48,42,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,30.0,1,1,1,10,120413,,6,5,636.0,704.0,402,2.0,0.0,4.0,2.0,2.1,1486.22221801,840.0,1308.0,0.0,41795.0,1,1,83.0,8,7,2,0.0513937073813
6900,1,51.0,153.0,5,111,0.0,0.0,0,22,50,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,20.0,1,1,2,7,104494,60.0,4,0,0.0,387.0,321,2.0,1.0,3.0,1.0,2.0,235.094801669,250.0,200.0,0.0,17789.0,0,1,75.0,10,8,1,0.0252965315644
6901,1,33.0,290.0,5,111,0.0,0.0,0,52,50,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,,1,2,1,7,101153,,4,0,221.0,265.0,321,1.0,0.0,3.0,1.0,1.3,1410.63905813,0.0,0.0,0.0,12561.0,0,4,60.0,8,7,2,0.0
6902,1,34.0,380.0,6,111,0.0,0.0,21,52,43,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,45.0,1,2,2,8,109433,96.0,5,1,0.0,360.0,401,2.0,0.0,3.0,1.0,1.8,206.619966,400.0,350.0,0.0,23324.0,1,1,60.0,10,8,1,0.0321557194306
6903,2,65.0,0.0,4,111,0.0,0.0,77,78,50,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,,1,2,1,6,109120,,4,2,300.0,,400,0.0,3.0,4.0,0.0,1.5,1475.77967428,1100.0,0.0,0.0,17332.0,6,5,90.0,8,7,2,0.0634664204939
