"","X","age_carte_grise","age_vehicule","agepr","cataeu","cs42pr","dip14pr","etat_veh_achat","ident_men","km_autre_carbu","km_diesel","km_essence","mloy_d","nactifs","nbphab","nenfants","npers","ocde10","pondmen","poste_07_2_2_1_1","prix_achat","revtot","situapr","stalog","tau","tuu","typmen","veh_tot","vp_deplacements_pro","vp_domicile_travail","rural","petite_ville","moyenne_ville","grande_ville","paris","aides_logement","nb_essence","nb_diesel","niveau_vie","niveau_vie_decile","niveau_vie_quintile","donation_class_1","donation_class_3","distance","distance_autre_carbu","distance_diesel","distance_essence"
"4651",4650,4,5,70,211,74,41,0,2149,0,0,0,800,0,4,0,2,1.5,1269.15764272,2340,0,48128,5,3,4,4,3,1,0,0,0,0,1,0,0,0,0,1,32085.3333333,9,5,"9","9_0",10000,0,10000,0
"4652",4651,1,1,73,111,77,44,1,215,0,0,0,0,0,5,0,1,1,2971.56146135,0,10500,34566,5,1,10,8,1,1,0,0,0,0,0,0,1,0,1,0,34566,9,5,"9","9_0",12000,0,0,12000
"4659",4658,27,27,50,221,47,50,0,2160,0,350,10,0,3,7,1,3,2,1953.41972484,1771,0,63145,1,2,1,1,4,3,0,0,0,1,0,0,0,0,2,1,31572.5,9,5,"9","9_0",2500,0,0,2500
"4668",4667,8,9,29,211,42,20,0,2171,0,600,0,0,1,4,0,1,1,1635.49541079,2444,0,34692,1,2,1,3,1,1,0,1,0,1,0,0,0,0,0,1,34692,9,5,"9","9_0",13000,0,13000,0
"4676",4675,13,17,49,112,48,50,0,2183,0,400,0,0,2,3,0,2,1.5,3734.85638125,1319,0,52980,1,3,9,1,3,3,0,1,0,1,0,0,0,0,0,3,35320,9,5,"9","9_0",25000,0,25000,0
"4710",4709,4,6,31,111,37,10,0,2220,0,0,32,0,1,3,0,1,1,3106.07291613,0,0,30580,1,2,8,6,1,1,1,1,0,0,1,0,0,0,1,0,30580,9,5,"9","9_0",18000,0,0,18000
"4713",4712,5,5,83,111,75,41,0,2223,0,0,0,0,0,3,0,2,1.5,1780.39690019,0,0,47281,5,1,5,4,3,1,0,0,0,0,1,0,0,0,0,1,31520.6666667,9,5,"9","9_0",8000,0,8000,0
"4717",4716,0,0,68,111,86,50,1,2227,0,0,0,600,0,3,0,2,1.5,2206.55798899,0,21000,49839,5,3,9,7,3,1,0,0,0,0,0,1,0,0,0,1,33226,9,5,"9","9_0",6859,0,6859,0
"4718",4717,7,8,72,111,74,43,0,2228,0,0,0,0,0,5,0,2,1.5,2973.08739107,2236,0,55194,5,1,8,7,3,1,0,0,0,0,0,1,0,0,1,0,36796,9,5,"9","9_0",8000,0,0,8000
"4727",4726,5,7,24,400,11,43,0,2239,0,0,0,0,2,7,0,2,1.5,4408.00891416,0,0,49487,1,3,0,0,3,1,1,0,1,0,0,0,0,0,0,1,32991.3333333,9,5,"9","9_1",7189,0,7189,0
"4738",4737,4,4,88,111,75,71,0,2256,0,0,0,0,0,4,0,2,1.5,3095.50244412,0,0,45116,5,1,8,6,3,1,0,0,0,0,1,0,0,0,1,0,30077.3333333,9,5,"9","9_0",2000,0,0,2000
"4756",4755,0,8,24,111,37,12,0,2292,0,0,0,262,1,1,0,1,1,3106.77496179,0,0,29854,1,3,10,8,1,1,0,1,0,0,0,0,1,1,1,0,29854,9,5,"9","9_0",1500,0,0,1500
"4757",4756,6,6,80,111,75,41,0,2297,0,0,0,0,0,5,0,1,1,2318.97586305,0,0,29287,5,1,5,4,1,1,0,0,0,0,1,0,0,0,0,1,29287,9,5,"9","9_0",10000,0,10000,0
"4775",4774,5,7,55,112,75,50,0,2318,0,0,200,0,1,7,0,2,1.5,1460.45481063,0,0,47902,5,1,7,0,3,2,0,1,1,0,0,0,0,0,2,0,31934.6666667,9,5,"9","9_1",10000,0,0,10000
"4781",4780,4,4,42,111,34,10,0,233,0,0,99999,0,2,5,2,4,2.1,2080.66739269,0,0,66958,1,1,8,7,4,1,0,1,0,0,0,1,0,0,1,0,31884.7619048,9,5,"9","9_0",6000,0,0,6000
"4782",4781,0,0,60,112,46,50,0,2333,0,0,0,480,1,4,0,1,1,2381.44118328,0,0,29555,1,3,10,4,1,0,0,0,0,0,1,0,0,0,0,0,29555,9,5,"9","9_0",0,0,0,0
"4790",4789,3,3,59,112,34,10,0,2343,0,0,0,0,1,8,0,2,1.5,1316.58638824,0,0,52624,1,2,10,0,3,1,0,0,1,0,0,0,0,0,1,0,35082.6666667,9,5,"9","9_1",15000,0,0,15000
"4801",4800,4,6,77,221,77,60,0,2356,0,0,0,0,0,6,0,1,1,4862.20032818,650,0,29404,5,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0,29404,9,5,"9","9_0",5000,0,0,5000
"4807",4806,0,0,29,111,45,10,0,2364,0,0,0,510,1,1,0,1,1,3690.08669615,0,0,35433,1,3,10,8,1,0,0,0,0,0,0,0,1,0,0,0,35433,9,5,"9","9_0",0,0,0,0
"4808",4807,3,3,28,211,37,31,0,2365,0,199998,0,0,3,5,0,4,2.5,1032.18997315,3640,0,91862,1,1,1,2,5,3,0,0,0,1,0,0,0,0,0,3,36744.8,9,5,"9","9_0",23500,0,23500,0
"4812",4811,5,5,54,111,46,42,0,2375,0,0,0,0,2,5,1,3,2,2883.29861404,500,0,65655,1,1,9,7,4,1,0,0,0,0,0,1,0,0,0,1,32827.5,9,5,"9","9_0",35000,0,35000,0
"4829",4828,3,3,42,111,23,31,0,2396,0,30,0,0,2,6,2,4,2.1,2989.90709323,3542,0,70527,1,2,8,7,4,1,0,1,0,0,0,1,0,0,0,1,33584.2857143,9,5,"9","9_0",18000,0,18000,0
"4831",4830,4,4,68,111,74,44,0,24,0,0,0,0,0,5,0,2,1.5,2041.88523562,5304,0,45979,5,1,9,7,3,2,0,0,0,0,0,1,0,0,0,2,30652.6666667,9,5,"9","9_0",15000,0,15000,0
"4836",4835,3,4,63,221,74,31,0,2408,0,0,0,0,0,5,0,1,1,3033.50137624,1598,0,36858,5,1,1,2,1,1,0,0,0,1,0,0,0,0,1,0,36858,9,5,"9","9_0",4000,0,0,4000
"4862",4861,1,2,37,111,22,41,2,2446,0,0,0,850,2,3,1,3,1.8,3562.59753549,0,6000,54421,1,3,9,7,4,1,0,0,0,0,0,1,0,0,0,0,30233.8888889,9,5,"9","9_0",3000,0,0,3000
"4870",4869,4,4,44,221,45,20,0,2458,0,0,0,0,1,7,0,2,1.5,2425.26815475,0,0,54885,1,1,1,2,3,1,0,1,0,1,0,0,0,0,0,1,36590,9,5,"9","9_0",20781,0,20781,0
"4871",4870,2,5,38,112,37,10,0,246,0,300,0,0,1,2,0,1,1,3305.35807613,1306,0,32582,1,2,9,1,1,1,0,1,0,1,0,0,0,0,0,1,32582,9,5,"9","9_0",21000,0,21000,0
"4877",4876,2,2,47,111,48,31,0,2466,0,200,0,0,2,4,0,2,1.5,3952.45577179,0,0,52593,1,2,9,7,3,1,0,1,0,0,0,1,0,0,0,1,35062,9,5,"9","9_0",23000,0,23000,0
"4879",4878,9,9,66,111,75,50,0,2468,0,0,0,0,0,4,0,2,1.5,1857.88396883,0,0,51304,5,1,7,5,3,1,0,0,0,0,1,0,0,0,0,1,34202.6666667,9,5,"9","9_0",10000,0,10000,0
"4880",4879,0,19,61,111,42,31,0,2469,0,0,1500,0,1,4,1,2,1.5,2662.19304397,5122,0,45125,1,1,10,8,2,2,0,0,0,0,0,0,1,0,2,0,30083.3333333,9,5,"9","9_0",0,0,0,0
"4896",4895,4,10,63,111,78,42,0,249,0,0,0,0,0,3,0,2,1.5,2650.95028899,3120,0,45158,5,3,9,7,3,1,0,0,0,0,0,1,0,0,1,0,30105.3333333,9,5,"9","9_0",17000,0,0,17000
"4900",4899,3,4,44,111,47,50,0,2494,0,0,0,430,1,3,0,1,1,4471.2541919,2340,0,34335,1,3,5,4,1,1,0,0,0,0,1,0,0,0,0,1,34335,9,5,"9","9_0",3000,0,3000,0
"4910",4909,0,0,28,112,53,42,1,2509,0,750,0,0,2,5,1,3,1.8,6705.63609455,3640,25000,53009,1,2,9,1,4,2,1,1,0,1,0,0,0,0,0,2,29449.4444444,9,5,"9","9_0",49050,0,49050,0
"4914",4913,15,15,58,111,34,31,0,2513,0,320,0,0,2,5,0,2,1.5,1978.50420361,0,0,55826,1,1,7,5,3,2,1,0,0,0,1,0,0,0,0,2,37217.3333333,9,5,"9","9_0",15000,0,15000,0
"4930",4929,0,0,88,111,86,70,0,2538,0,0,0,0,0,5,0,1,1,3340.63210198,0,0,29976,6,1,10,8,1,0,0,0,0,0,0,0,1,0,0,0,29976,9,5,"9","9_0",0,0,0,0
"4938",4937,1,1,56,120,46,41,1,255,0,240,240,0,2,4,0,2,1.5,1830.83165236,1563,10000,55751,1,1,0,0,3,2,0,1,1,0,0,0,0,0,1,1,37167.3333333,9,5,"9","9_1",14000,0,12000,2000
"4940",4939,3,7,35,300,46,50,0,2551,0,400,0,0,2,5,1,3,1.8,2327.16602083,3751,0,55378,1,2,0,0,4,2,0,1,1,0,0,0,0,0,0,2,30765.5555556,9,5,"9","9_1",45625,0,45625,0
"4948",4947,6,8,31,112,46,41,0,2564,0,120,600,0,2,3,1,3,1.8,1154.40840883,520,0,58377,1,2,10,0,4,2,0,1,1,0,0,0,0,0,1,1,32431.6666667,9,5,"9","9_1",25000,0,15000,10000
"4965",4964,3,11,58,112,67,70,0,2593,0,40,0,0,1,3,0,2,1.5,1174.77777201,0,0,46502,1,1,8,1,3,2,0,0,0,1,0,0,0,0,1,1,31001.3333333,9,5,"9","9_0",22818,0,14818,8000
"4972",4971,3,3,46,111,37,12,0,2601,0,200,0,0,2,5,3,5,2.8,1287.5680828,0,0,92628,1,2,8,6,4,1,0,1,0,0,1,0,0,0,0,1,33081.4285714,9,5,"9","9_0",30000,0,30000,0
"4987",4986,2,2,71,111,75,41,0,2628,0,0,0,0,0,5,0,1,1,3080.85454816,0,0,29817,5,1,9,7,1,1,0,0,0,0,0,1,0,0,1,0,29817,9,5,"9","9_0",12000,0,0,12000
"4996",4995,5,5,67,111,75,70,0,2640,0,0,0,0,0,5,0,2,1.5,5572.62974856,2601,0,52399,5,1,10,8,3,1,0,0,0,0,0,0,1,0,0,1,34932.6666667,9,5,"9","9_0",15000,0,15000,0
"5016",5015,1,2,29,112,42,20,2,2664,0,100,170,648,2,4,0,2,1.5,3431.24844383,4061,16000,52877,1,3,8,0,3,2,1,1,1,0,0,0,0,0,1,1,35251.3333333,9,5,"9","9_1",16316,0,6316,10000
"5027",5026,4,4,51,111,33,10,0,2679,0,0,130,0,2,5,1,3,1.8,1707.08634486,0,0,58184,1,1,9,7,4,2,0,1,0,0,0,1,0,0,2,0,32324.4444444,9,5,"9","9_0",0,0,0,0
"5029",5028,0,0,48,111,43,41,1,2681,0,300,0,0,2,4,0,2,1.5,1535.62494684,0,18000,51600,1,2,6,4,3,1,0,1,0,0,1,0,0,0,0,1,34400,9,5,"9","9_0",40000,0,40000,0
"5036",5035,8,9,65,112,74,50,0,2695,0,0,0,0,0,6,0,2,1.5,1516.89967326,2152,0,49340,5,1,9,0,3,2,0,0,1,0,0,0,0,0,1,1,32893.3333333,9,5,"9","9_1",16000,0,15000,1000
"5051",5050,0,4,30,111,23,44,0,2714,0,0,18,0,1,3,0,1,1,3959.41202897,0,0,29204,1,4,10,8,1,1,0,1,0,0,0,0,1,0,1,0,29204,9,5,"9","9_0",10000,0,0,10000
"5057",5056,2,7,33,111,38,12,0,2720,0,540,0,0,2,5,1,3,1.8,3428.5823586,1571,0,55131,1,2,10,8,4,2,1,1,0,0,0,0,1,0,0,2,30628.3333333,9,5,"9","9_0",20000,0,20000,0
"5061",5060,6,6,36,111,22,31,0,2726,0,450,0,0,2,6,2,4,2.1,2457.82668402,4836,0,73695,1,2,6,5,4,2,1,1,0,0,1,0,0,0,0,2,35092.8571429,9,5,"9","9_0",10000,0,10000,0
"5070",5069,1,1,61,112,75,50,1,2743,0,0,0,0,1,5,0,2,1.5,1955.04186585,3693,15540,44748,5,1,10,0,3,2,1,0,1,0,0,0,0,0,0,2,29832,9,5,"9","9_1",17393,0,17393,0
"5083",5082,21,24,49,112,43,33,0,2766,0,240,160,0,2,6,0,2,1.5,1315.95728801,0,0,53812,1,1,9,0,3,2,0,1,1,0,0,0,0,0,1,1,35874.6666667,9,5,"9","9_1",10000,0,0,10000
"5100",5099,3,8,43,111,48,10,0,2787,0,480,72,0,2,4,1,3,1.8,1797.03877635,1820,0,55563,1,2,8,7,4,3,0,1,0,0,0,1,0,0,2,1,30868.3333333,9,5,"9","9_0",21859,0,6859,15000
"5108",5107,2,2,51,111,53,50,0,2798,0,300,0,0,2,4,0,2,1.5,1259.96587942,2600,0,45192,1,4,8,7,3,1,0,1,0,0,0,1,0,0,0,1,30128,9,5,"9","9_0",23000,0,23000,0
"5115",5114,3,8,57,111,37,50,0,2804,0,0,0,0,1,5,0,2,1.5,2075.4837738,4056,0,49580,1,2,8,7,3,1,0,0,0,0,0,1,0,0,1,0,33053.3333333,9,5,"9","9_0",25000,0,0,25000
"5129",5128,4,10,48,112,13,50,0,2829,0,600,0,0,2,6,2,4,2.3,1461.49733921,3276,0,78557,1,1,7,0,4,2,0,1,1,0,0,0,0,0,0,2,34155.2173913,9,5,"9","9_1",34204,0,34204,0
"5130",5129,0,17,46,111,54,50,2,283,0,0,0,0,2,2,0,2,1.5,3507.1036888,1300,300,43724,1,2,10,8,3,1,0,0,0,0,0,0,1,0,1,0,29149.3333333,9,5,"9","9_0",6000,0,0,6000
"5134",5133,6,6,71,111,74,30,0,2834,0,0,0,415,0,3,0,1,1,2368.01716539,0,0,29443,5,3,8,7,1,1,0,0,0,0,0,1,0,0,1,0,29443,9,5,"9","9_0",3784,0,0,3784
"5149",5148,8,8,65,221,75,42,0,2856,0,0,0,0,0,4,0,2,1.5,4216.16085762,0,0,54783,5,1,1,2,3,2,0,0,0,1,0,0,0,0,0,2,36522,9,5,"9","9_0",21000,0,21000,0
"5150",5149,12,12,55,111,37,50,0,2857,100,0,0,0,2,4,0,2,1.5,918.168667238,1418,0,44411,1,1,7,5,3,2,0,0,0,0,1,0,0,0,1,0,29607.3333333,9,5,"9","9_0",15555,0,0,15555
"5153",5152,0,15,51,111,37,10,0,2861,0,300,200,0,3,6,4,6,3.5,1941.71683207,0,0,116545,1,1,10,8,4,3,0,1,0,0,0,0,1,0,2,1,33298.5714286,9,5,"9","9_0",23352,0,0,23352
"5157",5156,1,1,77,111,74,60,1,2867,0,0,0,0,0,4,0,2,1.5,1650.7358889,0,17500,55534,5,1,9,7,3,2,0,0,0,0,0,1,0,0,0,2,37022.6666667,9,5,"9","9_0",2600,0,2600,0
"5168",5167,2,2,69,112,75,60,0,2887,0,0,0,0,0,5,0,1,1,2368.28422261,0,0,36837,5,1,7,1,1,1,0,0,0,1,0,0,0,0,0,1,36837,9,5,"9","9_0",571,0,571,0
"5170",5169,4,4,58,120,46,60,0,2889,0,368,0,0,1,4,0,1,1,2096.35584116,0,0,33166,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,1,33166,9,5,"9","9_0",10000,0,10000,0
"5189",5188,0,0,63,111,35,10,0,2914,0,0,0,0,1,2,0,1,1,3268.28943967,0,0,36468,1,2,10,8,1,0,0,0,0,0,0,0,1,0,0,0,36468,9,5,"9","9_0",0,0,0,0
"5212",5211,14,16,55,221,43,10,0,2949,0,0,0,0,2,6,0,2,1.5,1374.73785726,0,0,46285,1,2,1,3,3,2,1,0,0,1,0,0,0,0,0,2,30856.6666667,9,5,"9","9_0",15000,0,15000,0
"5246",5245,6,13,59,111,74,60,0,2993,0,0,0,0,0,5,0,2,1.5,2523.53566269,0,0,54536,5,1,10,8,3,2,0,0,0,0,0,0,1,0,1,1,36357.3333333,9,5,"9","9_0",22000,0,15000,7000
"5275",5274,6,10,57,112,42,20,0,3030,0,0,80,0,1,4,0,2,1.5,1434.49600708,2339,0,49004,1,1,9,3,3,1,0,1,0,1,0,0,0,0,1,0,32669.3333333,9,5,"9","9_0",22000,0,0,22000
"5287",5286,12,21,49,111,52,50,0,3050,0,0,0,378,1,1,0,1,1,7186.11799094,0,0,35130,1,3,10,8,1,1,0,0,0,0,0,0,1,0,1,0,35130,9,5,"9","9_0",5337,0,0,5337
"5288",5287,11,11,39,112,34,20,0,3051,0,150,0,0,1,3,0,2,1.5,3023.63067155,0,0,43640,1,1,7,0,3,2,0,0,1,0,0,0,0,0,0,2,29093.3333333,9,5,"9","9_1",20000,0,20000,0
"5321",5320,6,10,48,112,43,33,0,3097,0,200,0,0,1,5,0,2,1.5,1547.31002082,0,0,53865,1,1,6,2,3,1,0,1,0,1,0,0,0,0,0,1,35910,9,5,"9","9_0",30000,0,30000,0
"5327",5326,1,1,31,111,48,43,2,3104,0,0,140,1000,2,3,0,2,1.5,3015.09586973,3120,13900,54705,1,3,10,8,3,2,0,0,0,0,0,0,1,0,1,1,36470,9,5,"9","9_0",15000,0,15000,0
"5332",5331,1,2,45,120,45,41,2,3109,0,0,178,0,3,5,1,3,2,2334.41194987,0,22250,65296,1,1,0,0,4,2,1,1,1,0,0,0,0,0,2,0,32648,9,5,"9","9_1",12000,0,0,12000
"5333",5332,7,7,79,111,75,41,0,311,0,0,0,478,0,3,0,1,1,2848.89201655,0,0,35782,5,3,8,7,1,1,0,0,0,0,0,1,0,0,1,0,35782,9,5,"9","9_0",5000,0,0,5000
"5341",5340,2,2,65,111,77,50,0,3120,0,0,0,383,0,3,0,2,1.5,2321.86670496,0,0,44129,5,3,9,7,3,1,0,0,0,0,0,1,0,0,0,1,29419.3333333,9,5,"9","9_0",19226,0,19226,0
"5346",5345,5,26,46,112,48,41,0,3127,0,0,1500,0,1,4,0,1,1,3075.36833783,5772,0,29960,1,2,7,2,1,1,0,1,0,1,0,0,0,0,1,0,29960,9,5,"9","9_0",10000,0,0,10000
"5348",5347,3,3,73,111,74,31,0,3129,0,0,0,0,0,6,0,2,1.5,2193.11045636,0,0,51232,5,1,8,6,3,1,0,0,0,0,1,0,0,0,0,1,34154.6666667,9,5,"9","9_0",12000,0,12000,0
"5360",5359,1,1,61,111,74,42,1,3143,0,0,0,0,0,6,0,2,1.5,3507.11005421,0,10950,46417,5,1,8,7,3,2,0,0,0,0,0,1,0,0,2,0,30944.6666667,9,5,"9","9_0",6200,0,0,6200
"5373",5372,2,2,68,111,74,12,0,3161,0,0,0,0,0,5,0,2,1.5,953.39430519,0,0,48621,5,1,7,5,3,1,0,0,0,0,1,0,0,0,0,1,32414,9,5,"9","9_0",6859,0,6859,0
"5383",5382,6,6,57,111,38,12,0,3185,0,125,0,0,2,5,0,2,1.5,1962.09488283,3317,0,54047,1,1,10,8,3,1,0,1,0,0,0,0,1,0,0,1,36031.3333333,9,5,"9","9_0",10000,0,10000,0
"5393",5392,12,13,71,111,75,41,0,3198,0,0,0,0,0,5,0,2,1.5,2601.74046362,1503,0,46192,5,1,9,7,3,2,0,0,0,0,0,1,0,0,1,1,30794.6666667,9,5,"9","9_0",18500,0,16000,2500
"5399",5398,1,1,63,112,75,41,1,3207,0,0,0,0,0,6,0,2,1.5,1755.6375948,2335,25000,55402,5,1,5,0,3,1,0,0,1,0,0,0,0,0,0,1,36934.6666667,9,5,"9","9_1",12000,0,12000,0
"5412",5411,11,12,45,111,62,42,0,3224,0,100,0,0,2,5,2,4,2.1,2202.1864064,0,0,62822,1,2,8,6,4,2,0,0,0,0,1,0,0,0,0,2,29915.2380952,9,5,"9","9_0",3000,0,3000,0
"5430",5429,0,0,84,111,75,70,0,3245,0,0,0,0,0,3,0,1,1,2861.77621987,0,0,30755,5,1,10,8,1,0,0,0,0,0,0,0,1,0,0,0,30755,9,5,"9","9_0",0,0,0,0
"5455",5454,6,6,64,120,74,50,0,3278,0,0,0,0,0,6,0,2,1.5,3244.89850448,7697,0,45500,5,1,0,0,3,1,0,0,1,0,0,0,0,0,0,1,30333.3333333,9,5,"9","9_1",20000,0,20000,0
"5464",5463,12,12,53,300,38,31,0,3289,0,300,0,0,2,6,2,4,2.5,1386.04831976,4160,0,73857,1,1,0,0,4,2,0,1,1,0,0,0,0,0,0,2,29542.8,9,5,"9","9_1",5000,0,5000,0
"5465",5464,6,9,66,111,74,31,0,329,0,0,0,0,0,3,0,1,1,2316.29831735,0,0,35163,5,1,8,7,1,1,0,0,0,0,0,1,0,0,0,1,35163,9,5,"9","9_0",13000,0,13000,0
"5470",5469,0,7,28,111,38,12,0,3295,0,250,0,0,1,3,0,1,1,3534.90366959,0,0,31529,1,2,8,7,1,1,0,1,0,0,0,1,0,0,0,1,31529,9,5,"9","9_0",13000,0,13000,0
"5475",5474,1,1,57,112,52,50,1,330,0,8000,0,0,1,6,0,1,1,1526.93573876,0,36000,37070,1,1,9,0,1,1,0,1,1,0,0,0,0,0,0,1,37070,9,5,"9","9_1",23781,0,23781,0
"5479",5478,3,6,54,111,33,71,0,3304,0,0,99999,0,2,5,1,3,2,2518.43327353,2080,0,68040,1,2,9,7,4,1,1,1,0,0,0,1,0,0,1,0,34020,9,5,"9","9_0",15000,0,0,15000
"5481",5480,2,2,63,111,75,41,0,3306,0,0,0,0,0,6,0,2,1.5,2677.20129118,0,0,46659,5,1,9,7,3,2,0,0,0,0,0,1,0,0,1,1,31106,9,5,"9","9_0",27000,0,14000,13000
"5492",5491,3,4,80,111,74,20,0,3320,0,0,0,0,0,5,0,4,2.5,1053.31468876,2340,0,81272,5,1,8,7,5,2,0,0,0,0,0,1,0,0,1,1,32508.8,9,5,"9","9_0",21000,0,15000,6000
"5493",5492,2,2,67,300,74,31,0,3324,0,0,0,0,0,6,0,2,1.5,2290.6182184,0,0,50694,5,1,0,0,3,1,0,0,1,0,0,0,0,0,0,1,33796,9,5,"9","9_1",15000,0,15000,0
"5504",5503,9,9,52,111,21,50,0,3349,0,0,120,0,3,4,2,4,2.5,2699.16385417,0,0,85330,1,1,10,8,4,1,0,1,0,0,0,0,1,0,1,0,34132,9,5,"9","9_0",12000,0,0,12000
"5524",5523,1,1,67,111,37,50,1,3374,0,0,0,0,1,2,0,1,1,3025.92162177,0,13900,34071,5,1,10,8,1,1,0,0,0,0,0,0,1,0,0,1,34071,9,5,"9","9_0",14672,0,14672,0
"5541",5540,3,6,42,221,55,50,0,3398,0,0,0,0,1,6,2,3,1.6,3334.38021611,2664,0,59494,1,2,1,1,2,1,0,0,0,1,0,0,0,0,0,1,37183.75,9,5,"9","9_0",13000,0,13000,0
"5552",5551,3,7,37,112,43,10,0,3413,0,550,0,0,2,5,0,2,1.5,1910.58023279,0,0,46840,1,2,9,0,3,2,0,1,1,0,0,0,0,0,0,2,31226.6666667,9,5,"9","9_1",36572,0,36572,0
"5553",5552,4,4,28,112,53,20,0,3414,0,1150,0,0,2,2,0,2,1.5,2208.9411976,5460,0,43995,1,3,10,0,3,2,0,1,1,0,0,0,0,0,0,2,29330,9,5,"9","9_1",18000,0,18000,0
"5559",5558,16,16,75,300,77,30,0,3420,0,0,0,0,0,6,0,2,1.5,1580.01055479,0,0,52877,5,1,0,0,3,2,0,0,1,0,0,0,0,0,1,1,35251.3333333,9,5,"9","9_1",20000,0,10000,10000
"5564",5563,10,11,29,111,37,20,0,3429,0,329,0,328,2,3,2,4,2.1,4256.61465712,3120,0,63389,1,3,10,8,4,2,0,1,0,0,0,0,1,0,0,2,30185.2380952,9,5,"9","9_0",21000,0,21000,0
"5567",5566,0,0,25,111,38,10,0,3435,0,0,0,962,2,2,0,2,1.5,3699.19531606,0,0,47427,1,3,10,8,3,0,0,0,0,0,0,0,1,0,0,0,31618,9,5,"9","9_0",0,0,0,0
"5574",5573,11,11,74,111,74,41,0,3445,0,0,0,0,0,3,0,1,1,3625.2555715,0,0,31464,5,1,10,8,1,1,0,0,0,0,0,0,1,0,1,0,31464,9,5,"9","9_0",2000,0,0,2000
"5577",5576,8,8,42,111,22,31,0,3448,0,20,0,0,2,2,1,3,1.8,2810.65491765,0,0,58760,1,3,9,7,4,1,1,1,0,0,0,1,0,0,0,1,32644.4444444,9,5,"9","9_0",12000,0,12000,0
"5605",5604,4,10,31,111,67,31,0,3488,0,0,450,385,1,2,0,1,1,3769.06289096,2080,0,29600,1,3,7,5,1,1,0,1,0,0,1,0,0,0,1,0,29600,9,5,"9","9_0",30000,0,0,30000
"5626",5625,1,6,44,111,38,41,2,3512,0,700,0,283,1,1,0,1,1,3503.42974592,3172,8000,30393,1,3,9,7,1,1,0,1,0,0,0,1,0,1,0,1,30393,9,5,"9","9_0",12891,0,12891,0
"5645",5644,12,12,65,111,77,50,0,3534,0,0,90,0,1,4,1,2,1.5,2282.9827345,0,0,49104,5,4,10,8,2,1,0,1,0,0,0,0,1,0,1,0,32736,9,5,"9","9_0",5000,0,0,5000
"5653",5652,5,8,43,211,38,10,0,3542,0,370,310,0,2,5,1,3,1.8,1013.16250621,0,0,61072,1,2,3,4,4,2,0,1,0,0,1,0,0,0,1,1,33928.8888889,9,5,"9","9_0",28797,0,20000,8797
"5657",5656,10,10,37,112,48,60,0,3549,0,60,99999,0,2,9,1,5,2.8,617.019395689,2340,0,86541,1,1,8,0,5,3,0,1,1,0,0,0,0,0,1,2,30907.5,9,5,"9","9_1",20000,0,20000,0
"5679",5678,4,7,41,111,47,31,0,3580,0,0,0,0,2,5,2,4,2.1,2872.19041595,2922,0,69328,1,2,10,8,4,1,0,0,0,0,0,0,1,0,1,0,33013.3333333,9,5,"9","9_0",10000,0,0,10000
"5683",5682,1,1,49,111,38,12,1,3585,0,220,300,0,2,6,2,5,3,891.546453379,2920,25000,95990,1,2,9,7,5,3,0,1,0,0,0,1,0,0,1,2,31996.6666667,9,5,"9","9_0",25000,0,25000,0
"5694",5693,4,4,31,112,37,12,0,3600,0,70,0,0,2,5,1,3,1.8,1559.78240233,2604,0,64951,1,2,6,0,4,1,0,1,1,0,0,0,0,0,0,1,36083.8888889,9,5,"9","9_1",27000,0,27000,0
"5711",5710,1,2,47,112,38,10,0,3626,0,0,0,0,2,8,3,5,2.6,1432.58988681,7317,0,80670,1,3,7,0,4,3,0,0,1,0,0,0,0,0,0,3,31026.9230769,9,5,"9","9_1",22000,0,22000,0
"5739",5738,8,8,44,112,38,31,0,3661,0,550,0,0,1,6,1,2,1.3,3375.69159773,0,0,46382,1,2,8,0,2,1,0,1,1,0,0,0,0,0,0,1,35678.4615385,9,5,"9","9_1",50000,0,50000,0
"5742",5741,2,5,56,111,37,41,0,3664,0,70,0,0,1,3,0,1,1,3299.58455631,0,0,29682,1,1,9,7,1,1,1,1,0,0,0,1,0,0,0,1,29682,9,5,"9","9_0",20000,0,20000,0
"5743",5742,11,13,58,111,43,33,0,3666,180,0,50,0,2,5,1,3,2,1513.07230028,0,0,59547,1,1,5,4,4,2,0,1,0,0,1,0,0,0,1,0,29773.5,9,5,"9","9_0",26000,0,0,26000
"5749",5748,1,1,51,111,22,50,1,3673,0,0,70,0,2,5,0,2,1.5,1970.44783264,3693,13300,55130,1,2,6,4,3,2,1,1,0,0,1,0,0,0,1,1,36753.3333333,9,5,"9","9_0",30000,0,20000,10000
"5761",5760,1,14,44,300,48,31,2,3690,0,330,70,0,3,4,1,3,2,2415.75731134,0,2000,67721,1,3,0,0,4,3,0,1,1,0,0,0,0,0,1,2,33860.5,9,5,"9","9_1",7000,0,7000,0
"5787",5786,9,13,45,111,65,50,0,3723,0,300,0,0,4,7,3,5,3,844.248697433,2964,0,106037,1,2,7,5,4,2,0,1,0,0,1,0,0,0,0,2,35345.6666667,9,5,"9","9_0",26000,0,26000,0
"5794",5793,8,13,53,112,43,33,0,3731,0,400,0,0,2,4,1,2,1.5,1727.83303527,0,0,44861,1,3,8,1,2,2,0,0,0,1,0,0,0,0,1,1,29907.3333333,9,5,"9","9_0",53000,0,23000,30000
