"","X","ident_men","pondmen","agepr","cataeu","chomage","cs42pr","nactifs","nactoccup","npers","ocde10","prest_precarite_hand","prest_precarite_rsa","prest_precarite_vieil","retraites","rev_valeurs_mobilieres_bruts","rev_etranger","rev_disponible","rsa_act","salaires","stalog","tau","tuu","typmen","donation_class_1","revdecm"
"7885",7884,12062,1340.01099485755,76,400,0,74,0,0,2,1.5,0,0,0,36580,165,0,38458,0,0,5,0,0,3,0,51530
"7886",7885,12064,1545.80279811261,67,111,0,77,0,0,1,1,0,0,0,18320,92,0,17761.85,0,0,1,9,7,1,0,17870
"7889",7888,12067,3234.30831691025,23,111,0,84,0,0,1,1,0,0,0,0,0,0,21188.1,0,0,3,10,8,1,0,20110
"7890",7889,12068,3413.60417656423,67,111,0,77,0,0,1,1,0,0,0,16040,0,0,15795.6,0,0,3,10,8,1,0,17160
"7892",7891,12070,3480.89996502887,24,112,0,85,0,0,2,1.3,0,7010,0,0,0,0,21223,0,0,3,6,0,2,0,24410
"7895",7894,12075,4711.88572623462,63,111,0,72,0,0,1,1,0,0,0,10670,0,0,10670,0,0,3,5,4,1,0,12350
"7904",7903,12090,1031.87124441149,60,300,0,75,0,0,2,1.5,0,0,0,23670,363,0,23323.15,0,150,1,0,1,3,0,29380
"7913",7912,12099,1362.11355464111,65,111,1970,77,0,0,1,1,0,0,440,6380,0,0,12150,0,0,3,3,4,1,0,13630
"7916",7915,12104,1303.61742553134,74,112,0,77,0,0,1,1,0,0,0,13250,0,0,13149.35,0,0,1,8,0,1,0,13910
"7917",7916,12105,3087.4693157986,62,120,0,75,0,0,2,1.5,0,0,0,29680,0,0,32069.35,0,0,2,0,0,3,0,40420
"7920",7919,12108,5436.7986323502,83,221,0,77,0,0,1,1,0,0,0,12390,0,0,13826,0,0,3,1,2,1,0,15920
"7923",7922,12115,2604.96503623402,60,112,2040,77,0,0,1,1,0,0,0,13220,20,0,16307.35,0,0,1,7,0,1,0,3190
"7924",7923,12117,5470.22484848982,71,221,0,72,0,0,1,1,0,0,0,13280,0,0,13520,0,0,3,1,2,1,0,18410
"7925",7924,12118,3057.26046221072,66,111,0,74,0,0,1,1,0,0,0,25070,0,0,22885,0,0,1,8,7,1,0,25060
"7931",7930,12124,4493.860906597,61,111,0,77,0,0,1,1,0,0,0,18540,0,0,17793,0,0,1,10,8,1,0,18550
"7932",7931,12125,3186.79061011844,47,111,0,85,0,0,1,1,8370,0,0,0,0,0,11130,0,0,3,9,7,1,0,8180
"7933",7932,12126,2858.3505818908,64,111,0,78,0,0,1,1,0,0,0,16050,0,0,15892.9,0,0,3,7,6,1,0,18940
"7940",7939,12139,1575.31519264227,58,111,0,74,0,0,2,1.5,0,0,0,51210,104,0,47693.15,0,0,1,8,6,3,0,62540
"7941",7940,12140,1602.72724045188,83,112,0,78,0,0,2,1.5,0,0,0,16410,0,0,16410,0,0,1,7,1,3,0,22180
"7944",7943,12144,3236.4274089652,80,111,0,77,0,0,1,1,0,0,0,15550,0,0,15635,0,0,3,10,8,1,0,17170
"7951",7950,12160,3029.26774412655,18,111,0,84,0,0,1,1,0,0,0,0,0,0,1279,0,0,3,6,5,1,0,0
"7952",7951,12161,1732.88538580617,65,300,2430,77,0,0,1,1,0,0,0,32210,55,0,31617.05,0,0,1,0,0,1,0,38770
"7953",7952,12163,2832.27270660623,77,111,0,77,0,0,1,1,0,0,0,24810,0,0,23541.2,0,0,3,7,5,1,0,27120
"7957",7956,12168,2638.11665850703,77,112,0,77,0,0,2,1.5,0,0,0,23110,0,0,23535.25,0,0,3,8,1,3,0,27080
"7966",7965,12188,4580.70935166824,84,111,0,77,0,0,2,1.5,0,0,0,19730,0,0,19730,0,0,3,6,5,3,0,21640
"7971",7970,12196,3959.26145566064,76,111,0,74,0,0,2,1.5,0,0,0,30330,0,0,30770.65,0,0,1,8,6,3,0,35890
"7973",7972,12198,2998.66604631277,73,112,0,77,0,0,1,1,0,0,0,15430,0,0,16606,0,0,3,9,3,1,0,20900
"7977",7976,12208,3347.28959328552,63,111,0,74,0,0,2,1.5,0,0,0,35240,49,0,35150.5,0,0,1,6,5,3,0,43170
"7979",7978,12210,2856.42194962914,62,111,0,74,0,0,2,1.5,0,0,0,53510,121,0,73086.5,0,0,1,9,7,3,0,115310
"7981",7980,12215,3662.0778906943,56,111,0,77,0,0,1,1,0,0,0,13210,12,0,12970.75,0,0,1,10,8,1,0,14550
"7983",7982,12220,2464.41068919563,79,111,0,77,0,0,2,1.5,0,0,0,44050,0,0,41088.9,0,0,1,10,8,3,0,57790
"7987",7986,12226,3477.992424243,53,111,0,78,0,0,5,3,13520,0,0,5430,0,0,28199,0,4800,3,10,8,4,0,29480
"7989",7988,12229,1002.99746823174,70,120,0,75,0,0,2,1.5,0,0,0,30200,287,0,28965.8,0,0,1,0,3,3,0,34500
"7992",7991,12235,3326.16949158764,64,111,0,74,0,0,2,1.5,0,0,0,49760,138,0,45243.25,0,0,1,10,8,3,0,65430
"7993",7992,12237,4374.72342217001,85,111,0,77,0,0,1,1,0,0,0,20190,0,0,19644.7,0,0,3,10,8,1,0,20870
"7995",7994,12241,2403.83022851934,71,111,0,77,0,0,1,1,0,0,0,16740,0,0,16319.45,0,0,3,6,5,1,0,11250
"7998",7997,12245,2715.48647883299,101,111,0,77,0,0,1,1,0,0,0,11640,0,0,11481.7,0,0,1,6,4,1,0,10290
"8000",7999,12248,7981.24124639296,75,111,0,77,0,0,1,1,0,0,0,12440,0,0,11945.85,0,0,1,6,4,1,0,0
"8005",8004,12257,6112.57188415558,77,111,0,78,0,0,1,1,0,0,0,13890,0,0,13898,0,0,5,7,5,1,0,13970
"8008",8007,12263,2500.49512213885,80,111,0,75,0,0,2,1.5,0,0,0,29430,0,0,28087.3,0,0,1,9,7,3,0,35220
"8009",8008,12264,1565.15838624648,78,112,0,78,0,0,2,1.5,0,0,0,21100,0,0,21441,0,0,5,9,0,3,0,0
"8010",8009,12266,1859.47543033197,81,400,0,72,0,0,2,1.5,1740,0,0,14800,0,0,17633.75,0,0,1,0,1,3,0,18170
"8011",8010,12267,3637.1546670081,71,120,0,71,0,0,2,1.5,0,0,0,16960,0,0,17374.45,0,0,1,0,0,3,0,20710
"8013",8012,12273,3359.61446802078,76,111,0,75,0,0,1,1,0,0,0,21090,0,0,20704.6,0,0,3,10,8,1,0,15770
"8014",8013,12275,2878.72641933053,85,111,0,74,0,0,2,1.5,0,0,0,24500,1008,0,30209.5,0,0,1,9,7,3,0,36270
"8021",8020,12286,1548.55265579979,60,111,0,74,0,0,2,1.5,0,0,0,35650,42,0,33001.95,0,30,1,10,8,3,0,43880
"8022",8021,12287,1764.6252653356,79,111,0,78,0,0,1,1,0,0,0,18510,0,0,16499.5,0,0,1,3,4,1,0,19030
"8025",8024,12290,3072.39947616052,81,111,0,77,0,0,1,1,0,0,0,14120,0,0,13972.5,0,0,1,9,7,1,0,15130
"8036",8035,12305,1554.54008462265,65,300,0,77,0,0,2,1.5,0,0,0,19630,0,0,18968.55,0,0,1,0,0,3,0,21040
"8040",8039,12309,2560.45158113469,63,111,0,75,0,0,1,1,0,0,0,24480,61,0,22618.5,0,0,1,10,8,1,0,29560
"8047",8046,12319,3338.98365371122,85,112,0,72,0,0,2,1.5,0,0,5050,6590,0,0,11546.85,0,0,1,9,0,3,0,12360
"8048",8047,12322,2736.66111740102,67,111,0,72,0,0,1,1,0,0,1740,7000,0,0,11188,0,0,3,8,7,1,0,13350
"8053",8052,12333,2790.55011000909,64,111,0,78,0,0,2,1.5,0,0,0,22170,0,0,21865.75,0,0,3,6,4,3,0,25330
"8055",8054,12335,2809.0912367088,23,111,0,84,0,0,1,1,0,0,0,0,0,0,13146,0,5560,3,9,7,1,0,14700
"8061",8060,12343,2883.93926791004,69,111,0,77,0,0,1,1,0,0,0,16600,0,0,15309.75,0,0,1,8,6,1,0,18150
"8064",8063,12349,3442.98800325922,62,111,0,74,0,0,1,1,0,0,0,31540,0,0,29653.25,0,0,2,9,7,1,0,30000
"8069",8068,12354,3244.0445111839,75,111,0,78,0,0,1,1,0,0,0,21080,0,0,20432.35,0,0,1,9,7,1,0,23470
"8074",8073,12361,4197.0272669842,22,111,0,84,0,0,1,1,0,0,0,0,0,0,11645,0,0,3,9,7,1,0,13070
"8075",8074,12362,2317.45595207735,62,111,0,75,0,0,1,1,0,0,0,28530,0,0,27487.8,0,1520,2,8,7,1,0,31870
"8076",8075,12363,3544.08133187799,83,111,0,75,0,0,2,1.5,0,0,0,28180,0,0,26941.1,0,0,1,10,8,3,0,29320
"8078",8077,12365,2341.16509317825,74,212,0,72,0,0,3,2,2540,0,0,22750,0,0,31965.4,0,7080,1,2,0,4,0,35340
"8080",8079,12367,4752.75774088101,55,111,0,85,0,0,1,1,0,840,0,400,0,0,6740,2900,0,3,8,7,1,0,6020
"8083",8082,12372,3457.4252460464,80,111,0,77,0,0,1,1,0,0,0,22410,0,0,20919.65,0,0,3,9,7,1,0,24550
"8085",8084,12375,8038.08376155743,73,111,0,74,0,0,2,1.5,0,0,0,135410,8,0,121181.55,0,0,3,10,8,3,0,44600
"8086",8085,12376,2021.15286322078,65,111,0,74,0,0,2,1.5,0,0,0,58980,0,0,50797.65,0,0,1,10,8,3,0,81090
"8087",8086,12377,3335.50984213861,61,111,0,74,0,0,1,1,0,0,0,24050,12,0,22160.6,0,0,3,8,6,1,0,17960
"8090",8089,12381,947.399535112598,68,111,0,75,0,0,2,1.5,0,0,0,46110,0,0,43024.05,0,0,1,7,5,3,0,51850
"8095",8094,12390,5504.28545141229,63,111,0,75,0,0,2,1.5,0,0,0,47900,2,0,43414.1,0,0,1,6,4,3,0,52920
"8099",8098,12399,2589.50574042804,77,112,0,72,0,0,2,1.5,0,0,0,23210,0,0,20911.6,0,0,1,10,4,3,0,26300
"8102",8101,12405,1729.55558422796,65,112,0,78,0,0,1,1,0,0,0,16960,0,0,37226.1,0,0,1,8,0,1,0,46630
"8105",8104,12408,3649.07650120222,80,111,0,78,0,0,1,1,0,0,0,13600,0,0,14608,0,0,3,8,6,1,0,17150
"8106",8105,12409,3408.41738355634,61,211,0,75,0,0,2,1.5,0,0,0,23730,36,0,23585.6,0,0,1,2,3,3,0,26100
"8108",8107,12412,5619.33610485063,61,112,0,78,0,0,1,1,0,3040,0,0,0,0,5712.1,0,0,3,9,3,1,0,0
"8112",8111,12416,2785.66699640829,80,111,0,72,0,0,1,1,0,0,0,6260,0,0,52200.2,0,0,1,8,7,1,0,70730
"8114",8113,12418,4193.21932947304,89,120,0,71,0,0,1,1,0,0,0,11080,0,0,10715.4,0,0,1,0,2,1,0,6370
"8115",8114,12419,2671.63778178909,44,111,0,85,0,0,1,1,1420,4010,0,0,0,0,8455,0,0,3,6,4,1,0,7880
"8116",8115,12421,3838.33622485787,59,112,0,78,0,0,2,1.5,0,0,0,9340,0,0,11397,0,0,3,7,0,3,0,11460
"8118",8117,12423,2626.99493020604,66,111,0,77,0,0,1,1,0,0,0,7330,0,0,7670,0,0,1,10,8,1,0,9220
"8119",8118,12424,3426.73992048397,87,112,0,71,0,0,1,1,0,0,0,16090,0,0,16075,0,0,1,4,0,1,0,17250
"8123",8122,12432,3059.96601862579,73,111,0,74,0,0,2,1.5,0,0,0,69380,0,0,76618.15,0,0,1,10,8,3,0,107680
"8126",8125,12439,2481.6743218102,76,400,0,71,0,0,1,1,0,0,0,12830,0,0,55352.5,0,0,5,0,0,1,0,44850
"8128",8127,12442,2389.528764355,63,300,0,72,0,0,2,1.5,0,0,0,16590,0,0,14191.8,0,0,1,0,0,3,0,15500
"8129",8128,12443,1357.33958801207,67,112,0,74,0,0,2,1.5,0,0,0,59360,0,0,52346.2,0,0,1,9,1,3,0,60960
"8133",8132,12450,1204.46323474093,71,112,0,71,0,0,2,1.5,0,0,0,17630,0,0,23084.3,0,260,1,4,0,3,0,25860
"8135",8134,12452,1213.34747694784,65,111,0,75,0,0,1,1,0,0,0,27780,3,0,28665.05,0,0,3,7,5,1,0,29880
"8136",8135,12455,1262.1497897127,73,111,0,78,0,0,2,1.5,0,0,0,25010,0,0,25076.9,0,0,1,9,7,3,0,31970
"8138",8137,12458,3503.67292011515,76,111,0,75,0,0,2,1.5,0,0,0,23690,0,0,23244.25,0,0,1,9,7,3,0,22190
"8139",8138,12459,2271.83497582784,61,221,0,74,0,0,1,1,0,0,0,32810,72,0,27662.85,0,0,1,1,3,1,0,34920
"8140",8139,12460,4228.66649547517,76,111,0,77,0,0,1,1,0,0,0,15710,0,0,15732,0,0,3,9,7,1,0,14050
"8142",8141,12463,1068.56064206715,71,211,0,74,0,0,2,1.5,0,0,0,30330,0,0,28032.95,0,0,2,3,4,3,0,32740
"8144",8143,12465,6791.06293889921,64,300,0,72,0,0,1,1,0,0,4050,4720,0,0,11338,0,0,3,0,0,1,0,12100
"8145",8144,12466,4174.46913718424,82,111,0,75,0,0,1,1,0,0,0,17970,181,0,18895.75,0,0,1,7,5,1,0,19850
"8147",8146,12468,2990.60031573536,21,111,0,84,0,0,1,1,0,0,0,0,0,0,2013,0,0,5,10,8,1,0,1210
"8148",8147,12469,2032.4596688737,61,111,0,78,0,0,2,1.5,0,0,0,27540,0,0,27791.6,0,0,1,6,5,3,0,33360
"8149",8148,12470,1920.68247875228,71,111,0,72,0,0,2,1.5,0,0,0,15810,0,0,21244.1,0,0,1,7,6,3,0,24220
"8150",8149,12471,1358.35585246961,79,211,0,78,0,0,2,1.5,0,0,0,22120,0,0,23293.2,0,0,1,1,3,3,0,25680
"8151",8150,12472,1437.08046126421,66,111,0,75,0,0,2,1.5,0,0,0,41780,0,0,38764.25,0,0,5,7,5,3,0,52900
"8153",8152,12476,1746.96834674473,58,221,0,71,0,0,1,1,0,0,0,19180,0,0,20516.55,0,1100,1,1,3,1,0,23430
"8156",8155,12480,2730.73672087012,79,112,0,77,0,0,1,1,0,150,0,12870,0,0,13489.35,450,0,1,5,0,1,0,11000
"8158",8157,12484,2635.07715016744,62,112,0,74,0,0,2,1.5,0,0,0,37600,54,0,39600.3,0,0,1,8,0,3,0,48440
"8161",8160,12488,1861.87469213728,84,111,0,74,0,0,2,1.5,0,0,0,26460,0,0,26343.05,0,0,1,8,7,3,0,31840
"8165",8164,12492,2107.06585171802,64,111,0,74,0,0,4,2.5,0,0,0,33370,343,0,69515.45,0,0,1,9,7,4,0,66260
"8166",8165,12495,7390.39566088866,75,221,0,71,0,0,1,1,0,0,0,14670,14,0,16948,0,0,1,1,1,1,0,18730
"8172",8171,12502,1812.24834579201,70,112,0,78,0,0,1,1,0,0,0,10730,0,0,10935.75,0,0,1,6,0,1,0,10070
"8177",8176,12518,3159.68024491911,64,111,0,75,0,0,1,1,0,0,0,34170,438,0,35890.55,0,0,1,5,4,1,0,41050
"8179",8178,12520,3529.39205632761,80,111,0,86,0,0,2,1.5,0,0,0,17050,0,0,15401.3,0,0,3,9,7,3,0,13170
"8180",8179,12521,2144.86603026399,60,111,0,72,0,0,2,1.5,0,0,0,160,363,0,36273.05,0,0,1,8,7,3,0,38180
"8181",8180,12522,2954.36394598544,66,111,0,78,0,0,1,1,0,0,0,21620,38,0,20219.6,0,0,3,10,8,1,0,22310
"8185",8184,12527,2559.70363011974,79,212,0,78,0,0,1,1,0,0,0,11670,0,0,11529.95,0,0,1,2,0,1,0,11770
"8188",8187,12531,3028.02845915305,77,111,0,78,0,0,1,1,0,0,1410,7390,0,0,10418.65,0,0,3,9,7,1,0,9480
"8189",8188,12532,4638.88428347919,71,111,0,78,0,0,2,1.5,0,0,0,24310,0,0,23823.85,0,0,1,9,7,3,0,23720
"8191",8190,12534,7382.72751185965,84,221,0,78,0,3,2,1.5,0,0,0,15380,0,0,14700.15,0,0,1,1,2,3,0,16810
"8211",8210,12564,2874.52859083662,74,221,0,75,0,0,2,1.5,0,0,0,39360,0,0,44070.35,0,0,1,1,1,3,0,58040
"8212",8211,12566,4365.06285941484,24,111,0,85,0,0,4,2.1,0,8480,0,0,0,0,20650,0,0,3,8,6,4,0,3350
"8215",8214,12577,2381.03910219821,59,112,0,75,0,0,2,1.5,0,0,0,34110,157,0,32350.7,0,290,1,7,0,3,0,40730
"8217",8216,12579,1764.38597295356,72,400,0,74,0,0,2,1.5,0,0,0,43760,0,0,41035.05,0,0,1,0,0,3,0,20670
"8219",8218,12582,2948.0951667528,60,111,5520,77,0,0,1,1,0,0,0,0,0,0,7108.9,0,0,3,9,7,1,0,8610
"8220",8219,12583,3762.07947730596,63,112,0,75,0,0,1,1,0,0,0,21970,0,0,22429.5,0,0,1,7,0,1,0,25710
"8227",8226,12594,2157.20506331143,86,112,0,74,0,0,2,1.5,0,0,0,23510,0,0,23104.5,0,0,1,10,2,3,0,24520
"8228",8227,12596,5439.64058345075,47,221,0,85,0,0,2,1.3,0,6090,0,0,0,0,11319,30,50,3,1,2,2,0,12430
"8229",8228,12597,2923.593127545,68,111,0,72,0,0,2,1.5,0,0,0,19710,0,0,18257.4,0,0,1,9,7,3,0,20160
"8230",8229,12598,3326.32226998928,68,111,0,74,0,0,1,1,0,0,0,19440,0,0,19192.15,0,0,3,7,6,1,0,19730
"8231",8230,12599,3795.56022911285,62,112,0,78,0,0,4,2.5,4350,0,0,14600,0,0,26224,0,7690,1,7,0,4,0,29830
"8232",8231,12601,2840.60760410232,81,112,0,74,0,0,2,1.5,0,0,0,39750,0,0,37082,0,0,1,10,4,3,0,46560
"8235",8234,12604,1424.97666144599,63,112,0,74,0,0,2,1.5,0,0,0,35930,0,0,32950.85,0,0,1,4,0,3,0,24890
"8237",8236,12606,1424.65202276435,87,300,0,78,0,0,2,1.5,0,0,0,23980,0,0,21732.9,0,0,1,0,0,3,0,25370
"8239",8238,12609,2630.77598152575,65,111,0,74,0,0,2,1.5,0,0,0,60530,0,0,58599.35,0,2060,1,10,8,3,0,85670
"8241",8240,12612,2646.11234054138,59,111,0,74,0,0,1,1,0,0,0,31530,0,0,28218.1,0,0,3,7,5,1,0,35220
"8244",8243,12617,4043.63111975563,70,111,0,75,0,0,2,1.5,0,0,0,26600,0,0,26234.95,0,0,3,9,7,3,0,27980
"8247",8246,12621,1638.06989194355,73,120,0,71,0,0,2,1.5,0,0,0,19540,0,0,18861.8,0,0,1,0,0,3,0,19760
"8248",8247,12622,2832.00332782394,25,111,0,84,0,0,1,1,0,0,0,0,0,0,4949,0,0,5,8,7,1,0,7970
"8249",8248,12626,2592.43359877823,63,111,43470,74,0,0,2,1.5,0,0,0,36470,484,0,72213.8,0,0,1,10,8,3,0,46180
"8255",8254,12632,1905.40503813125,81,120,0,74,0,0,2,1.5,0,0,0,42340,0,0,40248.4,0,0,1,0,1,3,0,51800
"8257",8256,12634,2040.1052341693,72,112,0,78,0,0,2,1.5,0,0,0,23410,0,0,22845.45,0,0,1,9,3,3,0,25090
"8259",8258,12638,1594.80478554755,76,111,0,74,0,0,2,1.5,0,0,0,38060,1,0,35171.75,0,0,3,8,7,3,0,25740
"8262",8261,12645,2973.42571876609,67,111,0,86,0,0,1,1,0,0,210,8590,0,0,10780,0,0,3,10,8,1,0,9120
"8264",8263,12648,3115.3057816224,85,111,0,75,0,0,2,1.5,0,0,0,62030,0,0,79410.1,0,0,1,6,5,3,0,124460
"8266",8265,12651,2708.22147824638,77,112,0,71,0,0,2,1.5,0,0,0,17220,0,0,16684.5,0,0,1,9,0,3,0,19050
"8267",8266,12652,1937.76436678585,65,400,0,75,0,0,4,2.1,0,0,0,10520,0,0,20538.55,0,0,1,0,0,5,0,23470
"8268",8267,12653,2219.64478163834,74,111,0,75,0,0,1,1,0,0,0,19490,0,0,20499.6,0,0,1,8,7,1,0,22800
"8271",8270,12656,2560.39727771021,60,111,7630,75,0,0,1,1,0,0,0,28640,0,0,31917.65,0,210,1,10,8,1,0,38890
"8276",8275,12661,3905.57310308267,60,221,0,74,0,0,2,1.5,0,0,0,50760,0,0,50840.45,0,0,2,1,2,3,0,61780
"8277",8276,12662,2580.19541975528,77,300,0,71,0,0,1,1,0,0,0,9480,0,0,9141.35,0,0,1,0,0,1,0,6640
"8285",8284,12673,3054.85891383158,81,112,0,78,0,0,1,1,0,0,0,13970,0,0,13931,0,0,1,8,0,1,0,15660
"8287",8286,12677,1447.8927432038,82,111,0,71,0,0,1,1,0,0,0,8890,0,0,8404.05,0,0,5,5,4,1,0,10060
"8292",8291,12684,3861.4203744379,65,111,0,78,0,0,2,1.5,0,0,0,26450,0,0,31106.05,0,7460,1,9,7,3,0,38420
"8293",8292,12686,1790.06935289792,64,111,0,75,0,0,2,1.5,0,0,0,36410,0,0,37284.25,0,0,1,10,8,3,0,46440
"8294",8293,12688,2757.75716749738,64,221,0,77,0,0,2,1.5,0,0,0,15380,0,0,14219.65,0,0,1,1,2,3,0,16050
"8295",8294,12690,1240.32763053593,60,221,0,75,0,0,2,1.5,0,0,1680,23020,0,0,27760,0,5000,1,1,3,3,0,35670
"8296",8295,12691,4015.44203648405,76,111,0,78,0,0,1,1,0,0,0,13380,0,0,15084,0,0,3,9,7,1,0,17330
"8298",8297,12694,2765.65073345518,73,221,0,78,0,0,1,1,0,0,0,23140,0,0,22834.5,0,0,1,1,2,1,0,26960
"8301",8300,12697,3739.03046410639,51,111,0,85,0,0,1,1,690,0,0,5050,0,0,8855,0,0,3,8,6,1,0,11630
"8302",8301,12698,2188.92790613406,65,211,0,77,0,0,1,1,0,0,0,9510,0,0,10908,0,0,3,4,3,1,0,0
"8304",8303,12701,3532.40428367889,79,111,0,78,0,0,1,1,0,0,0,16310,0,0,16261.5,0,0,1,10,8,1,0,18160
"8307",8306,12706,2954.20694236611,73,111,0,75,0,0,2,1.5,0,0,0,29380,0,0,27605.6,0,0,1,10,8,3,0,34200
"8311",8310,12712,1921.35976858536,77,111,0,75,0,0,2,1.5,0,0,0,35970,0,0,33352.45,0,0,1,6,4,3,0,39720
"8315",8314,12716,4101.39684209088,69,111,0,75,0,0,1,1,0,0,0,21650,0,0,26456.15,0,0,3,6,5,1,0,33840
"8319",8318,12721,2215.6436715138,52,111,0,85,0,0,3,2,0,0,0,34080,0,0,33388.15,0,0,5,8,7,4,0,35630
"8329",8328,12734,2735.48884030234,51,300,0,85,0,0,2,1.3,0,0,0,7630,0,0,10975.95,0,0,3,0,0,2,0,0
"8334",8333,12743,2362.97968837784,74,111,0,78,0,0,1,1,0,0,0,13160,0,0,13160,0,0,5,9,7,1,0,14140
"8335",8334,12744,2513.77950790152,76,112,0,78,0,0,1,1,0,0,0,18030,25,0,17979.7,0,0,1,8,1,1,0,19770
"8336",8335,12745,2956.52726081193,81,111,0,77,0,0,1,1,0,0,0,23720,70,0,23027.15,0,0,1,8,7,1,0,20610
"8340",8339,12751,1753.62528274527,68,111,0,77,0,0,1,1,0,0,0,17230,0,0,16611.85,0,0,1,5,4,1,0,18130
"8344",8343,12756,1619.20029884318,66,221,0,77,0,0,1,1,0,0,2950,5460,0,0,7789.9,0,0,1,1,3,1,0,650
"8345",8344,12757,2556.53901631483,67,221,0,72,0,0,2,1.5,0,0,0,26340,0,0,24777.15,0,0,1,1,3,3,0,28570
"8346",8345,12758,2381.1169654343,62,400,0,77,0,0,2,1.5,0,0,0,5510,0,0,5263.65,0,0,1,0,1,3,0,4600
"8347",8346,12764,3153.75929532763,68,111,0,77,0,0,1,1,0,0,0,14810,0,0,16888.7,0,0,3,9,7,1,0,17330
"8349",8348,12773,5146.44717642697,54,111,1820,78,0,0,2,1.5,0,0,0,15750,0,0,23791.95,0,7240,2,10,8,3,0,26330
"8352",8351,12777,3317.45686463147,72,111,0,75,0,0,1,1,0,0,0,36650,0,0,31502.8,0,0,1,10,8,1,0,37680
"8353",8352,12778,1948.79641164076,64,111,0,74,0,0,2,1.5,0,0,0,32060,0,0,30512.3,0,0,1,3,4,3,0,38800
"8359",8358,12785,3670.20192791806,86,111,0,78,0,0,2,1.5,0,0,260,13790,0,0,15900,0,0,3,6,5,3,0,14100
"8362",8361,12792,2876.31077399031,83,400,0,78,0,0,2,1.5,0,0,0,24910,0,0,24383.95,0,0,1,0,0,3,0,28470
"8364",8363,12794,2360.96014255766,65,120,0,75,0,0,2,1.5,0,0,0,23010,0,0,40821.7,0,0,1,0,1,3,0,53990
"8368",8367,12800,2203.44916730463,70,111,0,77,0,0,1,1,0,0,0,12870,0,0,13398,0,0,3,9,7,1,0,15430
"8370",8369,12802,2393.759353251,79,400,0,78,0,0,2,1.5,0,0,0,9210,123,0,8977.55,0,0,1,0,0,3,0,5800
"8371",8370,12803,3024.70606652304,64,111,0,78,0,0,2,1.5,0,0,0,23050,0,0,23109,0,0,3,10,8,3,0,27170
"8372",8371,12804,4408.53134025145,65,111,0,78,0,0,1,1,0,0,0,15300,0,0,15035.45,0,0,3,7,5,1,0,18050
"8374",8373,12806,2907.25480058998,59,111,0,78,0,0,2,1.5,0,0,0,25730,0,0,25522.15,0,20,1,9,7,3,0,0
"8375",8374,12807,2365.31617735161,69,111,0,74,0,0,1,1,0,0,0,18440,0,0,16985.25,0,0,1,6,5,1,0,20230
"8377",8376,12812,3589.23945664839,87,111,0,78,0,0,1,1,0,0,0,17550,0,0,16524.95,0,0,1,9,7,1,0,18290
"8380",8379,12815,1725.33562410616,60,211,0,74,0,0,2,1.5,0,0,0,37950,38,0,36384.65,0,0,1,1,2,3,0,43510
"8384",8383,12820,2591.69358670853,65,111,0,74,0,0,1,1,0,0,0,14670,0,0,12963.15,0,0,2,9,7,1,0,14480
"8385",8384,12822,3447.80718895066,62,111,0,86,0,0,1,1,0,0,0,22750,108,0,30904.7,0,0,3,9,7,1,0,20050
"8387",8386,12824,1818.78121526995,66,111,0,77,0,0,1,1,0,0,0,15760,0,0,16679,0,0,3,8,6,1,0,22500
"8388",8387,12825,3498.46800459571,71,111,0,78,0,0,2,1.5,0,0,0,25090,0,0,23605.3,0,0,1,10,8,3,0,26930
"8389",8388,12826,1308.55487688884,62,300,0,71,0,0,2,1.5,0,0,0,15430,0,0,17543.35,0,0,1,0,0,3,0,19680
"8391",8390,12828,5288.69401105922,72,112,0,78,0,0,2,1.5,0,0,0,19660,0,0,30490.35,0,0,1,7,0,3,0,36470
"8393",8392,12830,2103.06739174461,70,111,0,75,0,0,1,1,0,0,0,25530,0,0,31062.2,0,0,3,6,5,1,0,27040
"8394",8393,12831,3603.1773652538,67,111,0,77,0,0,1,1,0,0,0,20470,0,0,19700.45,0,0,3,6,4,1,0,24760
"8396",8395,12834,6697.38609233943,66,111,0,75,0,0,1,1,0,0,0,15720,0,0,14369.3,0,0,1,10,8,1,0,17200
"8397",8396,12836,1624.15674408449,64,300,0,78,0,0,2,1.5,0,0,0,13640,0,0,16408.85,0,2420,1,0,0,3,0,18320
"8402",8401,12846,2023.67022825801,72,111,0,78,0,0,1,1,0,0,0,15610,0,0,16525.9,0,0,3,9,7,1,0,19420
"8408",8407,12854,2110.88629452331,61,111,0,75,0,0,1,1,0,0,0,27850,12,0,27738.3,0,0,3,7,5,1,0,31710
"8420",8419,12870,1396.04380814979,63,112,0,74,0,0,2,1.5,0,0,0,30890,133,0,31666.6,0,670,1,6,0,3,0,40520
"8422",8421,12872,3073.57253798389,80,111,0,74,0,0,2,1.5,0,0,0,58730,499,0,70613.55,0,0,3,10,8,3,0,76380
"8428",8427,12883,7096.19108044673,82,120,0,72,0,0,2,1.5,0,0,0,17850,0,0,18105.8,0,0,1,0,3,3,0,19970
"8430",8429,12885,2261.43311850072,63,111,0,77,0,0,1,1,0,0,0,9710,0,0,9895,0,0,3,7,6,1,0,7240
"8431",8430,12886,2872.78661533311,85,221,0,71,0,0,1,1,0,0,0,8900,0,0,12123.15,0,0,3,1,3,1,0,13350
"8434",8433,12892,3446.89548195821,84,111,0,75,0,0,1,1,0,0,0,15030,0,0,15519.1,0,0,3,8,6,1,0,16210
