,ident_men,pondmen,agepr,cataeu,chomage,cs42pr,nactifs,nactoccup,npers,ocde10,prest_precarite_hand,prest_precarite_rsa,prest_precarite_vieil,retraites,rev_valeurs_mobilieres_bruts,rev_etranger,rev_disponible,ppa,salaires,stalog,tau,tuu,typmen,donation_class_1
9499,13360,1919.583309869301,54.0,111,1410.0,38,2.0,2.0,4.0,2.5,0.0,0.0,0.0,3340.0,434.0,0.0,90531.66867829715,0.0,89290.0,1,9,7.0,4,2.0
9500,13361,2171.7334839603304,69.0,400,0.0,78,0.0,0.0,1.0,1.0,0.0,0.0,0.0,10200.0,0.0,0.0,11040.0,0.0,0.0,3,0,1.0,1,0.0
9501,13362,3737.1651134187427,47.0,112,0.0,56,2.0,2.0,4.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,31388.85,690.0,31200.0,1,5,0.0,5,2.0
9502,13366,2473.5450094082757,89.0,211,0.0,75,0.0,0.0,1.0,1.0,0.0,0.0,0.0,26590.0,0.0,0.0,28763.05,0.0,0.0,1,1,2.0,1,0.0
9503,13367,2394.12818944207,78.0,111,0.0,75,0.0,0.0,2.0,1.5,0.0,0.0,0.0,32760.0,0.0,0.0,31627.1,0.0,0.0,1,9,7.0,3,0.0
9504,13368,2660.7255251127676,35.0,111,0.0,52,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,20367.85,0.0,22360.0,3,10,8.0,1,1.0
9505,13369,2565.202088778546,46.0,120,0.0,21,2.0,2.0,2.0,1.5,2160.0,0.0,0.0,0.0,0.0,0.0,21846.05,0.0,7150.0,1,0,0.0,2,2.0
9506,13372,4494.941503543521,59.0,400,0.0,77,0.0,0.0,1.0,1.0,10960.0,0.0,0.0,0.0,0.0,0.0,13947.0,0.0,0.0,3,0,1.0,1,0.0
9507,13373,3487.1098788830022,44.0,111,0.0,56,2.0,2.0,4.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,33240.95,0.0,15270.0,3,8,6.0,4,2.0
9508,13375,1341.0650611953256,79.0,221,0.0,77,0.0,0.0,1.0,1.0,0.0,0.0,0.0,19700.0,0.0,0.0,18222.55,0.0,0.0,1,1,3.0,1,0.0
9509,13376,1486.690038797884,52.0,112,0.0,48,2.0,2.0,2.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,49229.0,0.0,53590.0,2,8,0.0,3,2.0
9510,13377,1708.6179594882371,55.0,300,0.0,13,2.0,2.0,2.0,1.5,0.0,0.0,0.0,0.0,1170.0,0.0,52948.0,0.0,0.0,1,0,0.0,3,2.0
9511,13378,2023.7518280076818,68.0,111,0.0,78,0.0,0.0,2.0,1.5,0.0,0.0,0.0,24970.0,0.0,0.0,24620.95,0.0,0.0,3,6,4.0,3,0.0
9512,13380,578.0952693967408,35.0,120,0.0,85,0.0,0.0,3.0,1.6,0.0,7920.0,0.0,0.0,0.0,0.0,14351.0,0.0,0.0,3,0,2.0,2,0.0
9513,13381,3304.090392468289,44.0,120,0.0,21,2.0,2.0,5.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,78692.28418033564,0.0,49810.0,2,0,0.0,4,2.0
9514,13382,617.3898334716666,40.0,400,0.0,63,2.0,1.0,5.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,39854.0,0.0,17290.0,3,0,0.0,2,2.0
9515,13383,1256.017045879379,80.0,211,0.0,74,0.0,0.0,2.0,1.5,0.0,0.0,0.0,54540.0,0.0,0.0,48968.65,0.0,0.0,1,1,3.0,3,0.0
9516,13384,892.0214104859155,40.0,112,0.0,68,1.0,1.0,2.0,1.3,0.0,1010.0,0.0,0.0,0.0,0.0,14617.0,2850.0,4980.0,3,10,0.0,2,1.0
9517,13385,4539.187198352444,25.0,111,0.0,67,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,20452.1,0.0,21750.0,3,7,6.0,1,1.0
9518,13386,3324.25772431711,77.0,112,0.0,78,0.0,0.0,1.0,1.0,0.0,0.0,0.0,22730.0,0.0,0.0,21309.05,0.0,0.0,1,8,1.0,1,0.0
9519,13387,2266.9873441822533,77.0,112,0.0,74,0.0,0.0,2.0,1.5,0.0,0.0,0.0,46970.0,0.0,0.0,52798.7,0.0,0.0,1,7,4.0,3,0.0
9520,13388,1815.253199140971,35.0,112,10300.0,43,2.0,2.0,6.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,47056.55,740.0,31040.0,3,8,1.0,4,2.0
9521,13389,3502.4289627163707,28.0,111,0.0,52,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,21814.5,1540.0,21930.0,2,7,5.0,1,1.0
9522,13391,2871.68783175709,38.0,111,0.0,56,2.0,2.0,3.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,25389.45,0.0,21950.0,5,9,7.0,4,2.0
9523,13393,1291.2177157348808,68.0,211,0.0,78,0.0,0.0,2.0,1.5,0.0,0.0,0.0,28020.0,0.0,0.0,27076.6,0.0,0.0,1,4,4.0,3,0.0
9524,13394,1755.4184180923692,46.0,120,0.0,38,2.0,2.0,3.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,62892.3,0.0,66910.0,1,0,0.0,4,2.0
9525,13396,2841.3589038160626,43.0,111,0.0,45,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,31428.05,0.0,34920.0,2,10,8.0,1,1.0
9526,13397,1043.112022427467,35.0,111,5810.0,63,2.0,1.0,6.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,43509.5,450.0,21490.0,3,10,8.0,4,2.0
9527,13398,4390.049185832566,86.0,111,0.0,77,0.0,0.0,1.0,1.0,0.0,0.0,0.0,16420.0,0.0,0.0,16422.0,0.0,0.0,1,10,8.0,1,0.0
9528,13400,2717.786125187066,45.0,111,0.0,35,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,2,8,7.0,1,1.0
9529,13401,1049.9990366093134,33.0,111,2180.0,38,2.0,1.0,4.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,29323.9,0.0,23610.0,3,9,7.0,4,2.0
9530,13402,2265.314405587887,39.0,111,190.0,67,2.0,2.0,4.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,39575.3,0.0,34810.0,3,7,5.0,4,2.0
9531,13404,2074.9320745718073,43.0,111,890.0,48,1.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,10258.75,0.0,17600.0,3,9,7.0,2,1.0
9532,13405,2040.63137070062,73.0,111,0.0,31,1.0,1.0,2.0,1.5,0.0,0.0,0.0,84580.0,0.0,0.0,79866.7,0.0,0.0,1,9,7.0,3,1.0
9533,13406,1886.2299994580806,45.0,112,0.0,63,1.0,1.0,4.0,2.5,0.0,0.0,0.0,9520.0,0.0,0.0,37463.15,0.0,26600.0,3,9,2.0,4,1.0
9534,13407,2919.8741931605646,67.0,111,0.0,77,0.0,0.0,1.0,1.0,0.0,0.0,0.0,17180.0,0.0,0.0,17662.0,0.0,0.0,3,9,7.0,1,0.0
9535,13408,1127.221519050678,47.0,112,0.0,85,0.0,0.0,5.0,2.4,9700.0,0.0,0.0,0.0,0.0,0.0,29861.0,0.0,0.0,3,9,3.0,4,0.0
9536,13409,1113.0832814703695,83.0,211,0.0,74,0.0,0.0,2.0,1.5,0.0,0.0,0.0,32820.0,0.0,0.0,34232.8,0.0,0.0,1,2,3.0,3,0.0
9537,13410,6858.558112987303,23.0,221,0.0,67,1.0,1.0,1.0,1.0,4640.0,0.0,0.0,0.0,0.0,0.0,14147.0,0.0,7180.0,3,1,2.0,1,1.0
9538,13411,817.9875860973482,30.0,111,0.0,55,1.0,1.0,2.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,23013.05,1170.0,16410.0,3,10,8.0,2,1.0
9539,13413,2448.811158457914,29.0,112,0.0,46,2.0,2.0,3.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,67673.05,0.0,68570.0,2,8,3.0,4,2.0
9540,13414,2261.9474171238103,69.0,111,0.0,77,0.0,0.0,2.0,1.5,0.0,0.0,0.0,42480.0,0.0,0.0,38491.0,0.0,0.0,1,9,7.0,3,0.0
9541,13415,3014.5256361062998,64.0,400,0.0,21,1.0,1.0,1.0,1.0,0.0,0.0,0.0,26480.0,0.0,0.0,22975.4,0.0,0.0,1,0,0.0,1,1.0
9542,13416,1245.2475029959196,26.0,111,0.0,34,2.0,2.0,2.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,37726.55,0.0,41590.0,2,8,6.0,3,2.0
9543,13417,2345.1417951022568,37.0,112,0.0,43,2.0,2.0,5.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,36797.8,0.0,27690.0,2,4,0.0,4,2.0
9544,13418,2000.914114316329,64.0,120,0.0,78,1.0,1.0,2.0,1.5,0.0,0.0,0.0,19000.0,0.0,0.0,25044.4,0.0,6450.0,1,0,0.0,3,1.0
9545,13420,1455.636275543,50.0,112,0.0,69,2.0,2.0,2.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,72239.5,0.0,83930.0,1,5,0.0,3,2.0
9546,13421,1806.36783402037,42.0,111,0.0,46,2.0,2.0,4.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,50431.7,0.0,51350.0,2,8,6.0,4,2.0
9547,13424,5481.053447633084,28.0,111,9130.0,52,1.0,0.0,2.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,16184.0,0.0,1690.0,3,9,7.0,2,1.0
9548,13428,2186.1201546599273,79.0,111,0.0,74,0.0,0.0,2.0,1.5,0.0,0.0,0.0,58220.0,0.0,0.0,44229.85,0.0,0.0,1,9,7.0,3,0.0
9549,13429,1719.7819639868867,54.0,111,0.0,34,2.0,2.0,2.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,103053.9,0.0,132860.0,1,9,7.0,3,2.0
9550,13431,1325.1428478023747,48.0,112,0.0,52,2.0,2.0,5.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,42551.7,0.0,35620.0,2,7,0.0,4,2.0
9551,13433,2469.2328712307,76.0,112,0.0,75,0.0,0.0,1.0,1.0,0.0,0.0,0.0,16140.0,0.0,0.0,16384.65,0.0,0.0,5,9,2.0,1,0.0
9552,13435,2480.86241877602,63.0,112,0.0,75,0.0,0.0,1.0,1.0,0.0,0.0,0.0,23350.0,0.0,0.0,30083.1,0.0,0.0,2,7,0.0,1,0.0
9553,13437,3035.247861350726,51.0,300,0.0,34,1.0,1.0,2.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,46053.05,0.0,50230.0,1,0,0.0,2,1.0
9554,13440,2970.342595525493,31.0,112,0.0,31,2.0,2.0,3.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,42378.8,0.0,38000.0,2,9,1.0,4,2.0
9555,13441,2908.715365314126,86.0,111,0.0,77,0.0,0.0,2.0,1.5,0.0,0.0,0.0,28810.0,0.0,0.0,28423.35,0.0,0.0,3,8,7.0,3,0.0
9556,13442,1016.2207172366723,31.0,111,10630.0,46,2.0,1.0,2.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,17554.0,0.0,3850.0,3,6,5.0,3,2.0
9557,13443,2636.1021981349336,62.0,400,0.0,78,0.0,0.0,1.0,1.0,0.0,0.0,0.0,9500.0,0.0,0.0,9270.65,0.0,0.0,1,0,1.0,1,0.0
9558,13444,2792.6649699249383,34.0,111,5570.0,56,1.0,1.0,1.0,1.0,0.0,920.0,0.0,0.0,0.0,0.0,16122.95,810.0,5570.0,3,8,7.0,1,1.0
9559,13445,946.153267324015,32.0,111,0.0,85,0.0,0.0,4.0,1.9,0.0,8060.0,0.0,0.0,0.0,0.0,20997.2,0.0,0.0,3,8,6.0,2,0.0
9560,13447,3679.6853509410303,27.0,111,0.0,33,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,25355.75,0.0,27270.0,3,10,8.0,1,1.0
9561,13448,1891.4424290192296,38.0,120,0.0,42,2.0,2.0,5.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,40386.85,0.0,28050.0,2,0,0.0,4,2.0
9562,13449,2579.3426603259054,48.0,111,0.0,37,1.0,1.0,2.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,53915.7,0.0,64050.0,1,10,8.0,2,1.0
9563,13450,3336.9028421406833,36.0,120,0.0,43,1.0,1.0,3.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,27005.35,0.0,24570.0,3,0,0.0,4,1.0
9564,13452,3011.3514114900822,30.0,111,0.0,63,2.0,2.0,5.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,38897.95,0.0,35000.0,3,9,7.0,4,2.0
9565,13453,3375.5822048125806,70.0,111,0.0,75,0.0,0.0,1.0,1.0,0.0,0.0,0.0,26190.0,252.0,0.0,23852.1,0.0,0.0,1,8,7.0,1,0.0
9566,13454,2225.756187715076,51.0,111,0.0,37,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,33916.85,0.0,36100.0,3,9,7.0,1,1.0
9567,13455,344.8174931689719,59.0,300,0.0,52,1.0,1.0,3.0,1.8,0.0,0.0,0.0,0.0,273.0,0.0,26293.15,0.0,20930.0,1,0,0.0,2,1.0
9568,13456,2990.9036169213173,58.0,111,0.0,69,1.0,1.0,2.0,1.5,0.0,0.0,0.0,1390.0,0.0,0.0,85460.91403296661,0.0,890.0,1,9,7.0,2,1.0
9569,13457,1727.0340708798606,82.0,300,0.0,71,0.0,0.0,2.0,1.5,0.0,0.0,0.0,17610.0,0.0,0.0,19614.45,0.0,0.0,1,0,0.0,3,0.0
9570,13458,2236.1692811686985,68.0,111,0.0,74,0.0,0.0,1.0,1.0,0.0,0.0,0.0,33540.0,132.0,0.0,28738.1,0.0,0.0,1,9,7.0,1,0.0
9571,13459,2704.5650378473624,73.0,300,0.0,78,0.0,0.0,1.0,1.0,0.0,0.0,0.0,12040.0,0.0,0.0,11807.3,0.0,0.0,1,0,0.0,1,0.0
9572,13460,1810.3011264553402,67.0,400,0.0,77,0.0,0.0,1.0,1.0,0.0,0.0,0.0,18510.0,0.0,0.0,17969.85,0.0,0.0,1,0,0.0,1,0.0
9573,13461,1499.1998507331575,76.0,111,0.0,72,0.0,0.0,2.0,1.5,0.0,0.0,0.0,96050.0,850.0,0.0,81156.57008950613,0.0,0.0,1,5,4.0,3,0.0
9574,13462,1382.3978101333748,32.0,111,0.0,22,1.0,1.0,5.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,33920.0,0.0,0.0,3,6,5.0,2,1.0
9575,13464,1302.726807644441,50.0,112,0.0,45,2.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,43365.85,0.0,46940.0,1,6,0.0,4,2.0
9576,13466,2248.181996126689,89.0,400,0.0,86,0.0,0.0,1.0,1.0,0.0,0.0,0.0,17470.0,0.0,0.0,16806.15,0.0,0.0,1,0,0.0,1,0.0
9577,13467,1725.661310015958,52.0,111,0.0,38,2.0,2.0,3.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,55091.15,0.0,60270.0,2,10,8.0,4,2.0
9578,13468,2856.6747473965393,76.0,111,0.0,77,0.0,0.0,1.0,1.0,0.0,0.0,0.0,13760.0,0.0,0.0,14105.0,0.0,0.0,3,9,7.0,1,0.0
9579,13469,2719.264893491382,50.0,111,16190.0,85,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,16128.0,0.0,1960.0,3,6,5.0,1,0.0
9580,13470,785.3995610365353,63.0,111,0.0,22,1.0,0.0,2.0,1.5,0.0,6330.0,0.0,0.0,0.0,0.0,8739.95,460.0,1100.0,1,8,7.0,2,1.0
9581,13472,2169.2082786559045,52.0,111,0.0,52,2.0,1.0,4.0,2.5,0.0,22580.0,0.0,35830.0,0.0,0.0,79011.0,0.0,25330.0,1,10,8.0,2,2.0
9582,13474,990.1830430414612,39.0,111,1250.0,22,1.0,1.0,2.0,1.5,0.0,1540.0,0.0,0.0,0.0,0.0,17587.4,400.0,0.0,3,8,7.0,2,1.0
9583,13476,4775.58217560235,23.0,111,0.0,84,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9754.0,0.0,0.0,3,10,8.0,1,0.0
9584,13477,2540.730143306546,68.0,221,0.0,72,0.0,0.0,2.0,1.5,0.0,0.0,0.0,2570.0,0.0,0.0,75997.5,0.0,0.0,1,1,2.0,3,0.0
9585,13478,1894.1949638909598,68.0,111,0.0,74,0.0,0.0,1.0,1.0,0.0,0.0,0.0,22370.0,0.0,0.0,20916.2,0.0,0.0,3,7,6.0,1,0.0
9586,13480,2003.4351363959222,54.0,111,1050.0,45,2.0,2.0,3.0,2.0,0.0,0.0,0.0,6730.0,0.0,0.0,38420.9,0.0,33690.0,1,9,7.0,4,2.0
9587,13481,2597.513039685947,60.0,300,0.0,78,0.0,0.0,1.0,1.0,0.0,0.0,0.0,4330.0,0.0,0.0,4135.5,0.0,0.0,1,0,0.0,1,0.0
9588,13482,3794.979926660638,36.0,111,0.0,56,2.0,1.0,6.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,48787.0,1100.0,26450.0,3,10,8.0,4,2.0
9589,13483,2644.355742049113,41.0,221,0.0,46,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,17146.95,0.0,18110.0,3,1,3.0,1,1.0
9590,13484,1264.483512569244,56.0,112,36260.0,38,2.0,1.0,4.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,61135.8,0.0,23990.0,1,10,1.0,4,2.0
9591,13485,1414.5952812028727,72.0,400,0.0,77,0.0,0.0,2.0,1.5,0.0,0.0,0.0,27310.0,0.0,0.0,26621.0,0.0,0.0,1,0,1.0,3,0.0
9592,13486,1929.3718504173266,43.0,112,0.0,55,2.0,2.0,3.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,32585.5,0.0,33310.0,1,8,0.0,4,2.0
9593,13487,4131.874296506831,43.0,111,0.0,45,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,37326.05,0.0,43300.0,3,10,8.0,1,1.0
9594,13488,696.6671128047485,48.0,111,0.0,52,2.0,2.0,4.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,50352.85,0.0,49220.0,3,7,5.0,4,2.0
9595,13490,451.59173939491654,49.0,112,3110.0,56,1.0,1.0,5.0,2.4,0.0,0.0,0.0,13330.0,1857.0,0.0,39342.3,0.0,4640.0,1,9,0.0,2,1.0
9596,13491,1814.095309316212,47.0,112,20940.0,46,3,1.0,6.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,40117.95,0.0,17350.0,1,8,0.0,4,3.0
9597,13493,3188.9695760629284,75.0,300,0.0,75,0.0,0.0,1.0,1.0,0.0,0.0,0.0,14930.0,0.0,0.0,15462.0,0.0,0.0,3,0,0.0,1,0.0
9598,13496,2862.040847381913,47.0,111,0.0,34,2.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,2319.0,0.0,76020.04009545632,0.0,69020.0,1,10,8.0,4,2.0
9599,13497,3089.7266940846525,62.0,300,0.0,77,0.0,0.0,1.0,1.0,0.0,0.0,0.0,6200.0,0.0,0.0,10657.1,0.0,4560.0,3,0,0.0,1,0.0
9600,13502,1940.5149901183268,59.0,120,0.0,21,1.0,1.0,1.0,1.0,0.0,0.0,0.0,14300.0,0.0,0.0,90945.03322677841,0.0,87310.0,1,0,3.0,1,1.0
9601,13504,1446.3225434362193,88.0,211,0.0,78,0.0,0.0,1.0,1.0,0.0,0.0,0.0,17800.0,0.0,0.0,18000.1,0.0,0.0,5,2,3.0,1,0.0
9602,13505,2007.2610333125915,67.0,111,0.0,78,0.0,0.0,1.0,1.0,0.0,0.0,0.0,13900.0,0.0,0.0,14356.0,0.0,0.0,3,9,7.0,1,0.0
9603,13506,1717.083090445609,50.0,300,0.0,67,2.0,2.0,2.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,34393.75,1260.0,35040.0,3,0,0.0,3,2.0
9604,13507,3043.9721356993764,43.0,112,0.0,22,2.0,2.0,5.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,47139.65,0.0,39810.0,2,6,0.0,4,2.0
9605,13509,1484.4283014377716,57.0,111,0.0,37,1.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,954.0,0.0,288618.45,0.0,302330.0,1,9,7.0,4,1.0
9606,13510,2077.7709735575136,69.0,300,0.0,75,0.0,0.0,2.0,1.5,0.0,0.0,0.0,46160.0,0.0,0.0,44442.9,0.0,0.0,1,0,0.0,3,0.0
9607,13512,4322.646016390748,69.0,111,0.0,78,0.0,0.0,1.0,1.0,0.0,0.0,0.0,14080.0,0.0,0.0,13638.0,0.0,0.0,1,8,6.0,1,0.0
9608,13515,2359.4502481426484,23.0,111,0.0,53,1.0,1.0,2.0,1.5,0.0,0.0,0.0,500.0,0.0,0.0,18552.0,660.0,14650.0,3,6,4.0,3,1.0
9609,13516,2347.8508334318312,41.0,120,6960.0,62,1.0,1.0,4.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,33335.6,500.0,13520.0,3,0,0.0,4,1.0
9610,13517,553.671275260496,36.0,111,0.0,55,1.0,1.0,4.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,34760.25,0.0,18870.0,3,10,8.0,2,1.0
9611,13518,2582.9210390676726,49.0,112,0.0,54,2.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,39707.75,0.0,41010.0,2,9,1.0,4,2.0
9612,13520,1944.7774637607267,48.0,112,0.0,45,2.0,2.0,4.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,52671.8,0.0,51230.0,1,5,0.0,4,2.0
9613,13521,2045.5049054617398,65.0,111,0.0,78,0.0,0.0,2.0,1.5,0.0,0.0,0.0,17750.0,0.0,0.0,18319.0,0.0,0.0,3,6,5.0,3,0.0
9614,13523,1502.2705282342995,67.0,111,0.0,77,0.0,0.0,1.0,1.0,0.0,0.0,0.0,36200.0,0.0,0.0,34998.5,0.0,0.0,1,6,4.0,1,0.0
9615,13524,3022.1871195832837,69.0,112,0.0,72,1.0,1.0,2.0,1.5,0.0,0.0,0.0,44160.0,3707.0,0.0,73642.99009545633,0.0,8440.0,1,9,3.0,3,1.0
9616,13525,4135.559843614541,33.0,111,0.0,65,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,18021.85,0.0,18660.0,3,9,7.0,1,1.0
9617,13526,2388.456131392098,61.0,111,6410.0,56,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7621.0,0.0,450.0,3,9,7.0,1,1.0
9618,13527,2831.1768174838753,70.0,111,0.0,33,2.0,2.0,3.0,2.0,0.0,0.0,0.0,68150.0,0.0,0.0,167593.97890052796,0.0,126510.0,1,10,8.0,4,2.0
9619,13528,1612.3922148785448,56.0,300,0.0,38,2.0,2.0,2.0,1.5,0.0,0.0,0.0,0.0,1657.0,0.0,91218.4,0.0,103500.0,1,0,0.0,3,2.0
9620,13529,1914.899480685976,62.0,112,0.0,42,1.0,0.0,2.0,1.5,0.0,0.0,0.0,66930.0,0.0,0.0,51553.05,0.0,0.0,1,7,4.0,3,1.0
9621,13530,1067.3168968969264,49.0,111,0.0,56,1.0,1.0,2.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,15111.55,1670.0,8030.0,3,9,7.0,2,1.0
9622,13531,5167.460717321289,47.0,111,0.0,21,2.0,2.0,3.0,1.8,0.0,0.0,0.0,0.0,1392.0,0.0,37448.468540817295,0.0,17000.0,1,8,7.0,4,2.0
9623,13532,2488.3481000075126,35.0,300,0.0,38,2.0,2.0,2.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,71073.15,0.0,79430.0,2,0,0.0,3,2.0
9624,13533,2590.896075673788,31.0,112,5630.0,43,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,14502.55,0.0,9510.0,3,6,0.0,1,1.0
9625,13535,3048.821069395933,30.0,111,0.0,22,1.0,1.0,1.0,1.0,0.0,250.0,0.0,0.0,0.0,0.0,1879.45,130.0,1980.0,2,9,7.0,1,1.0
9626,13536,1813.7439155320478,63.0,112,0.0,75,0.0,0.0,2.0,1.5,0.0,0.0,0.0,52970.0,50.0,0.0,48506.701412723996,0.0,0.0,1,10,0.0,3,0.0
9627,13538,2249.6016441862594,67.0,112,0.0,77,0.0,0.0,1.0,1.0,0.0,0.0,0.0,30200.0,0.0,0.0,27053.95,0.0,0.0,1,10,2.0,1,0.0
9628,13539,2906.582490383243,77.0,211,0.0,86,0.0,0.0,1.0,1.0,0.0,0.0,0.0,16570.0,0.0,0.0,16240.6,0.0,0.0,1,1,3.0,1,0.0
9629,13540,1562.1545906886831,59.0,400,0.0,34,1.0,1.0,2.0,1.5,0.0,0.0,0.0,19470.0,663.0,0.0,48242.25,0.0,31060.0,2,0,0.0,3,1.0
9630,13543,2248.73983822271,31.0,112,0.0,38,2.0,2.0,2.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,55515.5,0.0,59590.0,3,9,1.0,3,2.0
9631,13544,7774.582331802916,67.0,211,0.0,75,0.0,0.0,1.0,1.0,0.0,0.0,0.0,19180.0,0.0,0.0,18441.5,0.0,0.0,3,2,3.0,1,0.0
9632,13545,4429.778241779898,29.0,111,0.0,68,2.0,1.0,4.0,2.5,0.0,14170.0,0.0,0.0,0.0,0.0,30331.75,60.0,17680.0,1,7,6.0,4,2.0
9633,13547,3519.8760512030026,40.0,111,0.0,37,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,2,8,6.0,1,1.0
9634,13548,1514.0705841052666,64.0,112,0.0,75,0.0,0.0,2.0,1.5,0.0,0.0,0.0,38380.0,0.0,0.0,37036.05,0.0,0.0,1,6,0.0,3,0.0
9635,13549,3746.633115499566,69.0,111,0.0,77,1.0,1.0,3.0,2.0,0.0,0.0,0.0,37700.0,0.0,0.0,51967.65,0.0,18360.0,1,9,7.0,4,1.0
9636,13550,1160.1582799082755,42.0,111,0.0,48,2.0,2.0,4.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,43074.8,0.0,42430.0,3,7,5.0,4,2.0
9637,13552,4814.738371764299,32.0,111,0.0,35,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,33822.0,0.0,39630.0,3,10,8.0,1,1.0
9638,13554,4274.172965808989,87.0,111,0.0,77,0.0,0.0,1.0,1.0,0.0,0.0,0.0,18080.0,0.0,0.0,18185.0,0.0,0.0,3,10,8.0,1,0.0
9639,13555,2339.5913883557414,32.0,111,0.0,31,2.0,2.0,3.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,67932.0,0.0,69100.0,2,8,6.0,4,2.0
9640,13556,1150.582531274498,60.0,111,0.0,52,3,4.0,5.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,72021.1,1900.0,68370.0,3,10,8.0,5,4.0
9641,13557,1903.4660113359425,47.0,111,0.0,67,2.0,2.0,4.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,29014.8,910.0,26060.0,1,5,4.0,4,2.0
9642,13558,1822.7974740784146,33.0,120,0.0,47,2.0,2.0,3.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,35868.25,0.0,35010.0,2,0,1.0,4,2.0
9643,13559,724.6897225652007,47.0,111,0.0,46,1.0,1.0,4.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,30666.45,0.0,18930.0,2,6,5.0,2,1.0
