,ident_men,numero_categ,ocde10,vag,typmen,revtot,fumeur,p1,p2,p3,p4,p5,p6,p7,p8,p9,depenses_reelles,temps,decile,w1,w2,w3,w4,w5,w6,w7,w8,w9,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12,d1,d2,d3,d4,d5,d6,d7,d8,d9
26513,5223.0,9,3.40000009537,11.0,4.0,30601.0,1.0,102.990540868,104.840486925,102.517856683,101.328571429,100.332601384,127.54516129,88.7772441651,104.378146611,102.18955065,13507.4887333,33.0,2,0.204714938024,0.0405508923775,0.0857094384954,0.222006918844,0.117995213089,0.0121463815219,0.133178050236,0.0566047151068,0.127093452305,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1
26522,5224.0,9,1.0,11.0,1.0,29750.0,0.0,102.820779221,106.1,102.004262346,101.13311363,100.494416244,125.057059801,99.8372400757,104.8,100.624844569,28787.6757311,33.0,8,0.146381134052,0.00379165808344,0.0422319162981,0.521495343092,0.0273136034478,0.0537564544626,0.0504452268119,0.0420911850891,0.112493478662,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1
26531,5225.0,9,1.0,11.0,1.0,12257.0,0.0,103.410503175,106.5,104.4,100.903941718,101.0,110.3,102.07253012,105.866467065,100.759111948,18156.4886077,33.0,4,0.128542199865,0.0,0.0206669935735,0.71065682706,0.0294023000298,0.00644199321169,0.0313730866261,0.011023797064,0.0618928025694,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1
26540,5226.0,9,1.0,11.0,1.0,44498.0,0.0,102.680181087,106.5,102.518669184,100.602520126,99.8,104.894431373,92.53867745,105.536532508,100.247529103,26964.0170987,33.0,7,0.0840604156576,0.0,0.0668672706543,0.419372395611,0.0105097680333,0.121553178182,0.107001319003,0.014357027378,0.176278625481,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1
26549,5227.0,9,1.0,11.0,1.0,18915.0,0.0,104.228099173,106.5,102.182677945,100.586764328,100.350501156,101.492303312,100.209997864,104.853900709,96.5573416906,36255.6065766,33.0,9,0.0152205355252,0.0,0.0300667886355,0.212388136085,0.0356963807238,0.373553264902,0.177216632207,0.060594595341,0.0952636665811,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1
26558,5228.0,9,1.5,11.0,3.0,18232.0,0.0,103.133744011,103.716149068,101.366295415,100.70898588,99.8,125.81967742,84.6905844156,105.290322581,99.4648542991,28423.5020095,33.0,8,0.117209381171,0.0317065835704,0.151050867439,0.289269602195,0.00463399680555,0.0280365671014,0.168566708507,0.0113287710935,0.198197522116,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1
26567,5229.0,9,2.5,11.0,4.0,59647.0,1.0,103.59110065,108.598883375,102.038448887,100.905272188,103.414072306,110.595506003,101.951269807,105.070867638,99.3683013238,31483.9703046,33.0,8,0.12923866496,0.017196020412,0.150038286239,0.322381764548,0.0540422774099,0.0952028136863,0.0803396106932,0.0240435852231,0.127516976829,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1
26576,5230.0,9,2.09999990463,11.0,4.0,61352.0,1.0,103.198254545,106.030225081,101.674531437,100.633684369,102.0,101.288297528,92.0662734212,105.136930118,99.7288299477,41225.3803741,33.0,10,0.0543250023018,0.0241300847272,0.0989861516961,0.15194483106,0.0,0.412571956238,0.0456931442056,0.157295913012,0.0550529167582,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,1,1,1
26585,5231.0,9,1.5,11.0,3.0,29686.0,1.0,103.354593917,109.2,101.916988608,101.333892129,100.812844036,102.507142857,98.7,104.8,96.4831547341,26595.7129899,33.0,7,0.0911404921851,0.0360324075467,0.0831181622492,0.272242174109,0.0381690210491,0.139378039201,0.0,0.002373399217,0.337546304442,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,1,1
26594,5232.0,9,1.5,11.0,3.0,17499.0,1.0,103.472839774,104.337559002,103.705988024,107.65232387,99.8,126.68732292,100.927615063,105.343513714,100.280690929,24426.1029524,33.0,6,0.143330375378,0.0679701333011,0.0116746150685,0.513664169761,0.00582810966965,0.0965765086464,0.00895351307324,0.0441278844672,0.107874690635,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1
26603,5233.0,9,2.40000009537,11.0,4.0,33984.0,1.0,102.840954245,106.390616114,101.938605001,100.910126848,100.437415923,101.385684188,91.0910777384,103.337030598,102.421914019,27889.9292833,33.0,7,0.113169839167,0.0264676998203,0.0375347575864,0.282025498158,0.0144620534235,0.364573868427,0.0232128662061,0.0514963929114,0.0870570243007,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1
26612,5840.0,9,2.79999995232,11.0,4.0,46551.0,1.0,103.495541115,105.263905122,102.64534562,120.15664097,102.477059882,125.229213483,101.427131474,104.8,99.6703234883,19999.6382342,33.0,5,0.272601175735,0.0872340368283,0.0679192238306,0.279643803294,0.0188127708184,0.0919248835834,0.0615225844407,0.0279089840575,0.0924325374136,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1
26621,5841.0,9,1.5,11.0,3.0,42343.0,0.0,104.935340096,106.1,101.564158107,100.446580556,100.447712418,112.157470636,102.296565774,104.87113031,99.9136956013,32855.1336154,33.0,9,0.1391093925,0.00415707391754,0.17735074959,0.348192079462,0.0371738519099,0.0954807813051,0.0478486485713,0.0675591761171,0.0831282466273,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1
26630,5842.0,9,2.09999990463,11.0,4.0,40702.0,0.0,103.354235348,104.107423581,101.651263143,115.67033432,102.0,126.059025788,102.493939394,104.132660801,102.123852436,22166.7599304,33.0,5,0.106984505545,0.0165221438147,0.14661320328,0.301375318114,0.0,0.0481819830462,0.00681132339246,0.169723627728,0.203787895081,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,1,1,1
26639,5843.0,9,1.5,11.0,3.0,126905.0,0.0,103.92519774,106.5,101.490874779,111.119150609,102.0,126.587345332,102.965153583,104.152671756,99.9227850653,45741.8465732,33.0,10,0.117648949248,0.0,0.0264412934421,0.366737745523,0.0,0.0333071548948,0.0586143133718,0.00915319964686,0.388097343873,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,1,1,1
26648,5844.0,9,1.5,11.0,3.0,15741.0,0.0,102.955228411,106.1,102.624277518,100.152253372,102.0,129.2,101.492944195,104.0,99.0535244785,24561.9578159,33.0,6,0.203903656722,0.00870565675696,0.171873379405,0.302733821053,0.0,0.112159862722,0.0580808399534,0.0,0.142542783386,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,1,0,1
26657,5845.0,9,1.5,11.0,3.0,31113.0,0.0,102.973508484,104.472109943,101.627641072,117.941270225,99.8,126.964149872,102.707511211,105.378080756,99.8170143058,44951.4430537,33.0,10,0.123572942556,0.0616151075574,0.011843627371,0.243077369079,0.363678823656,0.0671565655655,0.0544743711213,0.0338970883917,0.0406841047022,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1
26666,5846.0,9,2.09999990463,11.0,4.0,33245.0,1.0,102.869398779,105.071383483,98.8857198733,100.713631098,101.0,123.995950794,102.587128028,104.82102333,94.9828776755,22025.9207041,33.0,5,0.104957156835,0.0690162222234,0.108381745887,0.332396141155,0.00983718594664,0.0542143999114,0.0857601456239,0.0977383353016,0.137698667116,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1
26675,5847.0,9,2.40000009537,11.0,4.0,24990.0,0.0,103.099236181,106.5,103.497182076,100.259482076,99.8,108.372165444,102.205479452,103.3,99.3166778386,17065.1670542,33.0,3,0.138494022403,0.0,0.0430092964588,0.427289302725,0.00762573868422,0.261009088796,0.00489296451569,0.0535227602513,0.0641568261654,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1
26684,5848.0,9,2.29999995232,11.0,4.0,54736.0,0.0,103.056230421,106.5,102.314627005,117.718676428,101.860812793,128.427741935,100.133767927,104.258671124,98.7356026938,17628.3149139,33.0,3,0.16157967915,0.0,0.0798296947698,0.340007926088,0.0312288172506,0.0589637436009,0.103862253562,0.0707376571073,0.153790228473,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1
26693,5849.0,9,1.5,11.0,3.0,42269.0,1.0,103.55373573,107.09033557,99.2814096045,100.251472564,100.52906404,128.080852241,102.039405685,105.534529703,99.1896923172,34778.2974183,33.0,9,0.193355352144,0.0959266108378,0.124332281266,0.367100827191,0.0349460710483,0.0445214508304,0.0203649054405,0.0371268736721,0.0823256275695,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1
26702,5850.0,9,1.0,11.0,1.0,15454.0,0.0,103.556920312,100.7,101.8,101.053354862,102.0,110.3,103.59175778,104.8,98.7673684589,19331.2951498,33.0,4,0.0984362661775,0.00851309611953,0.0,0.570624232812,0.0,0.0121674864161,0.168846441455,0.0435853937183,0.0978270833008,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1
26711,5851.0,9,2.09999990463,11.0,4.0,42384.0,0.0,102.744448122,106.1,102.442551969,105.903145394,101.162129916,104.047187481,102.0,104.0,102.285573124,27201.1175951,33.0,7,0.120616387817,0.00226363872566,0.0133432389925,0.323825032644,0.0395310104417,0.365216160772,0.00273930154075,0.0,0.132465229067,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,1
26720,5852.0,9,1.5,11.0,3.0,34053.0,0.0,103.56741784,106.1,100.539967793,100.126337033,100.883669725,108.404485692,104.13260119,104.8,100.928715106,61445.4326303,33.0,10,0.0922202997072,0.0311921497961,0.0268931314506,0.148948120463,0.011800625199,0.108188136881,0.513261195064,0.00228864483954,0.0652076965995,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1
26729,5853.0,9,2.79999995232,11.0,4.0,36314.0,0.0,103.277528409,106.1,102.131314031,100.226389131,101.113728709,124.817565291,101.129814426,103.3,99.2206317207,13743.6739476,33.0,2,0.104289729977,0.00973120022588,0.0768147757091,0.295237063933,0.0662296424752,0.0792922203517,0.203736267151,0.0345395980174,0.130129502158,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1
26738,5854.0,9,2.59999990463,11.0,4.0,59591.0,0.0,102.996609808,104.94743083,101.271191264,100.058861317,103.5,127.968477974,101.951333153,105.636655406,99.9261473034,20829.3695769,33.0,5,0.197475456994,0.00784500954457,0.0594787882284,0.290108559369,0.014077070908,0.0899735919063,0.188211649335,0.0262028689432,0.126627004772,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1
26747,5855.0,9,2.5,11.0,4.0,22593.0,1.0,102.741742371,107.610981098,100.823795334,106.515960416,101.0,107.2,102.367391304,103.380862534,99.5100748948,13548.3774993,33.0,2,0.144508481624,0.0550819332105,0.193410078096,0.460525127247,0.03270055063,0.0,0.018641100485,0.0131278381003,0.0820048906055,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,1,1,1
26756,5856.0,9,2.09999990463,11.0,4.0,40888.0,1.0,102.983752776,103.658583691,102.323703581,113.527916173,101.0,110.023648291,102.847666253,103.815996602,101.564555485,29830.29841,33.0,8,0.147533101855,0.0124919850763,0.208486545214,0.159788731986,0.00726352363743,0.19391509721,0.0530467681653,0.06757567961,0.149898567246,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1
26765,5857.0,9,1.5,11.0,3.0,16096.0,0.0,103.179987853,101.785057471,101.844743486,101.320965359,102.0,110.918435754,98.5481818181,104.0,99.5688135587,19539.1364023,33.0,4,0.128101688417,0.0498476905034,0.0933140822784,0.411278658248,0.0,0.188398907887,0.0309092398934,0.0,0.0981497327708,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,1,0,1
26774,5858.0,9,1.0,11.0,1.0,11902.0,0.0,102.777967172,106.5,96.7388535032,101.643165235,99.8,107.2,101.130071599,104.8,101.890710255,20767.981033,33.0,5,0.0869602231886,0.0,0.0871343566417,0.587656938447,0.00759140554723,0.0,0.0276924103173,0.118190419443,0.0847742464132,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,1,1,1
26783,5859.0,9,2.0,11.0,4.0,35354.0,0.0,105.45,106.5,101.019564925,100.356207159,100.910697674,99.9149347742,101.882044199,103.673448276,98.35140284,33634.7415109,33.0,9,0.0160336645529,0.0,0.0516434363017,0.193134935393,0.0159459265237,0.597590722361,0.0517046418181,0.0310011467059,0.0429455263452,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1
26792,5860.0,9,2.29999995232,11.0,4.0,32782.0,1.0,102.994257487,104.877806788,101.996116035,101.074124405,100.272225616,114.553016779,101.441843501,104.0,99.6992557364,13951.3504971,33.0,2,0.115087092497,0.040087327673,0.051288787271,0.440226990023,0.0449537762045,0.112196617565,0.0645057276192,0.0,0.131653681146,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,1
26801,5861.0,9,2.40000009537,11.0,4.0,100785.0,0.0,104.273959535,106.5,101.647475041,117.382104005,103.5,105.547624783,103.375309976,104.8,100.341499292,35730.5300845,33.0,9,0.126827046095,0.0,0.203759611816,0.193045385722,0.0051952047216,0.112009535446,0.281422340692,0.00320059972941,0.0745402757785,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1
26810,5862.0,9,1.5,11.0,3.0,28237.0,0.0,102.777188278,105.171930989,102.2,108.282936647,101.0,118.054187192,100.489285714,104.8,99.2271971896,17940.9804345,33.0,4,0.221195357947,0.0940368847947,0.0207941315588,0.420191248271,0.00956624851097,0.0678683636662,0.00856865907131,0.0197738911236,0.138005215056,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1
26819,5863.0,9,1.5,11.0,3.0,28510.0,0.0,103.507765452,103.946103896,102.560481954,101.160487805,101.0,126.948468346,99.2367302691,104.190901251,102.419322435,20656.4419879,33.0,5,0.116094684016,0.0333853818863,0.135482038605,0.314240765695,0.0146851183306,0.0609376568767,0.102153567879,0.0897016789879,0.133319107723,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1
26828,5864.0,9,1.5,11.0,3.0,24380.0,0.0,103.229044988,102.925954198,102.044698303,119.332836879,102.0,124.782694023,101.616804408,104.8,98.9115213703,32513.3490212,33.0,8,0.0888596608663,0.0135320002819,0.292469530382,0.286075292153,0.0,0.0295435976076,0.030648973105,0.00417775104322,0.25469319456,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,1,1,1
26837,5865.0,9,1.5,11.0,3.0,64366.0,0.0,102.72638775,106.5,98.9547525761,99.8597741604,100.906581306,125.918784194,98.8358205486,104.8,101.288873543,36920.2765717,33.0,9,0.150576950742,0.0,0.202390925939,0.243673714702,0.0703597386939,0.0381786378606,0.106624059827,0.0699025337213,0.118293438514,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1
26846,5866.0,9,2.59999990463,11.0,4.0,43511.0,1.0,103.288888889,104.632464712,102.425162468,101.253198294,101.32809986,109.159519427,99.9357283465,103.935238524,101.804881755,21851.5894149,33.0,5,0.180069869992,0.0272223541364,0.0935498855328,0.261384999214,0.00619348709507,0.221255065866,0.0490917318515,0.0468742455789,0.114358360734,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1
26855,5867.0,9,1.5,11.0,2.0,39293.0,1.0,102.896202119,106.922909091,101.106186467,101.209396219,102.0,128.041152815,101.219898219,104.862452591,99.4159907517,25821.0948396,33.0,7,0.180596114434,0.0119231002318,0.134855825665,0.278416579937,0.0,0.0742685427104,0.0696366156625,0.0489538854597,0.2013493359,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,1,1,1
26864,5868.0,9,1.5,11.0,3.0,26471.0,1.0,102.205510939,108.166948004,101.23193676,101.308524118,99.8,122.400933416,101.535645798,104.8,100.988692775,33066.6453811,33.0,9,0.0830053028495,0.324920049562,0.106922634437,0.277099059297,0.00510989179872,0.041643307117,0.0490646101118,0.00920640717848,0.103028737649,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1
26873,5869.0,9,2.0,11.0,4.0,46377.0,1.0,104.013861247,105.6213133,102.215156718,100.591609978,103.5,115.689106529,100.296066368,105.354910411,100.799631451,28867.0943282,33.0,8,0.14090313546,0.0522681854135,0.0991482582782,0.196513808747,0.00138924495951,0.129568863569,0.127525406217,0.0915279281993,0.161155169157,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1
26882,5870.0,9,2.09999990463,11.0,4.0,30101.0,0.0,103.465034871,101.387731597,97.6274743473,101.66047138,100.683664122,125.962778052,88.2177460838,104.0,99.8436599888,26674.8342083,33.0,7,0.151755570759,0.0598658942174,0.299991522736,0.209850321745,0.0350026507953,0.0464179130776,0.104799511875,0.0,0.0923166147956,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,1
26891,5871.0,9,1.5,11.0,3.0,26430.0,1.0,102.70871276,106.382712133,102.002247283,109.899708914,101.0,106.460499323,101.465582372,103.544645799,99.3331577746,29493.7090939,33.0,8,0.0458474350188,0.047864866075,0.0630336507369,0.36881978205,0.00687921008079,0.300233077407,0.0591348171583,0.0328885430957,0.0752986183782,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1
26900,5872.0,9,2.09999990463,11.0,4.0,24645.0,1.0,103.137459979,109.2,102.267223685,105.419781774,103.5,116.524679689,101.84772118,104.8,101.651588535,21097.1233702,33.0,5,0.0482266189846,0.0675820309011,0.102891947381,0.442129130581,0.0117764224092,0.138123125117,0.0115559945329,0.0502902126865,0.127424517406,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1
26909,5873.0,9,1.0,11.0,1.0,5453.0,0.0,102.658372093,106.5,103.400906686,107.472445489,102.0,103.289615385,99.4,104.0,101.286157337,21505.3738037,33.0,5,0.0683915523495,0.0,0.030874106894,0.430484401928,0.0,0.372948037247,0.0151904617224,0.0,0.0821114398583,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,1,0,1
26918,5874.0,9,1.0,11.0,1.0,14360.0,0.0,103.941479821,104.673584906,102.1,102.018605578,102.0,107.2,98.7468085104,104.0,101.265332565,8603.04318736,33.0,1,0.177322463949,0.0620722416865,0.0174478547498,0.577385424938,0.0,0.0,0.022496140877,0.0,0.1432758738,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,1,0,1
26927,5875.0,9,1.5,11.0,3.0,14033.0,0.0,102.862408088,106.1,102.129654403,127.563411182,102.0,129.2,97.3,104.0,100.614809104,12782.535232,33.0,1,0.129392880325,0.0214575552683,0.0615989734173,0.583361943669,0.0,0.0451816795542,0.0166081301997,0.0,0.142398837568,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,1,0,1
26936,5876.0,9,1.5,11.0,3.0,35254.0,0.0,104.866007417,99.9,101.8,123.051413427,102.0,102.2,103.535608856,104.8,98.6506577157,11864.4651339,33.0,1,0.0518285244953,0.0366112633208,0.0,0.692331180181,0.0,0.00910000966666,0.0418023672615,0.0330665335238,0.135260121553,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1
26945,5877.0,9,1.0,11.0,1.0,59209.0,1.0,104.902884615,108.841107383,97.3448275862,101.140448692,102.0,113.757848194,99.8478417267,104.421561172,98.2188764486,32063.1201374,33.0,8,0.070265300014,0.0624299354727,0.0208500099361,0.464950140654,0.0,0.0543982335638,0.0595045302951,0.167126565223,0.100475284842,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,1,1,1
26954,5878.0,9,1.5,11.0,3.0,24152.0,1.0,103.758594864,109.2,102.219202339,100.467126915,99.8,104.314115111,93.3756578949,104.8,100.743544478,24058.2155403,33.0,6,0.0885896703697,0.0276875614945,0.0419525731971,0.289933793684,0.00132722927138,0.396665364661,0.0231254356083,0.00288942337734,0.127828948338,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1
26963,5879.0,9,2.0,11.0,4.0,28564.0,0.0,103.090118521,102.906956522,102.951944036,101.494973092,100.915006305,127.253370787,87.0823593784,104.0,100.903811969,19966.1128638,33.0,5,0.199949515392,0.00483611629495,0.0193758663208,0.405192654474,0.0198156833777,0.0343762474838,0.157050257959,0.0,0.159403658699,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,1
26972,5880.0,9,1.0,11.0,1.0,40560.0,1.0,102.758530432,108.524439919,102.338747625,101.209423265,101.19938546,127.76794338,103.135029459,104.831210856,99.6781162848,34087.139738,33.0,9,0.106063371457,0.0241887454402,0.0809919096047,0.296960903141,0.223880724007,0.0452859182708,0.0751786928744,0.0673676726206,0.0800820625829,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1
26981,5881.0,9,1.0,11.0,1.0,11208.0,0.0,103.228759737,106.5,102.391625941,101.638384345,100.55062968,108.726103,102.02919708,104.822941177,98.6522135949,22179.7175473,33.0,5,0.0857946234374,0.0,0.054272549017,0.177826092594,0.0430626081191,0.361203414981,0.0678258986121,0.0918627643717,0.118152048868,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1
26990,5882.0,9,1.5,11.0,3.0,30533.0,0.0,103.012042389,99.9,99.9976466429,101.39409072,99.8,129.2,102.066694843,104.8,98.2319216629,21809.4391029,33.0,5,0.0723521332636,0.0201220731933,0.138813241639,0.436097370703,0.00146408019627,0.0487973875902,0.0992704517371,0.133465806699,0.0496174549789,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1
26999,5883.0,9,1.5,11.0,3.0,11994.0,0.0,102.56969697,106.1,96.0526209677,101.872740796,100.709664886,107.2,102.8,104.0,101.259756868,12947.579267,33.0,2,0.154982918992,0.00778188995002,0.0327072013463,0.548005804537,0.105787875019,0.0,0.0138521519615,0.0,0.136882158194,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,1,0,1
27008,5884.0,9,1.0,11.0,1.0,6787.0,0.0,103.500621891,106.1,102.395939233,101.557753121,102.0,108.966289166,102.1,103.801785714,95.3250551439,13493.9772852,33.0,2,0.0679322221178,0.0123201964472,0.0132933547147,0.528700221774,0.0,0.252320603975,0.0145457820568,0.0746080881782,0.0362795307364,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,1,1,1
27017,5885.0,9,1.79999995232,11.0,4.0,60707.0,1.0,104.063917294,108.382613702,101.177620216,101.795892025,100.466076923,101.295631772,101.056086142,104.931523437,99.6471247891,65755.1183303,33.0,10,0.0857233030035,0.0492890184698,0.107464676472,0.326428970492,0.0219195016047,0.224486987042,0.0247708097944,0.0259229551317,0.133993777989,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1
27026,5886.0,9,1.5,11.0,3.0,23495.0,0.0,102.459302326,106.5,101.796184655,101.086519084,100.96366139,107.2,100.802439024,104.8,101.859890376,17041.570136,33.0,3,0.134253425997,0.0,0.0802135334377,0.50708951749,0.0567184211936,0.0,0.0682473352263,0.0270533809422,0.126424385711,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,1,1,1
27035,5887.0,9,1.0,11.0,1.0,5385.0,1.0,102.45375,108.378117048,100.16240157,102.1,102.0,102.938121547,102.748880597,105.245505618,103.240372671,11952.7535438,33.0,1,0.183144133091,0.165641156182,0.0776510367151,0.406469281632,0.0,0.0389270360917,0.0923270793426,0.0178483731742,0.0179919037711,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,1,1,1
27044,5888.0,9,1.29999995232,11.0,2.0,19361.0,1.0,104.101830283,108.130371901,99.7816286781,100.92854225,102.0,110.3,95.8544256122,105.001017294,94.1123502679,31683.3721587,33.0,8,0.0332728099644,0.0591989895909,0.101980771206,0.635137954183,0.0,0.00951778381958,0.0176954169199,0.0286039086813,0.114592365634,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,1,1,1
27053,5889.0,9,1.5,11.0,3.0,40558.0,0.0,103.257252714,106.1,105.627989614,100.788887914,100.923326572,128.12,102.439083558,104.8,99.291830212,33803.3964005,33.0,9,0.149125759029,0.00503401382074,0.0918739787591,0.445013962774,0.0291055600957,0.0337140382855,0.0100429968327,0.132935298407,0.103154391996,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1
27062,5890.0,9,2.40000009537,11.0,4.0,26767.0,0.0,103.244546018,102.768511199,102.291314525,101.532606508,102.607210457,121.65613497,101.290036901,106.1,96.9944574125,17296.1082612,33.0,3,0.177267473131,0.0307046771215,0.0569263934259,0.42635148018,0.0953376181181,0.050470624957,0.0716870381609,0.00210770490523,0.0891469900004,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1
27071,5891.0,9,1.5,11.0,3.0,32019.0,1.0,103.011231015,108.922419686,100.010622513,101.206845238,99.8,118.298513011,102.258333333,103.69268868,97.6755919696,17889.9526393,33.0,4,0.106303264696,0.183103347778,0.0803437712756,0.148673743281,0.00464803026796,0.141727865765,0.0177999920146,0.0568111082615,0.26058887666,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1
