,ident_men,ocde10,vag,typmen,revtot,fumeur,p1,p10,p11,p12,p2,p3,p4,p5,p6,p7,p8,p9,depenses_reelles,temps,mois,mois2,w1,w10,w11,w12,w2,w3,w4,w5,w6,w7,w8,w9
30539,5067.0,1.0,22.0,1.0,8436.0,0.0,113.859039607,118.4,121.2,117.794553446,143.61,97.17,118.177147421,100.469452788,103.44,146.52,84.11,100.899634688,14261.4796252,98.0,2.0,4.0,0.087058930562,0.0,0.0,0.126784795242,0.0,0.0,0.640499057857,0.0168597055527,0.0,0.0471974714488,0.0289018147126,0.0526982246256
30551,5068.0,1.0,22.0,1.0,5773.0,0.0,115.850982602,118.4,121.2,126.501054482,143.61,97.17,141.088028674,112.36,97.2735676625,110.8,84.11,113.16,14388.543126,98.0,2.0,4.0,0.144481048871,0.0,0.0,0.0487931841843,0.0,0.0,0.727562980494,0.00671342648588,0.0277905245406,0.00359851355631,0.019097724166,0.0219625977022
30563,5069.0,1.0,22.0,1.0,16400.0,0.0,115.014452538,118.4,123.54,114.411648722,143.61,95.83,113.067725225,101.562200117,103.44,142.169609375,84.11,112.673823913,29060.5035548,98.0,2.0,4.0,0.159529401102,0.0,0.0300088404268,0.120014619641,0.0,0.00228655803577,0.38218337263,0.0493949676278,0.0,0.114029390901,0.0504868721243,0.0920659775131
30575,5070.0,1.0,22.0,1.0,14079.0,0.0,117.193659868,118.4,121.2,116.432731446,113.1,95.83,141.350429352,89.6883947671,117.61,120.53,84.1099999999,114.191686063,27707.4251717,98.0,2.0,4.0,0.107008692081,0.0,0.0,0.0582027004938,0.0165696953805,0.0219465839816,0.578249038005,0.092220505776,0.00791333817273,0.0,0.0481313658934,0.0697580802162
30587,5071.0,1.0,22.0,1.0,24277.0,0.0,116.332947052,118.4,123.54,115.460060998,113.1,96.055795177,134.025581542,112.36,109.822063917,140.898762725,84.11,88.668018844,32925.7328247,98.0,2.0,4.0,0.163104564009,0.0,0.00170804157303,0.0430049856339,0.00276924022175,0.0459459956957,0.403350744714,0.00160766790468,0.160264155273,0.0502036648982,0.013909507053,0.114131433023
30599,5072.0,2.4,22.0,4.0,57082.0,0.0,115.839798963,118.4,115.13,114.575956174,113.1,96.2914440316,123.427795587,116.504366944,116.614973084,111.781549935,84.11,110.273477158,41378.9062193,98.0,2.0,4.0,0.114796575398,0.0,0.00490790029891,0.073039239395,0.0154098787243,0.0390353408913,0.302513467005,0.010276977563,0.0242957547691,0.300689921816,0.023954261951,0.0910806821883
30611,5073.0,2.0,22.0,4.0,52943.0,0.0,116.286194323,118.4,119.302876547,114.71117326,108.413042564,97.395062227,113.854410318,106.861808995,103.742607656,140.010428784,84.11,107.909212431,26278.409673,98.0,2.0,4.0,0.137212583719,0.00898300454892,0.118169389936,0.0637318444276,0.0291702296341,0.0355752895049,0.362873506076,0.063885033111,0.0447134823563,0.0284910975508,0.0301255816121,0.0770689575233
30623,5074.0,1.0,22.0,1.0,12596.0,0.0,115.26277182,118.4,123.54,123.429684954,113.1,96.3830734633,111.141315986,109.215102167,117.61,120.53,84.11,92.28732831,38031.9859716,98.0,2.0,4.0,0.0589356935773,0.0,0.00751680824718,0.0363732668776,0.00122883667701,0.0154557768672,0.733032149597,0.115026195304,0.00776071235092,0.0,0.0158266126018,0.00884394790091
30635,5075.0,1.5,22.0,3.0,31560.0,0.0,116.021654279,118.4,123.334202098,108.792034725,104.585934861,95.83,118.15337274,108.651769233,103.44,135.961464874,84.11,95.2163119089,28492.2282349,98.0,2.0,4.0,0.161191307112,0.0,0.0268869333784,0.139020361001,0.0240252084506,0.100235591376,0.293364125628,0.017186317208,0.0,0.08843260832,0.0246466189797,0.125010928545
30647,5076.0,1.5,22.0,3.0,21237.0,0.0,117.149416425,118.4,121.2,106.786130537,112.068858572,97.3992307691,116.718797251,108.746470485,106.925392506,120.53,84.11,114.320067932,13601.8703091,98.0,2.0,4.0,0.17840986587,0.0,0.0,0.0518873052286,0.0263646011873,0.020214824439,0.594625875419,0.0497361525654,0.0179052794199,0.0,0.01699554633,0.0438605495412
30659,5077.0,2.1,22.0,4.0,30294.0,0.0,115.649984593,118.4,126.764,108.883139908,143.61,96.2936363635,117.442055233,108.13966732,95.06,143.067595333,84.2705882311,113.859579832,14885.3516267,98.0,2.0,4.0,0.100499941048,0.0142794985079,0.0119940052577,0.111735568374,0.0,0.0365940358433,0.587179064954,0.0222950133233,0.0590477866298,0.0249004522972,0.0147661669124,0.0167084668516
30671,5078.0,3.0,22.0,4.0,24804.0,0.0,114.830097347,118.4,123.54,103.831572926,143.61,95.83,119.153444477,100.687606312,103.44,144.194053083,84.11,113.16770526,13833.9857789,98.0,2.0,4.0,0.271838104084,0.00148230178037,0.122137981881,0.0387608050012,0.0,0.0101913655478,0.346469746453,0.0312947925008,0.0,0.15629165777,0.00945870802257,0.0120745369584
30683,5079.0,1.0,22.0,1.0,20242.0,1.0,113.715015813,118.4,121.2,115.684777739,178.0,97.53,117.981771429,120.71399061,103.44,146.52,84.11,114.258806779,21634.1197322,98.0,2.0,4.0,0.0810632683345,0.0,0.0,0.162942632479,0.0474407774745,0.00855448906192,0.505860515546,0.0736103535949,0.0,0.0886724992475,0.00907258769189,0.0227828765673
30695,5080.0,1.5,22.0,3.0,46532.0,1.0,116.898103435,118.4,121.2,119.799425877,151.769116615,96.0803836444,118.026100355,108.448587606,103.44,146.52,84.11,112.954896571,29907.5348741,98.0,2.0,4.0,0.14148907597,0.0,0.0,0.118001519591,0.157174293255,0.013108416744,0.470425621605,0.0213953217984,0.0,0.0315087181999,0.00787537117585,0.0390216616618
30707,5081.0,2.5,22.0,5.0,28640.0,1.0,115.72432552,118.4,121.2,111.388022212,178.0,96.4655140185,118.999646791,112.315571227,95.9,132.738685464,84.11,79.4879924398,19506.8846069,98.0,2.0,4.0,0.0716620644387,0.0116172682236,0.0,0.070706878393,0.0691501100153,0.0116016861854,0.550839616681,0.00869574556395,0.0111651093824,0.133671177103,0.0412898020069,0.0196005420067
30719,5082.0,1.8,22.0,2.0,23344.0,0.0,115.899935735,118.4,121.2,123.109025117,143.61,95.83,116.631671404,109.520986898,112.263288227,103.408072289,84.182741573,112.343546261,21609.3810876,98.0,2.0,4.0,0.214930328582,0.00147123453931,0.0,0.076143442192,0.0,0.00229740275488,0.565604640672,0.0598564406395,0.0267030519698,0.00828637318177,0.0124750724313,0.0322320130362
30731,5083.0,2.1,22.0,4.0,18067.0,1.0,114.85300206,118.4,123.54,121.179242687,165.791876562,95.83,113.292300792,106.447087633,95.9,143.915454546,84.11,87.2753002779,21414.8360967,98.0,2.0,4.0,0.188007746394,0.0,0.0205923319992,0.0779351964121,0.101436404323,0.0385534985128,0.351354778134,0.0548122140709,0.00406294177835,0.0474930290539,0.00552839029541,0.110223469026
30743,5084.0,2.4,22.0,4.0,28293.0,1.0,117.040595852,118.4,121.2,115.383990599,132.673774895,96.4461667576,122.529999652,109.216784778,116.986149425,128.376774778,84.1100000001,106.57685402,35587.8137198,98.0,2.0,4.0,0.207476741627,0.0,0.0,0.0317193418813,0.0523576627083,0.018121957277,0.242889623479,0.048925270582,0.0286330752149,0.285095214045,0.0235038570236,0.0612772561627
30755,5085.0,2.5,22.0,4.0,73781.0,0.0,115.398325548,118.4,120.790370983,110.762776511,113.1,96.0484104626,115.146634615,96.370332274,95.9,109.554907391,84.11,102.088123728,37964.2301079,98.0,2.0,4.0,0.122989593597,0.0025323949002,0.171008865788,0.0807414701071,0.00558549611353,0.0553779708792,0.201007431225,0.0605623210245,0.010241690788,0.15823056446,0.0118566770282,0.119865524088
30767,5086.0,2.1,22.0,4.0,46333.0,1.0,116.163480227,118.4,116.609978134,119.086043296,153.038461538,97.4275301425,114.300522317,105.458445975,95.9,112.818895618,84.11,109.613015096,46524.6246488,98.0,2.0,4.0,0.07469717754,0.0,0.0585173547574,0.103374176147,0.0152413760449,0.0269015761955,0.359465230152,0.101168662166,0.0367783229481,0.148757957189,0.00968981562057,0.0654083512393
30779,5274.0,1.3,22.0,2.0,24113.0,0.0,114.7,118.4,115.13,110.573199017,143.61,95.83,116.933744801,127.8,103.44,109.466028176,84.11,108.210062975,53556.9557845,98.0,2.0,4.0,0.000444532320996,0.00113016071789,0.0316636311725,0.0360635848376,0.0,0.0432893315633,0.158382481873,0.0127539067513,0.0,0.67477267693,0.0264995818721,0.0150001119631
30791,5275.0,1.5,22.0,3.0,45167.0,0.0,114.865095564,118.4,116.728302425,112.256112618,143.61,96.0253220866,113.760753208,110.070311816,106.551643786,112.322745098,84.11,110.577675969,36272.8101206,98.0,2.0,4.0,0.184914444449,0.0,0.0483045659701,0.0919428260776,0.0,0.0836539883428,0.419983288432,0.0155111166828,0.0415942464421,0.00242665303427,0.0315048907993,0.0801639797697
30803,5276.0,2.4,22.0,4.0,31349.0,0.0,115.883429559,118.4,128.96,107.718029561,113.1,95.83,116.323760582,111.036537579,103.44,145.315823666,84.11,116.232500999,11354.8709895,98.0,2.0,4.0,0.0615547988354,0.0503981437969,0.0262086204693,0.0439423936793,0.00334582047625,0.00582093927492,0.641540243842,0.00481758729327,0.0,0.0409443324121,0.020646866709,0.10078025321
30815,5277.0,2.5,22.0,4.0,35616.0,0.0,115.687846779,118.4,115.13,113.579222625,108.94,96.1605606523,130.428266443,102.157351507,95.9,121.058912955,84.11,109.546645637,17513.145615,98.0,2.0,4.0,0.0902302911106,0.00980288350543,0.0445288833066,0.12773356384,0.00307670719473,0.0745315413892,0.341655935903,0.0107906600829,0.00101826378474,0.180598122925,0.0921998353539,0.0238333116049
30827,5278.0,1.5,22.0,3.0,34032.0,1.0,116.08056094,118.4,123.54,118.398871371,167.963598156,95.83,115.962961829,108.47626458,111.407601006,136.310550103,84.1099999999,89.6184800475,43814.3274102,98.0,2.0,4.0,0.114430717841,0.0,0.0370237083553,0.110026025492,0.0705182397253,0.0298491357577,0.318481145644,0.0744794609218,0.0647375704639,0.0915107960883,0.0389904594143,0.0499527402973
30839,5279.0,1.5,22.0,2.0,23224.0,0.0,116.245285885,118.4,121.2,116.827216199,110.490971086,95.83,138.58707653,112.269677419,103.44,146.52,84.11,110.647153699,17908.4845966,98.0,2.0,4.0,0.141060663591,0.0,0.0,0.137076156802,0.0200244685231,0.0190837177946,0.546535402888,0.00862799980246,0.0,0.0542614546379,0.0116906939001,0.0616394420621
30851,5280.0,1.5,22.0,3.0,38640.0,0.0,115.25890859,118.4,128.138091198,118.598797103,108.94,95.9646064738,161.076052856,112.177105266,95.9,120.950979147,84.11,108.76436428,51854.4645575,98.0,2.0,4.0,0.117241119924,0.0,0.0113636255864,0.0506763712833,0.00256833735613,0.0386352150577,0.543225540135,0.00102273411595,0.0473432963126,0.131448603469,0.014467722913,0.0420074338481
30863,5281.0,2.6,22.0,4.0,48454.0,0.0,115.963453115,118.4,121.488445039,116.497003047,102.89,96.2296293225,113.283996874,107.705599803,103.44,126.247812326,84.1099999999,108.050012292,25811.4084614,98.0,2.0,4.0,0.129973090067,0.00234500832018,0.129647300834,0.0348234983759,0.0138870151513,0.0653256336879,0.31801000347,0.0433741016372,0.0,0.0298448532958,0.0243564775088,0.208413017651
30875,5282.0,1.5,22.0,3.0,45743.0,1.0,116.180875184,118.4,115.527960625,105.444564686,129.861993224,95.9819217966,128.350956987,105.351404928,103.44,144.05327418,84.11,109.195849895,44624.9644027,98.0,2.0,4.0,0.120012826806,0.0,0.034776122409,0.134023497567,0.0273731799011,0.0563295676749,0.302634517575,0.209735335323,0.0,0.0735577616996,0.0262618986681,0.0152952923764
30887,5283.0,2.0,22.0,4.0,26010.0,1.0,115.438173663,118.4,123.54,116.902406743,138.834507124,96.3034004529,115.498439613,94.6861679455,95.9,136.051393314,84.11,116.05471594,31106.7532791,98.0,2.0,4.0,0.156689291603,0.0,0.00602639990342,0.172148309535,0.0847756955488,0.060428813365,0.183379791952,0.121935392384,0.00340681041441,0.127286832079,0.0269218210921,0.0570008421226
30899,5284.0,2.1,22.0,4.0,47783.0,1.0,114.651708191,118.4,121.2,118.480088295,128.142997279,95.8421679463,113.465941863,102.980725188,103.44,143.228380483,84.1676590117,81.0735065329,20978.6253028,98.0,2.0,4.0,0.135321356968,0.0,0.0,0.0776456301976,0.0374723503953,0.0838437286058,0.413453266406,0.0464148654403,0.0,0.054049063369,0.069477964688,0.08232177393
30911,5285.0,1.5,22.0,3.0,40930.0,0.0,116.771622655,118.4,123.54,116.759279648,113.1,96.4788854569,115.634288989,112.264840848,103.44,111.92,84.11,107.329177795,23629.0699398,98.0,2.0,4.0,0.101339714748,0.0,0.00803930181085,0.0294785882539,0.0159134063612,0.0969821818168,0.564545321517,0.0190859259154,0.0,0.0278289652895,0.0224278446866,0.1143587496
30923,5286.0,1.0,22.0,1.0,9158.0,0.0,118.673734185,118.4,121.2,126.94494382,143.61,95.83,119.048559976,84.2399999999,103.44,110.8,84.11,97.47,17959.6054179,98.0,2.0,4.0,0.0286615224415,0.0,0.0,0.0794877648768,0.0,0.0147210393473,0.767328049877,0.0806972856844,0.0,0.00360373782507,0.0255005999459,0.0
30935,5287.0,2.4,22.0,4.0,49393.0,0.0,114.476508488,118.4,116.884007413,111.330859608,109.720390354,96.293636364,120.846635909,104.667730944,109.943895725,109.22821739,84.11,120.694117105,64228.4005733,98.0,2.0,4.0,0.0707195566854,0.0,0.0283500493886,0.1395103122,0.0145468379384,0.00754656977348,0.209465258994,0.238022588815,0.0552524119881,0.216912976391,0.00611185851288,0.0135615793122
30947,5288.0,2.1,22.0,4.0,43369.0,0.0,116.398689865,118.4,118.478104265,117.04814527,143.61,96.3031250851,130.976458555,108.006075065,105.846708734,108.275829497,84.11,102.898129094,58868.365641,98.0,2.0,4.0,0.0469486933498,0.0,0.0319958619258,0.0522563237974,0.0,0.0105890294499,0.126937238137,0.245438611699,0.0245170035501,0.406592011642,0.0120841801807,0.0426410462671
30959,5289.0,2.1,22.0,4.0,26508.0,1.0,116.378732019,118.4,121.2,107.873016263,157.454937989,96.7869683751,120.009202708,96.1689562912,99.956427518,130.167853087,84.11,100.342028928,31537.2424045,98.0,2.0,4.0,0.092380239832,0.00084247757626,0.0,0.0393550957327,0.0571867454158,0.0525136373119,0.418462011701,0.0446318477741,0.0738274290781,0.173863846039,0.020844361342,0.0260923081981
30971,5290.0,1.0,22.0,1.0,12806.0,1.0,116.911507531,118.4,121.2,101.505714286,161.376655668,95.83,132.128868116,112.36,103.44,146.52,86.6,97.47,25190.156904,98.0,2.0,4.0,0.0690636201081,0.0,0.0,0.0205722661722,0.212230862547,0.00944597737616,0.655066847657,0.00155524544108,0.0,0.032065180697,0.0,0.0
30983,5291.0,1.8,22.0,4.0,18187.0,0.0,114.738054021,118.4,121.2,117.602569863,143.61,96.5479611649,129.682632155,93.24,102.600896232,146.52,84.11,105.393898305,13311.8422256,98.0,2.0,4.0,0.0941152255222,0.0,0.0,0.0936709330114,0.0,0.0454592026066,0.558038553672,0.00576044125544,0.0922218755864,0.0674192463144,0.00819143023518,0.0351230917971
30995,5292.0,2.1,22.0,4.0,54519.0,0.0,112.062015464,118.4,117.261604627,114.196534013,143.61,95.9863298234,116.071627013,94.6244046736,95.9,106.958027361,84.11,113.604631011,43236.0215582,98.0,2.0,4.0,0.031852252872,0.0,0.0847169464365,0.0640262244863,0.0,0.0189989053649,0.187118682783,0.0690242816818,0.001857579984,0.433268472805,0.0303696994414,0.0787669541452
31007,5293.0,1.0,22.0,1.0,4224.0,0.0,114.59415615,118.4,121.2,123.647156549,143.61,97.17,114.4852928,127.8,117.61,146.52,84.11,124.66,17118.0499213,98.0,2.0,4.0,0.0302228332342,0.0,0.0,0.135364572597,0.0,0.0,0.761090737521,0.00430041985362,0.0197055358604,0.0294910539105,0.0175813691167,0.00224347790817
31019,5294.0,1.5,22.0,3.0,13933.0,0.0,116.070817344,118.4,121.2,119.529700003,113.1,95.83,115.669501517,110.498281707,95.9,146.52,84.11,113.663071133,18861.5558773,98.0,2.0,4.0,0.201043275386,0.0,0.0,0.141241714844,0.0078544530839,0.0233618106356,0.50993025892,0.01943889061,0.0099355638403,0.059477753038,0.0115624636273,0.0161538160144
31031,5295.0,3.0,22.0,4.0,63489.0,0.0,114.664772342,118.4,125.5725,114.931676508,111.980744181,96.8658768183,116.370050237,109.998541771,104.422080285,113.43260097,84.11,110.923813958,25469.3764255,98.0,2.0,4.0,0.0855061114105,0.0,0.00981370630226,0.0724321093841,0.0167604333301,0.0520891907426,0.374713901043,0.0180904298866,0.0412371463069,0.277925770908,0.0167828476944,0.0346483529913
31043,5344.0,2.0,22.0,4.0,14530.0,0.0,117.437190019,118.4,121.2,114.938638527,143.61,97.17,107.761101836,108.25,117.61,120.53,84.11,112.59838489,8912.12298645,98.0,2.0,4.0,0.100236348185,0.0,0.0,0.161380372574,0.0,0.0,0.420317636979,0.0,0.283872047459,0.0,0.0183530389546,0.0158405558486
31055,5345.0,2.4,22.0,4.0,34439.0,0.0,114.228775456,118.4,117.687806304,114.203401845,143.61,97.17,119.616802493,112.36,103.44,105.39,84.11,103.430397947,14443.42607,98.0,2.0,4.0,0.147662731351,0.0,0.16772590729,0.120310655071,0.0,0.0,0.237578804029,0.00257957546717,0.0,0.261394563048,0.016735090537,0.0460126732073
31067,5346.0,1.5,22.0,3.0,87324.0,0.0,116.977447137,118.4,123.54,122.739818533,143.61,97.17,115.173454216,108.25,103.44,120.53,84.11,115.638956389,12700.0075487,98.0,2.0,4.0,0.0670564515432,0.0,0.121402307506,0.16775220713,0.0,0.0,0.603477366494,0.0,0.0,0.0,0.0116770416085,0.0286346257188
31079,5347.0,1.0,22.0,1.0,26181.0,0.0,116.709276768,118.4,121.2,125.425422223,143.61,95.83,111.767458958,112.36,103.44,120.53,84.11,112.862181818,14084.2539489,98.0,2.0,4.0,0.152876547125,0.0,0.0,0.120425607764,0.0,0.00244030870696,0.622065693189,0.00715574059001,0.0,0.0,0.0264783035954,0.0685577990296
31091,5348.0,1.5,22.0,3.0,20203.0,0.0,115.835461099,118.4,128.655505618,115.07428623,143.61,96.2362588901,113.14855039,107.018719179,95.9,108.105987796,84.11,106.719699183,24819.1065007,98.0,2.0,4.0,0.140530870974,0.0,0.0448151894875,0.166355204142,0.0,0.0332829588872,0.315576235061,0.0787369831112,0.00459381071708,0.0124962771162,0.0105444273159,0.193068043188
31103,5349.0,1.0,22.0,1.0,16220.0,0.0,115.136166572,118.4,121.2,114.120052655,113.1,95.83,109.863358209,83.79,95.9,120.53,86.6,117.807623318,17808.6668273,98.0,2.0,4.0,0.177048873001,0.0,0.0,0.0452673270489,0.00810442379605,0.0112828144882,0.313699692406,0.143579761128,0.28727727382,0.0,0.0,0.0137398343114
31115,5350.0,1.8,22.0,4.0,33670.0,0.0,116.122229198,118.4,121.2,121.102997477,143.61,96.453797079,116.612049642,99.755538819,116.329736486,130.49708837,84.11,114.356631745,26550.5627907,98.0,2.0,4.0,0.126256966558,0.0,0.0,0.172245340189,0.0,0.0241132624186,0.340917285837,0.061087322139,0.024376801511,0.120242505022,0.0404310834675,0.0903294328569
31127,5351.0,1.5,22.0,3.0,6287.0,0.0,113.323867648,118.4,123.54,119.183180406,113.1,97.17,115.206557766,97.8691859997,103.44,144.048571429,84.8728323817,116.147146564,23003.2310417,98.0,2.0,4.0,0.140249809296,0.0,0.031076246695,0.133329755407,0.0768716917798,0.0,0.406821333831,0.0329359964117,0.0,0.052520386057,0.0142146853893,0.111980095133
31139,5352.0,2.5,22.0,4.0,33400.0,0.0,114.943914543,118.4,121.2,116.251734846,113.1,96.4500607903,113.593404629,95.2280891609,106.731420641,141.651672137,84.1099999999,112.225577397,22322.1920465,98.0,2.0,4.0,0.163048759133,0.00717823937384,0.0,0.117275354743,0.00449110777536,0.0831290928485,0.25497649267,0.160621650111,0.0917757714235,0.0287493885905,0.0384544092225,0.0502997341105
31151,5353.0,1.0,22.0,1.0,18360.0,0.0,115.950448808,118.4,115.322889908,116.868870851,143.61,95.83,113.346432191,108.25,95.06,138.171993246,84.11,118.541513105,28858.2004438,98.0,2.0,4.0,0.0560855906546,0.0,0.0708059712524,0.0788133735888,0.0,0.0815189212629,0.484689913868,0.0,0.0366212932746,0.0738752645637,0.0158700371439,0.101719634392
31163,5354.0,2.5,22.0,4.0,50258.0,1.0,116.420567658,118.4,115.13,108.79822141,178.0,96.1288228394,123.224737407,96.9650168918,95.9,106.365711679,84.1099999999,114.531300007,20817.2896824,98.0,2.0,4.0,0.0672637667855,0.0,0.0216122353467,0.0634603505485,0.00915613369193,0.0319351147743,0.21520083666,0.0130840647645,0.0097223130887,0.545200606224,0.0123619139376,0.0110026641776
31175,5355.0,1.8,22.0,4.0,33175.0,0.0,112.353282008,118.4,115.48251497,115.62142749,110.947777715,97.53,124.413113885,108.968362577,117.61,111.501483081,84.11,103.545581548,21767.6262258,98.0,2.0,4.0,0.128771726768,0.0,0.0239699308604,0.0763985750383,0.00336784354186,0.0248492962492,0.380627663518,0.0327082225872,0.0205184121105,0.168163308424,0.0133584343112,0.127266586592
31187,5356.0,1.6,22.0,2.0,13608.0,1.0,115.319514329,118.4,123.54,114.693778103,178.0,96.9323181474,115.248420426,107.536871748,103.44,111.92,84.573255814,95.3867246224,16038.160557,98.0,2.0,4.0,0.0990790164272,0.0,0.0238883330451,0.0199754922186,0.026247370356,0.030281683481,0.617749701021,0.0661673994598,0.0,0.00907983465814,0.0475078265806,0.0600233427529
31199,5357.0,3.0,22.0,4.0,57987.0,0.0,114.771984082,118.4,126.304079822,119.220097706,143.61,95.83,119.470138048,99.6106170133,109.397369778,112.388134124,84.11,104.513765057,24381.4823602,98.0,2.0,4.0,0.130094645729,0.0400967575022,0.115586686125,0.0899858959954,0.0,0.0303212322396,0.286956249422,0.0184440968492,0.0321435582927,0.172558080131,0.0469598921615,0.0368529055526
31211,5358.0,1.0,22.0,1.0,14270.0,1.0,113.487843316,118.4,123.54,107.667248124,178.0,97.17,115.30645081,99.4521453948,103.44,109.344157765,84.1099999999,74.3918583265,36521.8704039,98.0,2.0,4.0,0.0184474560238,0.0,0.0133454422102,0.0929883554286,0.0100364463197,0.0,0.274994806833,0.0227666103087,0.0,0.431337822679,0.113808578432,0.0222744817659
31223,5359.0,2.5,22.0,4.0,33386.0,1.0,116.699118536,118.4,115.955147414,103.856443822,143.840107312,96.2463290467,113.314300259,111.187178995,95.9,112.247937262,84.11,81.0731450795,36117.2861353,98.0,2.0,4.0,0.152495422876,0.00920572014496,0.0859108468276,0.0635188675844,0.010899890759,0.0322816793357,0.170077263356,0.0143727288795,0.0598978509806,0.27615810673,0.0352031348315,0.089978487695
31235,5360.0,2.1,22.0,4.0,24142.0,1.0,114.479380834,118.4,126.677894737,111.008609085,178.0,96.1459191528,123.385735311,103.67362028,116.329736485,128.038369368,84.11,112.466808304,25845.2271574,98.0,2.0,4.0,0.0825763661807,0.00854047677784,0.0065624587223,0.0468930582169,0.0257479810717,0.0506117277815,0.339249557562,0.0842056541137,0.0429292503552,0.265490409729,0.0139832296335,0.033209829855
31247,5361.0,1.5,22.0,3.0,18846.0,0.0,116.024061039,118.4,121.2,120.616554548,113.1,95.83,125.034478029,121.803239477,103.44,120.53,84.11,113.520971825,19197.1979523,98.0,2.0,4.0,0.128016047574,0.0,0.0,0.101633835217,0.00703292766119,0.0705677956408,0.57000283549,0.0368686953533,0.0,0.0,0.0418059281322,0.0440719349301
31259,5434.0,1.0,22.0,1.0,15398.0,0.0,114.892599444,118.4,124.479341421,101.802846985,113.1,95.83,116.284611291,101.048658742,95.9,130.821572481,84.1100000003,116.468867623,39502.9364923,98.0,2.0,4.0,0.130402472124,0.0,0.0547632306227,0.0395528518354,0.00561382614253,0.024093971066,0.357037078949,0.0427062228711,0.00889491749791,0.216206868107,0.0336490047539,0.0870795560321
31271,5435.0,1.8,22.0,4.0,54557.0,0.0,115.424098348,118.4,121.269023748,113.384537917,143.61,95.8828095926,115.637600681,107.422994202,103.44,109.800107052,84.11,71.9913090816,32528.7346587,98.0,2.0,4.0,0.133197758172,0.0,0.0774605609624,0.0732565211763,0.0,0.0578515197771,0.251063359843,0.0658796949186,0.0,0.225098910138,0.0214541198554,0.0947375551573
31283,5436.0,1.5,22.0,3.0,34951.0,1.0,115.814753404,118.4,123.824726168,116.640314783,132.863460406,96.980969747,115.35422252,107.387195731,95.8999999998,111.92,84.11,118.930431479,33572.3052503,98.0,2.0,4.0,0.104491870836,0.0,0.0850341468702,0.051777875807,0.0180878505782,0.0671676471894,0.247039898397,0.257816375831,0.0261957093641,0.00385566072305,0.0415744684144,0.09695849599
31295,5437.0,1.5,22.0,3.0,25244.0,0.0,116.054647321,118.4,123.54,126.506948622,143.61,100.84,113.685422689,113.165590137,103.44,110.8,84.11,119.572639406,16823.8663312,98.0,2.0,4.0,0.0957266908887,0.0,0.0392962615686,0.139417399576,0.0,0.012666146636,0.565745106114,0.044991373595,0.0,0.0100022456815,0.0453701410377,0.0467846349033
31307,5438.0,1.5,22.0,3.0,80568.0,0.0,116.410531682,118.4,118.707540536,114.803343839,106.516058638,97.3350606061,113.335255814,99.937006228,95.0762681697,122.434115331,84.11,99.2157926963,83164.292376,98.0,2.0,4.0,0.033008327359,0.0,0.0281902417515,0.0994030918325,0.00338278562899,0.0349696312577,0.0898175120255,0.0532628987768,0.531728487931,0.0833062465036,0.0077621621102,0.0351686148222
31319,5439.0,1.5,22.0,3.0,10668.0,0.0,117.373160653,118.4,121.2,118.66,143.61,96.7744444342,116.172948142,112.36,103.44,120.53,84.11,113.096973112,8932.3403806,98.0,2.0,4.0,0.116398093674,0.0,0.0,0.0161137119299,0.0,0.00461736921587,0.762031572475,0.0106914722759,0.0,0.0,0.0561552630477,0.0339925173824
31331,5440.0,1.0,22.0,1.0,18581.0,1.0,114.948645815,118.4,125.350339804,111.745736412,146.665744928,97.17,118.705625,108.798843426,103.44,119.701769723,86.6,114.754240838,28527.086153,98.0,2.0,4.0,0.143755679668,0.0,0.0905007620777,0.081023992062,0.14227259258,0.0,0.406867050615,0.079347049717,0.0,0.0212811652272,0.00556547040801,0.0293862376472
31343,5441.0,1.5,22.0,3.0,29505.0,0.0,115.449197634,118.4,123.54,114.876384623,102.89,97.17,122.957880546,125.745071548,95.9,128.993519652,84.11,117.262491122,68536.052082,98.0,2.0,4.0,0.0374042562914,0.0,0.0202490752,0.093901193926,0.00706418265721,0.0,0.259621469152,0.434989694844,0.0314447965533,0.0610160492103,0.0119645578834,0.0423447242817
31355,5442.0,1.5,22.0,3.0,52132.0,0.0,116.270624588,118.4,123.54,118.276748172,143.61,95.83,117.068383372,103.514139209,110.204232738,123.09351314,84.11,113.404570057,58646.9321032,98.0,2.0,4.0,0.0927298133258,0.0,0.130859078698,0.057705443263,0.0,0.0132236511336,0.225727632928,0.394757796131,0.033366329035,0.0319155967379,0.00680508705426,0.0129095716942
31367,5443.0,1.5,22.0,2.0,37623.0,0.0,117.273429662,118.4,125.414475512,117.98803261,113.1,96.057746353,117.700608315,103.375952616,99.2566776409,140.622898531,84.11,102.86558596,31916.4254203,98.0,2.0,4.0,0.164739292443,0.0,0.0690647554072,0.167547664615,0.00472785820593,0.0618327424544,0.269131137601,0.0478932292829,0.0694955609845,0.0416428380475,0.00863240095511,0.0952925200044
31379,5444.0,2.0,22.0,4.0,81572.0,1.0,116.155526659,118.4,119.867218408,115.602906018,138.818908471,96.1429353234,117.622711007,108.205053765,100.737433857,144.379893958,84.1099999997,108.566946846,36765.4985791,98.0,2.0,4.0,0.143032297673,0.0,0.113637545091,0.157901952064,0.0458928768411,0.0505893274958,0.258176401058,0.0258034376097,0.0411762565939,0.0456614149422,0.0137173170192,0.104411173613
