age,revenus,poste_coicop,bdf_budget_share,bdf_expenditures,kantar_aggregated_budget_share,kantar_aggregated_expenditures,kantar_budget_share,kantar_expenditures,nomc,nomk,kantar_to_bdf,kantar_budget_share_to_bdf
0,0,poste_01_1_9_3_2,0.00408714168545,9120572.34351,0.00556170258214,2178.91235352,0.00149259082835,584.753417969,"1193 : levure , préparations pour desserts, soupes",11932 : Soupes contenant de la viande,4185.83718101,0.734872392956
0,0,poste_01_2_1_1_1,0.0013929939917,3108505.51636,0.00674699599526,2643.27563477,0.00674699599526,2643.27563477,1213 : cacao et chocolat en poudre,12131 : Cacao et chocolat en poudre,1176.00505807,0.20646136335
0,0,poste_01_2_1_2_1,0.0145080056762,32375025.2655,0.0174034925254,6818.17919922,0.0174034925254,6818.17919922,1211 : café,12111 : Café ,4748.33886285,0.833626104364
0,0,poste_01_2_1_3_1,0.00527404595195,11769182.8054,0.00300131776534,1175.82849121,0.00300131776534,1175.82849121,1212 : thé et plantes à infusion,12121 : Thés et infusions,10009.2682678,1.75724343915
0,0,poste_01_2_2_1_1,0.0146407435988,32671233.6964,0.0116864462073,4578.40771484,0.0116864462073,4578.40771484,1221 : eaux minérales,12211 : Eaux minérales ou de source,7135.93802284,1.25279690157
0,0,poste_01_2_2_2_1,0.000121844772663,271900.058594,7.19775056566e-05,28.1986808777,7.19775056566e-05,28.1986808777,1224 : jus de légumes,12241 : Jus de légumes,9642.29709089,1.69281738165
0,0,poste_01_2_2_2_2,0.0237568730027,53014134.4617,0.0251134795942,9838.7265625,0.0251134795942,9838.7265625,1222 : boissons gazeuses,12221 : Boissons gazeuses,5388.31261596,0.945980938783
0,0,poste_01_2_2_2_3,0.03705423387,82687571.5729,0.0409916759693,16059.3393555,0.0241806282427,9473.26269531,"1223 : jus de fruits et de légumes, sirops, boissons aromatisées",12231 : Jus de Fruits ,5148.87753117,0.903945325332
0,0,poste_01_2_2_2_3,0.03705423387,82687571.5729,0.0409916759693,16059.3393555,0.0168110477266,6586.07666016,"1223 : jus de fruits et de légumes, sirops, boissons aromatisées",12232 : Boissons aromatisées ,5148.87753117,0.903945325332
0,0,poste_02_1_1_1_1,0.0109910166767,24526764.7767,0.0193451786114,7578.875,0.0193451786114,7578.875,2111 : spiritueux et liqueurs,21111 : Spiritueux et liqueurs,3236.20125371,0.568152762891
0,0,poste_02_1_2_1_1,0.0316155217195,70550931.4851,0.01083548965,4245.02783203,0.01083548965,4245.02783203,2121 : vins et cidres,21211 : Vins et cidres/Poiré,16619.6628801,2.91777508362
