,posteCOICOP,annee,description,categoriefiscale,supplementaire
601,421,2007,Loyers fictifs des propriétaires occupants,0,0
602,421,2008,Loyers fictifs des propriétaires occupants,0,0
603,421,2009,Loyers fictifs des propriétaires occupants,0,0
604,421,2010,Loyers fictifs des propriétaires occupants,0,0
605,421,2011,Loyers fictifs des propriétaires occupants,0,0
606,421,2012,Loyers fictifs des propriétaires occupants,0,0
607,421,2013,Loyers fictifs des propriétaires occupants,0,0
608,421,2014,Loyers fictifs des propriétaires occupants,0,0
609,422,1994,Autres loyers fictifs,0,0
610,422,1995,Autres loyers fictifs,0,0
611,422,1996,Autres loyers fictifs,0,0
612,422,1997,Autres loyers fictifs,0,0
613,422,1998,Autres loyers fictifs,0,0
614,422,1999,Autres loyers fictifs,0,0
615,422,2000,Autres loyers fictifs,0,0
616,422,2001,Autres loyers fictifs,0,0
617,422,2002,Autres loyers fictifs,0,0
618,422,2003,Autres loyers fictifs,0,0
619,422,2004,Autres loyers fictifs,0,0
620,422,2005,Autres loyers fictifs,0,0
621,422,2006,Autres loyers fictifs,0,0
622,422,2007,Autres loyers fictifs,0,0
623,422,2008,Autres loyers fictifs,0,0
624,422,2009,Autres loyers fictifs,0,0
625,422,2010,Autres loyers fictifs,0,0
626,422,2011,Autres loyers fictifs,0,0
627,422,2012,Autres loyers fictifs,0,0
628,422,2013,Autres loyers fictifs,0,0
629,422,2014,Autres loyers fictifs,0,0
630,431,1994,Fournitures pour travaux d'entretien et de réparation des logements,3,0
631,431,1995,Fournitures pour travaux d'entretien et de réparation des logements,3,0
632,431,1996,Fournitures pour travaux d'entretien et de réparation des logements,3,0
633,431,1997,Fournitures pour travaux d'entretien et de réparation des logements,3,0
634,431,1998,Fournitures pour travaux d'entretien et de réparation des logements,3,0
635,431,1999,Fournitures pour travaux d'entretien et de réparation des logements,3,0
636,431,2000,Fournitures pour travaux d'entretien et de réparation des logements,2,0
637,431,2001,Fournitures pour travaux d'entretien et de réparation des logements,2,0
638,431,2002,Fournitures pour travaux d'entretien et de réparation des logements,2,0
639,431,2003,Fournitures pour travaux d'entretien et de réparation des logements,2,0
640,431,2004,Fournitures pour travaux d'entretien et de réparation des logements,2,0
641,431,2005,Fournitures pour travaux d'entretien et de réparation des logements,2,0
642,431,2006,Fournitures pour travaux d'entretien et de réparation des logements,2,0
643,431,2007,Fournitures pour travaux d'entretien et de réparation des logements,2,0
644,431,2008,Fournitures pour travaux d'entretien et de réparation des logements,2,0
645,431,2009,Fournitures pour travaux d'entretien et de réparation des logements,2,0
646,431,2010,Fournitures pour travaux d'entretien et de réparation des logements,2,0
647,431,2011,Fournitures pour travaux d'entretien et de réparation des logements,2,0
648,431,2012,Fournitures pour travaux d'entretien et de réparation des logements,4,0
649,431,2013,Fournitures pour travaux d'entretien et de réparation des logements,4,0
650,431,2014,Fournitures pour travaux d'entretien et de réparation des logements,4,0
651,432,1994,Services concernant l'entretien et les réparations du logement,3,0
652,432,1995,Services concernant l'entretien et les réparations du logement,3,0
653,432,1996,Services concernant l'entretien et les réparations du logement,3,0
654,432,1997,Services concernant l'entretien et les réparations du logement,3,0
655,432,1998,Services concernant l'entretien et les réparations du logement,3,0
656,432,1999,Services concernant l'entretien et les réparations du logement,3,0
657,432,2000,Services concernant l'entretien et les réparations du logement,2,0
658,432,2001,Services concernant l'entretien et les réparations du logement,2,0
659,432,2002,Services concernant l'entretien et les réparations du logement,2,0
660,432,2003,Services concernant l'entretien et les réparations du logement,2,0
661,432,2004,Services concernant l'entretien et les réparations du logement,2,0
662,432,2005,Services concernant l'entretien et les réparations du logement,2,0
663,432,2006,Services concernant l'entretien et les réparations du logement,2,0
664,432,2007,Services concernant l'entretien et les réparations du logement,2,0
665,432,2008,Services concernant l'entretien et les réparations du logement,2,0
666,432,2009,Services concernant l'entretien et les réparations du logement,2,0
667,432,2010,Services concernant l'entretien et les réparations du logement,2,0
668,432,2011,Services concernant l'entretien et les réparations du logement,2,0
669,432,2012,Services concernant l'entretien et les réparations du logement,4,0
670,432,2013,Services concernant l'entretien et les réparations du logement,4,0
671,432,2014,Services concernant l'entretien et les réparations du logement,4,0
672,441,1994,Alimentation en eau,2,0
673,441,1995,Alimentation en eau,2,0
674,441,1996,Alimentation en eau,2,0
675,441,1997,Alimentation en eau,2,0
676,441,1998,Alimentation en eau,2,0
677,441,1999,Alimentation en eau,2,0
678,441,2000,Alimentation en eau,2,0
679,441,2001,Alimentation en eau,2,0
680,441,2002,Alimentation en eau,2,0
681,441,2003,Alimentation en eau,2,0
682,441,2004,Alimentation en eau,2,0
683,441,2005,Alimentation en eau,2,0
684,441,2006,Alimentation en eau,2,0
685,441,2007,Alimentation en eau,2,0
686,441,2008,Alimentation en eau,2,0
687,441,2009,Alimentation en eau,2,0
688,441,2010,Alimentation en eau,2,0
689,441,2011,Alimentation en eau,2,0
690,441,2012,Alimentation en eau,4,0
691,441,2013,Alimentation en eau,4,0
692,441,2014,Alimentation en eau,4,0
693,442,1994,Collecte des ordures ménagères,2,0
694,442,1995,Collecte des ordures ménagères,2,0
695,442,1996,Collecte des ordures ménagères,2,0
696,442,1997,Collecte des ordures ménagères,2,0
697,442,1998,Collecte des ordures ménagères,2,0
698,442,1999,Collecte des ordures ménagères,2,0
699,442,2000,Collecte des ordures ménagères,2,0
700,442,2001,Collecte des ordures ménagères,2,0
701,442,2002,Collecte des ordures ménagères,2,0
702,442,2003,Collecte des ordures ménagères,2,0
703,442,2004,Collecte des ordures ménagères,2,0
704,442,2005,Collecte des ordures ménagères,2,0
705,442,2006,Collecte des ordures ménagères,2,0
706,442,2007,Collecte des ordures ménagères,2,0
707,442,2008,Collecte des ordures ménagères,2,0
708,442,2009,Collecte des ordures ménagères,2,0
709,442,2010,Collecte des ordures ménagères,2,0
710,442,2011,Collecte des ordures ménagères,2,0
711,442,2012,Collecte des ordures ménagères,4,0
712,442,2013,Collecte des ordures ménagères,4,0
713,442,2014,Collecte des ordures ménagères,4,0
714,443,1994,Reprise des eaux usées,2,0
715,443,1995,Reprise des eaux usées,2,0
716,443,1996,Reprise des eaux usées,2,0
717,443,1997,Reprise des eaux usées,2,0
718,443,1998,Reprise des eaux usées,2,0
719,443,1999,Reprise des eaux usées,2,0
720,443,2000,Reprise des eaux usées,2,0
721,443,2001,Reprise des eaux usées,2,0
722,443,2002,Reprise des eaux usées,2,0
723,443,2003,Reprise des eaux usées,2,0
724,443,2004,Reprise des eaux usées,2,0
725,443,2005,Reprise des eaux usées,2,0
726,443,2006,Reprise des eaux usées,2,0
727,443,2007,Reprise des eaux usées,2,0
728,443,2008,Reprise des eaux usées,2,0
729,443,2009,Reprise des eaux usées,2,0
730,443,2010,Reprise des eaux usées,2,0
731,443,2011,Reprise des eaux usées,2,0
732,443,2012,Reprise des eaux usées,4,0
733,443,2013,Reprise des eaux usées,4,0
734,443,2014,Reprise des eaux usées,4,0
735,444,1994,Service divers liés au logement non compris ailleurs,3,0
736,444,1995,Service divers liés au logement non compris ailleurs,3,0
737,444,1996,Service divers liés au logement non compris ailleurs,3,0
738,444,1997,Service divers liés au logement non compris ailleurs,3,0
739,444,1998,Service divers liés au logement non compris ailleurs,3,0
740,444,1999,Service divers liés au logement non compris ailleurs,3,0
741,444,2000,Service divers liés au logement non compris ailleurs,3,0
742,444,2001,Service divers liés au logement non compris ailleurs,3,0
743,444,2002,Service divers liés au logement non compris ailleurs,3,0
744,444,2003,Service divers liés au logement non compris ailleurs,3,0
745,444,2004,Service divers liés au logement non compris ailleurs,3,0
746,444,2005,Service divers liés au logement non compris ailleurs,3,0
747,444,2006,Service divers liés au logement non compris ailleurs,3,0
748,444,2007,Service divers liés au logement non compris ailleurs,3,0
749,444,2008,Service divers liés au logement non compris ailleurs,3,0
750,444,2009,Service divers liés au logement non compris ailleurs,3,0
751,444,2010,Service divers liés au logement non compris ailleurs,3,0
752,444,2011,Service divers liés au logement non compris ailleurs,3,0
753,444,2012,Service divers liés au logement non compris ailleurs,3,0
754,444,2013,Service divers liés au logement non compris ailleurs,3,0
755,444,2014,Service divers liés au logement non compris ailleurs,3,0
756,451,1994,Electricité,3,0
757,451,1995,Electricité,3,0
758,451,1996,Electricité,3,0
759,451,1997,Electricité,3,0
760,451,1998,Electricité,3,0
761,451,1999,Electricité,3,0
762,451,2000,Electricité,3,0
763,451,2001,Electricité,3,0
764,451,2002,Electricité,3,0
765,451,2003,Electricité,3,0
766,451,2004,Electricité,3,0
767,451,2005,Electricité,3,0
768,451,2006,Electricité,3,0
769,451,2007,Electricité,3,0
770,451,2008,Electricité,3,0
771,451,2009,Electricité,3,0
772,451,2010,Electricité,3,0
773,451,2011,Electricité,3,0
774,451,2012,Electricité,3,0
775,451,2013,Electricité,3,0
776,451,2014,Electricité,3,0
777,4511,1994,Facture EDF GDF non dissociables,3,1
778,4511,1995,Facture EDF GDF non dissociables,3,1
779,4511,1996,Facture EDF GDF non dissociables,3,1
780,4511,1997,Facture EDF GDF non dissociables,3,1
781,4511,1998,Facture EDF GDF non dissociables,3,1
782,4511,1999,Facture EDF GDF non dissociables,3,1
783,4511,2000,Facture EDF GDF non dissociables,3,1
784,4511,2001,Facture EDF GDF non dissociables,3,1
785,4511,2002,Facture EDF GDF non dissociables,3,1
786,4511,2003,Facture EDF GDF non dissociables,3,1
787,4511,2004,Facture EDF GDF non dissociables,3,1
788,4511,2005,Facture EDF GDF non dissociables,3,1
789,4511,2006,Facture EDF GDF non dissociables,3,1
790,4511,2007,Facture EDF GDF non dissociables,3,1
791,4511,2008,Facture EDF GDF non dissociables,3,1
792,4511,2009,Facture EDF GDF non dissociables,3,1
793,4511,2010,Facture EDF GDF non dissociables,3,1
794,4511,2011,Facture EDF GDF non dissociables,3,1
795,4511,2012,Facture EDF GDF non dissociables,3,1
796,4511,2013,Facture EDF GDF non dissociables,3,1
797,4511,2014,Facture EDF GDF non dissociables,3,1
798,452,1994,Gaz,3,0
799,452,1995,Gaz,3,0
800,452,1996,Gaz,3,0
801,452,1997,Gaz,3,0
802,452,1998,Gaz,3,0
803,452,1999,Gaz,3,0
804,452,2000,Gaz,3,0
805,452,2001,Gaz,3,0
806,452,2002,Gaz,3,0
807,452,2003,Gaz,3,0
808,452,2004,Gaz,3,0
809,452,2005,Gaz,3,0
810,452,2006,Gaz,3,0
811,452,2007,Gaz,3,0
812,452,2008,Gaz,3,0
813,452,2009,Gaz,3,0
814,452,2010,Gaz,3,0
815,452,2011,Gaz,3,0
816,452,2012,Gaz,3,0
817,452,2013,Gaz,3,0
818,452,2014,Gaz,3,0
819,4522,1994,"Achat de butane, propane",3,1
820,4522,1995,"Achat de butane, propane",3,1
821,4522,1996,"Achat de butane, propane",3,1
822,4522,1997,"Achat de butane, propane",3,1
823,4522,1998,"Achat de butane, propane",3,1
824,4522,1999,"Achat de butane, propane",3,1
825,4522,2000,"Achat de butane, propane",3,1
826,4522,2001,"Achat de butane, propane",3,1
827,4522,2002,"Achat de butane, propane",3,1
828,4522,2003,"Achat de butane, propane",3,1
829,4522,2004,"Achat de butane, propane",3,1
830,4522,2005,"Achat de butane, propane",3,1
831,4522,2006,"Achat de butane, propane",3,1
832,4522,2007,"Achat de butane, propane",3,1
833,4522,2008,"Achat de butane, propane",3,1
834,4522,2009,"Achat de butane, propane",3,1
835,4522,2010,"Achat de butane, propane",3,1
836,4522,2011,"Achat de butane, propane",3,1
837,4522,2012,"Achat de butane, propane",3,1
838,4522,2013,"Achat de butane, propane",3,1
839,4522,2014,"Achat de butane, propane",3,1
840,453,1994,Combustibles liquides,3,0
841,453,1995,Combustibles liquides,3,0
842,453,1996,Combustibles liquides,3,0
843,453,1997,Combustibles liquides,3,0
844,453,1998,Combustibles liquides,3,0
845,453,1999,Combustibles liquides,3,0
846,453,2000,Combustibles liquides,3,0
847,453,2001,Combustibles liquides,3,0
848,453,2002,Combustibles liquides,3,0
849,453,2003,Combustibles liquides,3,0
850,453,2004,Combustibles liquides,3,0
851,453,2005,Combustibles liquides,3,0
852,453,2006,Combustibles liquides,3,0
853,453,2007,Combustibles liquides,3,0
854,453,2008,Combustibles liquides,3,0
855,453,2009,Combustibles liquides,3,0
856,453,2010,Combustibles liquides,3,0
857,453,2011,Combustibles liquides,3,0
858,453,2012,Combustibles liquides,3,0
859,453,2013,Combustibles liquides,3,0
860,453,2014,Combustibles liquides,3,0
861,454,1994,Combustibles solides,3,0
862,454,1995,Combustibles solides,3,0
863,454,1996,Combustibles solides,3,0
864,454,1997,Combustibles solides,3,0
865,454,1998,Combustibles solides,3,0
866,454,1999,Combustibles solides,3,0
867,454,2000,Combustibles solides,3,0
868,454,2001,Combustibles solides,3,0
869,454,2002,Combustibles solides,3,0
870,454,2003,Combustibles solides,3,0
871,454,2004,Combustibles solides,3,0
872,454,2005,Combustibles solides,3,0
873,454,2006,Combustibles solides,3,0
874,454,2007,Combustibles solides,3,0
875,454,2008,Combustibles solides,3,0
876,454,2009,Combustibles solides,3,0
877,454,2010,Combustibles solides,3,0
878,454,2011,Combustibles solides,3,0
879,454,2012,Combustibles solides,3,0
880,454,2013,Combustibles solides,3,0
881,454,2014,Combustibles solides,3,0
882,455,1994,Energie thermique,3,0
883,455,1995,Energie thermique,3,0
884,455,1996,Energie thermique,3,0
885,455,1997,Energie thermique,3,0
886,455,1998,Energie thermique,3,0
887,455,1999,Energie thermique,3,0
888,455,2000,Energie thermique,3,0
889,455,2001,Energie thermique,3,0
890,455,2002,Energie thermique,3,0
891,455,2003,Energie thermique,3,0
892,455,2004,Energie thermique,3,0
893,455,2005,Energie thermique,3,0
894,455,2006,Energie thermique,3,0
895,455,2007,Energie thermique,3,0
896,455,2008,Energie thermique,3,0
897,455,2009,Energie thermique,3,0
898,455,2010,Energie thermique,3,0
899,455,2011,Energie thermique,3,0
900,455,2012,Energie thermique,3,0
901,455,2013,Energie thermique,3,0
902,455,2014,Energie thermique,3,0
903,511,1994,Meubles et articles d'ameublement,3,0
904,511,1995,Meubles et articles d'ameublement,3,0
905,511,1996,Meubles et articles d'ameublement,3,0
906,511,1997,Meubles et articles d'ameublement,3,0
907,511,1998,Meubles et articles d'ameublement,3,0
908,511,1999,Meubles et articles d'ameublement,3,0
909,511,2000,Meubles et articles d'ameublement,3,0
910,511,2001,Meubles et articles d'ameublement,3,0
911,511,2002,Meubles et articles d'ameublement,3,0
912,511,2003,Meubles et articles d'ameublement,3,0
913,511,2004,Meubles et articles d'ameublement,3,0
914,511,2005,Meubles et articles d'ameublement,3,0
915,511,2006,Meubles et articles d'ameublement,3,0
916,511,2007,Meubles et articles d'ameublement,3,0
917,511,2008,Meubles et articles d'ameublement,3,0
918,511,2009,Meubles et articles d'ameublement,3,0
919,511,2010,Meubles et articles d'ameublement,3,0
920,511,2011,Meubles et articles d'ameublement,3,0
921,511,2012,Meubles et articles d'ameublement,3,0
922,511,2013,Meubles et articles d'ameublement,3,0
923,511,2014,Meubles et articles d'ameublement,3,0
924,512,1994,Tapis et revêtements de sols divers,3,0
925,512,1995,Tapis et revêtements de sols divers,3,0
926,512,1996,Tapis et revêtements de sols divers,3,0
927,512,1997,Tapis et revêtements de sols divers,3,0
928,512,1998,Tapis et revêtements de sols divers,3,0
929,512,1999,Tapis et revêtements de sols divers,3,0
930,512,2000,Tapis et revêtements de sols divers,3,0
931,512,2001,Tapis et revêtements de sols divers,3,0
932,512,2002,Tapis et revêtements de sols divers,3,0
933,512,2003,Tapis et revêtements de sols divers,3,0
934,512,2004,Tapis et revêtements de sols divers,3,0
935,512,2005,Tapis et revêtements de sols divers,3,0
936,512,2006,Tapis et revêtements de sols divers,3,0
937,512,2007,Tapis et revêtements de sols divers,3,0
938,512,2008,Tapis et revêtements de sols divers,3,0
939,512,2009,Tapis et revêtements de sols divers,3,0
940,512,2010,Tapis et revêtements de sols divers,3,0
941,512,2011,Tapis et revêtements de sols divers,3,0
942,512,2012,Tapis et revêtements de sols divers,3,0
943,512,2013,Tapis et revêtements de sols divers,3,0
944,512,2014,Tapis et revêtements de sols divers,3,0
945,513,1994,"Réparation de meubles, d'articles d'ameublement et de revêtements souples pour le sol",3,0
946,513,1995,"Réparation de meubles, d'articles d'ameublement et de revêtements souples pour le sol",3,0
947,513,1996,"Réparation de meubles, d'articles d'ameublement et de revêtements souples pour le sol",3,0
948,513,1997,"Réparation de meubles, d'articles d'ameublement et de revêtements souples pour le sol",3,0
949,513,1998,"Réparation de meubles, d'articles d'ameublement et de revêtements souples pour le sol",3,0
950,513,1999,"Réparation de meubles, d'articles d'ameublement et de revêtements souples pour le sol",3,0
951,513,2000,"Réparation de meubles, d'articles d'ameublement et de revêtements souples pour le sol",3,0
952,513,2001,"Réparation de meubles, d'articles d'ameublement et de revêtements souples pour le sol",3,0
953,513,2002,"Réparation de meubles, d'articles d'ameublement et de revêtements souples pour le sol",3,0
954,513,2003,"Réparation de meubles, d'articles d'ameublement et de revêtements souples pour le sol",3,0
955,513,2004,"Réparation de meubles, d'articles d'ameublement et de revêtements souples pour le sol",3,0
956,513,2005,"Réparation de meubles, d'articles d'ameublement et de revêtements souples pour le sol",3,0
957,513,2006,"Réparation de meubles, d'articles d'ameublement et de revêtements souples pour le sol",3,0
958,513,2007,"Réparation de meubles, d'articles d'ameublement et de revêtements souples pour le sol",3,0
959,513,2008,"Réparation de meubles, d'articles d'ameublement et de revêtements souples pour le sol",3,0
960,513,2009,"Réparation de meubles, d'articles d'ameublement et de revêtements souples pour le sol",3,0
961,513,2010,"Réparation de meubles, d'articles d'ameublement et de revêtements souples pour le sol",3,0
962,513,2011,"Réparation de meubles, d'articles d'ameublement et de revêtements souples pour le sol",3,0
963,513,2012,"Réparation de meubles, d'articles d'ameublement et de revêtements souples pour le sol",3,0
964,513,2013,"Réparation de meubles, d'articles d'ameublement et de revêtements souples pour le sol",3,0
965,513,2014,"Réparation de meubles, d'articles d'ameublement et de revêtements souples pour le sol",3,0
966,520,1994,Article de ménage en textiles,3,0
967,520,1995,Article de ménage en textiles,3,0
968,520,1996,Article de ménage en textiles,3,0
969,520,1997,Article de ménage en textiles,3,0
970,520,1998,Article de ménage en textiles,3,0
971,520,1999,Article de ménage en textiles,3,0
972,520,2000,Article de ménage en textiles,3,0
973,520,2001,Article de ménage en textiles,3,0
974,520,2002,Article de ménage en textiles,3,0
975,520,2003,Article de ménage en textiles,3,0
976,520,2004,Article de ménage en textiles,3,0
977,520,2005,Article de ménage en textiles,3,0
978,520,2006,Article de ménage en textiles,3,0
979,520,2007,Article de ménage en textiles,3,0
980,520,2008,Article de ménage en textiles,3,0
981,520,2009,Article de ménage en textiles,3,0
982,520,2010,Article de ménage en textiles,3,0
983,520,2011,Article de ménage en textiles,3,0
984,520,2012,Article de ménage en textiles,3,0
985,520,2013,Article de ménage en textiles,3,0
986,520,2014,Article de ménage en textiles,3,0
987,531,1994,"Gros appareils ménagers, électriques ou non",3,0
988,531,1995,"Gros appareils ménagers, électriques ou non",3,0
989,531,1996,"Gros appareils ménagers, électriques ou non",3,0
990,531,1997,"Gros appareils ménagers, électriques ou non",3,0
991,531,1998,"Gros appareils ménagers, électriques ou non",3,0
992,531,1999,"Gros appareils ménagers, électriques ou non",3,0
993,531,2000,"Gros appareils ménagers, électriques ou non",3,0
994,531,2001,"Gros appareils ménagers, électriques ou non",3,0
995,531,2002,"Gros appareils ménagers, électriques ou non",3,0
996,531,2003,"Gros appareils ménagers, électriques ou non",3,0
997,531,2004,"Gros appareils ménagers, électriques ou non",3,0
998,531,2005,"Gros appareils ménagers, électriques ou non",3,0
999,531,2006,"Gros appareils ménagers, électriques ou non",3,0
1000,531,2007,"Gros appareils ménagers, électriques ou non",3,0
1001,531,2008,"Gros appareils ménagers, électriques ou non",3,0
1002,531,2009,"Gros appareils ménagers, électriques ou non",3,0
1003,531,2010,"Gros appareils ménagers, électriques ou non",3,0
1004,531,2011,"Gros appareils ménagers, électriques ou non",3,0
1005,531,2012,"Gros appareils ménagers, électriques ou non",3,0
1006,531,2013,"Gros appareils ménagers, électriques ou non",3,0
1007,531,2014,"Gros appareils ménagers, électriques ou non",3,0
1008,532,1994,Petits appareils électroméangers,3,0
1009,532,1995,Petits appareils électroméangers,3,0
1010,532,1996,Petits appareils électroméangers,3,0
1011,532,1997,Petits appareils électroméangers,3,0
1012,532,1998,Petits appareils électroméangers,3,0
1013,532,1999,Petits appareils électroméangers,3,0
1014,532,2000,Petits appareils électroméangers,3,0
1015,532,2001,Petits appareils électroméangers,3,0
1016,532,2002,Petits appareils électroméangers,3,0
1017,532,2003,Petits appareils électroméangers,3,0
1018,532,2004,Petits appareils électroméangers,3,0
1019,532,2005,Petits appareils électroméangers,3,0
1020,532,2006,Petits appareils électroméangers,3,0
1021,532,2007,Petits appareils électroméangers,3,0
1022,532,2008,Petits appareils électroméangers,3,0
1023,532,2009,Petits appareils électroméangers,3,0
1024,532,2010,Petits appareils électroméangers,3,0
1025,532,2011,Petits appareils électroméangers,3,0
1026,532,2012,Petits appareils électroméangers,3,0
1027,532,2013,Petits appareils électroméangers,3,0
1028,532,2014,Petits appareils électroméangers,3,0
1029,533,1994,Réparation d'appareils ménagers,3,0
1030,533,1995,Réparation d'appareils ménagers,3,0
1031,533,1996,Réparation d'appareils ménagers,3,0
1032,533,1997,Réparation d'appareils ménagers,3,0
1033,533,1998,Réparation d'appareils ménagers,3,0
1034,533,1999,Réparation d'appareils ménagers,3,0
1035,533,2000,Réparation d'appareils ménagers,3,0
1036,533,2001,Réparation d'appareils ménagers,3,0
1037,533,2002,Réparation d'appareils ménagers,3,0
1038,533,2003,Réparation d'appareils ménagers,3,0
1039,533,2004,Réparation d'appareils ménagers,3,0
1040,533,2005,Réparation d'appareils ménagers,3,0
1041,533,2006,Réparation d'appareils ménagers,3,0
1042,533,2007,Réparation d'appareils ménagers,3,0
1043,533,2008,Réparation d'appareils ménagers,3,0
1044,533,2009,Réparation d'appareils ménagers,3,0
1045,533,2010,Réparation d'appareils ménagers,3,0
1046,533,2011,Réparation d'appareils ménagers,3,0
1047,533,2012,Réparation d'appareils ménagers,3,0
1048,533,2013,Réparation d'appareils ménagers,3,0
1049,533,2014,Réparation d'appareils ménagers,3,0
1050,540,1994,"Verrerie, vaisselle et ustensiles de ménage",3,0
1051,540,1995,"Verrerie, vaisselle et ustensiles de ménage",3,0
1052,540,1996,"Verrerie, vaisselle et ustensiles de ménage",3,0
1053,540,1997,"Verrerie, vaisselle et ustensiles de ménage",3,0
1054,540,1998,"Verrerie, vaisselle et ustensiles de ménage",3,0
1055,540,1999,"Verrerie, vaisselle et ustensiles de ménage",3,0
1056,540,2000,"Verrerie, vaisselle et ustensiles de ménage",3,0
1057,540,2001,"Verrerie, vaisselle et ustensiles de ménage",3,0
1058,540,2002,"Verrerie, vaisselle et ustensiles de ménage",3,0
1059,540,2003,"Verrerie, vaisselle et ustensiles de ménage",3,0
1060,540,2004,"Verrerie, vaisselle et ustensiles de ménage",3,0
1061,540,2005,"Verrerie, vaisselle et ustensiles de ménage",3,0
1062,540,2006,"Verrerie, vaisselle et ustensiles de ménage",3,0
1063,540,2007,"Verrerie, vaisselle et ustensiles de ménage",3,0
1064,540,2008,"Verrerie, vaisselle et ustensiles de ménage",3,0
1065,540,2009,"Verrerie, vaisselle et ustensiles de ménage",3,0
1066,540,2010,"Verrerie, vaisselle et ustensiles de ménage",3,0
1067,540,2011,"Verrerie, vaisselle et ustensiles de ménage",3,0
1068,540,2012,"Verrerie, vaisselle et ustensiles de ménage",3,0
1069,540,2013,"Verrerie, vaisselle et ustensiles de ménage",3,0
1070,540,2014,"Verrerie, vaisselle et ustensiles de ménage",3,0
1071,551,1994,Gros outillage et matériel,3,0
1072,551,1995,Gros outillage et matériel,3,0
1073,551,1996,Gros outillage et matériel,3,0
1074,551,1997,Gros outillage et matériel,3,0
1075,551,1998,Gros outillage et matériel,3,0
1076,551,1999,Gros outillage et matériel,3,0
1077,551,2000,Gros outillage et matériel,3,0
1078,551,2001,Gros outillage et matériel,3,0
1079,551,2002,Gros outillage et matériel,3,0
1080,551,2003,Gros outillage et matériel,3,0
1081,551,2004,Gros outillage et matériel,3,0
1082,551,2005,Gros outillage et matériel,3,0
1083,551,2006,Gros outillage et matériel,3,0
1084,551,2007,Gros outillage et matériel,3,0
1085,551,2008,Gros outillage et matériel,3,0
1086,551,2009,Gros outillage et matériel,3,0
1087,551,2010,Gros outillage et matériel,3,0
1088,551,2011,Gros outillage et matériel,3,0
1089,551,2012,Gros outillage et matériel,3,0
1090,551,2013,Gros outillage et matériel,3,0
1091,551,2014,Gros outillage et matériel,3,0
1092,552,1994,Petit outillage et accessoires divers,3,0
1093,552,1995,Petit outillage et accessoires divers,3,0
1094,552,1996,Petit outillage et accessoires divers,3,0
1095,552,1997,Petit outillage et accessoires divers,3,0
1096,552,1998,Petit outillage et accessoires divers,3,0
1097,552,1999,Petit outillage et accessoires divers,3,0
1098,552,2000,Petit outillage et accessoires divers,3,0
1099,552,2001,Petit outillage et accessoires divers,3,0
1100,552,2002,Petit outillage et accessoires divers,3,0
1101,552,2003,Petit outillage et accessoires divers,3,0
1102,552,2004,Petit outillage et accessoires divers,3,0
1103,552,2005,Petit outillage et accessoires divers,3,0
1104,552,2006,Petit outillage et accessoires divers,3,0
1105,552,2007,Petit outillage et accessoires divers,3,0
1106,552,2008,Petit outillage et accessoires divers,3,0
1107,552,2009,Petit outillage et accessoires divers,3,0
1108,552,2010,Petit outillage et accessoires divers,3,0
1109,552,2011,Petit outillage et accessoires divers,3,0
1110,552,2012,Petit outillage et accessoires divers,3,0
1111,552,2013,Petit outillage et accessoires divers,3,0
1112,552,2014,Petit outillage et accessoires divers,3,0
1113,561,1994,Biens d'équipement ménager non durables,3,0
1114,561,1995,Biens d'équipement ménager non durables,3,0
1115,561,1996,Biens d'équipement ménager non durables,3,0
1116,561,1997,Biens d'équipement ménager non durables,3,0
1117,561,1998,Biens d'équipement ménager non durables,3,0
1118,561,1999,Biens d'équipement ménager non durables,3,0
1119,561,2000,Biens d'équipement ménager non durables,3,0
1120,561,2001,Biens d'équipement ménager non durables,3,0
1121,561,2002,Biens d'équipement ménager non durables,3,0
1122,561,2003,Biens d'équipement ménager non durables,3,0
1123,561,2004,Biens d'équipement ménager non durables,3,0
1124,561,2005,Biens d'équipement ménager non durables,3,0
1125,561,2006,Biens d'équipement ménager non durables,3,0
1126,561,2007,Biens d'équipement ménager non durables,3,0
1127,561,2008,Biens d'équipement ménager non durables,3,0
1128,561,2009,Biens d'équipement ménager non durables,3,0
1129,561,2010,Biens d'équipement ménager non durables,3,0
1130,561,2011,Biens d'équipement ménager non durables,3,0
1131,561,2012,Biens d'équipement ménager non durables,3,0
1132,561,2013,Biens d'équipement ménager non durables,3,0
1133,561,2014,Biens d'équipement ménager non durables,3,0
1134,562,1994,Services domestiques et services ménagers,3,0
1135,562,1995,Services domestiques et services ménagers,3,0
1136,562,1996,Services domestiques et services ménagers,3,0
1137,562,1997,Services domestiques et services ménagers,3,0
1138,562,1998,Services domestiques et services ménagers,3,0
1139,562,1999,Services domestiques et services ménagers,3,0
1140,562,2000,Services domestiques et services ménagers,2,0
1141,562,2001,Services domestiques et services ménagers,2,0
1142,562,2002,Services domestiques et services ménagers,2,0
1143,562,2003,Services domestiques et services ménagers,2,0
1144,562,2004,Services domestiques et services ménagers,2,0
1145,562,2005,Services domestiques et services ménagers,2,0
1146,562,2006,Services domestiques et services ménagers,2,0
1147,562,2007,Services domestiques et services ménagers,2,0
1148,562,2008,Services domestiques et services ménagers,2,0
1149,562,2009,Services domestiques et services ménagers,2,0
1150,562,2010,Services domestiques et services ménagers,2,0
1151,562,2011,Services domestiques et services ménagers,2,0
1152,562,2012,Services domestiques et services ménagers,4,0
1153,562,2013,Services domestiques et services ménagers,4,0
