v1,ident_men,w1,w2,w3,w4,p1,p2,p3,p4,depenses_par_uc,depenses_tot,typmen,dip14pr,agepr,situapr,situacj,nenfants,nactifs,vag,veh_diesel,veh_essence,elect_only,veh_tot,part_veh_essence,rural,villes_petites,villes_moyennes,villes_grandes,agglo_paris,proprietaire,accedant,locataire,sous_loc,loge_gratuit,vag_23,vag_24,vag_25,vag_26,vag_27,vag_28,mu_1,mu_2,mu_3,mu_4,ce_1_1,ce_1_2,ce_1_3,ce_1_4,ce_2_1,ce_2_2,ce_2_3,ce_2_4,ce_3_1,ce_3_2,ce_3_3,ce_3_4,ce_4_1,ce_4_2,ce_4_3,ce_4_4
5231,351,0,.0912671,.1855455,.7231874,168.2056,122.7649,125.9615,127.5842,12951,12951,1,41,84,5,0,0,0,23,0,0,0,0,.5,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,,.7013736,1.004772,1.014811,,,,,.1063885,-.3800901,.1191142,-.5467862,-.0672835,.0341938,-.1927559,-.7789263,.0372509,-.097668,-.201375,-.7530189
5232,355,0,.0098664,.0753957,.9147379,180.2236,105.77,124.1094,126.0315,16216.67,24325,5,41,22,1,0,0,2,23,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,-1.762384,1.011744,1.011709,,,,,.9757888,4.715265,1.095575,-5.024246,-.1655464,.0842306,.9866195,-1.917047,.0294857,-.0771349,-.1591795,-.8048807
5233,359,0,.1118807,.1401172,.7480021,168.2056,155.1767,127.8672,127.072,9385,9385,1,70,71,5,0,0,0,23,0,0,0,0,.5,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,,.7563943,1.006319,1.01432,,,,,.0871934,-.4910526,.0982217,-.4507568,-.0891085,.0451956,.0689385,-1.031345,.0359912,-.0946191,-.1947564,-.7609353
5234,371,0,.0228873,.1003521,.8767605,168.2056,105.77,124.8996,123.8106,7668,15336,5,71,82,5,5,0,0,23,0,0,1,0,.5,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,-.1908234,1.008823,1.012217,,,,,.4218967,1.464612,.477488,-2.173173,-.1243861,.0632771,.4925312,-1.440245,.0307501,-.0804847,-.1661279,-.7963542
5235,381,0,.0343981,.0858858,.879716,156.1876,106.9202,121.6756,122.0843,25356.67,45642,2,60,47,1,0,2,1,23,2,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,,.2076677,1.010309,1.012176,,,,,.2821145,.6404968,.3169833,-1.447262,-.1453555,.0739271,.7439373,-1.682818,.0306253,-.080224,-.1655587,-.7970182
5236,385,.0850137,.0761317,.1207476,.718107,156.1876,153.5075,127.0357,118.2651,19440,29160,3,50,58,1,1,0,2,23,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1.184185,.642005,1.007333,1.014916,-1.28451,.08754,-.1793527,.1921376,.1280484,-.2507153,.147998,-.6673361,-.1034009,.0524179,.2403365,-1.196686,.0374932,-.0986145,-.2030165,-.750778
5237,394,0,.0258844,.1233822,.8507334,168.2056,152.0887,127.35,125.6007,4415.238,9272,4,50,36,4,6,2,1,23,0,0,0,0,.5,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,-.0529423,1.007176,1.01259,,,,,.3764169,1.199496,.425535,-1.948506,-.1011916,.051328,.2139176,-1.17123,.0316506,-.0831892,-.1712502,-.7898015
5238,396,.0908869,.0406471,.3356231,.5328429,180.2236,105.77,123.4443,127.534,16401.33,24602,3,70,80,5,6,0,0,23,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1.172283,.3294784,1.002638,1.020102,-1.265427,.0861742,-.1644354,.1714055,.2371192,.3867029,.2642488,-1.217549,-.03719,.0189242,-.5537115,-.4306608,.0506106,-.132401,-.273215,-.6650963
5239,405,.0348924,.0324591,.2634008,.6692477,168.2056,105.77,126.3702,119.6847,55618.67,83428,3,31,68,5,5,0,0,23,1,1,1,2,.5,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1.448759,.160336,1.003361,1.016005,-1.691191,.2226576,-.4343805,.4541548,.2965809,.7398873,.3422503,-1.539054,-.0473858,.0240995,-.4313882,-.548687,.040302,-.1054798,-.217745,-.7330818
5240,408,.0794954,.098556,.1246694,.6972792,156.1876,157.0128,125.8419,128.9855,21930,32895,3,60,65,5,5,0,0,23,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1.196971,.7234592,1.007102,1.015361,-1.30479,.0945815,-.1890935,.2023309,.0996574,-.4225536,.1105203,-.5110833,-.1001673,.0508037,.2014161,-1.159155,.0385718,-.1014849,-.2088693,-.7435789
5241,417,0,.0021532,.3321371,.6657097,168.2056,105.77,125.793,126.3779,13932.5,27865,5,70,82,5,0,0,1,23,0,0,1,0,.5,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,,-11.65757,1.002666,1.01609,,,,,4.490458,25.17934,5.051493,-23.06372,-.0375834,.0191223,-.5490406,-.4351641,.0404912,-.1059785,-.2187653,-.7318372
5242,434,.0882244,.0143153,.2400721,.6573883,180.2236,120.592,122.9641,122.2351,14508.46,18861,2,43,38,1,0,1,1,23,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1.177482,-.9038964,1.003688,1.016293,-1.273435,.0869616,-.1705263,.1795173,.6732517,2.956892,.7624199,-3.488667,-.051992,.0264185,-.3761078,-.6020069,.0410224,-.1074835,-.2215567,-.7282756
5243,436,.0680648,.0378178,.2952405,.598877,156.1876,109.4706,125.2362,122.8659,27870.5,55741,4,42,51,1,1,1,2,23,2,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1.230049,.2793133,1.002999,1.017885,-1.354986,.1142836,-.2217619,.2324144,.2566149,.492908,.2908837,-1.31972,-.0422841,.0215024,-.4926972,-.48952,.0449865,-.1178631,-.2432598,-.7017488
5244,440,.0960017,.0385311,.0788109,.7866564,156.1876,105.77,125.528,124.5278,18743.89,33739,4,20,27,1,1,1,2,23,2,0,1,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1.163104,.2926551,1.011235,1.013616,-1.251692,.0814886,-.1569342,.1640331,.2519006,.4632667,.284223,-1.292045,-.158405,.0805838,.9004728,-1.833886,.0342473,-.0896899,-.1851677,-.7730055
5245,455,.0431313,.0466725,.0271725,.8830237,180.2236,220.4514,126.4576,128.046,42359,42359,1,41,54,1,0,0,1,23,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1.363037,.4160423,1.032585,1.01213,-1.561481,.1668658,-.3493057,.3808836,.2099955,.2313609,.2346468,-1.092046,-.4595499,.2324219,4.512113,-5.31757,.0304675,-.0803866,-.1649598,-.797251
5246,468,.0254863,.0303875,.0209833,.9231429,180.2236,159.7089,113.3943,133.5434,32645,32645,1,50,46,1,0,0,1,23,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1.61438,.1030931,1.042196,1.011603,-1.950094,.2956012,-.5761189,.6162313,.32236,.8719778,.3384649,-1.635896,-.5950897,.3018838,6.138988,-6.887978,.0291456,-.0766436,-.1575071,-.8065978
5247,474,.041342,.0291514,.0247522,.9047543,180.2236,152.9309,123.2882,121.547,20963.33,37734,2,20,46,1,0,2,2,23,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1.378749,.0650626,1.035771,1.011839,-1.584197,.1804367,-.3649367,.3899479,.3322991,.9557811,.376944,-1.730087,-.5043353,.2557479,5.051043,-5.838227,.0297852,-.0782574,-.1610138,-.8023527
5248,478,0,.069484,.408788,.521728,156.1876,105.77,126.2761,132.7648,35116,35116,1,70,83,5,0,0,0,23,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,,.6077548,1.002166,1.02053,,,,,.1403477,-.1903202,.1543456,-.712128,-.0305428,.0155455,-.6335869,-.3535818,.0516032,-.1351421,-.2790232,-.6579678
5249,479,0,.0482692,.167057,.7846738,156.1876,158.3925,125.4161,130.9751,14004.8,35012,4,71,45,1,1,2,3,23,2,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,,.4353588,1.0053,1.01365,,,,,.2037832,.1786854,.2241616,-1.041989,-.0747545,.0379165,-.1034068,-.8650552,.0342685,-.0901734,-.1855698,-.7721756
5250,482,.073737,.0086386,.2524489,.6651755,180.2236,116.0886,126.4408,132.2663,25930,25930,1,20,61,6,0,0,0,23,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1.212353,-2.154982,1.003507,1.016103,-1.327476,.1056323,-.2024568,.2119476,1.120388,5.533489,1.240042,-5.738937,-.0494482,.0251495,-.4066693,-.5725393,.040518,-.106105,-.2188436,-.731672
5251,483,0,.197313,.1418689,.6608181,168.2056,223.0679,129.0534,131.2793,6649.333,9974,3,71,84,5,5,0,0,23,0,0,0,0,.5,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,,.8618704,1.006241,1.016209,,,,,.0499689,-.7089469,.0555577,-.25845,-.0880321,.044526,.0557466,-1.018481,.0406776,-.1073923,-.2204353,-.7290589
5252,494,.069368,.0816408,.3130565,.5359346,168.2056,106.4538,125.4551,121.9722,19990,29985,3,44,82,5,5,0,0,23,1,1,0,2,.5,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1.225728,.6661626,1.002828,1.019986,-1.347822,.1122273,-.2176434,.2275102,.1181377,-.3085876,.1348141,-.6105269,-.0398715,.0202798,-.5215684,-.4616681,.0503138,-.1316974,-.2718335,-.6667687
5253,500,.1106972,.0620898,.1405594,.6866537,156.1876,201.9738,121.6312,124.1559,16911,16911,1,50,46,1,0,0,1,23,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1.141451,.5610426,1.006299,1.015599,-1.21909,.0656012,-.1360767,.1481144,.1588413,-.0762082,.1763064,-.8199821,-.0888529,.0449571,.0655855,-1.027989,.0391455,-.1033112,-.2121325,-.7393007
5254,518,.0492881,.0381612,.2325112,.6800396,180.2236,139.8638,127.9349,126.0205,23110,48531,4,20,47,1,1,2,2,23,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1.317689,.2857988,1.003808,1.015751,-1.489946,.1536496,-.3060319,.3246395,.2536889,.4888507,.2877892,-1.316127,-.0536887,.0272535,-.3558292,-.6215436,.039631,-.104003,-.2142163,-.7371624
5255,520,.0838529,.0387014,.0420698,.8353759,156.1876,147.9042,126.5193,128.1053,27906,27906,1,50,23,1,0,0,1,23,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1.186735,.2957673,1.021046,1.012822,-1.28881,.0901885,-.17953,.1914162,.2532527,.4685434,.2824405,-1.300004,-.2968192,.1506103,2.56024,-3.435077,.0322052,-.0846725,-.174359,-.7859956
5256,540,0,.0384402,.2084105,.7531493,156.1876,105.77,123.8469,114.6578,21592,21592,1,71,76,5,0,0,0,23,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,,.2909822,1.004248,1.014222,,,,,.2510077,.4707744,.2918852,-1.304649,-.0598922,.0304487,-.2813742,-.6934307,.0358008,-.0937613,-.1935459,-.7627152
5257,556,0,.0321774,.1954223,.7724003,156.1876,105.77,126.7086,126.0933,23325.56,41986,4,31,37,1,1,1,2,23,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,,.1529842,1.004531,1.013867,,,,,.3018323,.7515085,.3400115,-1.546337,-.0638834,.0325019,-.2335661,-.7395833,.0348763,-.091334,-.1885799,-.7688296
5258,566,.0840904,.0620243,.2576111,.5962743,180.2236,151.5341,126.2784,127.6119,21722.67,32584,3,70,83,5,5,0,0,23,0,2,0,2,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1.186208,.5605794,1.003437,1.017963,-1.287393,.0894119,-.1787705,.1905437,.1566032,-.0824401,.1756385,-.810381,-.0484617,.0245862,-.4185818,-.5609797,.0451772,-.1186759,-.2442513,-.7002134
5259,574,.0280034,.0329531,.164416,.7746274,168.2056,156.3463,127.2022,125.3831,24782.67,37174,3,50,81,5,5,0,0,23,1,1,0,2,.5,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1.559155,.1729237,1.005385,1.013827,-1.863729,.2671295,-.5394424,.5768861,.2958362,.7290428,.3344618,-1.532264,-.075938,.0385091,-.0890446,-.8789117,.0347574,-.0913851,-.1880787,-.7691209
5260,575,0,.0523514,.1385473,.8091013,168.2056,107.4606,126.0316,141.9746,23667,23667,1,70,88,5,0,0,0,23,0,0,0,0,.5,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,.4793879,1.006391,1.013238,,,,,.1864153,.0729821,.199255,-.9380403,-.0901191,.0458881,.0811814,-1.043341,.0332715,-.0871003,-.1797784,-.779631
5261,579,.046757,.1004076,.1469848,.7058506,180.2236,161.076,126.1474,126.9728,22242.67,33364,3,70,80,5,5,0,0,23,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1.334886,.7285588,1.006024,1.015175,-1.516993,.1595548,-.3218311,.3443829,.0968429,-.4321883,.1087559,-.5019695,-.0849381,.0430682,.0190099,-.9831638,.038158,-.1003092,-.2063482,-.7466754
5262,590,.0686978,.0309675,.2582599,.6420748,156.1876,110.6935,125.1255,120.6635,24398.33,43917,4,50,31,1,1,1,2,23,2,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1.22793,.1198917,1.003428,1.016682,-1.351625,.1128023,-.2202977,.2311909,.3130348,.8248046,.3574654,-1.615197,-.0483375,.0245749,-.4200646,-.5596012,.0419665,-.1099648,-.226936,-.7217476
5263,598,0,.0611047,.1736784,.7652169,164.1996,105.77,123.3941,125.8142,22486,67458,4,12,49,1,6,3,1,23,2,1,1,3,.3333333,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,.5539662,1.005098,1.013997,,,,,.1585409,-.0774841,.1771401,-.8121631,-.0718767,.036569,-.1375899,-.8322004,.0352163,-.0921971,-.1902903,-.7667263
5264,600,0,.0295794,.1858965,.7845241,156.1876,150.236,128.2546,125.0565,19504.23,50711,4,50,41,1,1,3,2,23,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,,.0785892,1.004763,1.013653,,,,,.3307087,.9238628,.3747091,-1.70787,-.0671691,.0340717,-.1943174,-.7773481,.0343022,-.0901969,-.1857373,-.772021
5265,608,.0857697,.0404107,.2562781,.6175416,168.2056,111.5651,124.8251,133.4459,16167.33,24251,3,50,27,1,4,0,1,23,2,2,0,4,.5,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1.182562,.3255559,1.003455,1.017345,-1.281842,.0914495,-.1735793,.1814099,.2406435,.3943205,.2633313,-1.223851,-.0487152,.0247857,-.4155256,-.5639998,.0436142,-.1142289,-.235679,-.711051
5266,619,0,.0244898,.4387257,.5367845,168.2056,145.9737,126.4661,133.1826,10045,10045,1,71,46,1,0,0,1,23,0,0,0,0,.5,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,-.1129027,1.002018,1.019954,,,,,.3993563,1.317591,.4389291,-2.042974,-.0284607,.0144479,-.658592,-.3294133,.050135,-.1317157,-.2712149,-.6671585
5267,635,.0876633,.1234873,.1174965,.6713529,156.1876,123.4393,126.7206,152.2209,15818.1,33218,4,20,33,1,1,2,2,23,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1.178618,.7792909,1.007536,1.015954,-1.276827,.0902171,-.1671306,.1751227,.0800763,-.5446324,.082839,-.3975737,-.1063007,.0540928,.2749428,-1.230271,.0400224,-.1050067,-.2165474,-.7344228
5268,644,0,.0218169,.1528057,.8253774,168.2056,105.77,124.0279,117.9103,11459,11459,1,41,24,2,0,0,1,23,0,0,1,0,.5,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,-.2492492,1.005794,1.012977,,,,,.4410304,1.589758,.5083792,-2.289919,-.0816809,.0415364,-.0198441,-.9458058,.0326807,-.0855391,-.1765475,-.7835712
5269,655,.0912857,.0252791,.1641387,.7192964,180.2236,105.77,127.2342,131.5279,10172.14,28482,4,71,48,1,1,3,4,23,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1.17153,-.0781529,1.005394,1.014891,-1.264349,.0861358,-.1637337,.170416,.3817786,1.227599,.4249989,-1.956223,-.0760469,.0387059,-.0874509,-.8806024,.0374845,-.0980512,-.2023946,-.7519298
5270,660,0,.0515719,.2335744,.7148537,156.1876,132.658,127.0162,125.3528,34204.67,51307,3,41,42,1,1,0,2,23,2,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,,.4715193,1.003791,1.014984,,,,,.1892262,.0996802,.2135482,-.9739739,-.0534551,.0271439,-.3587656,-.6187139,.0376582,-.0988809,-.2038006,-.7499603
5271,668,0,.1136113,.1297154,.7566733,168.2056,116.8608,129.0592,128.2341,9066,9066,1,70,80,6,0,0,0,23,0,0,0,0,.5,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,.7601052,1.006826,1.014156,,,,,.0853265,-.5027125,.0963107,-.4390299,-.0962387,.048931,.1546679,-1.114186,.0356105,-.0933043,-.1925001,-.7639617
5272,669,.1969118,.054615,.1055558,.6429175,168.2056,105.77,122.1326,124.9394,13427.33,20141,3,50,57,1,7,0,1,23,1,1,1,2,.5,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1.079519,.5009654,1.008388,1.01666,-1.122605,.0397115,-.0760731,.0794476,.1770664,.0324481,.1977716,-.9082515,-.1182585,.0601642,.4189911,-1.369285,.0419258,-.1097458,-.2264745,-.7223657
5273,677,0,.0418148,.161614,.7965712,168.2056,105.77,124.4099,129.1378,14349,14349,1,71,50,1,0,0,1,23,0,0,1,0,.5,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,,.3482024,1.005479,1.013446,,,,,.2317111,.3470632,.2570189,-1.183996,-.0772425,.0393074,-.073196,-.8943475,.0338294,-.0885469,-.1827622,-.7759668
5274,689,0,.0105951,.2131127,.7762922,156.1876,105.77,125.1424,121.184,15856.4,39641,4,71,50,1,1,2,3,23,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,,-1.572395,1.004155,1.013798,,,,,.9142607,4.326312,1.042518,-4.710695,-.0585765,.0297927,-.2972035,-.6781673,.0347143,-.0909135,-.1876876,-.7699111
5275,691,.1387028,.0484028,.2605556,.5523388,180.2236,160.9541,121.7696,122.4014,15371,15371,1,50,53,1,0,0,1,23,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1.112891,.4369181,1.003398,1.019392,-1.174215,.053526,-.1084871,.1162849,.2005695,.1791759,.225591,-1.042254,-.0479134,.0242878,-.4251555,-.5546171,.0487744,-.1282329,-.2636982,-.6762356
5276,693,.1705501,.0631155,.1891665,.5771679,180.2236,111.3367,123.6087,127.1722,11101.33,16652,3,70,86,5,5,0,0,23,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1.09181,.5681767,1.004681,1.018558,-1.141478,.0456427,-.0877143,.0917394,.1528524,-.1056316,.1705832,-.7859807,-.0659849,.0335614,-.2081899,-.7640672,.0467176,-.1222896,-.2522501,-.6907359
5277,709,.031563,.0224583,.2276378,.7183409,180.2236,138.6188,127.067,129.3823,23535.71,49425,4,31,32,1,1,2,2,23,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1.496096,-.2135734,1.00389,1.014911,-1.765453,.2411198,-.4754795,.5037163,.431958,1.526965,.4831081,-2.228458,-.0548409,.0278462,-.3420197,-.6348752,.037507,-.098422,-.2027219,-.7512739
5278,710,.0224469,.0347451,.0406467,.9021613,180.2236,195.6688,125.047,126.9664,76759,76759,1,50,73,5,0,0,0,23,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1.69757,.21558,1.021783,1.011873,-2.078114,.3248732,-.6703311,.7260012,.2812253,.6492936,.3142361,-1.460335,-.3071873,.1555076,2.684899,-3.555003,.0298342,-.0786092,-.161446,-.8016517
5279,714,.0939827,.0342775,.1436851,.7280546,156.1876,118.4518,125.641,122.4319,17828.33,32091,4,43,31,1,1,1,2,23,2,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1.166608,.2048796,1.006162,1.014712,-1.257177,.0819947,-.1608552,.1694299,.2835355,.6507845,.3221163,-1.461316,-.0868876,.0441539,.0423832,-1.005812,.0369969,-.097019,-.2001206,-.7545692
5280,717,.0454139,.0339731,.2520251,.668588,180.2236,118.8202,125.2298,126.0388,15267,45801,5,71,42,1,1,2,3,23,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1.344791,.1977537,1.003513,1.01602,-1.531364,.169922,-.3306685,.3473201,.2840817,.6650295,.3198449,-1.46671,-.0495278,.0251755,-.4056913,-.5734696,.0403274,-.1056373,-.217817,-.7328935
5281,719,.1677383,.037728,.2892265,.5053072,172.2115,196.4956,124.8261,120.2674,22940.5,45881,4,50,48,1,1,1,2,23,1,2,0,3,.6666667,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1.093349,.2775992,1.003061,1.021197,-1.14424,.0431347,-.0904628,.0982186,.2587258,.5215265,.2952615,-1.353113,-.0431697,.0218432,-.4821643,-.4995705,.0532729,-.1404238,-.2884134,-.6456328
5282,723,0,.0187747,.1328925,.8483327,168.2056,131.5474,123.5346,125.6251,16334,24501,3,60,67,5,5,0,0,23,0,0,0,0,.5,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,-.4516715,1.006663,1.012626,,,,,.5177481,2.020435,.5786717,-2.665183,-.0939444,.0477097,.1270817,-1.08751,.0317507,-.0833205,-.1716652,-.789391
5283,728,.0528128,.0453135,.1439835,.7578902,164.1996,195.68,123.6828,121.4498,17654.8,44137,4,50,54,1,1,2,2,23,2,1,0,3,.3333333,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1.296486,.3985283,1.006149,1.014133,-1.458553,.1374073,-.2866596,.3113187,.2162956,.2659974,.2444993,-1.125321,-.0867261,.043886,.0402147,-1.003524,.0354979,-.0936052,-.1922621,-.7637633
5284,736,.0860449,.0561162,.3032452,.5545937,180.2236,155.0043,125.21,124.1042,15325.33,22988,3,50,56,1,1,0,2,23,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1.181978,.514316,1.00292,1.019313,-1.280779,.0868066,-.1752339,.1872284,.1728628,.0156957,.1955293,-.8984038,-.0411675,.0208771,-.5060853,-.476544,.0485816,-.1276559,-.2626637,-.6775754
5285,744,0,.0171418,.0230528,.9598054,168.2056,105.77,121.7438,102.9778,21993,21993,1,10,25,3,0,0,1,23,0,0,1,0,.5,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,-.5899575,1.038408,1.01116,,,,,.555769,2.310982,.6735734,-2.950367,-.5412887,.2749642,5.496333,-6.268416,.0281424,-.0736634,-.152007,-.8136316
5286,751,0,.0968445,.2614161,.6417394,180.2236,119.0733,124.3931,123.4147,10394.67,15592,3,50,77,5,5,0,0,23,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,,.718572,1.003387,1.016691,,,,,.0995218,-.4154712,.1127744,-.515397,-.047747,.0242659,-.427048,-.5528579,.0420226,-.1100828,-.2269639,-.7216666
5287,756,.0454884,.0722409,.1170768,.7651939,156.1876,105.77,126.7834,123.9848,14304,21456,3,71,53,1,1,0,2,23,2,0,1,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1.344225,.6227238,1.007563,1.013998,-1.531102,.1718513,-.3319337,.3469592,.1342641,-.2193985,.1523959,-.6899853,-.1066293,.0542426,.2792972,-1.234473,.0352113,-.0922108,-.1903911,-.7666073
5288,774,0,.1100114,.0286766,.861312,180.2236,217.5094,126.7326,128.1885,15762,15762,1,50,74,5,0,0,0,23,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,,.7522552,1.030876,1.012436,,,,,.0890638,-.4777938,.099569,-.4630942,-.4354435,.2202565,4.223005,-5.038694,.0312369,-.0824029,-.1691191,-.7921506
5289,776,.1399437,.0690928,.274789,.5161744,180.2236,133.1131,126.045,128.3291,11376,11376,1,71,84,5,0,0,0,23,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1.11189,.6055341,1.003222,1.020751,-1.172589,.054575,-.107207,.1133309,.1402227,-.1793025,.1569161,-.7233704,-.0454293,.0230736,-.4549219,-.5259446,.0522067,-.1369346,-.2821145,-.6539085
5290,783,0,.0762571,.129637,.7941059,180.2236,162.1245,122.8551,114.5832,12589,12589,1,50,59,1,0,0,1,23,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,,.6425936,1.00683,1.013488,,,,,.1266426,-.2497197,.1470759,-.6665923,-.0962877,.048781,.1552978,-1.114621,.0339501,-.0892607,-.1835614,-.7746161
5291,792,0,.0588071,.0778985,.8632943,168.2056,105.77,126.9959,128.7611,7176,7176,1,50,44,4,0,0,1,23,0,0,1,0,.5,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,.5365399,1.011366,1.012407,,,,,.1646022,-.0420161,.1843774,-.8435034,-.1602492,.0815463,.9227758,-1.855439,.031219,-.0817074,-.1686802,-.7932386
5292,796,0,.0372438,.0854637,.8772926,156.1876,120.6266,125.5311,126.6095,14212.67,21319,3,50,28,1,1,0,2,23,2,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,,.2682062,1.01036,1.012209,,,,,.2617474,.5183198,.2929182,-1.341192,-.1460903,.0742474,.7525491,-1.691066,.0306901,-.0804984,-.1660186,-.7963823
5293,799,0,.0436754,.2730601,.6832644,168.2056,111.0214,127.3715,120.5816,28223.33,42335,3,41,66,5,5,0,0,23,1,1,0,2,.5,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,,.3759706,1.003243,1.015676,,,,,.2207362,.2944451,.2546179,-1.14577,-.0457112,.0232398,-.4515039,-.5292673,.0394671,-.1033506,-.2132847,-.7385082
5294,802,0,.0549336,.0870327,.8580337,180.2236,106.5241,125.8927,128.2346,22451.33,33677,3,31,68,1,1,0,2,23,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,,.5038602,1.010173,1.012483,,,,,.1754348,.0261312,.1966182,-.9020445,-.1434151,.0729757,.7209947,-1.660729,.0314298,-.0822233,-.1696953,-.7919945
5295,807,.0698142,.0403868,.1133485,.7764505,168.2056,149.2618,123.8507,122.5984,14650,26370,4,43,32,1,1,1,2,23,1,1,0,2,.5,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1.224285,.3251568,1.007811,1.013795,-1.346303,.1074102,-.2161384,.2307456,.2409294,.4100073,.2721795,-1.248273,-.1101455,.0558679,.3213812,-1.274915,.0346851,-.0911545,-.1876224,-.7697031
5296,816,.0889954,.0149752,.3934052,.5026242,156.1876,143.1779,130.1776,122.0775,16694.29,35058,4,71,49,1,1,2,2,23,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1.175945,-.819995,1.002251,1.02131,-1.271778,.0846666,-.1710916,.1822583,.6509478,2.798466,.7499501,-3.379369,-.0317367,.0161019,-.6193013,-.3673145,.0535675,-.1407657,-.2900241,-.644088
