,ident_men,w1,w2,w3,w4,p1,p2,p3,p4,depenses_par_uc,depenses_tot,typmen,dip14pr,agepr,situapr,situacj,nenfants,nactifs,vag,veh_diesel,veh_essence,elect_only,veh_tot,part_veh_essence,rural,villes_petites,villes_moyennes,villes_grandes,agglo_paris,proprietaire,accedant,locataire,sous_loc,loge_gratuit,vag_9,vag_10,vag_11,vag_12,vag_13,vag_14,vag_15,vag_16
6038,9338,0.0666020358700921,0.016141541444498305,0.18041686863790596,0.7368395540475037,132.643914988,92.9,104.142101021,101.231254523,13753.333333333334,20630,3,70,67,5,1,0,1,13,0,2,1,2,1.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
6039,9339,0.16582864038616252,0.09297063555913114,0.12655872888173772,0.6146419951729686,121.676674536,93.3229313142,105.026221692,101.302282395,13258.666666666666,19888,3,70,65,5,6,0,0,13,1,1,0,2,0.5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
6040,9340,0.04471568230462197,0.14108867935442818,0.1956961878868514,0.6184994504540985,121.676674536,97.3268142681,103.592935265,100.844407033,11524.666666666666,17287,3,70,79,5,7,0,0,13,1,1,0,2,0.5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
6041,9341,0.0,0.0288734616598296,0.24029662354054906,0.7308299147996213,121.676674536,92.9,103.465824032,101.532113558,12676.0,12676,1,70,77,7,0,0,0,13,0,0,1,0,0.5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
6042,9342,0.0,0.05681974900013791,0.08467797545166184,0.8585022755482002,132.643914988,92.9,104.295276873,101.103485944,7251.0,7251,1,50,51,7,0,0,0,13,0,1,1,1,1.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
6043,9887,0.08670988654781199,0.018503511615343058,0.13060507833603457,0.7641815235008104,132.643914988,92.9,103.152533609,100.051449275,14808.0,14808,1,50,46,1,0,0,1,13,0,1,1,1,1.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
6044,9888,0.033236994219653176,0.04258991650610148,0.21519749518304432,0.708975594091201,132.643914988,92.9,103.658515202,101.123015514,24912.0,24912,1,31,67,6,0,0,0,13,0,1,1,1,1.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
6045,9889,0.02239549839228296,0.022717041800643087,0.10326366559485531,0.8516237942122187,110.709434085,94.0345364473,103.960049821,102.657920372,29619.048964139347,62200,4,60,47,1,6,2,1,13,1,0,0,1,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
6046,9890,0.0,0.015364443249058633,0.13915411511565356,0.8454814416352878,121.676674536,92.9,104.520488041,100.423934309,19829.333333333332,29744,3,10,33,1,1,0,2,13,1,1,1,2,0.5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
6047,9891,0.029014785536524666,0.033816425120772944,0.20942760942760943,0.7277411799150929,121.676674536,136.244935065,105.499510695,101.773253943,22770.0,34155,3,60,54,1,6,0,1,13,1,1,0,2,0.5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
6048,9892,0.0,0.025137667167274547,0.12651076306944145,0.848351569763284,121.676674536,92.9,104.228490673,102.064682824,27966.0,27966,1,70,76,7,0,0,0,13,0,0,1,0,0.5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
6049,9893,0.0,0.05073749584118886,0.06371298658090274,0.8855495175779083,132.643914988,92.9,103.898607485,101.713594239,12022.666666666666,18034,3,70,75,5,5,0,0,13,0,1,1,1,1.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
6050,9894,0.08445302957134335,0.07274948157827459,0.15140755049285573,0.6913899383575264,132.643914988,93.7431862554,103.744709193,102.966411931,23468.666666666668,35203,3,31,79,7,7,0,0,13,0,2,0,2,1.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
6051,9895,0.05394243397629634,0.007421238349921673,0.15412123993227528,0.7845150877415067,132.643914988,92.9,103.724537988,102.439986688,25278.8,63197,4,10,50,1,6,2,1,13,0,2,1,2,1.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
6052,9896,0.0,0.03235604860010565,0.12070787110406762,0.8469360802958267,121.676674536,92.9,104.19190372,101.883564634,7572.0,7572,1,71,85,6,0,0,0,13,0,0,1,0,0.5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
6053,9897,0.0,0.02636389877802367,0.31944578081400943,0.6541903204079669,121.676674536,92.9,104.782228916,100.902912193,10393.0,10393,1,71,41,1,0,0,1,13,0,0,1,0,0.5,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
6054,9898,0.0,0.01222185320491531,0.10129525074726005,0.8864828960478246,121.676674536,96.5222826087,103.786885246,102.416866477,15055.0,15055,1,50,57,1,0,0,1,13,0,0,0,0,0.5,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
6055,9899,0.051268498942917545,0.0386892177589852,0.14920718816067655,0.7608350951374208,132.643914988,92.9,104.332341481,102.879221952,12613.333333333334,18920,3,70,52,1,1,0,2,13,0,1,1,1,1.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
6056,9900,0.0,0.046476761619190406,0.157693880332561,0.7958293580482486,121.676674536,92.9,103.135868626,100.28337044,7337.0,7337,1,71,53,1,0,0,1,13,0,0,1,0,0.5,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
6057,9901,0.0,0.10420372624286116,0.20550510251849077,0.690291171238648,121.676674536,104.58787062,106.169612756,102.151769972,7120.666666666667,10681,3,71,73,5,5,0,0,13,0,0,0,0,0.5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
6058,9902,0.0786628310683464,0.03630592203154449,0.07082630691399663,0.8142049399861125,132.643914988,92.9,104.48977591,101.234100877,10081.0,10081,1,41,19,3,0,0,0,13,0,1,1,1,1.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
6059,9903,0.0463221195746906,0.04405612689559003,0.14049154610423567,0.7691302074254837,132.643914988,92.9,104.43808933,101.981507082,22948.0,22948,1,70,73,7,0,0,0,13,0,1,1,1,1.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
6060,9904,0.034770392483975766,0.05619457371147599,0.1998419527614365,0.7091930810431117,132.643914988,92.9,103.473154657,102.083137303,11389.0,11389,1,50,56,4,0,0,0,13,0,1,1,1,1.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
6061,9905,0.015674158361749024,0.007931274844106178,0.04195474840338351,0.9344398183907613,121.676674536,92.9,105.171261787,101.362367694,35387.333333333336,53081,3,12,27,1,1,0,2,13,1,1,1,2,0.5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
6062,9906,0.0,0.046822742474916385,0.033444816053511704,0.919732441471572,121.676674536,92.9,101.588823529,101.717197861,5083.0,5083,1,50,52,7,0,0,0,13,0,0,1,0,0.5,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
6063,9907,0.0,0.01995637949836423,0.2302435478007997,0.749800072700836,132.643914988,92.9,104.626065677,101.793823629,27510.0,27510,1,30,41,1,0,0,1,13,0,1,1,1,1.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
6064,9908,0.01684692179700499,0.007311532061948035,0.09944963522334571,0.8763919109177013,121.676674536,92.9,104.731000644,102.602203439,25001.6,62504,4,41,45,1,1,2,2,13,1,1,1,2,0.5,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
6065,9909,0.08376465617407838,0.051547480722509774,0.08851800992922784,0.776169853174184,132.643914988,133.9625,103.334009547,102.371352749,9467.0,9467,1,50,25,1,0,0,1,13,0,1,0,1,1.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
6066,9910,0.0,0.1107331821617536,0.2642143277063912,0.6250524901318553,121.676674536,139.833750474,104.780451367,101.806711454,11907.0,23814,4,71,47,1,1,1,2,13,1,1,0,2,0.5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
6067,9911,0.11270983213429256,0.033328439289384816,0.24935153917682182,0.6046101893995008,110.709434085,100.818649046,106.30155054,102.298688684,10216.5,20433,4,60,48,1,1,1,2,13,1,0,0,1,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
6068,9912,0.03940900696121608,0.04270492967751101,0.14843017474073023,0.7694558886205427,132.643914988,97.0602129075,104.144008423,101.06543333,17597.5,35195,4,50,51,7,4,1,0,13,0,2,0,2,1.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
6069,9913,0.0,0.11313665460617868,0.11304388162167177,0.7738194637721495,110.709434085,142.168265683,104.836151005,101.678587699,14372.0,21558,3,50,70,5,5,0,0,13,1,0,0,1,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
6070,9914,0.04340444796559335,0.03171863505177975,0.13165638616943015,0.7932205308131968,132.643914988,100.404192685,104.446872985,101.91825997,16829.524573804065,35342,4,20,37,1,4,2,1,13,0,2,0,2,1.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
6071,9915,0.03879003558718861,0.008674377224199288,0.08487544483985765,0.8676601423487544,110.709434085,95.3061538462,105.074292453,99.8823404255,29973.333333333332,44960,3,20,32,1,4,0,1,13,2,0,0,2,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
6072,9916,0.02611061572581567,0.04671102270388915,0.18275144614399708,0.7444269154262981,121.676674536,132.133480176,104.448930314,102.530870113,16821.92369394756,43737,4,30,44,1,1,3,2,13,1,1,0,2,0.5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
6073,9917,0.1897711349836525,0.08902382064455862,0.11550677253619804,0.6056982718355909,132.643914988,101.394018888,104.086494137,100.932078964,11894.444759539625,21410,4,50,32,1,4,1,1,13,0,1,0,1,1.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
6074,9918,0.09192200557103064,0.17146989500749946,0.05158560102849796,0.6850224983929719,110.709434085,149.220149953,103.248286604,101.507061307,10371.111385851738,18668,4,71,31,1,1,1,2,13,2,0,0,2,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
6075,9919,0.029962266036934304,0.04640527775695329,0.24084763975310494,0.6827848164530075,132.643914988,125.272374798,104.645268728,102.170760897,17398.696012884557,40017,4,50,45,1,1,2,2,13,0,2,0,2,1.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
6076,9920,0.08921727933286323,0.03219180182113622,0.1759205322377901,0.7026703866082105,132.643914988,100.777904762,104.00622168,102.455006763,13046.8,32617,4,50,45,1,1,2,4,13,0,1,0,1,1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
6077,9921,0.028851857843930323,0.04979417210447788,0.22213234104513832,0.6992216290064535,110.709434085,136.280974729,104.07031642,101.26188395,27814.5,55629,4,60,44,1,1,1,2,13,1,0,0,1,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
6078,9922,0.13399637121161212,0.02439352194072979,0.10234527249512801,0.7392648343525301,132.643914988,92.9,104.367826658,101.719416417,11446.923496793728,14881,2,50,37,1,0,1,1,13,0,1,1,1,1.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
6079,9923,0.03200645508337816,0.17751479289940827,0.2293168370091447,0.5611619150080689,132.643914988,148.426454545,104.523574947,102.713487347,12393.333333333334,18590,3,41,87,5,7,0,0,13,0,1,0,1,1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
6080,9924,0.03898827075552061,0.08269444990498656,0.3607889391258764,0.5175283402136164,132.643914988,99.2862123613,104.830820923,101.877133452,10174.0,15261,3,70,80,5,5,0,0,13,0,1,0,1,1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
6081,9925,0.0,0.1464958438191108,0.26881720430107525,0.5846869518798139,121.676674536,139.82368558,105.049503546,101.78817008,13113.0,13113,1,71,62,5,0,0,0,13,0,0,0,0,0.5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
6082,9926,0.05621132793907663,0.026130414088529272,0.17858162779628747,0.7390766301761066,110.709434085,92.9,105.500613006,102.593521381,21010.0,21010,1,60,45,1,0,0,1,13,1,0,1,1,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
6083,9927,0.06178935741667208,0.0644532519004613,0.21947891624975635,0.6542784744331103,132.643914988,92.9,104.024008289,101.758877855,10260.666666666666,15391,3,50,80,5,7,0,0,13,0,1,1,1,1.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
6084,9928,0.11511278923419499,0.024300513118404494,0.02207377287249492,0.8385129247749056,132.643914988,117.668525896,104.3,101.729823346,10329.0,10329,1,43,23,1,0,0,1,13,0,1,0,1,1.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
6085,9929,0.04875148632580262,0.09627290991840584,0.17413588092992743,0.6808397228258641,132.643914988,94.4327938671,103.200894749,101.89239988,16259.333333333334,24389,3,71,67,5,6,0,0,13,0,1,0,1,1.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
6086,9930,0.0,0.009307479224376731,0.21787626962142198,0.7728162511542013,132.643914988,92.9,105.255755213,102.39707035,18050.0,27075,3,71,62,5,6,0,0,13,0,1,1,1,1.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
6087,9931,0.0,0.07257324205943295,0.07527473968578698,0.85215201825478,132.643914988,136.653017709,105.447491289,102.237091413,25418.0,38127,3,70,74,5,5,0,0,13,0,2,0,2,1.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
6088,9932,0.0745286124041943,0.0430244040062068,0.2789297973385997,0.6035171862509991,132.643914988,92.9,104.27995617,100.517210752,14178.0,21267,3,50,72,5,6,0,0,13,0,1,1,1,1.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
6089,9934,0.012850135797965057,0.016052535570959505,0.18071263529125622,0.7903846933398192,110.709434085,92.9,105.028106774,102.19874859,12334.5,24669,2,70,46,1,0,2,1,13,1,0,1,1,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
6090,9935,0.04390531381986052,0.017409881151163934,0.14428838031627542,0.7943964247127001,132.643914988,95.4019746121,104.672804629,102.353951964,17706.087323605232,40724,4,70,40,1,1,2,2,13,0,2,0,2,1.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
6091,9936,0.03321887726583087,0.03960712289387527,0.16856983151002156,0.7586041683302723,132.643914988,92.9,103.788275699,101.265878947,16697.333333333332,25046,3,71,66,5,5,0,0,13,0,1,1,1,1.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
6092,9937,0.1248591732385822,0.04690614437992894,0.1837247595112228,0.6445099228702661,132.643914988,122.518106236,104.354162736,101.502689256,18462.4,46156,4,70,49,1,1,2,2,13,0,2,0,2,1.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
6093,9938,0.019222367846221056,0.016406970535410903,0.29721858162225134,0.6671520799961167,110.709434085,107.365384615,104.352947901,101.838489523,11445.000303188968,20601,2,71,55,7,0,2,0,13,1,0,0,1,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
6094,9939,0.0,0.03748840906080275,0.1614783415021857,0.8010332494370115,121.676674536,92.9,105.217965546,101.335943443,15098.0,15098,1,70,79,6,0,0,0,13,0,0,1,0,0.5,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
6095,9940,0.11764705882352941,0.07492834720895318,0.2470315272280606,0.5603930667394568,110.709434085,133.289344262,103.223922652,101.426583049,8141.111326776911,14654,4,50,34,1,4,1,1,13,1,0,0,1,0.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
6096,9941,0.04540594210646911,0.012563965477736194,0.2310394867486443,0.7109906056671503,132.643914988,92.9,104.474793388,102.297577613,10474.4,26186,4,70,65,5,6,2,1,13,0,2,1,2,1.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
6097,9942,0.1206294542497728,0.0922179174439183,0.25192519251925194,0.535227435787057,132.643914988,126.400674274,104.289519651,101.197470956,13938.0,20907,3,70,74,5,5,0,0,13,0,1,0,1,1.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
6098,9943,0.04663048394391678,0.10221619176843058,0.2564450474898236,0.594708276797829,132.643914988,124.819734513,104.765097002,101.698828808,14740.0,22110,3,50,81,5,5,0,0,13,0,1,0,1,1.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
6099,9944,0.09334353481254781,0.06462244717791772,0.05803072214701901,0.7840032958625155,132.643914988,92.9,103.937931034,102.13131897,16991.0,16991,1,42,25,1,0,0,1,13,0,1,1,1,1.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
6100,9945,0.07766181586554952,0.015581361164192268,0.2086334460287128,0.6981233769415454,132.643914988,100.472327044,104.633442931,96.6700308815,20409.0,20409,1,50,19,1,0,0,1,13,0,1,0,1,1.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
6101,9946,0.0,0.006023697623618191,0.2866220957172172,0.7073542066591646,121.676674536,92.9,104.490138568,102.766516938,8392.778000110467,15107,4,50,45,4,1,1,1,13,0,0,1,0,0.5,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
6102,9947,0.0,0.034406985485456544,0.18701208581506967,0.7785809286994738,121.676674536,92.9,104.957699443,102.414795009,8234.76227872768,17293,4,71,43,1,1,2,2,13,0,0,1,0,0.5,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
6103,9948,0.03923506448584276,0.025744922666403124,0.16677373128428127,0.7682462815634729,132.643914988,100.451823417,104.113925926,101.453444394,13491.333333333334,20237,3,42,31,3,3,0,0,13,0,1,0,1,1.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
6104,9949,0.030996637034333533,0.023045439140749236,0.25352590004953207,0.6924320237753852,132.643914988,92.9,105.179033419,101.438560295,16677.82643272206,38359,4,10,51,1,1,2,2,13,0,1,1,1,1.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
6105,9950,0.0,0.04477016083038668,0.23559940686665906,0.7196304323029543,110.709434085,92.9,103.336722343,101.960041211,17534.0,17534,1,71,54,1,0,0,1,13,1,0,1,1,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
6106,9951,0.06853120948323764,0.0502562202877076,0.2848058282397975,0.5964067419892572,110.709434085,96.6127764128,102.380858444,101.78242236,10798.0,16197,3,71,80,5,5,0,0,13,1,0,0,1,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
6107,9952,0.0,0.05371380612673101,0.3383340327318506,0.6079521611414184,121.676674536,92.9,105.01144186,102.601777394,7332.3079612551455,9532,2,43,28,1,0,1,1,13,0,0,1,0,0.5,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
6108,9953,0.0,0.021770164168451105,0.16444603061305416,0.8137838052184947,121.676674536,92.9,104.889848083,102.249561446,13272.631745496947,25218,2,71,34,1,0,3,1,13,0,0,1,0,0.5,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
6109,9954,0.0,0.15789149198520344,0.2401356350184957,0.6019728729963009,121.676674536,108.254744241,104.494043646,101.757077018,9011.111349824041,16220,5,71,64,7,0,1,0,13,0,0,0,0,0.5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
6110,9955,0.0,0.05877123666534966,0.02281706835242987,0.9184116949822204,132.643914988,92.9,102.551082251,101.940449559,10124.0,10124,1,31,24,1,0,0,1,13,0,1,1,1,1.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
6111,9956,0.0,0.11506539235412475,0.11343058350100603,0.7715040241448692,121.676674536,92.9,104.553325942,101.252583537,5301.333333333333,7952,2,71,50,7,0,1,0,13,0,0,1,0,0.5,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
6112,9957,0.09814293753517164,0.015194147439504783,0.16198086662915026,0.7246820483961733,121.676674536,124.630666667,104.206156198,101.281617693,21154.762865464476,44425,4,50,41,1,4,2,1,13,1,1,0,2,0.5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
6113,9958,0.0,0.04412841158632228,0.17048346055979643,0.7853881278538812,110.709434085,130.887677725,104.155367001,101.487253684,15938.333755554988,28689,4,41,49,1,1,1,2,13,2,0,0,2,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
6114,9959,0.0,0.1064227811265849,0.25815838702972355,0.6354188318436915,121.676674536,92.9,104.143639291,102.851259405,4811.0,4811,1,50,56,7,0,0,0,13,0,0,1,0,0.5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
6115,9960,0.07477605742421546,0.0542504597496589,0.15711573826896838,0.7138577445571572,132.643914988,92.9,104.589314706,102.266260855,16857.0,33714,4,12,65,5,5,1,0,13,0,2,1,2,1.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
6116,9961,0.022132946471747943,0.04441468586095302,0.2704683257076963,0.6629840419596027,110.709434085,97.4164154104,103.225402283,101.876951131,17922.0,26883,3,50,65,5,5,0,0,13,1,0,0,1,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
6117,9962,0.0,0.30431820117536834,0.31624222808960056,0.3794395707350311,121.676674536,149.697928911,104.135092917,101.500493827,11741.0,11741,1,71,82,7,0,0,0,13,0,0,0,0,0.5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
6118,9963,0.07007912158889068,0.08541902147585984,0.19844986274826418,0.6460519941869853,132.643914988,98.0001512287,104.227046379,101.81336166,20643.333333333332,30965,3,41,59,4,1,0,1,13,0,2,0,2,1.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
6119,9964,0.06638358949823575,0.09389390586687399,0.1888643023742599,0.6508582022606303,132.643914988,95.763566879,104.333660545,101.314426169,11147.333333333334,16721,3,60,53,7,1,0,1,13,0,2,0,2,1.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
6120,9965,0.07039061044525864,0.020803576973234802,0.0694591069986959,0.8393467055828107,110.709434085,96.6513432836,103.889852481,102.26891092,17892.22269620426,32206,4,50,41,1,1,1,2,13,2,0,0,2,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
6121,9966,0.045683679899180846,0.05954631379962193,0.11392564587271582,0.7808443604284814,110.709434085,94.2360846561,102.046460177,101.683400581,10580.0,15870,3,50,61,5,5,0,0,13,1,0,0,1,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
6122,9967,0.0,0.07547641220160356,0.19915052127103822,0.7253730665273582,132.643914988,93.9830574782,104.81037865,99.6526740982,17610.8,44027,4,50,48,1,6,2,1,13,0,1,0,1,1.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
6123,9968,0.09707343580189412,0.05325260052786834,0.15645862443719918,0.6932153392330384,121.676674536,100.769533528,104.763631853,100.355380739,12882.0,25764,2,41,55,1,0,2,3,13,1,1,0,2,0.5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
6124,9969,0.0,0.04381711118808452,0.24980949082092138,0.7063733979909941,110.709434085,132.475810277,104.71806711,100.334904134,16038.889313774356,28870,4,50,29,1,1,1,2,13,1,0,0,1,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
6125,9970,0.06489784219792818,0.022478810956884903,0.1792163124923228,0.7334070343528641,132.643914988,92.9,104.579643592,102.299737606,16282.0,24423,3,50,70,5,5,0,0,13,0,1,1,1,1.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
6126,9971,0.0,0.0649288874090282,0.25786043856728347,0.6772106740236883,132.643914988,92.9,105.646116953,101.483662288,14015.333333333334,21023,5,50,76,1,0,0,1,13,0,2,1,2,1.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
6127,9973,0.036648611271176676,0.017748069609311974,0.29119127194498867,0.6544120471745227,132.643914988,92.9,105.115013193,100.898162606,17354.0,26031,3,31,71,5,6,0,0,13,0,1,1,1,1.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
6128,9974,0.058925562493805136,0.027207850133809098,0.05902468034493012,0.8548419070274557,132.643914988,92.9,104.081108312,103.263557308,13452.0,20178,3,50,21,1,4,0,1,13,0,1,1,1,1.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
6129,9975,0.04999579867238047,0.01924208049743719,0.30451222586337284,0.6262498949668095,132.643914988,92.9,103.866169978,101.550664162,7934.0,11901,3,71,56,1,6,0,1,13,0,1,1,1,1.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
6130,9976,0.0,0.026702612491174015,0.18467167340650875,0.7886257141023172,110.709434085,92.9,104.331491137,100.702392968,10386.0,15579,3,50,65,5,5,0,0,13,1,0,1,1,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
6131,9977,0.0646799864544531,0.05867684635039867,0.2717113567096635,0.6049318104854847,132.643914988,134.953515215,104.804498074,102.182977099,21655.333333333332,32483,3,60,52,1,6,0,1,13,0,2,0,2,1.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
6132,9978,0.028943136968279493,0.0357403888320421,0.17373191053939482,0.7615845636602836,132.643914988,92.9,104.233824148,101.952418426,9121.333333333334,13682,3,71,48,1,1,0,2,13,0,1,1,1,1.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
6133,9979,0.0,0.031970935513169846,0.19291553133514985,0.7751135331516803,121.676674536,92.9,104.340607345,101.710182798,14680.0,22020,2,50,45,1,0,1,1,13,1,1,1,2,0.5,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
6134,9980,0.0,0.06617174256152453,0.19752148243409132,0.7363067750043841,110.709434085,104.523674912,105.109825392,101.033891712,11404.666666666666,17107,3,70,64,5,5,0,0,13,1,0,0,1,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
6135,9981,0.039374476403239315,0.03769896676905892,0.2197710136833287,0.7031555431443731,132.643914988,92.9,104.731836792,99.8231797723,32229.0,32229,1,41,55,1,0,0,1,13,0,1,1,1,1.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
6136,9982,0.11767151767151768,0.0445945945945946,0.06153846153846154,0.7761954261954261,110.709434085,107.208275058,104.357179054,101.897033615,12826.666666666666,19240,3,50,26,1,1,0,2,13,1,0,0,1,0.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
6137,9983,0.08025003156964264,0.04861724965273393,0.1630256345498169,0.7081070842278065,132.643914988,106.023376623,103.590007746,101.229246545,15838.0,15838,1,50,64,5,0,0,0,13,0,1,0,1,1.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
