,ident_men,w1,w2,w3,w4,p1,p2,p3,p4,depenses_par_uc,depenses_tot,typmen,dip14pr,agepr,situapr,situacj,nenfants,nactifs,vag,veh_diesel,veh_essence,elect_only,veh_tot,part_veh_essence,rural,villes_petites,villes_moyennes,villes_grandes,agglo_paris,proprietaire,accedant,locataire,sous_loc,loge_gratuit,vag_9,vag_10,vag_11,vag_12,vag_13,vag_14,vag_15,vag_16
6138,9984,0.02511415525114155,0.05568239472349061,0.16755454084221208,0.7516489091831557,132.643914988,92.9,104.280507192,101.622122848,7508.571769558669,15768,4,43,32,1,6,2,1,13,0,1,1,1,1.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
6139,9986,0.02060810810810811,0.039527027027027026,0.12588357588357588,0.813981288981289,121.676674536,133.028402367,104.47898431,101.221039525,16730.43512946492,38480,4,50,47,1,6,2,1,13,1,1,0,2,0.5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
6140,9987,0.02238173288871305,0.12411688238286328,0.17040637540270162,0.6830950093257221,132.643914988,98.8,104.907993367,101.94626841,17693.0,17693,1,71,49,7,0,0,0,13,0,1,0,1,1.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
6141,9988,0.0,0.027840374247653822,0.2664803035057193,0.7056793222466269,121.676674536,98.4732581967,105.097752087,101.529407009,23371.333333333332,35057,3,31,56,1,1,0,2,13,1,1,0,2,0.5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
6142,9989,0.03319488175788839,0.08615260936557916,0.14761840959335432,0.7330340992831781,110.709434085,144.703888025,104.335534377,100.46417474,19902.666666666668,29854,3,42,53,1,4,0,1,13,2,0,0,2,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
6143,9990,0.04105389618459754,0.058245991963213055,0.32441277600563406,0.5762873358465553,121.676674536,92.9,104.426139701,101.370196248,16092.666666666666,24139,3,50,54,7,1,0,1,13,1,1,1,2,0.5,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
6144,9991,0.15543434161294686,0.08231528648063832,0.1598070594599468,0.602443312446468,121.676674536,125.82196057,103.416248237,101.273937444,8873.2,22183,4,50,53,1,1,2,4,13,1,1,0,2,0.5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
6145,9992,0.0,0.0310501066098081,0.18918798862828715,0.7797619047619048,121.676674536,92.9,105.55527119,101.36209411,15008.0,22512,3,70,65,5,6,0,0,13,1,1,1,2,0.5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
6146,9993,0.0,0.03620625956615823,0.23866575183406344,0.7251279885997783,121.676674536,92.9,102.859885007,99.527956911,14574.61591920911,18947,2,50,39,1,0,1,1,13,0,0,1,0,0.5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
6147,9994,0.08998013057053647,0.01918819188191882,0.2720976440533636,0.6187340334941811,132.643914988,92.9,103.903859796,101.339150381,11743.333333333334,17615,3,60,60,5,1,0,1,13,0,1,1,1,1.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
6148,9995,0.0,0.07962102578117883,0.1977771704472989,0.7226018037715223,121.676674536,92.9,103.427683095,101.924773071,10977.0,10977,1,70,70,5,0,0,0,13,0,0,1,0,0.5,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
6149,9996,0.05005826374053214,0.031025441833365704,0.3167605360264129,0.6021557583996893,110.709434085,92.9,104.433093194,100.983873569,8954.78279434666,20596,4,50,42,1,6,2,1,13,1,0,1,1,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
6150,9997,0.0,0.028541132809048336,0.18856587434832553,0.7828929928426261,121.676674536,97.7817337461,105.614854733,102.540767494,11317.0,11317,1,20,23,1,0,0,1,13,0,0,0,0,0.5,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
6151,639,0.0,0.040784683834434406,0.07004179587434273,0.8891735202912229,100.011713577,92.9,105.306159769,100.852896133,14834.0,14834,1,20,33,1,0,0,1,14,1,0,1,1,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
6152,640,0.0,0.026751452691590835,0.03150239374337609,0.9417461535650331,129.554262509,92.9,102.597679814,100.567084481,27363.0,27363,1,60,25,1,0,0,1,14,0,1,1,1,1.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
6153,641,0.0,0.04633997869426267,0.2528534469639324,0.7008065743418049,100.011713577,92.9,105.413301234,100.348783931,8761.333333333334,13142,3,71,74,5,5,0,0,14,1,0,1,1,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
6154,642,0.009366944132868921,0.012672924415057954,0.041049255170513804,0.9369108762815593,100.011713577,92.9,106.107909875,102.398334419,33878.0,50817,3,12,30,1,1,0,2,14,1,0,1,1,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
6155,643,0.0,0.0858957701746788,0.17309080409989894,0.7410134257254223,114.782988043,92.9,105.314845705,103.711552698,6927.0,6927,1,70,47,1,0,0,1,14,0,0,1,0,0.5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
6156,644,0.0,0.03459284619100628,0.1292138371384764,0.8361933166705173,114.782988043,102.366666667,106.479990247,101.205721893,26450.556256256004,47611,4,10,35,1,1,1,2,14,0,0,0,0,0.5,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
6157,645,0.0,0.043295164190404085,0.1334342765212454,0.8232705592883506,114.782988043,92.9,104.86748227,101.639249382,14089.333333333334,21134,3,71,50,1,5,0,1,14,0,0,1,0,0.5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
6158,646,0.007601172666001753,0.051062350772206604,0.08914377247861698,0.8521927040831747,129.554262509,115.4880438,105.986726564,101.932922526,44116.0,66174,3,12,61,1,5,0,1,14,0,1,0,1,1.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
6159,647,0.0,0.0854589056027905,0.09168768880999097,0.8228534055872185,129.554262509,98.814941691,106.662669837,102.085314712,21406.0,32109,3,50,72,5,1,0,1,14,0,1,0,1,1.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
6160,648,0.0,0.05128564422335879,0.04189728858684229,0.9068170671897989,129.554262509,92.9,105.496655518,101.239241289,9515.333333333334,14273,3,50,28,1,1,0,2,14,0,1,1,1,1.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
6161,649,0.0,0.027502934764380347,0.10693722399239756,0.865559841243222,129.554262509,94.7615853659,105.846157867,100.442146732,17889.0,17889,1,31,44,1,0,0,1,14,0,1,0,1,1.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
6162,650,0.0,0.009102898962993612,0.0866327031989449,0.9042643978380615,129.554262509,92.9,105.880238806,101.191137358,38669.0,38669,1,10,47,1,0,0,1,14,0,1,1,1,1.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
6163,651,0.04464958553127355,0.03447626224566692,0.17388847023360965,0.7469856819894499,129.554262509,92.9,105.352307692,101.655102144,17693.333333333332,26540,2,41,56,1,0,1,2,14,0,1,1,1,1.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
6164,652,0.0,0.016555622854835455,0.09973753280839895,0.8837068443367656,114.782988043,92.9,104.928879892,100.862691341,14859.0,14859,1,20,27,1,0,0,1,14,0,0,1,0,0.5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
6165,653,0.0,0.03289000718907261,0.06811646297627606,0.8989935298346513,114.782988043,92.9,105.495602463,101.688304678,16692.0,16692,1,10,29,1,0,0,1,14,0,0,1,0,0.5,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
6166,654,0.08663203034801253,0.011298037275276266,0.013730826323602178,0.8883391060531091,129.554262509,92.9,104.182882883,100.882691237,24252.0,24252,1,10,31,1,0,0,1,14,0,1,1,1,1.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
6167,655,0.0,0.018015948544613265,0.04758310635644669,0.93440094509894,114.782988043,92.9,106.614413793,102.562987287,30473.0,30473,1,20,45,1,0,0,1,14,0,0,1,0,0.5,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
6168,656,0.0,0.021726393133699663,0.10611411107064245,0.8721594957956579,114.782988043,92.9,106.11484853,100.639158617,31574.5,63149,4,10,65,1,1,1,3,14,0,0,1,0,0.5,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
6169,657,0.0,0.012960082944530845,0.10080950671930454,0.8862304103361646,114.782988043,94.8661538462,105.343117089,100.952344312,25077.0,25077,1,20,40,1,0,0,1,14,0,0,0,0,0.5,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
6170,658,0.04720633786037646,0.021801286633309505,0.05083988563259471,0.8801524898737193,129.554262509,92.9,105.536906854,103.266418517,16788.0,33576,4,50,46,1,1,1,2,14,0,1,1,1,1.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
6171,659,0.0,0.025713160411860687,0.028301355989422156,0.9459854835987171,114.782988043,92.9,104.037972167,101.841961577,11848.666666666666,17773,3,20,36,1,1,0,2,14,0,0,1,0,0.5,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
6172,660,0.0,0.018295368109211736,0.09812242283518155,0.8835822090556067,114.782988043,92.9,103.589228886,102.840442209,24979.0,24979,1,31,60,1,0,0,1,14,0,0,1,0,0.5,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
6173,661,0.0,0.0335982034893764,0.10632233546381067,0.8600794610468129,114.782988043,92.9,106.236149472,103.235308295,7718.666666666667,11578,3,41,25,4,3,0,0,14,0,0,1,0,0.5,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
6174,662,0.0,0.022245762711864406,0.2123352165725047,0.7654190207156308,129.554262509,92.9,105.086474501,102.233704444,28320.0,42480,3,50,72,5,6,0,0,14,0,1,1,1,1.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
6175,663,0.02750846495194431,0.016656501714021325,0.07705735136385623,0.8787776819701781,114.782988043,92.9,104.899645197,101.324255115,26416.111810899092,47549,2,60,45,1,0,2,1,14,0,0,1,0,0.5,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
6176,664,0.0,0.011728137917774857,0.08703175569583747,0.9012401063863876,114.782988043,92.9,105.705891016,101.404753778,20804.666666666668,31207,2,20,48,1,0,1,1,14,0,0,1,0,0.5,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
6177,665,0.07465351975090054,0.011615483240735087,0.030282679040234448,0.88344831796813,129.554262509,92.9,104.259677419,102.298775052,43677.333333333336,65516,3,42,49,1,1,0,2,14,0,1,1,1,1.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
6178,667,0.0,0.04180554232930197,0.34406247024092945,0.6141319874297686,129.554262509,92.9,105.518212012,100.644720112,10501.0,10501,1,20,55,1,0,0,1,14,0,1,1,1,1.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
6179,668,0.040720148265819434,0.03245962404024358,0.03362456976436325,0.8931956579295738,129.554262509,92.9,106.393070866,102.592023358,25180.0,37770,3,10,45,1,1,0,2,14,0,1,1,1,1.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
6180,669,0.009269228968681242,0.007373250315996442,0.129511726979074,0.8538457937362482,100.011713577,108.384761905,104.949701789,102.88245792,28481.333333333332,42722,3,10,28,1,1,0,2,14,1,0,0,1,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
6181,670,0.0,0.08753006340645726,0.12338750819911085,0.7890824283944319,114.782988043,118.001831807,104.911518015,101.632926942,8575.624872213231,13721,2,41,33,1,0,2,1,14,0,0,0,0,0.5,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
6182,671,0.0,0.03571428571428571,0.08432322600812754,0.8799624882775867,114.782988043,92.9,105.503799815,100.9980373,12796.0,12796,1,20,23,3,0,0,0,14,0,0,1,0,0.5,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
6183,672,0.0,0.010237762237762238,0.1823216783216783,0.8074405594405595,114.782988043,92.9,105.486268794,100.626768517,19861.11163725089,35750,4,71,44,1,1,1,2,14,0,0,1,0,0.5,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
6184,673,0.022180577310360258,0.010992392034012083,0.13341910942045201,0.8334079212351757,129.554262509,92.9,105.249937107,101.974265002,19862.222748391436,35752,4,20,43,1,1,1,2,14,0,1,1,1,1.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
6185,674,0.02972950198028145,0.07214965871745176,0.1064464481334794,0.7916743911687874,129.554262509,127.482807755,105.446833439,102.370839188,39556.666666666664,59335,3,10,64,5,6,0,0,14,0,2,0,2,1.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
6186,675,0.026478918398973976,0.10428579062683696,0.2795917276759472,0.5896435632982419,129.554262509,119.770868563,105.063302752,101.844145369,18713.0,37426,5,50,60,1,1,0,2,14,0,2,0,2,1.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
6187,676,0.0,0.0238198525062113,0.2703395512087392,0.7058405962850495,114.782988043,92.9,105.843369803,101.72133758,25357.0,25357,1,50,70,7,0,0,0,14,0,0,1,0,0.5,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
6188,677,0.0,0.03727593699076589,0.29019554589896795,0.6725285171102662,114.782988043,92.9,104.904702854,101.534497728,14728.0,14728,1,41,88,7,0,0,0,14,0,0,1,0,0.5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
6189,678,0.0,0.09844677935130196,0.16000456829602558,0.7415486523526724,114.782988043,92.9,104.774875089,101.083258894,8756.0,8756,1,71,88,5,0,0,0,14,0,0,1,0,0.5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
6190,679,0.04102934863649714,0.029506789272723166,0.1375703215019995,0.7918935405887801,129.554262509,93.2424961715,105.647610445,101.925332382,29507.333333333332,44261,3,10,54,1,6,0,1,14,0,1,0,1,1.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
6191,680,0.03316308517899593,0.014639772165603596,0.1574834655306329,0.7947136771247676,129.554262509,95.3998392283,105.607756688,101.551899896,23603.889514178423,42487,4,12,31,1,1,1,2,14,0,1,0,1,1.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
6192,681,0.0,0.014256171074052889,0.41219694636335635,0.5735468825625908,129.554262509,100.657407407,105.810119556,101.381756809,15151.333333333334,22727,3,50,69,5,5,0,0,14,0,1,0,1,1.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
6193,682,0.02914636180029276,0.015119790991124534,0.12473827567677741,0.8309955715318053,129.554262509,92.9,105.10815508,100.991787817,35979.333333333336,53969,3,12,68,5,5,0,0,14,0,2,1,2,1.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
6194,683,0.0,0.03189788858403913,0.046999880710962665,0.9211022307049982,129.554262509,92.9,105.953248731,101.863497203,41915.0,41915,1,20,80,5,0,0,0,14,0,1,1,1,1.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
6195,684,0.025106465063137122,0.005430831095217604,0.15983855890077606,0.8096241449408692,114.782988043,92.9,105.330282213,101.925971812,28080.415550851205,67393,4,12,37,1,1,3,2,14,1,1,1,2,0.5,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
6196,685,0.0,0.10694769711163153,0.11441468961069816,0.7786376132776703,114.782988043,110.563249762,104.695134975,102.425138399,29463.0,29463,1,10,85,5,0,0,0,14,0,0,0,0,0.5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
6197,686,0.0,0.056610664718772824,0.16231868934571636,0.7810706459355108,114.782988043,92.9,105.637126326,101.773547094,19166.0,19166,1,70,80,5,0,0,0,14,0,0,1,0,0.5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
6198,687,0.0,0.015001844489076526,0.02397835799483543,0.961019797516088,129.554262509,92.9,108.622222222,102.424669453,19517.6,48794,4,12,53,1,1,2,2,14,0,2,1,2,1.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
6199,688,0.0,0.08186966807656462,0.1154921499749086,0.8026381819485268,100.011713577,94.2246935201,104.617566729,101.858708467,11159.2,27898,5,31,56,4,1,1,2,14,1,0,0,1,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
6200,689,0.0,0.019844082211197732,0.08717221828490432,0.892983699503898,114.782988043,92.9,104.909044715,101.464712302,11288.0,11288,1,20,24,3,0,0,0,14,0,0,1,0,0.5,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
6201,690,0.0,0.08805697237994418,0.08006929073236455,0.8318737368876913,114.782988043,92.9,104.2421875,101.094782508,10391.0,10391,1,70,86,5,0,0,0,14,0,0,1,0,0.5,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
6202,691,0.031948187429366254,0.0225158654264105,0.12492393288707294,0.8206120142571504,100.011713577,92.9,106.068649965,102.200730971,15337.333333333334,23006,3,60,41,1,5,0,1,14,1,0,1,1,0.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
6203,692,0.0,0.02861799217731421,0.18247718383311604,0.7889048239895697,129.554262509,92.9,105.77960846,101.550843676,38350.0,76700,4,10,55,1,1,1,2,14,0,2,1,2,1.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
6204,693,0.0,0.01923894147189492,0.14236044040950357,0.8384006181186016,129.554262509,92.9,105.189063772,102.500940006,17256.666666666668,25885,3,41,48,1,6,0,1,14,0,1,1,1,1.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
6205,694,0.0,0.013135221741890626,0.15015568789866682,0.8367090903594425,129.554262509,92.9,106.459472519,102.114640051,44105.333333333336,66158,3,12,67,5,4,0,0,14,0,2,1,2,1.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
6206,695,0.0,0.00909271588989367,0.1534333697704462,0.8374739143396601,129.554262509,92.9,104.393490933,102.548288342,20126.0,20126,1,31,41,1,0,0,1,14,0,1,1,1,1.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
6207,696,0.009580987770721833,0.008665871717367794,0.08822550678017803,0.8935276337317324,129.554262509,92.9,104.814348578,100.987232128,48081.333333333336,72122,3,12,69,5,5,0,0,14,0,2,1,2,1.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
6208,697,0.0,0.08577217469608285,0.1470058532192706,0.7672219720846466,114.782988043,92.9,105.306023481,100.364446401,13326.0,13326,1,71,67,5,0,0,0,14,0,0,1,0,0.5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
6209,698,0.020901710139920537,0.047417515978580065,0.11457073760580411,0.8171100362756953,129.554262509,92.9,105.117301168,101.581523175,23156.0,23156,1,30,35,1,0,0,1,14,0,1,1,1,1.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
6210,699,0.022767362677934118,0.02939246010583747,0.10719120482421955,0.8406489723920089,114.782988043,92.9,106.010390356,100.631997072,27085.55627307776,48754,4,10,47,1,6,1,1,14,1,1,1,2,0.5,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
6211,700,0.0,0.09481537444517896,0.20322976673906884,0.7019548588157521,129.554262509,92.9,105.36510223,101.828602179,7059.333333333333,10589,3,70,74,5,5,0,0,14,0,1,1,1,1.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
6212,701,0.0,0.01423295198630754,0.0471128727141699,0.9386541752995226,129.554262509,92.9,105.390152964,102.803272553,14801.333333333334,22202,3,50,34,1,1,0,2,14,0,1,1,1,1.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
6213,702,0.035680019189254016,0.015951067402254736,0.2488606380426961,0.6995082753657952,100.011713577,92.9,105.421927711,100.975490784,9264.444689868415,16676,2,70,45,7,0,2,0,14,1,0,1,1,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
6214,703,0.0,0.028058997050147493,0.08040117994100295,0.8915398230088496,114.782988043,92.9,105.615967127,101.396651579,21187.5,42375,4,50,58,7,1,1,2,14,0,0,1,0,0.5,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
6215,704,0.0,0.025525430186043557,0.21455330497174424,0.7599212648422122,114.782988043,92.9,105.707073099,101.673295455,8749.444676225574,15749,2,60,41,4,0,2,0,14,0,0,1,0,0.5,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
6216,705,0.0335250081371379,0.04600195291309537,0.033091027449278505,0.8873820115004882,114.782988043,92.9,108.8,98.6689693117,9217.0,9217,1,50,25,1,0,0,1,14,0,0,1,0,0.5,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
6217,706,0.0,0.08893044128646223,0.04547494390426328,0.8655946148092745,114.782988043,92.9,104.8,101.68296898,10284.615761852843,13370,2,41,26,1,0,1,1,14,0,0,1,0,0.5,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
6218,707,0.03019718309859155,0.018741784037558686,0.09464788732394366,0.8564131455399061,129.554262509,92.9,105.849047619,100.423489168,14791.667058512026,26625,4,71,40,1,1,1,2,14,0,1,1,1,1.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
6219,708,0.0,0.008646500825474997,0.13557377507904972,0.8557797240954753,129.554262509,92.9,105.464520124,101.92542916,23824.666666666668,35737,3,20,35,1,1,0,2,14,0,1,1,1,1.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
6220,709,0.12925238334169595,0.009182137481184145,0.010185649774209734,0.8513798294029102,100.011713577,92.9,105.519704433,102.437918435,19930.0,19930,1,50,35,1,0,0,1,14,1,0,1,1,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
6221,710,0.0,0.021706586826347306,0.2697604790419162,0.7085329341317366,129.554262509,92.9,105.040829634,102.089050285,9542.857305371033,26720,4,70,49,1,6,3,1,14,0,1,1,1,1.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
6222,711,0.0,0.03956737269040108,0.06849932401982875,0.8919333032897702,114.782988043,92.9,106.134078947,100.798767179,11095.0,11095,1,71,60,4,0,0,0,14,0,0,1,0,0.5,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
6223,712,0.0567238912732475,0.009084406294706724,0.15157367668097282,0.782618025751073,129.554262509,92.9,106.290939122,100.809916827,13980.0,13980,1,71,42,1,0,0,1,14,0,1,1,1,1.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
6224,713,0.0,0.031115148762207587,0.07165568930274813,0.8972291619350443,114.782988043,92.9,106.014263074,102.760536641,8806.0,8806,1,20,53,1,0,0,1,14,0,0,1,0,0.5,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
6225,714,0.056010928961748634,0.017288486904088938,0.05968532127378934,0.8670152628603731,100.011713577,92.9,106.195737964,101.714409128,10108.571887632637,21228,4,70,42,1,1,2,2,14,1,0,1,1,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
6226,715,0.0558197695871428,0.022590299700709277,0.128141527612644,0.7934484030995039,100.011713577,92.9,105.286082227,101.347369917,32521.333333333332,48782,3,20,61,5,1,0,1,14,2,0,1,2,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
6227,716,0.0,0.010941232680363115,0.1391304347826087,0.8499283325370282,114.782988043,92.9,105.936813187,100.814267244,20930.0,20930,1,41,77,5,0,0,0,14,0,0,1,0,0.5,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
6228,717,0.0,0.017703632065334193,0.15224049000644746,0.8300558779282183,129.554262509,92.9,104.742756308,101.734206097,24816.0,37224,3,50,45,1,1,0,2,14,0,1,1,1,1.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
6229,718,0.01969071652329571,0.03639799114912237,0.16672467803689522,0.7771866142906867,129.554262509,92.9,105.422278557,101.048989123,13407.333333333334,20111,2,50,57,1,0,1,1,14,0,1,1,1,1.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
6230,719,0.02951125224354549,0.006316443462653597,0.009457407151732707,0.9547148971420683,129.554262509,92.9,108.8,101.270643529,28972.0,28972,1,31,24,1,0,0,1,14,0,1,1,1,1.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
6231,720,0.0,0.032633312744492486,0.0771052089767346,0.8902614782787729,129.554262509,92.9,105.932977303,101.906533302,9714.0,9714,1,50,31,1,0,0,1,14,0,1,1,1,1.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
6232,721,0.0,0.013278548880092198,0.04068747807786741,0.9460339730420404,100.011713577,92.9,104.952216749,101.827425847,19957.0,19957,1,50,41,1,0,0,1,14,1,0,1,1,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
6233,722,0.005034266858448261,0.027794229630256368,0.10863863271004315,0.8585328708012522,129.554262509,99.8054794521,105.563317757,100.607026707,15758.666666666666,23638,3,30,60,5,5,0,0,14,0,1,0,1,1.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
6234,723,0.0,0.023790836848817817,0.1535857941724713,0.8226233689787109,114.782988043,104.713814433,104.899936123,101.382903995,8494.166329138821,20386,2,50,36,1,0,4,1,14,0,0,0,0,0.5,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
6235,724,0.024759694074933787,0.04362705710799631,0.1213284528167128,0.8102847960003571,129.554262509,100.08526603,105.27014962,101.359082562,16801.5,33603,4,50,58,1,1,1,3,14,0,2,0,2,1.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
6236,725,0.02395330112721417,0.01288244766505636,0.1607487922705314,0.8024154589371981,129.554262509,92.9,104.659253694,100.998871162,11828.57196574311,24840,4,60,47,4,1,2,1,14,0,1,1,1,1.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
6237,726,0.014504058698778733,0.013382736513663068,0.15493747409989517,0.817175730687663,100.011713577,92.9,105.339380113,99.8695164514,13233.22621355445,41023,4,71,43,1,1,4,2,14,1,0,1,1,0.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
6238,727,0.0,0.01927933177933178,0.18934537684537683,0.7913752913752914,114.782988043,92.9,103.170043601,101.836162248,20592.0,20592,1,70,73,5,0,0,0,14,0,0,1,0,0.5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
6239,728,0.0,0.04064769774105417,0.21023522356233756,0.7491170786966083,114.782988043,92.9,105.601568938,103.235207258,16674.444886166384,30014,4,60,52,1,1,1,2,14,0,0,1,0,0.5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
