v1,ident_men,w1,w2,w3,w4,p1,p2,p3,p4,depenses_par_uc,depenses_tot,typmen,dip14pr,agepr,situapr,situacj,nenfants,nactifs,vag,veh_diesel,veh_essence,elect_only,veh_tot,part_veh_essence,year,rural,villes_petites,villes_moyennes,villes_grandes,agglo_paris,proprietaire,accedant,locataire,sous_loc,loge_gratuit,vag_9,vag_10,vag_11,vag_12,vag_13,vag_14,vag_15,vag_16,elas_exp_1,elas_exp_2,elas_exp_3,elas_exp_4,elas_price_1_1,elas_price_1_2,elas_price_1_3,elas_price_1_4,elas_price_2_1,elas_price_2_2,elas_price_2_3,elas_price_2_4,elas_price_3_1,elas_price_3_2,elas_price_3_3,elas_price_3_4,elas_price_4_1,elas_price_4_2,elas_price_4_3,elas_price_4_4
4922,601,,.0545038,.0684755,.8770207,121.6767,92.9,105.1955,101.3958,13980.67,20971,3,31,32,1,1,0,2,13,0,0,1,0,.5,2000,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,,.911341,-2.535517,1.270453,,,,,-.0522112,1.194904,-.4442165,-1.609933,.0805821,-.4874322,6.211927,-3.268773,-.0367487,-.095476,-.5393554,-.598917
4923,602,,.0317512,.2804692,.6877796,121.6767,92.9,104.435,102.0606,18330,18330,1,31,21,1,0,0,1,13,0,0,1,0,.5,2000,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,,.9038124,.0562706,1.36994,,,,,-.0917074,2.771075,-.7173831,-2.865965,.0222961,-.1239273,.695712,-.6501901,-.0476552,-.1201948,-.6672776,-.5348586
4924,603,.0308954,.0266534,.0804968,.8619544,132.6439,92.9,104.2177,101.932,26088,39132,3,50,47,1,1,0,2,13,0,1,1,1,1,2000,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1.433033,.8800307,-2.131028,1.280591,-.0481576,-.0756097,.1781725,-1.487809,-.1085262,3.491328,-.8741654,-3.388957,.0805908,-.4225365,5.031351,-2.55756,-.0382878,-.0967107,-.5426152,-.6030312
4925,604,,.0168693,.1105515,.8725791,132.6439,92.9,105.5297,101.4743,5956.83,24423,5,71,51,1,1,5,2,13,0,1,1,1,1,2000,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,,.6773244,-.8049873,1.223338,,,,,-.1680006,6.08964,-1.440411,-5.159095,.0448381,-.2844791,3.641142,-2.595809,-.0362302,-.0981535,-.5645914,-.5244262
4926,605,.0359591,.0420755,.2393467,.6826186,121.6767,92.9,105.0102,101.307,19837.33,29756,3,50,61,5,5,0,0,13,1,1,1,2,.5,2000,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1.378093,.8397942,.0385695,1.327064,-.1810331,-.0652831,.1410136,-1.273046,-.0662248,1.841024,-.6009889,-2.013752,.0214957,-.1368278,1.09219,-1.015206,-.0465968,-.1237014,-.7039691,-.4528518
4927,606,.0057302,.0527079,.1678675,.7736944,132.6439,93.97174,104.8364,100.8949,20680,41360,4,50,55,1,1,1,3,13,0,1,0,1,1,2000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,3.165629,.9196848,-.463245,1.306911,4.138736,-.422032,.8053671,-7.68988,-.0541091,1.270311,-.4547823,-1.681264,.0374007,-.1972638,1.934894,-1.311358,-.0424873,-.1087392,-.6117631,-.543987
4928,607,,.0320261,.1200479,.847926,132.6439,95.36549,104.1978,101.0638,12515.83,30038,4,71,39,7,4,3,0,13,0,1,0,1,1,2000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,,.8151842,-.9673931,1.269007,,,,,-.0873091,2.734324,-.7772769,-2.685145,.0494576,-.268736,3.137484,-1.950309,-.0383774,-.1001984,-.5627317,-.5677501
4929,608,.0403562,.0430025,.1444275,.7722138,110.7094,102.3857,104.0221,100.8856,19650,19650,1,10,37,1,0,0,1,13,1,0,0,1,0,2000,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1.316102,.87159,-.7652394,1.320785,-.2691103,-.0625669,.1300439,-1.114533,-.0662597,1.78305,-.5667745,-2.021647,.0360028,-.2134891,2.353403,-1.410574,-.0412404,-.111782,-.6024225,-.5653536
4930,609,.0431002,.0248383,.1612588,.7708027,132.6439,92.9,105.0086,101.3578,8761.429,18399,4,41,36,1,1,2,2,13,0,1,1,1,1,2000,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1.204922,.7749875,-.3746117,1.283373,-.3139969,-.0595659,.0634489,-.8951082,-.1129298,3.814708,-.9961148,-3.481003,.0338597,-.201043,2.130924,-1.588668,-.0418032,-.1097582,-.6264662,-.5054141
4931,610,,.0189133,.1515774,.8295093,132.6439,92.9,104.1605,101.8065,11218.26,25802,5,50,29,1,1,1,2,13,0,2,1,2,1,2000,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,,.7462579,-.5616684,1.279717,,,,,-.1497817,5.325047,-1.28572,-4.636214,.0391499,-.2190371,2.266415,-1.524424,-.0393546,-.1011382,-.5714639,-.5678166
4932,611,,.1982587,.103682,.6980593,132.6439,146.6185,104.559,101.6583,10030.67,15046,3,71,77,5,5,0,0,13,0,1,0,1,1,2000,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,,.9432305,-.9574155,1.292503,,,,,-.013395,-.3950113,-.1383836,-.3966309,.0453244,-.1981333,3.910429,-2.797107,-.0452192,-.1380318,-.6954806,-.4140976
4933,612,.0261436,.0079671,.1457817,.8201076,132.6439,92.9,104.8379,102.2093,15162.4,37906,4,71,44,1,1,2,4,13,0,2,1,2,1,2000,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1.398965,.6897662,-.6259819,1.279329,.1290126,-.095005,.1385988,-1.572025,-.3647131,14.02859,-2.912547,-11.4421,.0405336,-.2285893,2.400397,-1.585891,-.0396531,-.1023354,-.5805756,-.5568236
4934,613,,.0122441,.0522047,.9355512,132.6439,92.9,105.5752,101.8525,16933.33,25400,3,60,34,1,1,0,2,13,0,1,1,1,1,2000,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,,.6555229,-3.727515,1.256756,,,,,-.2332327,8.772765,-1.946995,-7.248785,.1203379,-.6475701,8.400773,-4.144578,-.0351901,-.0891403,-.5034068,-.6290761
4935,614,.05052,.019906,.1720836,.7574905,121.6767,94.45052,105.5642,102.6571,19424.67,29137,3,50,58,5,1,0,1,13,1,1,0,2,.5,2000,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1.249269,.6588941,-.3864003,1.307296,-.4164495,-.0474988,.0931697,-.8786368,-.1401305,5.00529,-1.271094,-4.253211,.030876,-.1918287,1.877086,-1.329485,-.0422511,-.1110652,-.6264157,-.5276039
4936,615,.0359167,.0148685,.1974723,.7517424,121.6767,92.9,104.341,102.7454,9357.392,21522,4,50,51,4,1,2,1,13,0,0,1,0,.5,2000,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1.283617,.546696,-.0756579,1.277976,-.1772995,-.0694084,.1002659,-1.137384,-.1877305,7.039169,-1.703204,-5.695271,.0231713,-.162989,1.564414,-1.34872,-.0416807,-.1128734,-.6447395,-.4787227
4937,616,,.0186172,.0249231,.9564597,110.7094,102.4363,104.3084,101.4737,13321,13321,1,70,28,1,0,0,1,13,1,0,0,1,0,2000,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,,.6621318,-9.062763,1.257407,,,,,-.1518079,5.42666,-1.333575,-4.603487,.2013859,-1.236335,18.51956,-8.42135,-.0331905,-.0901738,-.4871176,-.6469345
4938,617,.0374536,.0131463,.064594,.8848061,132.6439,92.94817,104.4912,100.8427,46591,93182,4,20,54,1,1,1,2,13,0,2,0,2,1,2000,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1.477914,.8366101,-3.196928,1.288589,-.219565,-.056643,.2182938,-1.420341,-.2240423,8.110829,-1.702008,-7.022047,.1135309,-.5379213,6.352271,-2.729812,-.037995,-.0936995,-.5206943,-.6362588
4939,618,,.0123967,.0659732,.9216301,121.6767,92.9,103.7157,101.5337,28072,28072,1,70,72,5,0,0,0,13,0,0,1,0,.5,2000,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,,.5615523,-2.612287,1.246654,,,,,-.2281207,8.647753,-1.988474,-6.993118,.0818913,-.5021572,6.491239,-3.458034,-.0346531,-.0914214,-.5167353,-.6038773
4940,619,,.0131215,.2031779,.7837006,132.6439,103.65,105.0115,101.6431,19510,19510,1,50,32,1,0,0,1,13,0,1,0,1,1,2000,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,,.60795,-.2771688,1.321205,,,,,-.2160875,8.122245,-1.832901,-6.681652,.0328734,-.1527588,1.368263,-.9709646,-.0424464,-.1099262,-.5903218,-.578556
4941,620,,.0365748,.0800614,.8833637,121.6767,101.4774,105.4532,102.0138,10417,10417,1,70,86,7,0,0,0,13,0,0,0,0,.5,2000,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,,.7131436,-1.549901,1.230265,,,,,-.0737052,2.26653,-.7367175,-2.169344,.0551603,-.3695846,5.382026,-3.517337,-.0353455,-.0988553,-.5527402,-.5433475
4942,621,.0160449,.0344777,.2380553,.711422,132.6439,92.9,105.7982,101.4614,31827.33,47741,3,31,61,5,5,0,0,13,0,2,1,2,1,2000,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,2.03327,.8629379,-.0387394,1.330921,.8264039,-.1364542,.42072,-3.144812,-.0824906,2.469937,-.6988758,-2.551783,.0267248,-.1417533,1.065206,-.9111,-.0461363,-.117653,-.6666761,-.5005355
4943,622,,.0132496,.0841643,.902586,132.6439,94.83816,105.8801,101.0469,24000.67,36001,5,10,38,1,0,0,2,13,0,2,0,2,1,2000,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,,.6891348,-2.114213,1.280465,,,,,-.2163609,8.033376,-1.771739,-6.735095,.0816622,-.4017138,4.731627,-2.296445,-.0370225,-.0925195,-.5145446,-.6364388
4944,623,.0347128,.0482167,.2405969,.6764736,132.6439,92.9,104.7949,102.6431,23485.24,49319,4,41,34,1,1,2,2,13,0,1,1,1,1,2000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1.43135,.9724211,-.0742961,1.361919,-.1544543,-.0647334,.1869692,-1.399463,-.0613429,1.484565,-.4614612,-1.934343,.0278182,-.1435161,.9994818,-.8092127,-.0489102,-.1227261,-.6878455,-.5025068
4945,624,,.0198264,.2095938,.7705798,121.6767,92.9,104.8493,102.5512,16594,16594,1,71,29,1,0,0,1,13,0,0,1,0,.5,2000,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,,.7712583,-.1925474,1.314985,,,,,-.1442982,5.034707,-1.207434,-4.454505,.027298,-.1624662,1.320776,-.9928414,-.0419867,-.1079606,-.6063167,-.5587633
4946,625,.0487093,.106638,.1870313,.6576214,132.6439,150.8767,104.1909,101.6937,15495.24,32540,2,10,41,1,0,3,1,13,0,1,0,1,1,2000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1.295256,.9574856,-.2988244,1.354418,-.3963291,-.0644383,.1199648,-.9557574,-.0267338,.1243933,-.2269651,-.8285822,.03108,-.1034311,1.616763,-1.243635,-.0492175,-.1481391,-.7163044,-.4411507
4947,626,,.0238122,.1104662,.8657216,132.6439,92.9,105.1598,101.2053,14931.67,26877,4,41,29,1,1,1,2,13,0,2,1,2,1,2000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,,.8525442,-1.242149,1.276996,,,,,-.1208688,4.026585,-.9863487,-3.77229,.0575501,-.3048103,3.441533,-1.951427,-.0380648,-.0965488,-.5445894,-.5978562
4948,627,,.0368922,.1774321,.7856756,110.7094,92.9,105.0135,101.1581,12021.5,24043,4,50,52,7,1,1,1,13,1,0,1,1,0,2000,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,,.8260854,-.2476135,1.276171,,,,,-.0762466,2.240652,-.6813681,-2.309247,.0240448,-.1817248,1.848282,-1.442768,-.0394764,-.1079683,-.6159237,-.5128375
4949,628,.0075983,.0299872,.1414284,.8209862,121.6767,93.28105,104.8993,101.7732,34218.34,61593,4,12,33,1,6,1,1,13,1,1,0,2,.5,2000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,3.294352,.9297976,-.9702446,1.320737,2.854059,-.2776314,1.129832,-7.0017,-.0986898,2.994865,-.7324986,-3.093661,.048398,-.249857,2.302313,-1.130273,-.0404021,-.1003041,-.5525795,-.6274924
4950,629,,.0367111,.0877153,.8755736,132.6439,92.9,104.3454,102.2003,18990,39879,4,10,31,1,1,2,2,13,0,1,1,1,1,2000,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,,.9458971,-1.892061,1.276284,,,,,-.07987,2.262363,-.6177691,-2.51083,.0744574,-.3893512,4.521299,-2.313598,-.0376826,-.0951341,-.5337748,-.6097458
4951,630,,.0322268,.1716199,.7961533,121.6767,139.7691,102.0042,101.3985,38994.45,70190,4,71,46,1,1,1,2,13,0,0,0,0,.5,2000,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,,.9424195,-.589538,1.323585,,,,,-.0919207,2.719934,-.6879909,-2.883298,.0368793,-.1249303,1.714228,-1.035271,-.0410605,-.1198849,-.5677503,-.5950982
4952,631,.0328581,.030516,.1247115,.8119144,132.6439,92.9,104.7241,102.2338,29460,29460,1,50,52,1,0,0,1,13,0,1,1,1,1,2000,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1.445509,.8590576,-.9946367,1.293647,-.1061707,-.069158,.1831188,-1.453655,-.0936447,2.921037,-.783339,-2.90337,.0509944,-.2721864,2.912853,-1.696484,-.0404864,-.1027658,-.57899,-.571464
4953,632,.0182661,.0454289,.120821,.8154841,132.6439,114.5812,105.0977,100.7365,34709.2,86773,4,50,50,1,6,2,1,13,0,1,0,1,1,2000,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,2.017856,.9510849,-1.207231,1.306946,.5998377,-.1403214,.4560637,-2.93428,-.0647604,1.637545,-.4961927,-2.027907,.0580288,-.2302283,2.956672,-1.576507,-.0408246,-.1096787,-.5687886,-.5877316
4954,633,,.0613579,.2582984,.6803437,121.6767,92.9,104.8134,100.7826,11930,23860,5,71,87,5,0,1,1,13,0,0,1,0,.5,2000,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,,.876793,.2053686,1.294257,,,,,-.0452443,.9477085,-.4152123,-1.36415,.0176961,-.1220068,.9806578,-1.081504,-.0459319,-.1258172,-.7216675,-.4008975
4955,634,.0369301,.0156231,.1249224,.8225245,132.6439,92.9,104.1337,101.8624,12878.4,32196,4,71,56,1,6,2,1,13,0,1,1,1,1,2000,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1.325338,.6018608,-.7484904,1.25851,-.2021307,-.0653674,.1194779,-1.177626,-.178381,6.652678,-1.605303,-5.471348,.0427707,-.2588345,3.038836,-2.073757,-.0389308,-.1031094,-.5882784,-.528248
4956,635,.0665823,.0379056,.1255466,.7699655,110.7094,129.4,104.6278,102.0464,28966.67,43450,3,70,63,1,1,0,2,13,2,0,0,2,0,2000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1.218133,.8807044,-1.007528,1.314347,-.5574449,-.043055,.0906258,-.7085907,-.0759402,2.161157,-.6346488,-2.331665,.0387086,-.1903559,2.861796,-1.701609,-.0408427,-.1208631,-.6062774,-.5464809
4957,636,,.0183479,.1039299,.8777222,121.6767,92.9,103.3031,101.7486,16132.67,24199,5,60,33,1,0,0,1,13,0,0,1,0,.5,2000,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,,.7268063,-1.355659,1.271671,,,,,-.1549677,5.519835,-1.324872,-4.767063,.0539295,-.32241,3.703223,-2.078693,-.0367628,-.0953351,-.5342579,-.605348
4958,637,,.0613139,.0607467,.8779393,132.6439,92.9,104.6869,101.4048,19392,19392,1,50,43,1,0,0,1,13,0,1,1,1,1,2000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,,.9207879,-3.008383,1.268723,,,,,-.0462357,.9510959,-.3950906,-1.430695,.1021947,-.5512471,7.103636,-3.645023,-.0373784,-.0953967,-.5385487,-.5974564
4959,638,.0252805,.0209837,.0861875,.8675483,132.6439,92.9,103.4263,101.7127,15980.67,23971,3,31,39,1,1,0,2,13,0,2,1,2,1,2000,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1.405664,.7680715,-1.783993,1.270367,.1675756,-.0987044,.1469426,-1.621909,-.1349553,4.700935,-1.15949,-4.174913,.0702647,-.3864439,4.711677,-2.610776,-.0377397,-.0966225,-.5436693,-.5923869
4960,1473,.1105162,.0475032,.1017879,.7401927,132.6439,92.9,104.2756,101.4578,17121.67,30819,4,20,38,1,1,1,2,13,0,2,1,2,1,2000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1.107555,.9226871,-1.396348,1.318438,-.7334177,-.0218851,.0407888,-.3931487,-.0604493,1.519483,-.4983393,-1.883551,.0610229,-.3289561,3.829173,-2.16422,-.0443148,-.1131881,-.6381937,-.5228063
4961,1474,,.1023534,.3756953,.5219512,132.6439,148.9592,105.5534,101.7384,11685,35055,4,71,71,5,6,3,0,13,0,1,0,1,1,2000,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,,.9222959,.4323142,1.396546,,,,,-.0268814,.1716922,-.2524703,-.8150361,.0131813,-.0534353,.3465035,-.7376362,-.0605478,-.1853456,-.9306145,-.2205108
4962,1475,,.1940838,.2540936,.5518226,121.6767,149.476,106.0506,101.6367,14942,22413,3,70,78,5,7,0,0,13,0,0,0,0,.5,2000,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,,.9509409,.1442261,1.388352,,,,,-.0140251,-.3819888,-.1373906,-.4177442,.0175732,-.0782352,.9883937,-1.070606,-.0566041,-.1757101,-.875871,-.280608
4963,1476,.0291838,.0327973,.1314926,.8065264,132.6439,92.9,104.5479,101.8286,18126.5,36253,4,70,50,1,1,1,2,13,0,1,1,1,1,2000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1.422571,.8770328,-.8074451,1.284388,.009234,-.0821324,.1573661,-1.507445,-.0871231,2.648538,-.7301809,-2.708511,.0453546,-.2529662,2.766853,-1.751277,-.0403702,-.1041529,-.5901329,-.5497919
4964,1477,.047549,.1564315,.1478355,.648184,132.6439,148.1784,105.0777,101.8165,12913,12913,1,50,41,1,0,0,1,13,0,1,0,1,1,2000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1.207581,.9508253,-.592326,1.359812,-.3786459,-.0644494,.0728564,-.8385744,-.0175956,-.2334086,-.164905,-.5351691,.0376395,-.1353359,2.346068,-1.653766,-.049919,-.1494129,-.7287061,-.4321427
4965,1478,.0308445,.0407059,.0789279,.8495218,121.6767,92.9,103.3939,102.5219,14985.56,26974,4,50,41,1,1,1,2,13,1,1,1,2,.5,2000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1.353837,.8895716,-1.991572,1.270387,-.0426559,-.079837,.1297783,-1.361349,-.0701241,1.939124,-.5952051,-2.163482,.0667095,-.4209238,5.253775,-2.907479,-.0375971,-.0988255,-.5572214,-.5767764
4966,1479,.0274891,.0193974,.0722384,.8808751,132.6439,92.9,105.1066,102.2003,47151.54,61297,2,20,39,1,0,1,1,13,0,1,1,1,1,2000,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1.695949,.9962513,-2.859998,1.294913,.0612562,-.0734156,.3466509,-2.030883,-.1561059,5.180334,-1.077996,-4.942906,.1055472,-.4930609,5.452034,-2.203554,-.0383363,-.0933686,-.5161955,-.6470693
4967,1480,.035442,.0666949,.1372964,.7605667,110.7094,96.70564,105.0018,102.0451,14164,21246,3,60,65,5,5,0,0,13,1,0,0,1,0,2000,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1.262777,.8398148,-.5959325,1.289897,-.1647522,-.0729996,.0860422,-1.111168,-.0405598,.7902659,-.4085703,-1.180987,.0301763,-.2277982,2.67749,-1.883785,-.0408127,-.1124668,-.6320368,-.5046
4968,1481,,.031213,.2241332,.7446538,110.7094,92.9,104.8101,102.0523,14652,21978,3,71,58,5,1,0,1,13,1,0,1,1,0,2000,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,,.7513998,.0054602,1.297969,,,,,-.0890367,2.828104,-.8278466,-2.662747,.018997,-.1449652,1.245119,-1.124461,-.0417593,-.1133762,-.644754,-.4981117
4969,1482,.0128397,.0273747,.090177,.8696086,132.6439,92.9,104.9272,102.0843,26740,40110,3,70,66,5,5,0,0,13,0,1,1,1,1,2000,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2.057951,.7575311,-1.636847,1.265449,1.290933,-.1817114,.4037084,-3.57182,-.1013812,3.366705,-.9219289,-3.101223,.0659767,-.3697899,4.495004,-2.553576,-.0374757,-.0964315,-.5467621,-.5848361
4970,1483,,.093766,.1478224,.7584116,121.6767,92.9,103.8318,101.6388,11710,11710,1,70,72,5,0,0,0,13,0,0,1,0,.5,2000,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,,.8914891,-.3940157,1.273471,,,,,-.0287393,.2731899,-.2869449,-.849049,.0304208,-.2143325,2.446195,-1.867975,-.0413749,-.1122575,-.6402371,-.479642
4971,1484,.0878935,.0705848,.2472398,.5942819,110.7094,92.9,104.5459,102.0981,10370.5,20741,4,50,45,1,6,1,1,13,1,0,1,1,0,2000,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1.08234,.8859273,.120655,1.367206,-.6625817,-.0300478,.0231376,-.4129107,-.039276,.6926265,-.368033,-1.171298,.0166593,-.1303831,1.043948,-1.050751,-.0521696,-.1423514,-.8100557,-.362667
4972,1485,.0883125,.0870395,.092211,.732437,110.7094,92.9,103.828,101.9545,12569,12569,1,71,36,1,0,0,1,13,1,0,1,1,0,2000,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1.080928,.9120672,-1.490479,1.314234,-.6641517,-.0299785,.0226784,-.4095319,-.0319611,.372876,-.2965764,-.9564439,.0482147,-.3550964,4.406918,-2.60925,-.0427664,-.1148266,-.6482008,-.5084673
4973,1486,,.1300372,.2247726,.6451902,121.6767,150.9798,103.9707,102.3368,14144.67,21217,2,70,62,5,0,1,1,13,0,0,0,0,.5,2000,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,,.9291329,.0148852,1.342983,,,,,-.0210016,-.0775598,-.2051358,-.6257399,.0201441,-.087279,1.223249,-1.169501,-.0486431,-.1507316,-.7382419,-.4057369
4974,1487,,.1209106,.0374885,.8416009,132.6439,92.9,103.1522,103.2947,27235,27235,1,30,89,5,0,0,0,13,0,1,1,1,1,2000,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,,.9446452,-5.167414,1.264403,,,,,-.0229332,-.0114351,-.2103186,-.7000173,.1509328,-.8853557,12.20797,-6.304507,-.0383215,-.0999266,-.5655652,-.5606412
4975,1488,.0213454,.0989112,.1533527,.7263907,110.7094,102.7001,104.0138,101.7011,12368,18552,3,71,64,5,6,0,0,13,1,0,0,1,0,2000,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1.394045,.8863831,-.3997745,1.299407,.3878663,-.125938,.1265364,-1.782586,-.0272286,.2078176,-.2784791,-.7885042,.02624,-.1919739,2.297607,-1.732038,-.0426153,-.1202366,-.6619763,-.4745877
4976,1489,,.0328771,.4388755,.5282475,132.6439,92.9,104.6148,102.3972,9936,14904,3,70,76,5,5,0,0,13,0,1,1,1,1,2000,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,,.6676188,.5474991,1.381393,,,,,-.0807825,2.629865,-.8251625,-2.391775,.0110004,-.0720022,.1663396,-.6526864,-.0600846,-.1612075,-.9230945,-.2370951
4977,1490,,.0476935,.0307532,.9215533,121.6767,92.9,103.1285,102.4259,8854.615,11511,2,71,21,6,0,1,0,13,0,0,1,0,.5,2000,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,,.8345399,-6.468224,1.249809,,,,,-.0577545,1.505149,-.5446889,-1.737343,.1649279,-1.069145,15.15689,-7.783164,-.0346713,-.0911142,-.5133371,-.6107168
4978,1491,,.0385096,.1635837,.7979066,121.6767,92.9,105.1595,102.4844,15191,15191,1,70,74,5,0,0,0,13,0,0,1,0,.5,2000,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,,.7637103,-.3124352,1.267199,,,,,-.0706992,2.101013,-.6868075,-2.107363,.028434,-.1973578,2.097162,-1.61551,-.039435,-.1061038,-.6064971,-.515206
4979,1492,,.0415515,.164073,.7943755,121.6767,92.9,103.8202,101.9617,12659,12659,1,71,68,5,0,0,0,13,0,0,1,0,.5,2000,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,,.7787365,-.2955732,1.267443,,,,,-.0654317,1.874069,-.6384648,-1.949028,.0281835,-.1951746,2.087482,-1.624659,-.0396251,-.1068232,-.6082823,-.5127501
4980,1493,.0182532,.0223352,.1139094,.8455021,121.6767,92.9,104.7297,101.7348,6492,12984,4,70,45,4,1,1,1,13,0,0,1,0,.5,2000,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1.235136,.5504172,-.7598502,1.243894,.6276478,-.1517368,.0475636,-1.759071,-.1208362,4.345247,-1.196576,-3.578507,.0379695,-.2764689,3.49992,-2.501145,-.037062,-.1006798,-.5756647,-.5305282
4981,1494,,.0129681,.009817,.9772149,121.6767,92.9,104.3,102.0751,8251,8251,1,71,38,4,0,0,0,13,0,0,1,0,.5,2000,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,,.2132423,-20.58875,1.221822,,,,,-.2072362,8.204994,-2.085199,-6.126204,.4663404,-3.262744,50.70813,-27.31845,-.032317,-.0865879,-.4929497,-.6100001
4982,1495,.0362155,.0377138,.1697486,.7563221,121.6767,99.00581,104.6447,102.8003,13030.48,27364,4,71,33,1,4,2,1,13,1,1,0,2,.5,2000,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1.265597,.8154392,-.4076825,1.312425,-.1835007,-.0715726,.090975,-1.101609,-.0738315,2.170523,-.6747896,-2.237413,.0310769,-.1865099,1.906031,-1.34278,-.0423903,-.1128098,-.6229362,-.5343102
4983,1496,,.2021541,.0019884,.7958575,121.6767,92.9,104.3,100.735,6035,6035,1,71,77,5,0,0,0,13,0,0,1,0,.5,2000,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,,.9358724,-90.02142,1.23727,,,,,-.0131014,-.4099431,-.1362524,-.376605,2.075992,-15.36697,259.4387,-156.1008,-.0390872,-.1080832,-.6187279,-.4714173
4984,1497,.0552243,.0427794,.2087114,.6932849,110.7094,97.26242,103.9117,101.8189,8900.77,11571,2,50,36,1,0,1,1,13,1,0,0,1,0,2000,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1.110964,.7774354,-.0675459,1.326276,-.4624194,-.0494379,.0267092,-.6258603,-.0638989,1.792474,-.6253831,-1.880666,.0203164,-.1493475,1.405956,-1.209312,-.0449948,-.1234118,-.6878442,-.4700396
