"","X","aba","agepr","aise","ancons","depenses_combustibles_liquides","depenses_combustibles_solides","depenses_electricite","depenses_gaz_liquefie","depenses_gaz_ville","depenses_tot","dip14pr","htl","ident_men","identifiant_menage","nactifs","nbphab","nenfants","npers","ocde10","pondmen","poste_04_5_0_0","poste_04_5_5_1","poste_04_5_5_2","revtot","stalog","surfhab_d","zeat","fioul","gaz_ville","electricite","strate","rural","petite_ville","moyenne_ville","grande_ville","paris","bat_av_49","bat_49_74","bat_ap_74","log_indiv","log_colec","ouest_sud","est_nord","aides_logement","depenses_energies","part_energies_depenses_tot","part_energies_revtot","niveau_vie","niveau_vie_decile","niveau_vie_quintile","donation_class_1","donation_class_2","donation_class_3","donation_class_4","froid_cout","froid_impaye","froid_installation","froid_isolation","froid","gchauf_2","gchauf_6","gchauf_7","gchaufs_1","gchaufs_2","gchaufs_3","gchaufs_4","gchaufs_5","isolation_fenetres","isolation_murs","isolation_toit","majorite_double_vitrage"
"2236",2244,NA,25,4,9,0,0,740.502965383192,0,0,8102,60,1,12845,201702244,1,5,3,4,1.9,2464.5368639,0,0,0,15390,3,110,4,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,740.502965383192,0.0913975518863481,0.0481158522016369,8100,1,1,"1_0","1_1_0","1_0_0","1_0_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1
"2269",2277,2,52,3,6,0,0,3173.58413735654,109.257846674376,0,35822.76,42,1,12889,201702277,2,4,0,2,1.5,2484.4370305,0,0,0,15399,1,85,2,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,3282.84198403091,0.091641235461224,0.213185400612437,10266,1,1,"1_0","1_1_0","1_0_0","1_0_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1
"2281",2289,NA,56,4,7,0,0,846.289103295077,0,0,6351.34784975,50,1,12906,201702289,1,3,0,1,1,2630.8466809,0,0,0,9078,3,70,2,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,846.289103295077,0.133245591851561,0.0932241796976291,9078,1,1,"1_0","1_1_0","1_0_0","1_0_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1
"2295",2303,NA,54,2,1,0,0,0,0,0,7565.2711913,50,8,12925,201702303,1,1,0,1,1,3489.078777,0,0,0,3540,3,850,9,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,3540,1,1,"1_0","1_0_0","1_0_0","1_1_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,2
"2301",2309,NA,62,3,1,904.010199467702,0,452.764670262866,134.471195906925,0,11764.88,50,1,12930,201702309,0,3,0,1,1,2454.6427562,0,0,0,8586,3,70,5,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1491.24606563749,0.126754039619401,0.173683445799848,8586,1,1,"1_0","1_1_0","1_0_0","1_1_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,1
"2349",2357,NA,40,3,99,0,0,2196.12022305072,98.0519136821326,0,37095.24,50,1,12989,201702357,1,5,4,6,3.1,2175.0441467,0,0,0,21422,3,113,9,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,2294.17213673286,0.0618454587902075,0.107094208604839,6910.32258064516,1,1,"1_0","1_1_0","1_0_0","1_0_0_0",0,0,1,0,1,2,2,1,1,1,2,2,2,1,2,4,2
"2474",2485,2,57,4,1,2034.02294880233,0,210.51441444465,98.0519136821326,0,13642.76,31,1,13169,201702485,1,6,0,1,1,2723.4780821,0,0,0,9971,1,234,7,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,2342.58927692911,0.171709337181708,0.234940254430761,9971,1,1,"1_0","1_1_0","1_0_0","1_1_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1
"2565",2576,2,58,4,1,0,593.848147169133,952.075241206962,0,0,22345.2911913,41,1,13284,201702576,2,7,1,3,2,2818.3914211,0,0,0,9933,2,130,2,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1545.92338837609,0.0691834075976594,0.15563509396719,4966.5,1,1,"1_0","1_1_0","1_0_0","1_1_0_0",0,0,0,1,1,2,2,2,2,2,2,2,1,1,2,3,2
"2582",2593,NA,46,4,9,0,0,1586.79206867827,0,0,39767.41400794,50,1,13301,201702593,1,5,2,4,2.5,3284.0150238,0,0,0,21171,3,90,8,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1586.79206867827,0.0399018168081397,0.0749512100835232,8468.4,1,1,"1_0","1_1_0","1_0_0","1_0_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2
"2583",2594,2,49,3,7,983.111091921126,0,851.578410190671,217.114951724722,0,29901.1,50,1,13302,201702594,3,6,3,4,2.5,874.53266245,0,0,0,16995,1,130,5,1,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,2051.80445383652,0.068619698065841,0.120729888428157,6798,1,1,"1_0","1_1_0","1_0_0","1_0_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1
"2718",2730,2,60,2,1,0,0,748.965856416143,0,0,12947.32417758,50,1,13481,201702730,0,6,0,1,1,2597.5130397,0,0,0,4337,1,120,5,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,748.965856416143,0.0578471540639321,0.172692150430284,4337,1,1,"1_0","1_1_0","1_0_0","1_1_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2
"2731",2743,NA,62,4,1,0,0,1004.9683101629,151.28009539529,0,16806.94,41,1,13497,201702743,0,4,0,1,1,3089.7266941,0,0,0,10869,3,80,9,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1156.24840555819,0.0687958905998471,0.106380385091379,10869,1,1,"1_0","1_1_0","1_0_0","1_1_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,5,1
"2757",2769,NA,56,4,5,0,0,528.930689559423,81.243014193767,0,6243.34,71,1,1353,201702769,0,3,0,1,1,2544.3570501,0,0,0,3072,3,70,2,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,610.17370375319,0.097731935751247,0.198624252523825,3072,1,1,"1_0","1_1_0","1_0_0","1_0_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1
"2959",2973,NA,31,5,8,0,0,264.465344779712,0,0,31636.107325153,43,2,13781,201702973,1,2,0,1,1,3002.868156,0,0,0,9280,3,46,2,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,264.465344779712,0.00835960448804782,0.0284984207736758,9280,1,1,"1_0","1_0_0","1_0_0","1_0_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2
"3004",3018,NA,32,4,5,0,0,952.075241206962,235.324592837118,0,14010.3,50,1,13837,201703018,0,4,5,6,2.5,552.57035441,0,0,0,19900,3,100,5,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1187.39983404408,0.084751920661519,0.0596683333690493,7960,1,1,"1_0","1_1_0","1_0_0","1_0_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,1
"3032",3047,2,49,5,1,2034.02294880233,0,869.562053635692,196.103827364265,0,20417.11,31,1,13874,201703047,1,5,2,3,1.8,2466.5814079,0,0,0,6730,1,100,8,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,3099.68882980229,0.151818197080894,0.460577835037487,3738.88888888889,1,1,"1_0","1_1_0","1_0_0","1_1_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1
"3208",3225,2,78,3,3,0,668.079165565275,1269.43365494262,134.471195906925,0,14018.51767804,50,1,1410,201703225,0,3,0,2,1.5,2601.7994065,0,0,0,14530,1,80,9,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,2071.98401641481,0.14780336009852,0.142600414068466,9686.66666666667,1,1,"1_0","1_1_0","1_0_0","1_0_1_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1
"3339",3357,NA,26,3,99,904.010199467702,0,370.251482691596,154.081578643351,0,29127.7,31,1,1427,201703357,2,4,0,2,1.5,2918.4050592,0,0,0,12243,3,80,7,1,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1428.34326080265,0.0490372827515612,0.116666116213563,8162,1,1,"1_0","1_1_0","1_0_0","1_0_0_0",0,0,1,1,1,2,2,2,2,1,1,2,2,1,3,4,2
"3358",3376,2,80,3,1,0,0,216.861582719363,0,2797.28102318884,13333.38,41,1,14291,201703376,0,9,0,1,1,2183.403629,0,0,0,9830,5,191,2,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,3014.1426059082,0.226059904233451,0.306626918200224,9830,1,1,"1_0","1_1_0","1_0_0","1_1_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1
"3436",3455,2,40,3,1,0,445.38611037685,1586.79206867827,203.107535484418,0,30125.88584675,31,1,14397,201703455,2,6,3,5,2.4,2017.971907,0,0,0,16071,1,90,4,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,2235.28571453954,0.07419817382003,0.139088153477664,6696.25,1,1,"1_0","1_1_0","1_0_0","1_1_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2
"3448",3467,2,58,2,1,0,222.693055188425,740.502965383192,252.133492325484,0,17114.2,50,1,14413,201703467,2,5,0,2,1.5,1801.6434163,0,0,0,7925,1,140,7,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1215.3295128971,0.0710129315362156,0.153353881753577,5283.33333333333,1,1,"1_0","1_1_0","1_0_0","1_1_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1
"3460",3479,2,56,5,4,0,1187.69629433827,647.411164020734,134.471195906925,0,17881.28,42,1,14430,201703479,1,3,0,2,1.5,2712.1773671,0,0,0,13784,1,90,8,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1969.57865426593,0.110147520438466,0.14288875901523,9189.33333333333,1,1,"1_0","1_1_0","1_0_0","1_0_1_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1
"3640",3659,NA,44,4,4,0,0,1248.27642736024,0,0,30987.6,71,1,14668,201703659,1,5,2,3,2,425.45912214,0,0,0,19811,3,90,5,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1248.27642736024,0.0402830947656559,0.0630092588642794,9905.5,1,1,"1_0","1_1_0","1_0_0","1_0_1_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1
"3693",3712,NA,62,3,4,1469.01657413502,0,349.094255109219,50.4266984650968,0,14474.800315994,71,1,14736,201703712,1,5,0,1,1,2737.6737839,0,0,0,6425,5,97,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1868.53752770933,0.129089002053084,0.29082296151118,6425,1,1,"1_0","1_1_0","1_0_0","1_0_1_0",0,0,0,1,1,2,2,2,1,1,2,2,2,2,1,0,1
"3709",3728,2,81,4,1,0,148.462036792283,243.308117197335,112.059329922437,0,14640.82,71,1,14755,201703728,0,4,0,1,1,2455.9092198,0,0,0,10835,5,80,9,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,503.829483912055,0.0344126547496694,0.046500183102174,10835,1,1,"1_0","1_1_0","1_0_0","1_1_0_0",0,0,0,1,1,2,2,2,1,1,2,2,2,2,2,3,1
"3741",3760,NA,26,2,9,0,0,1777.20711691966,0,0,19717.910875302,42,1,14792,201703760,0,3,2,3,1.6,3555.5943713,0,0,0,16590,5,90,2,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1777.20711691966,0.090131613240312,0.107125202948744,10368.75,1,1,"1_0","1_1_0","1_0_0","1_0_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1
"3751",3770,2,43,3,1,0,0,1681.99959279897,0,0,20303.36,50,1,14802,201703770,2,6,6,8,3.7,1668.0001348,0,0,0,39460,2,130,4,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1681.99959279897,0.082843410785159,0.0426254331677386,10664.8648648649,1,1,"1_0","1_1_0","1_0_0","1_1_0_0",1,0,1,0,1,2,2,2,2,1,2,2,2,1,3,3,2
"3784",3803,2,46,3,7,0,0,698.188510218439,0,1064.56363426315,28825.84,60,1,14847,201703803,1,5,2,3,2,57.250133845,0,0,0,18610,1,100,2,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1762.75214448159,0.0611518049250809,0.0947206955659104,9305,1,1,"1_0","1_1_0","1_0_0","1_0_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1
"3810",3830,2,90,4,7,2090.52358626906,0,809.263955025917,175.092703003808,0,23665.938002985,71,1,14878,201703830,0,4,0,2,1.5,1601.9106705,0,0,0,15927,5,104,7,1,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,3074.88024429879,0.129928517682711,0.193060855421535,10618,1,1,"1_0","1_1_0","1_0_0","1_0_0_0",1,0,0,0,1,2,2,1,2,1,1,2,1,2,1,3,2
"3830",3850,NA,45,3,1,0,0,1692.57820659015,39.2207654728531,0,13945.18,43,1,14902,201703850,0,4,1,2,1.3,864.79221648,0,0,0,8126,3,100,2,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1731.79897206301,0.124186204270078,0.213118258929733,6250.76923076923,1,1,"1_0","1_1_0","1_0_0","1_1_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1
"3853",3873,2,92,4,1,0,0,1177.39971495928,117.662296418559,0,14321.54,70,1,14932,201703873,0,5,0,1,1,2636.736657,0,0,0,8864,5,88,9,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1295.06201137784,0.0904275665450667,0.14610356626555,8864,1,1,"1_0","1_1_0","1_0_0","1_1_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1
"3920",3940,2,52,3,1,0,178.15444415074,761.660192965569,3361.77989767312,0,38036.5,71,1,15012,201703940,2,7,2,4,2.5,3051.4433182,0,0,0,15171,1,170,9,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,4301.59453478943,0.113091229077056,0.283540606076688,6068.4,1,1,"1_0","1_1_0","1_0_0","1_1_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2
"3941",3961,2,69,4,1,1130.01274933463,0,634.716827471308,98.0519136821326,0,11778.6,71,1,1504,201703961,0,3,0,1,1,3317.0598183,0,0,0,9211,1,70,5,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1862.78149048807,0.15814965195253,0.202234446910006,9211,1,1,"1_0","1_1_0","1_0_0","1_1_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1
"3983",4003,2,48,3,2,1332.28503146553,0,828.305459850057,0,0,23870.1,30,1,15093,201704003,2,6,3,5,2.4,2064.5629641,0,0,0,21400,1,180,5,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,2160.59049131558,0.0905145136097286,0.100962172491382,8916.66666666667,1,1,"1_0","1_1_0","1_0_0","1_0_1_0",0,0,1,0,1,2,2,2,2,1,2,2,2,2,2,3,1
"3985",4005,2,52,3,1,0,0,740.502965383192,182.096411123961,0,17298.086796083,50,1,15096,201704005,1,3,0,1,1,3826.5276551,0,0,0,5730,1,90,9,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,922.599376507153,0.0533353420747124,0.161012107592871,5730,1,1,"1_0","1_1_0","1_0_0","1_1_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1
"4024",4045,2,59,3,6,0,185.577545990354,634.716827471308,70.0370812015233,0,22022.62,71,1,1514,201704045,0,5,0,2,1.5,2689.4621109,0,0,0,8780,1,96,4,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,890.331454663185,0.0404280441956127,0.101404493697401,5853.33333333333,1,1,"1_0","1_1_0","1_0_0","1_0_0_0",1,0,0,0,1,2,2,2,1,1,2,2,2,2,2,2,1
"4044",4065,NA,45,4,99,0,0,0,42.022248720914,0,22069.96,50,1,15162,201704065,1,3,1,2,1.5,208.81274723,0,0,0,15927,5,75,9,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,42.022248720914,0.00190404734403297,0.00263842837451585,10618,1,1,"1_0","1_1_0","1_0_0","1_0_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1
"4085",4106,NA,36,3,1,621.507012134045,0,1076.90288394299,70.0370812015233,0,9411.46,30,1,15210,201704106,2,4,3,5,2.4,2303.2409371,0,0,0,26340,3,120,5,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1768.44697727855,0.187903574714078,0.0671392170568927,10975,1,1,"1_0","1_1_0","1_0_0","1_1_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2
"4161",4183,2,89,3,3,745.808414560855,0,327.937027526842,0,0,14044.04,71,1,1530,201704183,0,3,0,1,1,1536.8649783,0,0,0,7673,1,100,7,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1073.7454420877,0.0764555955471287,0.139938152233507,7673,1,1,"1_0","1_1_0","1_0_0","1_0_1_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,2
"4186",4208,2,25,3,99,0,0,0,0,0,10317.2,71,7,15330,201704208,0,1,1,2,1.3,898.12570477,0,0,0,8330,1,8,9,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,6407.69230769231,1,1,"1_0","1_1_0","1_0_0","1_0_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,2
"4224",4246,2,65,4,1,0,0,723.577183317291,0,0,11466.24584675,44,1,15376,201704246,0,5,0,1,1,1593.1863671,0,0,0,9838,1,120,2,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,723.577183317291,0.0631049772513278,0.0735492156248517,9838,1,1,"1_0","1_1_0","1_0_0","1_1_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,2
"4379",4402,2,39,2,2,0,0,1057.86137911885,0,0,10895.96584675,60,1,15584,201704402,0,3,1,2,1.5,254.45069289,0,0,0,10320,1,80,2,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1057.86137911885,0.0970874352946307,0.102505947589036,6880,1,1,"1_0","1_1_0","1_0_0","1_0_1_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1
"4471",4495,NA,39,5,1,1695.01912400194,296.924073584567,1163.64751703073,0,0,7106.68,43,1,15698,201704495,1,6,1,2,1.3,956.9239331,0,0,0,11136,3,180,4,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,3155.59071461724,0.444031631453399,0.283368419056864,8566.15384615385,1,1,"1_0","1_1_0","1_0_0","1_1_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1
"4473",4497,NA,32,4,1,0,118.769629433827,380.830096482785,113.460071546468,0,10971.2,70,1,15700,201704497,1,4,0,1,1,3677.3311237,0,0,0,8790,3,100,8,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,613.059797463079,0.0558790102689842,0.069745141918439,8790,1,1,"1_0","1_1_0","1_0_0","1_1_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1
"4500",4524,NA,22,2,1,0,29.6924073584567,835.710489503889,84.044497441828,0,45816.6617506,43,2,15730,201704524,2,2,0,2,1.5,2781.4770418,0,0,0,11000,3,78,4,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,949.447394304173,0.0207227536452225,0.0863133994821976,7333.33333333333,1,1,"1_0","1_0_0","1_0_0","1_1_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2
"4543",4569,NA,41,4,1,0,0,0,84.044497441828,0,17013.44,41,1,15787,201704569,1,6,4,6,2.9,2618.746731,0,0,0,25530,3,100,9,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,84.044497441828,0.00493988854939553,0.00329198971570027,8803.44827586207,1,1,"1_0","1_1_0","1_0_0","1_1_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1
"4552",4578,2,58,3,1,280.243161834988,522.586369508837,481.326927499075,56.0296649612186,0,13831.46,42,1,1580,201704578,1,6,0,1,1,1941.3239074,0,0,0,9976,1,100,3,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1340.18612380412,0.0968940461675137,0.134341030854463,9976,1,1,"1_0","1_1_0","1_0_0","1_1_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,2
"4714",4741,2,43,3,5,0,74.2310183961416,1142.49028944835,451.03880293781,0,32280.82681169,31,1,16008,201704741,2,5,2,4,2.1,2332.9582508,0,0,0,22896,1,128,9,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1667.76011078231,0.0516641076299307,0.0728406756980392,10902.8571428571,1,1,"1_0","1_1_0","1_0_0","1_0_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1
"4767",4795,2,82,3,4,339.003824800388,0,1088.53935911329,0,0,16568.28,50,1,1608,201704795,0,5,0,2,1.5,2412.7475494,0,0,0,16600,1,120,9,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1427.54318391368,0.0861612179365439,0.0859965773441977,11066.6666666667,1,1,"1_0","1_1_0","1_0_0","1_0_1_0",1,0,0,0,1,2,2,1,2,1,2,2,2,2,2,4,1
"4777",4805,2,34,3,1,0,0,668.240157112106,0,1216.27835344098,30927.66,50,1,16093,201704805,2,5,2,4,2.1,3111.6692302,0,0,0,21007,2,150,5,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1884.51851055309,0.0609331100559528,0.089709073668448,10003.3333333333,1,1,"1_0","1_1_0","1_0_0","1_1_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1
"4816",4844,NA,49,5,4,0,0,1777.20711691966,0,0,14441.520315994,71,1,16140,201704844,3,4,2,4,2.5,2061.6698394,0,0,0,22063,3,85,2,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1777.20711691966,0.123062328482923,0.0805514715550769,8825.2,1,1,"1_0","1_1_0","1_0_0","1_0_1_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1
"4905",4933,2,87,4,1,45.4265125232521,489.924721414535,677.031282636062,134.471195906925,0,41449.92584675,71,1,16241,201704933,0,4,0,2,1.5,3244.2527906,0,0,0,16429,5,100,9,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1346.85371248077,0.0324935131961491,0.0819802612746225,10952.6666666667,1,1,"1_0","1_1_0","1_0_0","1_1_0_0",0,0,0,1,1,2,2,2,1,2,2,2,2,2,3,3,1
"4906",4934,2,72,4,1,0,593.848147169133,634.716827471308,168.088994883656,0,23454.8,44,1,16243,201704934,0,3,0,1,1,2208.4033237,0,0,0,9628,1,60,9,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1396.6539695241,0.0595466160241868,0.145061691890745,9628,1,1,"1_0","1_1_0","1_0_0","1_1_0_0",0,0,0,0,1,2,2,1,2,1,2,2,1,2,2,2,1
"5042",5071,2,47,2,9,0,519.617128772992,989.100389476121,168.088994883656,0,62813.22,50,1,16428,201705071,2,6,2,4,2.5,2311.2810863,0,0,0,26880,2,120,5,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1676.80651313277,0.0266951210769448,0.0623811946849988,10752,1,1,"1_0","1_1_0","1_0_0","1_0_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1
"5052",5081,NA,72,3,2,0,846.233609716015,1180.57329909663,182.096411123961,0,15551.3311913,71,1,16440,201705081,1,5,0,2,1.5,2155.3975308,0,0,0,14890,5,120,9,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,2208.90331993661,0.142039500848156,0.14834810745041,9926.66666666667,1,1,"1_0","1_1_0","1_0_0","1_0_1_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1
"5094",5123,NA,51,4,9,0,0,838.884073641245,0,0,20552.688161188,50,2,16493,201705123,1,2,0,1,1,2634.1378632,0,0,0,10730,3,45,9,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,838.884073641245,0.0408162702154653,0.078181181140843,10730,1,1,"1_0","1_0_0","1_0_0","1_0_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,2
"5109",5138,NA,34,4,1,0,0,423.144551647538,0,2101.1124360457,25127.740315994,50,1,16511,201705138,0,3,4,5,2.2,244.22931726,0,0,0,20432,3,80,4,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,2524.25698769324,0.100456983236432,0.123544292663138,9287.27272727273,1,1,"1_0","1_1_0","1_0_0","1_1_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
"5334",5363,NA,43,4,7,169.501912400194,0,793.396034339135,176.493444627839,0,23487.08,50,1,168,201705363,1,4,2,4,2.5,1237.4376315,0,0,0,23470,3,80,8,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1139.39139136717,0.0485114110126575,0.0485467145874379,9388,1,1,"1_0","1_1_0","1_0_0","1_0_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,5,2
"5352",5381,2,57,4,1,1243.01402426809,0,645.295441262496,184.897894372022,0,20241.36,71,1,16823,201705381,2,6,1,3,2,2123.1785378,0,0,0,16290,1,150,3,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,2073.20735990261,0.102424311405094,0.127268714542824,8145,1,1,"1_0","1_1_0","1_0_0","1_1_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,2
"5532",5561,2,56,3,1,0,0,1280.0122687338,35.0185406007617,0,16123.5,71,1,1785,201705561,0,4,0,1,1,1561.7932114,0,0,0,9680,1,90,9,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1315.03080933457,0.0815598852193733,0.135850290220513,9680,1,1,"1_0","1_1_0","1_0_0","1_1_0_0",0,0,1,0,1,2,2,2,2,1,2,2,2,2,1,1,1
"5560",5590,NA,36,4,99,0,0,634.716827471308,437.031386697505,0,8233.28031599,50,2,1816,201705590,1,3,1,2,1.3,1106.9856188,0,0,0,12870,3,81,9,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1071.74821416881,0.130172686102689,0.0832749195158363,9900,1,1,"1_0","1_0_0","1_0_0","1_0_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,2
"5613",5644,NA,30,4,2,0,0,1762.397057612,147.077870523199,0,20458.6922248,60,1,1885,201705644,2,4,2,4,2.1,435.71136987,0,0,0,18556,3,72,5,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1909.4749281352,0.0933331860684885,0.10290336969903,8836.19047619048,1,1,"1_0","1_1_0","1_0_0","1_0_1_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1
"5729",5761,2,68,3,1,485.90548221389,0,761.660192965569,238.126076085179,0,12126.9316935,71,1,2023,201705761,0,4,0,2,1.5,2440.7533455,0,0,0,15805,1,72,8,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1485.69175126464,0.122511760502532,0.0940013762268041,10536.6666666667,1,1,"1_0","1_1_0","1_0_0","1_1_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1
