"","X","aba","agepr","aise","ancons","depenses_combustibles_liquides","depenses_combustibles_solides","depenses_electricite","depenses_gaz_liquefie","depenses_gaz_ville","depenses_tot","dip14pr","htl","ident_men","identifiant_menage","nactifs","nbphab","nenfants","npers","ocde10","pondmen","poste_04_5_0_0","poste_04_5_5_1","poste_04_5_5_2","revtot","stalog","surfhab_d","zeat","fioul","gaz_ville","electricite","strate","rural","petite_ville","moyenne_ville","grande_ville","paris","bat_av_49","bat_49_74","bat_ap_74","log_indiv","log_colec","ouest_sud","est_nord","aides_logement","depenses_energies","part_energies_depenses_tot","part_energies_revtot","niveau_vie","niveau_vie_decile","niveau_vie_quintile","donation_class_1","donation_class_2","donation_class_3","donation_class_4","froid_cout","froid_impaye","froid_installation","froid_isolation","froid","gchauf_2","gchauf_6","gchauf_7","gchaufs_1","gchaufs_2","gchaufs_3","gchaufs_4","gchaufs_5","isolation_fenetres","isolation_murs","isolation_toit","majorite_double_vitrage"
"6921",6963,1,34,3,1,0,59.3848147169133,814.553261921512,0,1022.54138554224,52038.3,60,1,3552,201706963,4,6,6,8,3.9,728.32663019,0,0,0,61906,2,135,2,0,1,1,2,0,0,1,0,0,1,0,0,1,0,0,1,1,1896.47946218067,0.0364439165418675,0.0306348247695,15873.3333333333,3,2,"3_1","3_1_1","3_2_1","3_1_0_1",0,0,0,1,1,2,2,2,2,1,2,2,2,1,1,0,2
"7474",7520,1,40,3,1,0,0,445.493438074737,0,810.852235627321,34513.12,31,2,4224,201707520,1,4,2,3,1.6,1073.6505973,0,0,0,23868,2,100,8,0,1,1,2,0,0,1,0,0,1,0,0,0,1,0,1,1,1256.34567370206,0.036401973327884,0.0526372412310231,14917.5,3,2,"3_1","3_0_1","3_2_1","3_1_0_1",1,0,0,1,1,2,2,2,2,1,2,2,2,1,3,0,2
"7683",7731,1,35,3,99,0,0,453.822531641985,0,1299.88822710027,16066.94,31,1,4490,201707731,1,3,2,3,1.6,655.6359948,0,0,0,24544,2,80,2,0,1,1,2,0,0,1,0,0,0,0,1,1,0,0,1,1,1753.71075874226,0.109150265000197,0.0714517095315457,15340,3,2,"3_1","3_1_1","3_2_1","3_0_0_1",0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,1
"9168",9222,1,42,3,2,0,0,1015.54692395409,0,0,25717.6916935,50,1,6362,201709222,2,5,3,5,2.4,1891.2975139,0,0,0,36320,2,140,9,0,0,1,2,0,0,1,0,0,0,1,0,1,0,1,0,1,1015.54692395409,0.0394882610794641,0.027961093721203,15133.3333333333,3,2,"3_1","3_1_1","3_2_1","3_0_1_1",0,0,0,1,1,2,2,2,2,2,2,2,1,2,1,0,1
"10222",10285,1,31,3,9,0,0,926.686568108109,0,0,32688.52,50,8,7712,201710285,2,3,2,4,2.1,4209.3961428,0,0,0,33713,2,50,8,0,0,1,2,0,0,1,0,0,0,0,1,0,1,0,1,1,926.686568108109,0.028348991269966,0.0274875142558689,16053.8095238095,3,2,"3_1","3_0_1","3_2_1","3_0_0_1",0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,2
"10302",10365,1,36,4,1,0,0,1269.43365494262,0,0,20981.64,43,8,7824,201710365,2,3,1,3,1.8,2421.2603796,0,0,0,25586,2,80,8,0,0,1,2,0,0,1,0,0,1,0,0,0,1,0,1,1,1269.43365494262,0.0605021178012117,0.0496143850129999,14214.4444444444,3,2,"3_1","3_0_1","3_2_1","3_1_0_1",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1
"10429",10493,1,46,2,4,0,319.193379103409,380.830096482785,0,1092.57846674376,38027.2,31,1,8,201710493,2,6,4,6,3.3,2409.3564237,0,0,0,50899,2,85,8,0,1,1,2,0,0,1,0,0,0,1,0,1,0,0,1,1,1792.60194232996,0.0471399930136838,0.0352188047374203,15423.9393939394,3,2,"3_1","3_1_1","3_2_1","3_0_1_1",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1
"10737",10803,1,29,4,1,0,0,469.690452328768,0,42.022248720914,9631.92,50,2,8376,201710803,1,2,0,1,1,4463.3861268,0,0,0,15545,1,45,8,0,1,1,2,0,0,1,0,0,1,0,0,0,1,0,1,1,511.712701049682,0.0531267598827318,0.032918153814711,15545,3,2,"3_1","3_0_1","3_2_1","3_1_0_1",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1
"36",35,2,44,3,3,0,0,299.374770290633,0,369.795788744043,30600.8908753,50,1,10041,201700035,1,4,2,3,1.8,402.92969962,0,0,0,29186,2,90,7,0,1,1,3,0,0,0,1,0,0,1,0,1,0,1,0,0,669.170559034677,0.0218676822763617,0.0229277927442841,16214.4444444444,3,2,"3_0","3_1_0","3_3_0","3_0_1_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1
"47",46,NA,43,3,9,0,0,418.913106131063,0,1176.62296418559,25042.4,41,1,10058,201700046,1,3,1,2,1.5,605.22470851,0,0,0,23184,3,90,5,0,1,1,3,0,0,0,1,0,0,0,1,1,0,1,0,0,1595.53607031665,0.0637133849118557,0.0688205689405044,15456,3,2,"3_0","3_1_0","3_3_0","3_0_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2
"51",50,NA,23,3,1,0,0,761.660192965569,0,0,18307.28,31,2,10061,201700050,1,3,0,1,1,3497.7509413,0,0,0,14300,3,41,5,0,0,1,3,0,0,0,1,0,1,0,0,0,1,1,0,0,761.660192965569,0.0416042248201573,0.0532629505570328,14300,3,2,"3_0","3_0_0","3_3_0","3_1_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1
"52",51,2,40,4,4,0,0,873.167138626485,0,1589.27038182955,19275.01665845,50,1,10062,201700051,1,3,1,2,1.3,471.93539709,0,0,0,19621,1,80,2,0,1,1,3,0,0,0,1,0,0,1,0,1,0,0,1,0,2462.43752045604,0.127752808938638,0.125500102974162,15093.0769230769,3,2,"3_0","3_1_0","3_3_0","3_0_1_0",0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1
"66",65,NA,45,2,7,389.854398520447,0,423.144551647538,0,700.370812015233,12022.3308753,71,2,10078,201700065,2,3,1,3,1.8,2520.4070389,0,0,0,28030,3,73,5,1,1,1,3,0,0,0,1,0,0,0,1,0,1,1,0,0,1513.36976218322,0.125879896159941,0.0539910725002932,15572.2222222222,3,2,"3_0","3_0_0","3_3_0","3_0_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,1
"71",70,NA,71,3,6,0,0,232.729503406146,0,0,13681,70,2,10082,201700070,0,3,0,1,1,2600.5985347,0,0,0,14602,3,65,7,0,0,1,3,0,0,0,1,0,0,0,1,0,1,1,0,0,232.729503406146,0.0170111470949599,0.0159381936314304,14602,3,2,"3_0","3_0_0","3_3_0","3_0_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1
"105",104,NA,48,3,99,0,0,581.823758515365,0,1372.72679154986,21210.267533756,50,1,10122,201700104,1,4,2,4,2.5,907.58939303,0,0,0,36344,3,90,4,0,1,1,3,0,0,0,1,0,0,0,1,1,0,0,1,0,1954.55055006522,0.0921511502367694,0.0537791808844712,14537.6,3,2,"3_0","3_1_0","3_3_0","3_0_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1
"112",111,NA,49,3,1,0,0,990.15825085524,0,1848.97894372022,28266.51686773,31,1,10134,201700111,2,5,3,4,2.5,1564.9304639,0,0,0,39078,3,100,3,0,1,1,3,0,0,0,1,0,1,0,0,1,0,0,1,0,2839.13719457546,0.100441706626284,0.0726530834376236,15631.2,3,2,"3_0","3_1_0","3_3_0","3_1_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2
"139",138,NA,74,4,5,0,0,423.144551647538,44.8237319689749,0,6404.26584675,71,2,10176,201700138,0,2,0,1,1,3203.5726255,0,0,0,16220,3,42,8,0,0,1,3,0,0,0,1,0,0,0,1,0,1,0,1,0,467.968283616513,0.0730713394500941,0.0288513121835088,16220,3,2,"3_0","3_0_0","3_3_0","3_0_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1
"145",144,NA,52,4,1,0,0,338.515641318031,0,966.511720581022,17621.960315994,30,1,10185,201700144,1,2,0,1,1,2324.7359138,0,0,0,14837,3,47,2,0,1,1,3,0,0,0,1,0,1,0,0,1,0,0,1,0,1305.02736189905,0.0740568778102733,0.0879576303766969,14837,3,2,"3_0","3_1_0","3_3_0","3_1_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,5,1
"213",213,2,37,3,7,0,0,645.965485208369,0,1175.73574165962,34060.24,42,1,10273,201700213,1,4,2,3,1.6,478.80537748,0,0,0,23878,2,90,7,0,1,1,3,0,0,0,1,0,0,0,1,1,0,1,0,0,1821.70122686799,0.0534846855708587,0.0762920356339721,14923.75,3,2,"3_0","3_1_0","3_3_0","3_0_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1
"265",265,NA,44,3,9,0,0,391.408710273973,0,0,28600.58,42,2,10338,201700265,1,3,1,2,1.5,761.2777702,0,0,0,24540,3,72,3,0,0,1,3,0,0,0,1,0,0,0,1,0,1,0,1,0,391.408710273973,0.013685341705447,0.0159498251945384,16360,3,2,"3_0","3_0_0","3_3_0","3_0_0_0",0,0,0,0,1,2,1,2,2,1,2,2,2,2,2,0,2
"299",299,2,65,9,4,0,0,324.763443389486,0,645.741888678045,16214.84,50,2,10379,201700299,0,3,0,1,1,2823.3605459,0,0,0,14057,1,66,5,0,1,1,3,0,0,0,1,0,0,1,0,0,1,1,0,0,970.505332067531,0.0598529083276511,0.069040715093372,14057,3,2,"3_0","3_0_0","3_3_0","3_0_1_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1
"341",341,NA,83,3,5,0,0,878.024944668642,84.044497441828,0,10516.04,70,2,10435,201700341,0,3,0,1,1,3785.0982233,0,0,0,15660,3,65,2,0,0,1,3,0,0,0,1,0,0,0,1,0,1,0,1,0,962.06944211047,0.0914859055414843,0.0614348302752535,15660,3,2,"3_0","3_0_0","3_3_0","3_0_0_0",0,0,1,1,1,2,2,2,2,1,2,2,2,2,3,0,2
"381",381,NA,60,3,9,0,0,536.374099441984,0,976.266091695295,10620.26,71,1,10490,201700381,1,3,0,2,1.5,1684.3608404,0,0,0,23424,3,60,3,0,1,1,3,0,0,0,1,0,0,0,1,1,0,0,1,0,1512.64019113728,0.142429676028391,0.0645765108921311,15616,3,2,"3_0","3_1_0","3_3_0","3_0_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1
"382",382,NA,83,4,99,0,0,0,0,0,4951.470875302,71,2,10491,201700382,0,4,0,1,1,1811.3353452,0,0,0,14270,5,79,4,0,0,0,3,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,14270,3,2,"3_0","3_0_0","3_3_0","3_0_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2
"416",417,2,52,3,7,0,742.310183961416,2115.72275823769,0,0,33829.85887829,50,1,10532,201700417,2,6,1,2,1.5,2005.9764077,0,0,0,21038,1,140,5,0,0,1,3,0,0,0,1,0,0,0,1,1,0,1,0,0,2858.03294219911,0.0844825558534394,0.135850981186382,14025.3333333333,3,2,"3_0","3_1_0","3_3_0","3_0_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2
"493",494,NA,30,2,5,0,0,278.217542708257,0,0,11434.18784975,50,2,10628,201700494,1,3,2,3,1.6,706.02402894,0,0,0,25474,3,64,5,0,0,1,3,0,0,0,1,0,0,0,1,0,1,1,0,0,278.217542708257,0.0243320773074705,0.0109216276481219,15921.25,3,2,"3_0","3_0_0","3_3_0","3_0_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1
"618",620,2,59,3,2,0,0,1135.08525979452,0,1306.89193522043,24591.80031599,50,1,10790,201700620,1,5,0,2,1.5,2269.4128156,0,0,0,23068,2,95,4,0,1,1,3,0,0,0,1,0,0,1,0,1,0,0,1,0,2441.97719501495,0.099300464530331,0.105859944295775,15378.6666666667,3,2,"3_0","3_1_0","3_3_0","3_0_1_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2
"645",647,NA,35,3,99,0,0,380.830096482785,0,1008.53396930194,16830.56584675,50,2,10819,201700647,1,3,1,2,1.3,983.03781663,0,0,0,19451,3,60,8,0,1,1,3,0,0,0,1,0,0,0,1,0,1,0,1,0,1389.36406578472,0.0825500508084824,0.0714289273448522,14962.3076923077,3,2,"3_0","3_0_0","3_3_0","3_0_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1
"654",656,NA,37,3,9,0,0,952.075241206962,605.120381581161,0,30231.59754025,50,1,10830,201700656,3,5,2,4,2.3,3683.192668,0,0,0,36874,3,97,2,0,0,1,3,0,0,0,1,0,0,0,1,1,0,0,1,0,1557.19562278812,0.0515088764566573,0.0422301790635169,16032.1739130435,3,2,"3_0","3_1_0","3_3_0","3_0_0_0",0,0,0,1,1,2,2,2,2,2,2,2,1,1,2,0,2
"667",669,NA,42,4,9,0,0,454.403306836232,0,827.069280339868,19213.14,50,1,10853,201700669,2,4,2,4,2.1,1177.6466422,0,0,0,30530,3,80,9,0,1,1,3,0,0,0,1,0,0,0,1,1,0,1,0,0,1281.4725871761,0.066697717664895,0.0419742085547363,14538.0952380952,3,2,"3_0","3_1_0","3_3_0","3_0_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2
"817",819,NA,81,2,1,0,0,160.794929626065,0,907.680572371742,13856.6,70,1,11040,201700819,0,3,0,2,1.5,2331.2410222,0,0,0,23430,5,80,3,0,1,1,3,0,0,0,1,0,1,0,0,1,0,0,1,0,1068.47550199781,0.0771095003101632,0.045602881007162,15620,3,2,"3_0","3_1_0","3_3_0","3_1_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1
"819",821,NA,31,3,9,0,0,617.791045405406,0,0,18964.860315994,43,2,11043,201700821,2,3,1,3,1.8,1235.83271,0,0,0,26371,3,55,9,0,0,1,3,0,0,0,1,0,0,0,1,0,1,1,0,0,617.791045405406,0.0325755652882079,0.0234269100680826,14650.5555555556,3,2,"3_0","3_0_0","3_3_0","3_0_0_0",0,0,0,0,1,2,1,2,1,1,2,2,2,2,2,0,1
"821",823,NA,53,3,2,0,0,476.037620603481,0,655.547080046258,14660.42,71,2,11045,201700823,1,4,2,3,1.8,1160.0506618,0,0,0,25456,3,93,7,0,1,1,3,0,0,0,1,0,0,1,0,0,1,1,0,0,1131.58470064974,0.0771863766965571,0.0444525730927773,14142.2222222222,3,2,"3_0","3_0_0","3_3_0","3_0_1_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1
"843",846,NA,42,3,1,0,0,878.024944668642,0,0,12998.380315994,43,2,11078,201700846,1,3,1,2,1.3,1043.3825312,0,0,0,18670,3,65,8,0,0,1,3,0,0,0,1,0,1,0,0,0,1,0,1,0,878.024944668642,0.0675487963364379,0.0470286526335641,14361.5384615385,3,2,"3_0","3_0_0","3_3_0","3_1_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2
"867",870,NA,68,2,99,0,0,178.197375229895,0,324.340894250928,16219.6,71,2,11106,201700870,2,4,2,4,2.5,3852.7475805,0,0,0,37214,3,100,8,0,1,1,3,0,0,0,1,0,0,0,1,0,1,0,1,0,502.538269480823,0.030983394749613,0.0135040111108944,14885.6,3,2,"3_0","3_0_0","3_3_0","3_0_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2
"890",893,NA,59,4,9,0,0,380.830096482785,0,0,15303.621033505,50,2,11138,201700893,0,2,0,1,1,3497.1973839,0,0,0,16438,3,38,9,0,0,1,3,0,0,0,1,0,0,0,1,0,1,1,0,0,380.830096482785,0.0248849664827046,0.0231676661688031,16438,3,2,"3_0","3_0_0","3_3_0","3_0_0_0",0,0,0,0,1,1,2,2,2,1,2,2,2,2,1,2,1
"925",928,NA,53,1,9,0,0,423.144551647538,0,1120.59329922437,42237.12,50,2,11187,201700928,1,4,1,2,1.5,648.20804344,0,0,0,24060,3,90,3,0,1,1,3,0,0,0,1,0,0,0,1,0,1,0,1,0,1543.73785087191,0.036549316119847,0.0641620054393978,16040,3,2,"3_0","3_0_0","3_3_0","3_0_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,2
"933",936,NA,47,3,99,0,0,52.8930689559423,0,0,19712.40270268,31,2,11195,201700936,1,3,2,3,1.6,1079.0425109,0,0,0,26087,3,68,2,0,0,1,3,0,0,0,1,0,0,0,1,0,1,0,1,0,52.8930689559423,0.00268323804833549,0.00202756426403735,16304.375,3,2,"3_0","3_0_0","3_3_0","3_0_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1
"991",994,NA,35,4,99,0,0,401.987324065162,0,1071.56734238331,14517.42031599,30,2,11268,201700994,1,3,3,5,2.4,3105.5247606,0,0,0,36852,3,72,4,0,1,1,3,0,0,0,1,0,0,0,1,0,1,0,1,0,1473.55466644847,0.101502514522187,0.0399857447750046,15355,3,2,"3_0","3_0_0","3_3_0","3_0_0_0",1,0,0,1,1,2,2,2,1,1,2,2,2,1,2,3,2
"1020",1024,NA,43,4,8,0,0,856.867717086265,0,476.252152170358,38864.04,71,1,11302,201701024,4,5,3,5,2.8,1718.1019241,0,0,0,45117,3,86,3,0,1,1,3,0,0,0,1,0,0,0,1,1,0,0,1,0,1333.11986925662,0.0343021432989628,0.029548061024816,16113.2142857143,3,2,"3_0","3_1_0","3_3_0","3_0_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1
"1039",1043,2,51,2,2,0,0,507.773461977046,0,1543.61726968157,22727.28,20,2,11323,201701043,1,3,1,2,1.5,1840.8969919,0,0,0,22029,1,60,2,0,1,1,3,0,0,0,1,0,0,1,0,0,1,0,1,0,2051.39073165862,0.090261163309407,0.0931222811593182,14686,3,2,"3_0","3_0_0","3_3_0","3_0_1_0",0,0,1,1,1,2,2,2,2,2,2,2,1,1,2,0,2
"1053",1057,NA,62,3,3,0,0,380.830096482785,0,1270.47265299563,12875.4308753,50,1,11338,201701057,0,3,0,1,1,2306.7941963,0,0,0,14500,3,50,4,0,1,1,3,0,0,0,1,0,0,1,0,1,0,0,1,0,1651.30274947842,0.128252232136654,0.113882948239891,14500,3,2,"3_0","3_1_0","3_3_0","3_0_1_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,1
"1147",1151,NA,26,2,99,0,0,1227.11919977786,0,0,20341.32,50,2,11459,201701151,1,2,0,1,1,4795.9222866,0,0,0,15859,3,44,9,0,0,1,3,0,0,0,1,0,0,0,1,0,1,1,0,0,1227.11919977786,0.0603264291490356,0.0773768333298355,15859,3,2,"3_0","3_0_0","3_3_0","3_0_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1
"1153",1157,NA,63,3,2,0,0,256.002453746761,0,0,19932.4,50,2,11470,201701157,0,3,0,1,1,3327.9297278,0,0,0,14390,3,48,3,0,0,1,3,0,0,0,1,0,0,1,0,0,1,0,1,0,256.002453746761,0.0128435338316891,0.0177903025536317,14390,3,2,"3_0","3_0_0","3_3_0","3_0_1_0",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
"1154",1158,2,79,3,3,960.510836934434,0,558.91437436377,88.2467223139194,545.560224833136,12936.07090168,70,1,11472,201701158,0,3,0,1,1,3142.7270713,0,0,0,15120,1,70,7,1,1,1,3,0,0,0,1,0,0,1,0,1,0,1,0,0,2153.23215844526,0.166451790100008,0.142409534288708,15120,3,2,"3_0","3_1_0","3_3_0","3_0_1_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,5,2
"1353",1358,2,85,2,5,904.010199467702,0,380.830096482785,78.4415309457061,0,12041.5511913,70,1,11733,201701358,0,5,0,1,1,2054.1766514,0,0,0,14210,1,110,8,1,0,1,3,0,0,0,1,0,0,0,1,1,0,0,1,0,1363.28182689619,0.113214801418704,0.0959382003445597,14210,3,2,"3_0","3_1_0","3_3_0","3_0_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1
"1368",1373,2,65,4,1,0,0,1181.63116047575,0,1176.62296418559,48292.42,41,1,11754,201701373,1,5,0,2,1.5,1519.1062836,0,0,0,22456,1,103,2,0,1,1,3,0,0,0,1,0,1,0,0,1,0,0,1,0,2358.25412466134,0.0488328007720744,0.105016660342953,14970.6666666667,3,2,"3_0","3_1_0","3_3_0","3_1_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1
"1385",1390,NA,29,4,4,0,0,393.524433032211,0,151.28009539529,22902.1,50,2,11775,201701390,2,2,0,2,1.5,2642.0005628,0,0,0,21588,3,47,5,0,1,1,3,0,0,0,1,0,0,1,0,0,1,1,0,0,544.804528427501,0.0237884092911786,0.0252364521228229,14392,3,2,"3_0","3_0_0","3_3_0","3_0_1_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1
"1393",1398,NA,44,3,6,0,0,190.415048241392,210.11124360457,0,14474.18,71,2,11787,201701398,1,1,0,1,1,3821.0694435,0,0,0,14292,3,23,8,0,0,1,3,0,0,0,1,0,0,0,1,0,1,0,1,0,400.526291845962,0.0276717777342801,0.0280245096449736,14292,3,2,"3_0","3_0_0","3_3_0","3_0_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1
"1442",1448,NA,48,1,1,0,0,534.592125689685,0,973.022682752786,19601.6711913,50,1,11853,201701448,1,6,3,4,2.1,541.47484938,0,0,0,31160,3,93,3,0,1,1,3,0,0,0,1,0,1,0,0,1,0,0,1,0,1507.61480844247,0.0769125649404633,0.048383016959001,14838.0952380952,3,2,"3_0","3_1_0","3_3_0","3_1_0_0",0,0,0,1,1,2,2,2,2,1,2,2,2,1,1,0,1
"1518",1524,2,73,3,1,113.001274933463,0,1417.53424801925,142.875645651108,0,22216,50,1,11945,201701524,0,3,0,2,1.5,2215.9613254,0,0,0,22011,1,58,8,1,0,1,3,0,0,0,1,0,1,0,0,1,0,0,1,0,1673.41116860382,0.0753245934733446,0.0760261309619656,14674,3,2,"3_0","3_1_0","3_3_0","3_1_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1
"1540",1546,2,93,1,5,0,0,1248.19585357456,151.28009539529,504.3176724851,30528.28330707,41,2,11973,201701546,1,4,1,2,1.5,6904.5035149,0,0,0,24629,1,60,8,0,1,1,3,0,0,0,1,0,0,0,1,0,1,0,1,0,1903.79362145495,0.0623616337121077,0.0772988599397032,16419.3333333333,3,2,"3_0","3_0_0","3_3_0","3_0_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1
"1546",1552,NA,55,4,99,0,0,81.4553261921512,0,221.317176596814,13440.4,44,2,1198,201701552,1,3,0,1,1,3888.9821951,0,0,0,15751,3,60,7,0,1,1,3,0,0,0,1,0,0,0,1,0,1,1,0,0,302.772502788965,0.022527045533538,0.0192224304989502,15751,3,2,"3_0","3_0_0","3_3_0","3_0_0_0",0,0,0,0,1,2,2,1,1,2,2,2,2,2,1,0,1
"1628",1634,2,90,4,1,0,0,1301.16949631618,0,0,7212.880315994,70,1,12078,201701634,0,4,0,1,1,1831.9423862,0,0,0,16190,1,85,3,0,0,1,3,0,0,0,1,0,1,0,0,1,0,0,1,0,1301.16949631618,0.180395270587111,0.0803687150287944,16190,3,2,"3_0","3_1_0","3_3_0","3_1_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1
"1666",1672,NA,48,5,99,0,0,787.048866064422,352.986889255678,0,25188.12,50,2,12129,201701672,2,4,3,5,2.4,1801.2539943,0,0,0,37830,3,82,7,0,0,1,3,0,0,0,1,0,0,0,1,0,1,1,0,0,1140.0357553201,0.0452608513585015,0.0301357587977822,15762.5,3,2,"3_0","3_0_0","3_3_0","3_0_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1
"1719",1725,NA,46,4,6,0,0,819.707926057517,0,1491.96811355427,8775.8711913,71,2,12195,201701725,0,3,0,1,1,944.31186753,0,0,0,15924,3,65,9,0,1,1,3,0,0,0,1,0,0,0,1,0,1,1,0,0,2311.67603961179,0.263412713019703,0.145169306682479,15924,3,2,"3_0","3_0_0","3_3_0","3_0_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,2
"1741",1748,2,87,2,3,0,0,1269.43365494262,0,2101.1124360457,28578.4,70,1,12222,201701748,0,5,0,2,1.5,1845.0548096,0,0,0,24490,1,100,2,0,1,1,3,0,0,0,1,0,0,1,0,1,0,0,1,0,3370.54609098831,0.11794033574267,0.137629485136313,16326.6666666667,3,2,"3_0","3_1_0","3_3_0","3_0_1_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1
"1773",1780,NA,30,3,8,0,0,445.493438074737,0,810.852235627321,21538.38,50,1,12258,201701780,2,4,3,5,2.4,2325.543068,0,0,0,34018,3,92,5,0,1,1,3,0,0,0,1,0,0,0,1,1,0,1,0,0,1256.34567370206,0.0583305556732706,0.036931791219415,14174.1666666667,3,2,"3_0","3_1_0","3_3_0","3_0_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,2
"1788",1795,2,54,3,4,678.007649600777,178.15444415074,847.421390521129,0,194.604536550557,27202.94,30,1,12277,201701795,2,5,2,3,2,2446.7633828,0,0,0,28210,1,92,8,1,1,1,3,0,0,0,1,0,0,1,0,1,0,0,1,0,1898.1880208232,0.0697787820295602,0.0672877710323716,14105,3,2,"3_0","3_1_0","3_3_0","3_0_1_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1
"1834",1841,NA,67,3,4,0,0,666.452668844873,0,378.200238488226,18824.30031599,50,2,12340,201701841,0,4,0,2,1.5,2776.9093606,0,0,0,23771,3,84,2,0,1,1,3,0,0,0,1,0,0,1,0,0,1,0,1,0,1044.6529073331,0.0554949129474807,0.0439465275896302,15847.3333333333,3,2,"3_0","3_0_0","3_3_0","3_0_1_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1
"1895",1902,2,66,4,6,0,222.693055188425,2272.28624234728,126.066746162742,0,18103.6,50,2,12414,201701902,0,4,0,1,1,2787.5983141,0,0,0,15907,1,100,9,0,0,1,3,0,0,0,1,0,0,0,1,0,1,1,0,0,2621.04604369845,0.144780377587797,0.164773121499871,15907,3,2,"3_0","3_0_0","3_3_0","3_0_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1
"1953",1960,2,54,3,6,0,593.848147169133,1758.16561209552,0,0,30489.44,50,1,12491,201701960,1,6,1,2,1.5,482.75304834,0,0,0,21723,1,120,2,0,0,1,3,0,0,0,1,0,0,0,1,1,0,0,1,0,2352.01375926466,0.0771419140287475,0.108272971471006,14482,3,2,"3_0","3_1_0","3_3_0","3_0_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1
"1963",1970,NA,55,4,2,0,0,444.301779229915,0,840.44497441828,13793.37202733,50,2,12504,201701970,1,4,2,4,2.5,4653.6994466,0,0,0,35760,3,80,8,0,1,1,3,0,0,0,1,0,0,1,0,0,1,0,1,0,1284.7467536482,0.0931423259738529,0.0359269226411688,14304,3,2,"3_0","3_0_0","3_3_0","3_0_1_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1
