posteCOICOP;annee;description;categoriefiscale;supplementaire
0621;1996;Services médicaux;0;0
0621;1997;Services médicaux;0;0
0621;1998;Services médicaux;0;0
0621;1999;Services médicaux;0;0
0621;2000;Services médicaux;0;0
0621;2001;Services médicaux;0;0
0621;2002;Services médicaux;0;0
0621;2003;Services médicaux;0;0
0621;2004;Services médicaux;0;0
0621;2005;Services médicaux;0;0
0621;2006;Services médicaux;0;0
0621;2007;Services médicaux;0;0
0621;2008;Services médicaux;0;0
0621;2009;Services médicaux;0;0
0621;2010;Services médicaux;0;0
0621;2011;Services médicaux;0;0
0621;2012;Services médicaux;0;0
0621;2013;Services médicaux;0;0
0621;2014;Services médicaux;0;0
0622;1994;Services dentaires;0;0
0622;1995;Services dentaires;0;0
0622;1996;Services dentaires;0;0
0622;1997;Services dentaires;0;0
0622;1998;Services dentaires;0;0
0622;1999;Services dentaires;0;0
0622;2000;Services dentaires;0;0
0622;2001;Services dentaires;0;0
0622;2002;Services dentaires;0;0
0622;2003;Services dentaires;0;0
0622;2004;Services dentaires;0;0
0622;2005;Services dentaires;0;0
0622;2006;Services dentaires;0;0
0622;2007;Services dentaires;0;0
0622;2008;Services dentaires;0;0
0622;2009;Services dentaires;0;0
0622;2010;Services dentaires;0;0
0622;2011;Services dentaires;0;0
0622;2012;Services dentaires;0;0
0622;2013;Services dentaires;0;0
0622;2014;Services dentaires;0;0
0623;1994;Services paramédicaux;0;0
0623;1995;Services paramédicaux;0;0
0623;1996;Services paramédicaux;0;0
0623;1997;Services paramédicaux;0;0
0623;1998;Services paramédicaux;0;0
0623;1999;Services paramédicaux;0;0
0623;2000;Services paramédicaux;0;0
0623;2001;Services paramédicaux;0;0
0623;2002;Services paramédicaux;0;0
0623;2003;Services paramédicaux;0;0
0623;2004;Services paramédicaux;0;0
0623;2005;Services paramédicaux;0;0
0623;2006;Services paramédicaux;0;0
0623;2007;Services paramédicaux;0;0
0623;2008;Services paramédicaux;0;0
0623;2009;Services paramédicaux;0;0
0623;2010;Services paramédicaux;0;0
0623;2011;Services paramédicaux;0;0
0623;2012;Services paramédicaux;0;0
0623;2013;Services paramédicaux;0;0
0623;2014;Services paramédicaux;0;0
0630;1994;Services hospitaliers;0;0
0630;1995;Services hospitaliers;0;0
0630;1996;Services hospitaliers;0;0
0630;1997;Services hospitaliers;0;0
0630;1998;Services hospitaliers;0;0
0630;1999;Services hospitaliers;0;0
0630;2000;Services hospitaliers;0;0
0630;2001;Services hospitaliers;0;0
0630;2002;Services hospitaliers;0;0
0630;2003;Services hospitaliers;0;0
0630;2004;Services hospitaliers;0;0
0630;2005;Services hospitaliers;0;0
0630;2006;Services hospitaliers;0;0
0630;2007;Services hospitaliers;0;0
0630;2008;Services hospitaliers;0;0
0630;2009;Services hospitaliers;0;0
0630;2010;Services hospitaliers;0;0
0630;2011;Services hospitaliers;0;0
0630;2012;Services hospitaliers;0;0
0630;2013;Services hospitaliers;0;0
0630;2014;Services hospitaliers;0;0
0711;1994;Voitures automobiles;3;0
0711;1995;Voitures automobiles;3;0
0711;1996;Voitures automobiles;3;0
0711;1997;Voitures automobiles;3;0
0711;1998;Voitures automobiles;3;0
0711;1999;Voitures automobiles;3;0
0711;2000;Voitures automobiles;3;0
0711;2001;Voitures automobiles;3;0
0711;2002;Voitures automobiles;3;0
0711;2003;Voitures automobiles;3;0
0711;2004;Voitures automobiles;3;0
0711;2005;Voitures automobiles;3;0
0711;2006;Voitures automobiles;3;0
0711;2007;Voitures automobiles;3;0
0711;2008;Voitures automobiles;3;0
0711;2009;Voitures automobiles;3;0
0711;2010;Voitures automobiles;3;0
0711;2011;Voitures automobiles;3;0
0711;2012;Voitures automobiles;3;0
0711;2013;Voitures automobiles;3;0
0711;2014;Voitures automobiles;3;0
0712;1994;Motocycles;3;0
0712;1995;Motocycles;3;0
0712;1996;Motocycles;3;0
0712;1997;Motocycles;3;0
0712;1998;Motocycles;3;0
0712;1999;Motocycles;3;0
0712;2000;Motocycles;3;0
0712;2001;Motocycles;3;0
0712;2002;Motocycles;3;0
0712;2003;Motocycles;3;0
0712;2004;Motocycles;3;0
0712;2005;Motocycles;3;0
0712;2006;Motocycles;3;0
0712;2007;Motocycles;3;0
0712;2008;Motocycles;3;0
0712;2009;Motocycles;3;0
0712;2010;Motocycles;3;0
0712;2011;Motocycles;3;0
0712;2012;Motocycles;3;0
0712;2013;Motocycles;3;0
0712;2014;Motocycles;3;0
0713;1994;Bicyclettes;3;0
0713;1995;Bicyclettes;3;0
0713;1996;Bicyclettes;3;0
0713;1997;Bicyclettes;3;0
0713;1998;Bicyclettes;3;0
0713;1999;Bicyclettes;3;0
0713;2000;Bicyclettes;3;0
0713;2001;Bicyclettes;3;0
0713;2002;Bicyclettes;3;0
0713;2003;Bicyclettes;3;0
0713;2004;Bicyclettes;3;0
0713;2005;Bicyclettes;3;0
0713;2006;Bicyclettes;3;0
0713;2007;Bicyclettes;3;0
0713;2008;Bicyclettes;3;0
0713;2009;Bicyclettes;3;0
0713;2010;Bicyclettes;3;0
0713;2011;Bicyclettes;3;0
0713;2012;Bicyclettes;3;0
0713;2013;Bicyclettes;3;0
0713;2014;Bicyclettes;3;0
0721;1994;Pièces de rechange et accessoires pour véhicules de tourisme ;3;0
0721;1995;Pièces de rechange et accessoires pour véhicules de tourisme ;3;0
0721;1996;Pièces de rechange et accessoires pour véhicules de tourisme ;3;0
0721;1997;Pièces de rechange et accessoires pour véhicules de tourisme ;3;0
0721;1998;Pièces de rechange et accessoires pour véhicules de tourisme ;3;0
0721;1999;Pièces de rechange et accessoires pour véhicules de tourisme ;3;0
0721;2000;Pièces de rechange et accessoires pour véhicules de tourisme ;3;0
0721;2001;Pièces de rechange et accessoires pour véhicules de tourisme ;3;0
0721;2002;Pièces de rechange et accessoires pour véhicules de tourisme ;3;0
0721;2003;Pièces de rechange et accessoires pour véhicules de tourisme ;3;0
0721;2004;Pièces de rechange et accessoires pour véhicules de tourisme ;3;0
0721;2005;Pièces de rechange et accessoires pour véhicules de tourisme ;3;0
0721;2006;Pièces de rechange et accessoires pour véhicules de tourisme ;3;0
0721;2007;Pièces de rechange et accessoires pour véhicules de tourisme ;3;0
0721;2008;Pièces de rechange et accessoires pour véhicules de tourisme ;3;0
0721;2009;Pièces de rechange et accessoires pour véhicules de tourisme ;3;0
0721;2010;Pièces de rechange et accessoires pour véhicules de tourisme ;3;0
0721;2011;Pièces de rechange et accessoires pour véhicules de tourisme ;3;0
0721;2012;Pièces de rechange et accessoires pour véhicules de tourisme ;3;0
0721;2013;Pièces de rechange et accessoires pour véhicules de tourisme ;3;0
0721;2014;Pièces de rechange et accessoires pour véhicules de tourisme ;3;0
0722;1994;Carburants et lubrifiants pour véhicules de tourisme;14;0
0722;1995;Carburants et lubrifiants pour véhicules de tourisme;14;0
0722;1996;Carburants et lubrifiants pour véhicules de tourisme;14;0
0722;1997;Carburants et lubrifiants pour véhicules de tourisme;14;0
0722;1998;Carburants et lubrifiants pour véhicules de tourisme;14;0
0722;1999;Carburants et lubrifiants pour véhicules de tourisme;14;0
0722;2000;Carburants et lubrifiants pour véhicules de tourisme;14;0
0722;2001;Carburants et lubrifiants pour véhicules de tourisme;14;0
0722;2002;Carburants et lubrifiants pour véhicules de tourisme;14;0
0722;2003;Carburants et lubrifiants pour véhicules de tourisme;14;0
0722;2004;Carburants et lubrifiants pour véhicules de tourisme;14;0
0722;2005;Carburants et lubrifiants pour véhicules de tourisme;14;0
0722;2006;Carburants et lubrifiants pour véhicules de tourisme;14;0
0722;2007;Carburants et lubrifiants pour véhicules de tourisme;14;0
0722;2008;Carburants et lubrifiants pour véhicules de tourisme;14;0
0722;2009;Carburants et lubrifiants pour véhicules de tourisme;14;0
0722;2010;Carburants et lubrifiants pour véhicules de tourisme;14;0
0722;2011;Carburants et lubrifiants pour véhicules de tourisme;14;0
0722;2012;Carburants et lubrifiants pour véhicules de tourisme;14;0
0722;2013;Carburants et lubrifiants pour véhicules de tourisme;14;0
0722;2014;Carburants et lubrifiants pour véhicules de tourisme;14;0
0723;1994;Entretien et réparation de véhicules particuliers;3;0
0723;1995;Entretien et réparation de véhicules particuliers;3;0
0723;1996;Entretien et réparation de véhicules particuliers;3;0
0723;1997;Entretien et réparation de véhicules particuliers;3;0
0723;1998;Entretien et réparation de véhicules particuliers;3;0
0723;1999;Entretien et réparation de véhicules particuliers;3;0
0723;2000;Entretien et réparation de véhicules particuliers;3;0
0723;2001;Entretien et réparation de véhicules particuliers;3;0
0723;2002;Entretien et réparation de véhicules particuliers;3;0
0723;2003;Entretien et réparation de véhicules particuliers;3;0
0723;2004;Entretien et réparation de véhicules particuliers;3;0
0723;2005;Entretien et réparation de véhicules particuliers;3;0
0723;2006;Entretien et réparation de véhicules particuliers;3;0
0723;2007;Entretien et réparation de véhicules particuliers;3;0
0723;2008;Entretien et réparation de véhicules particuliers;3;0
0723;2009;Entretien et réparation de véhicules particuliers;3;0
0723;2010;Entretien et réparation de véhicules particuliers;3;0
0723;2011;Entretien et réparation de véhicules particuliers;3;0
0723;2012;Entretien et réparation de véhicules particuliers;3;0
0723;2013;Entretien et réparation de véhicules particuliers;3;0
0723;2014;Entretien et réparation de véhicules particuliers;3;0
0724;1994;Services divers liés aux véhicules particuliers;3;0
0724;1995;Services divers liés aux véhicules particuliers;3;0
0724;1996;Services divers liés aux véhicules particuliers;3;0
0724;1997;Services divers liés aux véhicules particuliers;3;0
0724;1998;Services divers liés aux véhicules particuliers;3;0
0724;1999;Services divers liés aux véhicules particuliers;3;0
0724;2000;Services divers liés aux véhicules particuliers;3;0
0724;2001;Services divers liés aux véhicules particuliers;3;0
0724;2002;Services divers liés aux véhicules particuliers;3;0
0724;2003;Services divers liés aux véhicules particuliers;3;0
0724;2004;Services divers liés aux véhicules particuliers;3;0
0724;2005;Services divers liés aux véhicules particuliers;3;0
0724;2006;Services divers liés aux véhicules particuliers;3;0
0724;2007;Services divers liés aux véhicules particuliers;3;0
0724;2008;Services divers liés aux véhicules particuliers;3;0
0724;2009;Services divers liés aux véhicules particuliers;3;0
0724;2010;Services divers liés aux véhicules particuliers;3;0
0724;2011;Services divers liés aux véhicules particuliers;3;0
0724;2012;Services divers liés aux véhicules particuliers;3;0
0724;2013;Services divers liés aux véhicules particuliers;3;0
0724;2014;Services divers liés aux véhicules particuliers;3;0
0731;1994;Transport ferroviaire de passagers;2;0
0731;1995;Transport ferroviaire de passagers;2;0
0731;1996;Transport ferroviaire de passagers;2;0
0731;1997;Transport ferroviaire de passagers;2;0
0731;1998;Transport ferroviaire de passagers;2;0
0731;1999;Transport ferroviaire de passagers;2;0
0731;2000;Transport ferroviaire de passagers;2;0
0731;2001;Transport ferroviaire de passagers;2;0
0731;2002;Transport ferroviaire de passagers;2;0
0731;2003;Transport ferroviaire de passagers;2;0
0731;2004;Transport ferroviaire de passagers;2;0
0731;2005;Transport ferroviaire de passagers;2;0
0731;2006;Transport ferroviaire de passagers;2;0
0731;2007;Transport ferroviaire de passagers;2;0
0731;2008;Transport ferroviaire de passagers;2;0
0731;2009;Transport ferroviaire de passagers;2;0
0731;2010;Transport ferroviaire de passagers;2;0
0731;2011;Transport ferroviaire de passagers;2;0
0731;2012;Transport ferroviaire de passagers;4;0
0731;2013;Transport ferroviaire de passagers;4;0
0731;2014;Transport ferroviaire de passagers;4;0
0732;1994;Transport routier de passagers;2;0
0732;1995;Transport routier de passagers;2;0
0732;1996;Transport routier de passagers;2;0
0732;1997;Transport routier de passagers;2;0
0732;1998;Transport routier de passagers;2;0
0732;1999;Transport routier de passagers;2;0
0732;2000;Transport routier de passagers;2;0
0732;2001;Transport routier de passagers;2;0
0732;2002;Transport routier de passagers;2;0
0732;2003;Transport routier de passagers;2;0
0732;2004;Transport routier de passagers;2;0
0732;2005;Transport routier de passagers;2;0
0732;2006;Transport routier de passagers;2;0
0732;2007;Transport routier de passagers;2;0
0732;2008;Transport routier de passagers;2;0
0732;2009;Transport routier de passagers;2;0
0732;2010;Transport routier de passagers;2;0
0732;2011;Transport routier de passagers;2;0
0732;2012;Transport routier de passagers;4;0
0732;2013;Transport routier de passagers;4;0
0732;2014;Transport routier de passagers;4;0
0733;1994;Transport aérien de passagers;2;0
0733;1995;Transport aérien de passagers;2;0
0733;1996;Transport aérien de passagers;2;0
0733;1997;Transport aérien de passagers;2;0
0733;1998;Transport aérien de passagers;2;0
0733;1999;Transport aérien de passagers;2;0
0733;2000;Transport aérien de passagers;2;0
0733;2001;Transport aérien de passagers;2;0
0733;2002;Transport aérien de passagers;2;0
0733;2003;Transport aérien de passagers;2;0
0733;2004;Transport aérien de passagers;2;0
0733;2005;Transport aérien de passagers;2;0
0733;2006;Transport aérien de passagers;2;0
0733;2007;Transport aérien de passagers;2;0
0733;2008;Transport aérien de passagers;2;0
0733;2009;Transport aérien de passagers;2;0
0733;2010;Transport aérien de passagers;2;0
0733;2011;Transport aérien de passagers;2;0
0733;2012;Transport aérien de passagers;4;0
0733;2013;Transport aérien de passagers;4;0
0733;2014;Transport aérien de passagers;4;0
0734;1994;Transport maritime et fluvial de passagers;2;0
0734;1995;Transport maritime et fluvial de passagers;2;0
0734;1996;Transport maritime et fluvial de passagers;2;0
0734;1997;Transport maritime et fluvial de passagers;2;0
0734;1998;Transport maritime et fluvial de passagers;2;0
0734;1999;Transport maritime et fluvial de passagers;2;0
0734;2000;Transport maritime et fluvial de passagers;2;0
0734;2001;Transport maritime et fluvial de passagers;2;0
0734;2002;Transport maritime et fluvial de passagers;2;0
0734;2003;Transport maritime et fluvial de passagers;2;0
0734;2004;Transport maritime et fluvial de passagers;2;0
0734;2005;Transport maritime et fluvial de passagers;2;0
0734;2006;Transport maritime et fluvial de passagers;2;0
0734;2007;Transport maritime et fluvial de passagers;2;0
0734;2008;Transport maritime et fluvial de passagers;2;0
0734;2009;Transport maritime et fluvial de passagers;2;0
0734;2010;Transport maritime et fluvial de passagers;2;0
0734;2011;Transport maritime et fluvial de passagers;2;0
0734;2012;Transport maritime et fluvial de passagers;4;0
0734;2013;Transport maritime et fluvial de passagers;4;0
0734;2014;Transport maritime et fluvial de passagers;4;0
0735;1994;Transport combiné de passagers;2;0
0735;1995;Transport combiné de passagers;2;0
0735;1996;Transport combiné de passagers;2;0
0735;1997;Transport combiné de passagers;2;0
0735;1998;Transport combiné de passagers;2;0
0735;1999;Transport combiné de passagers;2;0
0735;2000;Transport combiné de passagers;2;0
0735;2001;Transport combiné de passagers;2;0
0735;2002;Transport combiné de passagers;2;0
0735;2003;Transport combiné de passagers;2;0
0735;2004;Transport combiné de passagers;2;0
0735;2005;Transport combiné de passagers;2;0
0735;2006;Transport combiné de passagers;2;0
0735;2007;Transport combiné de passagers;2;0
0735;2008;Transport combiné de passagers;2;0
0735;2009;Transport combiné de passagers;2;0
0735;2010;Transport combiné de passagers;2;0
0735;2011;Transport combiné de passagers;2;0
0735;2012;Transport combiné de passagers;4;0
0735;2013;Transport combiné de passagers;4;0
0735;2014;Transport combiné de passagers;4;0
0736;1994;Services de transport divers;3;0
0736;1995;Services de transport divers;3;0
0736;1996;Services de transport divers;3;0
0736;1997;Services de transport divers;3;0
0736;1998;Services de transport divers;3;0
0736;1999;Services de transport divers;3;0
0736;2000;Services de transport divers;3;0
0736;2001;Services de transport divers;3;0
0736;2002;Services de transport divers;3;0
0736;2003;Services de transport divers;3;0
0736;2004;Services de transport divers;3;0
0736;2005;Services de transport divers;3;0
0736;2006;Services de transport divers;3;0
0736;2007;Services de transport divers;3;0
0736;2008;Services de transport divers;3;0
0736;2009;Services de transport divers;3;0
0736;2010;Services de transport divers;3;0
0736;2011;Services de transport divers;3;0
0736;2012;Services de transport divers;3;0
0736;2013;Services de transport divers;3;0
0736;2014;Services de transport divers;3;0
0810;1994;Services postaux;0;0
0810;1995;Services postaux;0;0
0810;1996;Services postaux;0;0
0810;1997;Services postaux;0;0
0810;1998;Services postaux;0;0
0810;1999;Services postaux;0;0
0810;2000;Services postaux;0;0
0810;2001;Services postaux;0;0
0810;2002;Services postaux;0;0
0810;2003;Services postaux;0;0
0810;2004;Services postaux;0;0
0810;2005;Services postaux;0;0
0810;2006;Services postaux;0;0
0810;2007;Services postaux;0;0
0810;2008;Services postaux;0;0
0810;2009;Services postaux;0;0
0810;2010;Services postaux;0;0
0810;2011;Services postaux;0;0
0810;2012;Services postaux;0;0
0810;2013;Services postaux;0;0
0810;2014;Services postaux;0;0
0831;1994;Matériel de téléphonie et de télécopie;3;0
0831;1995;Matériel de téléphonie et de télécopie;3;0
0831;1996;Matériel de téléphonie et de télécopie;3;0
0831;1997;Matériel de téléphonie et de télécopie;3;0
0831;1998;Matériel de téléphonie et de télécopie;3;0
0831;1999;Matériel de téléphonie et de télécopie;3;0
0831;2000;Matériel de téléphonie et de télécopie;3;0
0831;2001;Matériel de téléphonie et de télécopie;3;0
0831;2002;Matériel de téléphonie et de télécopie;3;0
0831;2003;Matériel de téléphonie et de télécopie;3;0
0831;2004;Matériel de téléphonie et de télécopie;3;0
0831;2005;Matériel de téléphonie et de télécopie;3;0
0831;2006;Matériel de téléphonie et de télécopie;3;0
0831;2007;Matériel de téléphonie et de télécopie;3;0
0831;2008;Matériel de téléphonie et de télécopie;3;0
0831;2009;Matériel de téléphonie et de télécopie;3;0
0831;2010;Matériel de téléphonie et de télécopie;3;0
0831;2011;Matériel de téléphonie et de télécopie;3;0
0831;2012;Matériel de téléphonie et de télécopie;3;0
0831;2013;Matériel de téléphonie et de télécopie;3;0
0831;2014;Matériel de téléphonie et de télécopie;3;0
0832;1994;Services de téléphonie et de télécopie;3;0
0832;1995;Services de téléphonie et de télécopie;3;0
0832;1996;Services de téléphonie et de télécopie;3;0
0832;1997;Services de téléphonie et de télécopie;3;0
0832;1998;Services de téléphonie et de télécopie;3;0
0832;1999;Services de téléphonie et de télécopie;3;0
0832;2000;Services de téléphonie et de télécopie;3;0
0832;2001;Services de téléphonie et de télécopie;3;0
0832;2002;Services de téléphonie et de télécopie;3;0
0832;2003;Services de téléphonie et de télécopie;3;0
0832;2004;Services de téléphonie et de télécopie;3;0
0832;2005;Services de téléphonie et de télécopie;3;0
0832;2006;Services de téléphonie et de télécopie;3;0
0832;2007;Services de téléphonie et de télécopie;3;0
0832;2008;Services de téléphonie et de télécopie;3;0
0832;2009;Services de téléphonie et de télécopie;3;0
0832;2010;Services de téléphonie et de télécopie;3;0
0832;2011;Services de téléphonie et de télécopie;3;0
0832;2012;Services de téléphonie et de télécopie;3;0
0832;2013;Services de téléphonie et de télécopie;3;0
0832;2014;Services de téléphonie et de télécopie;3;0
0911;1994;Matériel de réception, d'enregistrement et de reproduction du son et de l'image;3;0
0911;1995;Matériel de réception, d'enregistrement et de reproduction du son et de l'image;3;0
0911;1996;Matériel de réception, d'enregistrement et de reproduction du son et de l'image;3;0
0911;1997;Matériel de réception, d'enregistrement et de reproduction du son et de l'image;3;0
0911;1998;Matériel de réception, d'enregistrement et de reproduction du son et de l'image;3;0
0911;1999;Matériel de réception, d'enregistrement et de reproduction du son et de l'image;3;0
0911;2000;Matériel de réception, d'enregistrement et de reproduction du son et de l'image;3;0
0911;2001;Matériel de réception, d'enregistrement et de reproduction du son et de l'image;3;0
0911;2002;Matériel de réception, d'enregistrement et de reproduction du son et de l'image;3;0
0911;2003;Matériel de réception, d'enregistrement et de reproduction du son et de l'image;3;0
0911;2004;Matériel de réception, d'enregistrement et de reproduction du son et de l'image;3;0
0911;2005;Matériel de réception, d'enregistrement et de reproduction du son et de l'image;3;0
0911;2006;Matériel de réception, d'enregistrement et de reproduction du son et de l'image;3;0
0911;2007;Matériel de réception, d'enregistrement et de reproduction du son et de l'image;3;0
0911;2008;Matériel de réception, d'enregistrement et de reproduction du son et de l'image;3;0
0911;2009;Matériel de réception, d'enregistrement et de reproduction du son et de l'image;3;0
0911;2010;Matériel de réception, d'enregistrement et de reproduction du son et de l'image;3;0
0911;2011;Matériel de réception, d'enregistrement et de reproduction du son et de l'image;3;0
0911;2012;Matériel de réception, d'enregistrement et de reproduction du son et de l'image;3;0
0911;2013;Matériel de réception, d'enregistrement et de reproduction du son et de l'image;3;0
0911;2014;Matériel de réception, d'enregistrement et de reproduction du son et de l'image;3;0
0912;1994;Matériel photographique et cinématographique et appareils optiques;3;0
0912;1995;Matériel photographique et cinématographique et appareils optiques;3;0
0912;1996;Matériel photographique et cinématographique et appareils optiques;3;0
0912;1997;Matériel photographique et cinématographique et appareils optiques;3;0
0912;1998;Matériel photographique et cinématographique et appareils optiques;3;0
0912;1999;Matériel photographique et cinématographique et appareils optiques;3;0
0912;2000;Matériel photographique et cinématographique et appareils optiques;3;0
0912;2001;Matériel photographique et cinématographique et appareils optiques;3;0
0912;2002;Matériel photographique et cinématographique et appareils optiques;3;0
0912;2003;Matériel photographique et cinématographique et appareils optiques;3;0
0912;2004;Matériel photographique et cinématographique et appareils optiques;3;0
0912;2005;Matériel photographique et cinématographique et appareils optiques;3;0
0912;2006;Matériel photographique et cinématographique et appareils optiques;3;0
0912;2007;Matériel photographique et cinématographique et appareils optiques;3;0
0912;2008;Matériel photographique et cinématographique et appareils optiques;3;0
0912;2009;Matériel photographique et cinématographique et appareils optiques;3;0
0912;2010;Matériel photographique et cinématographique et appareils optiques;3;0
0912;2011;Matériel photographique et cinématographique et appareils optiques;3;0
0912;2012;Matériel photographique et cinématographique et appareils optiques;3;0
0912;2013;Matériel photographique et cinématographique et appareils optiques;3;0
0912;2014;Matériel photographique et cinématographique et appareils optiques;3;0
0913;1994;Matériel de traitement de l'information;3;0
0913;1995;Matériel de traitement de l'information;3;0
0913;1996;Matériel de traitement de l'information;3;0
0913;1997;Matériel de traitement de l'information;3;0
0913;1998;Matériel de traitement de l'information;3;0
0913;1999;Matériel de traitement de l'information;3;0
0913;2000;Matériel de traitement de l'information;3;0
0913;2001;Matériel de traitement de l'information;3;0
0913;2002;Matériel de traitement de l'information;3;0
0913;2003;Matériel de traitement de l'information;3;0
0913;2004;Matériel de traitement de l'information;3;0
0913;2005;Matériel de traitement de l'information;3;0
0913;2006;Matériel de traitement de l'information;3;0
0913;2007;Matériel de traitement de l'information;3;0
0913;2008;Matériel de traitement de l'information;3;0
0913;2009;Matériel de traitement de l'information;3;0
0913;2010;Matériel de traitement de l'information;3;0
0913;2011;Matériel de traitement de l'information;3;0
0913;2012;Matériel de traitement de l'information;3;0
0913;2013;Matériel de traitement de l'information;3;0
0913;2014;Matériel de traitement de l'information;3;0
0914;1994;Supports d'enregistrement;3;0
0914;1995;Supports d'enregistrement;3;0
0914;1996;Supports d'enregistrement;3;0
0914;1997;Supports d'enregistrement;3;0
0914;1998;Supports d'enregistrement;3;0
0914;1999;Supports d'enregistrement;3;0
0914;2000;Supports d'enregistrement;3;0
0914;2001;Supports d'enregistrement;3;0
0914;2002;Supports d'enregistrement;3;0
0914;2003;Supports d'enregistrement;3;0
0914;2004;Supports d'enregistrement;3;0
0914;2005;Supports d'enregistrement;3;0
0914;2006;Supports d'enregistrement;3;0
0914;2007;Supports d'enregistrement;3;0
0914;2008;Supports d'enregistrement;3;0
0914;2009;Supports d'enregistrement;3;0
0914;2010;Supports d'enregistrement;3;0
0914;2011;Supports d'enregistrement;3;0
0914;2012;Supports d'enregistrement;3;0
0914;2013;Supports d'enregistrement;3;0
0914;2014;Supports d'enregistrement;3;0
0915;1994;Réparation de matériel audiovisuel, photographique et de traitement de l'information;3;0
0915;1995;Réparation de matériel audiovisuel, photographique et de traitement de l'information;3;0
0915;1996;Réparation de matériel audiovisuel, photographique et de traitement de l'information;3;0
0915;1997;Réparation de matériel audiovisuel, photographique et de traitement de l'information;3;0
0915;1998;Réparation de matériel audiovisuel, photographique et de traitement de l'information;3;0
0915;1999;Réparation de matériel audiovisuel, photographique et de traitement de l'information;3;0
0915;2000;Réparation de matériel audiovisuel, photographique et de traitement de l'information;3;0
0915;2001;Réparation de matériel audiovisuel, photographique et de traitement de l'information;3;0
0915;2002;Réparation de matériel audiovisuel, photographique et de traitement de l'information;3;0
0915;2003;Réparation de matériel audiovisuel, photographique et de traitement de l'information;3;0
0915;2004;Réparation de matériel audiovisuel, photographique et de traitement de l'information;3;0
0915;2005;Réparation de matériel audiovisuel, photographique et de traitement de l'information;3;0
0915;2006;Réparation de matériel audiovisuel, photographique et de traitement de l'information;3;0
0915;2007;Réparation de matériel audiovisuel, photographique et de traitement de l'information;3;0
0915;2008;Réparation de matériel audiovisuel, photographique et de traitement de l'information;3;0
0915;2009;Réparation de matériel audiovisuel, photographique et de traitement de l'information;3;0
0915;2010;Réparation de matériel audiovisuel, photographique et de traitement de l'information;3;0
0915;2011;Réparation de matériel audiovisuel, photographique et de traitement de l'information;3;0
0915;2012;Réparation de matériel audiovisuel, photographique et de traitement de l'information;3;0
0915;2013;Réparation de matériel audiovisuel, photographique et de traitement de l'information;3;0
0915;2014;Réparation de matériel audiovisuel, photographique et de traitement de l'information;3;0
0921;1994;Biens durables pour loisirs de plein air;3;0
0921;1995;Biens durables pour loisirs de plein air;3;0
0921;1996;Biens durables pour loisirs de plein air;3;0
0921;1997;Biens durables pour loisirs de plein air;3;0
0921;1998;Biens durables pour loisirs de plein air;3;0
0921;1999;Biens durables pour loisirs de plein air;3;0
0921;2000;Biens durables pour loisirs de plein air;3;0
0921;2001;Biens durables pour loisirs de plein air;3;0
0921;2002;Biens durables pour loisirs de plein air;3;0
0921;2003;Biens durables pour loisirs de plein air;3;0
0921;2004;Biens durables pour loisirs de plein air;3;0
0921;2005;Biens durables pour loisirs de plein air;3;0
0921;2006;Biens durables pour loisirs de plein air;3;0
0921;2007;Biens durables pour loisirs de plein air;3;0
0921;2008;Biens durables pour loisirs de plein air;3;0
0921;2009;Biens durables pour loisirs de plein air;3;0
0921;2010;Biens durables pour loisirs de plein air;3;0
0921;2011;Biens durables pour loisirs de plein air;3;0
0921;2012;Biens durables pour loisirs de plein air;3;0
0921;2013;Biens durables pour loisirs de plein air;3;0
0921;2014;Biens durables pour loisirs de plein air;3;0
0922;1994;Instruments de musique et biens durables destinés aux loisirs d'intérieur;3;0
0922;1995;Instruments de musique et biens durables destinés aux loisirs d'intérieur;3;0
0922;1996;Instruments de musique et biens durables destinés aux loisirs d'intérieur;3;0
0922;1997;Instruments de musique et biens durables destinés aux loisirs d'intérieur;3;0
0922;1998;Instruments de musique et biens durables destinés aux loisirs d'intérieur;3;0
0922;1999;Instruments de musique et biens durables destinés aux loisirs d'intérieur;3;0
0922;2000;Instruments de musique et biens durables destinés aux loisirs d'intérieur;3;0
0922;2001;Instruments de musique et biens durables destinés aux loisirs d'intérieur;3;0
0922;2002;Instruments de musique et biens durables destinés aux loisirs d'intérieur;3;0
0922;2003;Instruments de musique et biens durables destinés aux loisirs d'intérieur;3;0
0922;2004;Instruments de musique et biens durables destinés aux loisirs d'intérieur;3;0
0922;2005;Instruments de musique et biens durables destinés aux loisirs d'intérieur;3;0
0922;2006;Instruments de musique et biens durables destinés aux loisirs d'intérieur;3;0
0922;2007;Instruments de musique et biens durables destinés aux loisirs d'intérieur;3;0
0922;2008;Instruments de musique et biens durables destinés aux loisirs d'intérieur;3;0
0922;2009;Instruments de musique et biens durables destinés aux loisirs d'intérieur;3;0
0922;2010;Instruments de musique et biens durables destinés aux loisirs d'intérieur;3;0
0922;2011;Instruments de musique et biens durables destinés aux loisirs d'intérieur;3;0
0922;2012;Instruments de musique et biens durables destinés aux loisirs d'intérieur;3;0
0922;2013;Instruments de musique et biens durables destinés aux loisirs d'intérieur;3;0
0922;2014;Instruments de musique et biens durables destinés aux loisirs d'intérieur;3;0
0923;1994;Entretien et réparation des autres biens durables à fonction récréatives et culturelles;3;0
0923;1995;Entretien et réparation des autres biens durables à fonction récréatives et culturelles;3;0
